NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Partipate_Rate,,Score,Rank
AUT,Swimming,2,6,9,217,17,234,26416,0.008547009,0.025641026,0.038461538,0.072649573,0.008858268,,0.247926119,9
AUT,Synchronized Swimming,0,0,0,14,0,14,909,0,0,0,0,0.01540154,,0.004903359,33
AUT,Table Tennis,0,0,0,66,0,66,2480,0,0,0,0,0.026612903,,0.020281745,25
AUT,Taekwondo,0,0,0,4,0,4,870,0,0,0,0,0.004597701,,0.003215376,36
AUT,Tennis,0,2,0,41,2,43,3446,0,0.046511628,0,0.046511628,0.012478236,,0.066257431,21
AUT,Trampoline Gymnastics,0,0,0,1,0,1,64,0,0,0,0,0.015625,,4.56E-05,46
AUT,Triathlon,1,0,0,24,1,25,822,0.04,0,0,0.04,0.030413625,,0.141285635,16
AUT,Tug-Of-War,0,0,0,8,0,8,170,0,0,0,0,0.047058824,,0.002033987,40
AUT,Water Polo,0,0,0,28,0,28,4418,0,0,0,0,0.006337709,,0.018011833,26
AUT,Weightlifting,4,5,2,73,11,84,4256,0.047619048,0.05952381,0.023809524,0.130952381,0.019736842,,0.250956488,8
AUT,Wrestling,1,2,3,89,6,95,7734,0.010526316,0.021052632,0.031578947,0.063157895,0.012283424,,0.108641125,18
AZE,3x3 Basketball,0,0,0,4,0,4,128,0,0,0,0,0.03125,,0.003666853,21
AZE,Archery,0,0,0,2,0,2,2846,0,0,0,0,0.000702741,,0.007098586,19
AZE,Artistic Gymnastics,0,0,0,12,0,12,2297,0,0,0,0,0.005224205,,0.014428948,17
AZE,Athletics,0,0,0,24,0,24,43294,0,0,0,0,0.000554349,,0.102252854,8
AZE,Badminton,0,0,0,3,0,3,1816,0,0,0,0,0.001651982,,0.005042171,20
AZE,Boxing,0,2,8,37,10,47,6584,0,0.042553191,0.170212766,0.212765957,0.007138518,,0.278216956,5
AZE,Canoeing,0,1,1,5,2,7,6171,0,0.142857143,0.142857143,0.285714286,0.001134338,,0.187758937,7
AZE,Cycling,0,0,0,6,0,6,10859,0,0,0,0,0.000552537,,0.027309466,14
AZE,Cycling Road,0,0,0,1,0,1,493,0,0,0,0,0.002028398,,0.001084136,23
AZE,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,,0.007953219,18
AZE,Equestrianism,0,0,0,2,0,2,6344,0,0,0,0,0.000315259,,0.01570988,16
AZE,Fencing,0,0,0,6,0,6,11558,0,0,0,0,0.000519121,,0.028950806,12
AZE,Gymnastics,0,0,0,18,0,18,26707,0,0,0,0,0.000673981,,0.066330349,9
AZE,Judo,3,2,2,40,7,47,4876,0.063829787,0.042553191,0.042553191,0.14893617,0.009639048,,0.349403091,3
AZE,Karate,0,2,0,1,2,3,81,0,0.666666667,0,0.666666667,0.037037037,,0.395182506,2
AZE,Rhythmic Gymnastics,0,0,0,23,0,23,848,0,0,0,0,0.027122642,,0.026382553,15
AZE,Rowing,0,0,0,5,0,5,11625,0,0,0,0,0.000430108,,0.028890015,13
AZE,Shooting,1,0,2,16,3,19,12580,0.052631579,0,0.105263158,0.157894737,0.001510334,,0.225479843,6
AZE,Swimming,0,0,0,15,0,15,26416,0,0,0,0,0.000567838,,0.064805876,10
AZE,Taekwondo,1,1,2,8,4,12,870,0.083333333,0.083333333,0.166666667,0.333333333,0.013793103,,0.327790856,4
AZE,Trampoline Gymnastics,0,0,0,1,0,1,64,0,0,0,0,0.015625,,0,24
AZE,Triathlon,0,0,0,3,0,3,822,0,0,0,0,0.003649635,,0.003103054,22
AZE,Weightlifting,0,0,1,20,1,21,4256,0,0,0.047619048,0.047619048,0.004934211,,0.059202299,11
AZE,Wrestling,4,9,16,57,29,86,7734,0.046511628,0.104651163,0.186046512,0.337209302,0.011119731,,0.653485991,1
BAH,Athletics,14,11,13,250,38,288,43294,0.048611111,0.038194444,0.045138889,0.131944444,0.006652192,,1,1
BAH,Boxing,0,0,0,7,0,7,6584,0,0,0,0,0.001063183,,0.006311421,7
BAH,Cycling,0,0,0,2,0,2,10859,0,0,0,0,0.000184179,,0.009667393,5
BAH,Diving,0,0,0,1,0,1,3193,0,0,0,0,0.000313185,,0,9
BAH,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,,0.010588319,4
BAH,Sailing,2,0,2,50,4,54,7266,0.037037037,0,0.037037037,0.074074074,0.007431874,,0.270867988,2
BAH,Swimming,0,0,0,49,0,49,26416,0,0,0,0,0.001854936,,0.045754162,3
BAH,Tennis,0,0,0,13,0,13,3446,0,0,0,0,0.00377249,,0.009262824,6
BAH,Wrestling,0,0,0,2,0,2,7734,0,0,0,0,0.000258598,,0.005781655,8
BAN,Archery,0,0,0,7,0,7,2846,0,0,0,0,0.002459592,,0,3
BAN,Athletics,0,0,0,30,0,30,43294,0,0,0,0,0.000692937,,0,3
BAN,Golf,0,0,0,1,0,1,487,0,0,0,0,0.002053388,,0,3
BAN,Gymnastics,0,0,0,3,0,3,26707,0,0,0,0,0.00011233,,0,3
BAN,Shooting,0,0,0,10,0,10,12580,0,0,0,0,0.000794913,,0,3
BAN,Swimming,0,0,0,17,0,17,26416,0,0,0,0,0.000643549,,0,3
BAR,Athletics,0,0,1,116,1,117,43294,0,0,0.008547009,0.008547009,0.002702453,,0,7
BAR,Boxing,0,0,0,9,0,9,6584,0,0,0,0,0.00136695,,0,7
BAR,Cycling,0,0,0,24,0,24,10859,0,0,0,0,0.002210148,,0,7
BAR,Diving,0,0,0,1,0,1,3193,0,0,0,0,0.000313185,,0,7
BAR,Gymnastics,0,0,0,7,0,7,26707,0,0,0,0,0.000262104,,0,7
BAR,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,,0,7
BAR,Sailing,0,0,0,15,0,15,7266,0,0,0,0,0.00206441,,0,7
BAR,Shooting,0,0,0,8,0,8,12580,0,0,0,0,0.00063593,,0,7
BAR,Swimming,0,0,0,40,0,40,26416,0,0,0,0,0.001514234,,0,7
BAR,Synchronized Swimming,0,0,0,1,0,1,909,0,0,0,0,0.00110011,,0,7
BAR,Tennis,0,0,0,1,0,1,3446,0,0,0,0,0.000290192,,0,7
BAR,Triathlon,0,0,0,2,0,2,822,0,0,0,0,0.00243309,,0,7
BAR,Weightlifting,0,0,0,2,0,2,4256,0,0,0,0,0.000469925,,0,7
BDI,Athletics,1,1,0,37,2,39,43294,0.025641026,0.025641026,0,0.051282051,0.000900818,,0,2
BDI,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,,0,2
BDI,Judo,0,0,0,3,0,3,4876,0,0,0,0,0.000615258,,0,2
BDI,Swimming,0,0,0,11,0,11,26416,0,0,0,0,0.000416414,,0,2
BEL,3x3 Basketball,0,0,0,4,0,4,128,0,0,0,0,0.03125,,0.000846392,43
BEL,Archery,35,14,3,30,52,82,2846,0.426829268,0.170731707,0.036585366,0.634146341,0.028812368,,0.551550878,1
BEL,Art Competitions,2,1,5,163,8,171,3578,0.011695906,0.005847953,0.029239766,0.046783626,0.047792063,,0.068100959,18
BEL,Artistic Gymnastics,1,0,0,45,1,46,2297,0.02173913,0,0,0.02173913,0.020026121,,0.032051664,25
BEL,Athletics,6,11,4,601,21,622,43294,0.009646302,0.017684887,0.006430868,0.033762058,0.014366887,,0.226439611,10
BEL,Badminton,0,0,0,9,0,9,1816,0,0,0,0,0.004955947,,0.007331769,32
BEL,Basketball,0,0,0,58,0,58,5111,0,0,0,0,0.011348073,,0.024266332,26
BEL,Beach Volleyball,0,0,0,2,0,2,756,0,0,0,0,0.002645503,,0.002888866,37
BEL,Boxing,1,1,2,56,4,60,6584,0.016666667,0.016666667,0.033333333,0.066666667,0.009113001,,0.050596901,22
BEL,Canoe Slalom,0,0,0,1,0,1,256,0,0,0,0,0.00390625,,0.000897363,42
BEL,Canoe Sprint,0,0,0,10,0,10,756,0,0,0,0,0.013227513,,0.003652127,34
BEL,Canoeing,0,0,0,96,0,96,6171,0,0,0,0,0.015556636,,0.033210129,24
BEL,Cycling,13,12,22,293,47,340,10859,0.038235294,0.035294118,0.064705882,0.138235294,0.031310434,,0.261367088,7
BEL,Cycling BMX Racing,0,0,0,5,0,5,115,0,0,0,0,0.043478261,,0.001057288,41
BEL,Cycling Mountain Bike,0,0,0,5,0,5,144,0,0,0,0,0.034722222,,0.001099441,40
BEL,Cycling Road,2,1,1,16,4,20,493,0.1,0.05,0.05,0.2,0.040567951,,0.139423246,13
BEL,"Cycling Road, Cycling Track",0,0,0,3,0,3,30,0,0,0,0,0.1,,0.000501203,46
BEL,Cycling Track,0,0,1,24,1,25,878,0,0,0.04,0.04,0.028473804,,0.023093042,27
BEL,Diving,0,0,0,12,0,12,3193,0,0,0,0,0.003758221,,0.012735553,29
BEL,Equestrian,0,0,4,37,4,41,835,0,0,0.097560976,0.097560976,0.049101796,,0.058809426,20
BEL,Equestrianism,7,5,11,183,23,206,6344,0.033980583,0.024271845,0.053398058,0.111650485,0.032471627,,0.150718148,11
BEL,Fencing,10,19,19,297,48,345,11558,0.028985507,0.055072464,0.055072464,0.139130435,0.029849455,,0.258264192,8
BEL,Figure Skating,0,0,0,2,0,2,54,0,0,0,0,0.037037037,,0.000268176,48
BEL,Football,14,0,9,44,23,67,7906,0.208955224,0,0.134328358,0.343283582,0.008474576,,0.302974533,4
BEL,Golf,0,0,0,9,0,9,487,0,0,0,0,0.018480493,,0.002699971,38
BEL,Gymnastics,0,24,24,152,48,200,26707,0,0.12,0.12,0.24,0.007488673,,0.284267012,6
BEL,Hockey,18,16,14,236,48,284,6264,0.063380282,0.056338028,0.049295775,0.169014085,0.045338442,,0.286583242,5
BEL,Ice Hockey,0,0,0,7,0,7,60,0,0,0,0,0.116666667,,0.001507069,39
BEL,Judo,2,1,11,49,14,63,4876,0.031746032,0.015873016,0.174603175,0.222222222,0.012920427,,0.136582888,14
BEL,Modern Pentathlon,0,0,0,15,0,15,1821,0,0,0,0,0.008237232,,0.007886302,31
BEL,Polo,0,0,0,4,0,4,95,0,0,0,0,0.042105263,,0.000794731,44
BEL,Rhythmic Gymnastics,0,0,0,4,0,4,848,0,0,0,0,0.004716981,,0.003327408,36
BEL,Rowing,0,26,4,155,30,185,11625,0,0.140540541,0.021621622,0.162162162,0.015913978,,0.23002545,9
BEL,Sailing,4,8,7,86,19,105,7266,0.038095238,0.076190476,0.066666667,0.180952381,0.014450867,,0.148997726,12
BEL,Shooting,1,13,3,201,17,218,12580,0.004587156,0.059633028,0.013761468,0.077981651,0.017329094,,0.136426952,15
BEL,Skateboarding,0,0,0,2,0,2,168,0,0,0,0,0.011904762,,0.000602666,45
BEL,Sport Climbing,0,0,0,1,0,1,108,0,0,0,0,0.009259259,,0.00030986,47
BEL,Swimming,1,2,2,286,5,291,26416,0.003436426,0.006872852,0.006872852,0.017182131,0.011016051,,0.120022418,16
BEL,Synchronized Swimming,0,0,0,5,0,5,909,0,0,0,0,0.00550055,,0.003623447,35
BEL,Table Tennis,0,0,0,16,0,16,2480,0,0,0,0,0.006451613,,0.010351197,30
BEL,Taekwondo,0,0,1,5,1,6,870,0,0,0.166666667,0.166666667,0.006896552,,0.084022441,17
BEL,Tennis,1,0,2,86,3,89,3446,0.011235955,0,0.02247191,0.033707865,0.025827046,,0.037363119,23
BEL,Triathlon,0,0,0,23,0,23,822,0,0,0,0,0.027980535,,0.006318839,33
BEL,Tug-Of-War,0,0,8,0,8,8,170,0,0,1,1,0.047058824,,0.385660953,3
BEL,Volleyball,0,0,0,12,0,12,4003,0,0,0,0,0.002997752,,0.015820354,28
BEL,Water Polo,0,36,18,46,54,100,4418,0,0.36,0.18,0.54,0.022634676,,0.396344783,2
BEL,Weightlifting,1,2,1,45,4,49,4256,0.020408163,0.040816327,0.020408163,0.081632653,0.011513158,,0.060866519,19
BEL,Wrestling,0,3,1,109,4,113,7734,0,0.026548673,0.008849558,0.03539823,0.014610809,,0.055082057,21
BEN,Athletics,0,0,0,47,0,47,43294,0,0,0,0,0.001085601,,0,5
BEN,Boxing,0,0,0,13,0,13,6584,0,0,0,0,0.001974484,,0,5
BEN,Cycling,0,0,0,2,0,2,10859,0,0,0,0,0.000184179,,0,5
BEN,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,,0,5
BEN,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,,0,5
BEN,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,,0,5
BEN,Swimming,0,0,0,11,0,11,26416,0,0,0,0,0.000416414,,0,5
BEN,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,,0,5
BEN,Tennis,0,0,0,1,0,1,3446,0,0,0,0,0.000290192,,0,5
BER,Athletics,0,0,0,63,0,63,43294,0,0,0,0,0.001455167,,0,5
BER,Boxing,0,0,1,3,1,4,6584,0,0,0.25,0.25,0.000607533,,0,5
BER,Cycling,0,0,0,4,0,4,10859,0,0,0,0,0.000368358,,0,5
BER,Diving,0,0,0,4,0,4,3193,0,0,0,0,0.00125274,,0,5
BER,Equestrianism,0,0,0,11,0,11,6344,0,0,0,0,0.001733922,,0,5
BER,Rowing,0,0,0,4,0,4,11625,0,0,0,0,0.000344086,,0,5
BER,Sailing,0,0,0,62,0,62,7266,0,0,0,0,0.008532893,,0,5
BER,Swimming,0,0,0,53,0,53,26416,0,0,0,0,0.00200636,,0,5
BER,Tennis,0,0,0,1,0,1,3446,0,0,0,0,0.000290192,,0,5
BER,Triathlon,1,0,0,8,1,9,822,0.111111111,0,0,0.111111111,0.010948905,,0,5
BHU,Archery,0,0,0,36,0,36,2846,0,0,0,0,0.012649332,,0,3
BHU,Athletics,0,0,0,1,0,1,43294,0,0,0,0,2.31E-05,,0,3
BHU,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,,0,3
BHU,Shooting,0,0,0,3,0,3,12580,0,0,0,0,0.000238474,,0,3
BHU,Swimming,0,0,0,2,0,2,26416,0,0,0,0,7.57E-05,,0,3
BIH,Athletics,0,0,0,24,0,24,43294,0,0,0,0,0.000554349,,0,5
BIH,Canoeing,0,0,0,3,0,3,6171,0,0,0,0,0.000486145,,0,5
BIH,Judo,0,0,0,10,0,10,4876,0,0,0,0,0.002050861,,0,5
BIH,Shooting,0,0,0,20,0,20,12580,0,0,0,0,0.001589825,,0,5
BIH,Swimming,0,0,0,21,0,21,26416,0,0,0,0,0.000794973,,0,5
BIH,Table Tennis,0,0,0,2,0,2,2480,0,0,0,0,0.000806452,,0,5
BIH,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,,0,5
BIH,Tennis,0,0,0,3,0,3,3446,0,0,0,0,0.000870575,,0,5
BIH,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,,0,5
BIH,Wrestling,0,0,0,1,0,1,7734,0,0,0,0,0.000129299,,0,5
BIZ,Athletics,0,0,0,41,0,41,43294,0,0,0,0,0.000947013,,0,4
BIZ,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,,0,4
BIZ,Canoe Sprint,0,0,0,2,0,2,756,0,0,0,0,0.002645503,,0,4
BIZ,Cycling,0,0,0,27,0,27,10859,0,0,0,0,0.002486417,,0,4
BIZ,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,,0,4
BIZ,Shooting,0,0,0,6,0,6,12580,0,0,0,0,0.000476948,,0,4
BIZ,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,,0,4
BIZ,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,,0,4
BLR,Archery,0,0,0,16,0,16,2846,0,0,0,0,0.005621926,,0.011745029,25
BLR,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,,0.007365908,26
BLR,Artistic Swimming,0,0,0,2,0,2,257,0,0,0,0,0.007782101,,0.000808025,32
BLR,Athletics,4,6,8,259,18,277,43294,0.014440433,0.02166065,0.028880866,0.064981949,0.006398115,,0.341373142,4
BLR,Badminton,0,0,0,6,0,6,1816,0,0,0,0,0.003303965,,0.006133617,27
BLR,Basketball,0,0,0,22,0,22,5111,0,0,0,0,0.004304441,,0.019187149,22
BLR,Boxing,0,2,0,24,2,26,6584,0,0.076923077,0,0.076923077,0.003948967,,0.115095981,13
BLR,Canoe Sprint,0,4,0,14,4,18,756,0,0.222222222,0,0.222222222,0.023809524,,0.270180879,6
BLR,Canoeing,6,4,12,38,22,60,6171,0.1,0.066666667,0.2,0.366666667,0.009722897,,0.461910715,2
BLR,Cycling,0,0,1,37,1,38,10859,0,0,0.026315789,0.026315789,0.003499401,,0.05148841,17
BLR,Cycling Road,0,0,0,3,0,3,493,0,0,0,0,0.006085193,,0.001720972,31
BLR,Cycling Track,0,0,0,2,0,2,878,0,0,0,0,0.002277904,,0.002637545,29
BLR,Diving,0,0,0,19,0,19,3193,0,0,0,0,0.005950517,,0.013587725,24
BLR,Equestrian,0,0,0,1,0,1,835,0,0,0,0,0.001197605,,0.002448524,30
BLR,Equestrianism,0,0,0,6,0,6,6344,0,0,0,0,0.000945776,,0.019816954,21
BLR,Fencing,0,0,0,24,0,24,11558,0,0,0,0,0.002076484,,0.037315677,18
BLR,Football,0,0,0,16,0,16,7906,0,0,0,0,0.002023779,,0.025612199,19
BLR,Gymnastics,0,0,4,232,4,236,26707,0,0,0.016949153,0.016949153,0.008836635,,0.149271037,9
BLR,Judo,1,0,1,25,2,27,4876,0.037037037,0,0.037037037,0.074074074,0.005537326,,0.095232195,15
BLR,Modern Pentathlon,0,0,1,16,1,17,1821,0,0,0.058823529,0.058823529,0.00933553,,0.068241298,16
BLR,Rhythmic Gymnastics,0,14,8,32,22,54,848,0,0.259259259,0.148148148,0.407407407,0.063679245,,0.432441974,3
BLR,Rowing,2,1,14,54,17,71,11625,0.028169014,0.014084507,0.197183099,0.23943662,0.006107527,,0.318444386,5
BLR,Sailing,0,0,0,21,0,21,7266,0,0,0,0,0.002890173,,0.024702822,20
BLR,Shooting,1,2,4,88,7,95,12580,0.010526316,0.021052632,0.042105263,0.073684211,0.007551669,,0.141784495,11
BLR,Swimming,0,2,1,108,3,111,26416,0,0.018018018,0.009009009,0.027027027,0.004201999,,0.112922785,14
BLR,Synchronized Swimming,0,0,0,8,0,8,909,0,0,0,0,0.00880088,,0.004541799,28
BLR,Table Tennis,0,0,0,28,0,28,2480,0,0,0,0,0.011290323,,0.015935773,23
BLR,Tennis,2,0,1,32,3,35,3446,0.057142857,0,0.028571429,0.085714286,0.010156703,,0.148614405,10
BLR,Trampoline Gymnastics,1,0,0,1,1,2,64,0.5,0,0,0.5,0.03125,,0.482344054,1
BLR,Trampolining,1,0,0,11,1,12,152,0.083333333,0,0,0.083333333,0.078947368,,0.123432807,12
BLR,Weightlifting,1,5,6,38,12,50,4256,0.02,0.1,0.12,0.24,0.01174812,,0.265345021,7
BLR,Wrestling,0,6,8,61,14,75,7734,0,0.08,0.106666667,0.186666667,0.00969744,,0.257342452,8
BOH,Art Competitions,0,0,0,1,0,1,3578,0,0,0,0,0.000279486,,0,5
BOH,Athletics,0,1,0,38,1,39,43294,0,0.025641026,0,0.025641026,0.000900818,,0,5
BOH,Cycling,0,0,0,11,0,11,10859,0,0,0,0,0.001012985,,0,5
BOH,Fencing,0,0,6,45,6,51,11558,0,0,0.117647059,0.117647059,0.004412528,,0,5
BOH,Gymnastics,0,0,0,7,0,7,26707,0,0,0,0,0.000262104,,0,5
BOH,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,,0,5
BOH,Shooting,0,0,0,5,0,5,12580,0,0,0,0,0.000397456,,0,5
BOH,Tennis,0,0,5,23,5,28,3446,0,0,0.178571429,0.178571429,0.008125363,,0,5
BOH,Wrestling,0,0,0,10,0,10,7734,0,0,0,0,0.001292992,,0,5
BOL,Art Competitions,0,0,0,1,0,1,3578,0,0,0,0,0.000279486,,0,8
BOL,Athletics,0,0,0,43,0,43,43294,0,0,0,0,0.000993209,,0,8
BOL,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,,0,8
BOL,Canoeing,0,0,0,2,0,2,6171,0,0,0,0,0.000324097,,0,8
BOL,Cycling,0,0,0,10,0,10,10859,0,0,0,0,0.000920895,,0,8
BOL,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,,0,8
BOL,Equestrianism,0,0,0,3,0,3,6344,0,0,0,0,0.000472888,,0,8
BOL,Fencing,0,0,0,4,0,4,11558,0,0,0,0,0.000346081,,0,8
BOL,Gymnastics,0,0,0,5,0,5,26707,0,0,0,0,0.000187217,,0,8
BOL,Judo,0,0,0,6,0,6,4876,0,0,0,0,0.001230517,,0,8
BOL,Shooting,0,0,0,20,0,20,12580,0,0,0,0,0.001589825,,0,8
BOL,Swimming,0,0,0,27,0,27,26416,0,0,0,0,0.001022108,,0,8
BOL,Tennis,0,0,0,2,0,2,3446,0,0,0,0,0.000580383,,0,8
BOL,Weightlifting,0,0,0,3,0,3,4256,0,0,0,0,0.000704887,,0,8
BOL,Wrestling,0,0,0,1,0,1,7734,0,0,0,0,0.000129299,,0,8
BOT,Athletics,1,7,6,88,14,102,43294,0.009803922,0.068627451,0.058823529,0.137254902,0.002355985,,1,1
BOT,Boxing,0,0,0,12,0,12,6584,0,0,0,0,0.0018226,,0.022644393,3
BOT,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,,0.000904493,5
BOT,Sailing,0,0,0,1,0,1,7266,0,0,0,0,0.000137627,,0.004376738,4
BOT,Swimming,0,0,0,8,0,8,26416,0,0,0,0,0.000302847,,0.03438931,2
BOT,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,,0,6
BRA,Archery,0,0,0,29,0,29,2846,0,0,0,0,0.01018974,,0.01048599,33
BRA,Art Competitions,0,0,0,1,0,1,3578,0,0,0,0,0.000279486,,0.011585427,32
BRA,Artistic Gymnastics,2,3,5,76,10,86,2297,0.023255814,0.034883721,0.058139535,0.11627907,0.037440139,,0.083815469,15
BRA,Athletics,5,8,17,612,30,642,43294,0.007788162,0.012461059,0.026479751,0.046728972,0.014828845,,0.199330667,7
BRA,Badminton,0,0,0,6,0,6,1816,0,0,0,0,0.003303965,,0.005910977,38
BRA,Basketball,0,12,46,209,58,267,5111,0,0.04494382,0.172284644,0.217228464,0.052240266,,0.269935935,5
BRA,Beach Volleyball,8,14,6,36,28,64,756,0.125,0.21875,0.09375,0.4375,0.084656085,,0.291356841,4
BRA,Boxing,2,2,5,88,9,97,6584,0.020618557,0.020618557,0.051546392,0.092783505,0.014732685,,0.074180483,16
BRA,Canoe Slalom,0,0,0,9,0,9,256,0,0,0,0,0.03515625,,0.001611798,40
BRA,Canoe Sprint,1,1,0,10,2,12,756,0.083333333,0.083333333,0,0.166666667,0.015873016,,0.126915175,12
BRA,Canoeing,0,3,1,45,4,49,6171,0,0.06122449,0.020408163,0.081632653,0.007940366,,0.071151595,17
BRA,Cycling,0,0,0,95,0,95,10859,0,0,0,0,0.008748504,,0.038369653,22
BRA,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,,0,48
BRA,Cycling BMX Racing,0,0,0,3,0,3,115,0,0,0,0,0.026086957,,0.000435531,45
BRA,Cycling Mountain Bike,0,0,0,5,0,5,144,0,0,0,0,0.034722222,,0.000799326,43
BRA,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,,0.001501644,42
BRA,Diving,0,0,0,51,0,51,3193,0,0,0,0,0.01597244,,0.013661693,31
BRA,Equestrian,0,0,0,34,0,34,835,0,0,0,0,0.040718563,,0.006497104,36
BRA,Equestrianism,1,0,8,161,9,170,6344,0.005882353,0,0.047058824,0.052941176,0.026796974,,0.070153974,18
BRA,Fencing,0,0,0,99,0,99,11558,0,0,0,0,0.008565496,,0.040612185,21
BRA,Football,39,107,34,192,180,372,7906,0.10483871,0.287634409,0.091397849,0.483870968,0.047052871,,0.702337851,1
BRA,Golf,0,0,0,3,0,3,487,0,0,0,0,0.006160164,,0.001514783,41
BRA,Gymnastics,1,2,1,197,4,201,26707,0.004975124,0.009950249,0.004975124,0.019900498,0.007526117,,0.091667272,14
BRA,Handball,0,0,0,192,0,192,4419,0,0,0,0,0.043448744,,0.036364995,23
BRA,Hockey,0,0,0,16,0,16,6264,0,0,0,0,0.002554278,,0.020408848,28
BRA,Judo,5,4,28,130,37,167,4876,0.02994012,0.023952096,0.167664671,0.221556886,0.034249385,,0.21168986,6
BRA,Marathon Swimming,1,0,0,2,1,3,89,0.333333333,0,0,0.333333333,0.033707865,,0.298315606,3
BRA,"Marathon Swimming, Swimming",0,0,0,5,0,5,52,0,0,0,0,0.096153846,,0.00072543,44
BRA,Modern Pentathlon,0,0,1,32,1,33,1821,0,0,0.03030303,0.03030303,0.018121911,,0.028278649,25
BRA,Rhythmic Gymnastics,0,0,0,37,0,37,848,0,0,0,0,0.043632075,,0.007008728,35
BRA,Rowing,0,0,0,140,0,140,11625,0,0,0,0,0.012043011,,0.044174304,20
BRA,Rugby Sevens,0,0,0,52,0,52,928,0,0,0,0,0.056034483,,0.009619957,34
BRA,Sailing,14,6,16,170,36,206,7266,0.067961165,0.029126214,0.077669903,0.174757282,0.028351225,,0.196937329,8
BRA,Shooting,1,2,5,119,8,127,12580,0.007874016,0.015748031,0.039370079,0.062992126,0.01009539,,0.069451301,19
BRA,Skateboarding,0,3,2,19,5,24,168,0,0.125,0.083333333,0.208333333,0.142857143,,0.143678822,11
BRA,Surfing,1,1,1,7,3,10,88,0.1,0.1,0.1,0.3,0.113636364,,0.17705885,9
BRA,Swimming,1,4,17,570,22,592,26416,0.001689189,0.006756757,0.028716216,0.037162162,0.02241066,,0.156489331,10
BRA,Synchronized Swimming,0,0,0,33,0,33,909,0,0,0,0,0.03630363,,0.006437114,37
BRA,Table Tennis,0,0,0,78,0,78,2480,0,0,0,0,0.031451613,,0.015908698,29
BRA,Taekwondo,0,0,3,17,3,20,870,0,0,0.15,0.15,0.022988506,,0.121569843,13
BRA,Tennis,0,0,2,59,2,61,3446,0,0,0.032786885,0.032786885,0.017701683,,0.034212039,24
BRA,Trampoline Gymnastics,0,0,0,2,0,2,64,0,0,0,0,0.03125,,0.000195327,47
BRA,Trampolining,0,0,0,1,0,1,152,0,0,0,0,0.006578947,,0.000363931,46
BRA,Triathlon,0,0,0,27,0,27,822,0,0,0,0,0.032846715,,0.005350065,39
BRA,Volleyball,60,48,37,190,145,335,4003,0.179104478,0.143283582,0.110447761,0.432835821,0.083687235,,0.634338798,2
BRA,Water Polo,0,0,0,96,0,96,4418,0,0,0,0,0.021729289,,0.022089423,27
BRA,Weightlifting,0,0,0,29,0,29,4256,0,0,0,0,0.00681391,,0.014660004,30
BRA,Wrestling,0,0,0,17,0,17,7734,0,0,0,0,0.002198086,,0.025070749,26
BRN,Athletics,2,3,1,89,6,95,43294,0.021052632,0.031578947,0.010526316,0.063157895,0.002194299,,0.572447258,1
BRN,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,,0.005190951,11
BRN,Cycling,0,0,0,7,0,7,10859,0,0,0,0,0.000644627,,0.013165653,9
BRN,Fencing,0,0,0,7,0,7,11558,0,0,0,0,0.000605641,,0.013729911,8
BRN,Handball,0,0,0,16,0,16,4419,0,0,0,0,0.003620729,,0.02203206,5
BRN,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,,0.003335442,12
BRN,Modern Pentathlon,0,0,0,12,0,12,1821,0,0,0,0,0.006589786,,0.016110099,7
BRN,Sailing,0,0,0,5,0,5,7266,0,0,0,0,0.000688137,,0.008356816,10
