NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Unnamed: 10,Unnamed: 11,Historical_Bronze,Historical_Gold,Historical_No_Medal,Historical_Silver
MAS,Cycling Road,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MAS,Cycling Track,0,0,6,0,0,0.087274768,0,0.236559593,,,0,0,9,1
MAS,Diving,0,0,2,0,0,0.123224504,0,0.212844448,,,1,0,41,2
MAS,Golf,0,0,2,0,0,0.002250696,0,0.041344188,,,0,0,8,0
MAS,Sailing,0,0,2,0,0,0.0,0,0.008320486,,,0,0,13,0
MAS,Shooting,0,0,1,0,0,0.0,0,0.014369465,,,0,0,24,0
MAS,Swimming,0,0,2,0,0,0.005611926,0,0.056454806,,,0,0,99,0
MAS,Weightlifting,0,0,1,0,0,0.0,0,0.0,,,0,0,12,0
MAW,Athletics,0,0,1,0,0,0.0,0,0.797769364,,,0,0,48,0
MAW,Swimming,0,0,2,0,0,0.0,0,0.197684274,,,0,0,11,0
MDA,Archery,0,0,4,0,0,0.004496448,0,0.051239156,,,0,0,12,0
MDA,Athletics,0,0,5,0,0,0.002248224,0,0.139674602,,,0,0,72,0
MDA,Canoe Sprint,1,0,4,0,1,0.082231774,0,0.336817826,,,2,0,8,0
MDA,Equestrian,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MDA,Judo,2,0,1,0,2,0.0,0,0.268592094,,,2,0,14,0
MDA,Shooting,0,0,1,0,0,0.0,0,0.406639504,,,0,0,7,1
MDA,Swimming,0,0,2,0,0,0.003373572,0,0.09204564,,,0,0,45,0
MDA,Table Tennis,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MDA,Weightlifting,0,0,1,0,0,0.0,0,0.248108364,,,2,0,22,0
MDA,Wrestling,0,0,6,1,1,0.0,0,0.323337921,,,1,0,26,1
MDV,Athletics,0,0,1,0,0,0.001125348,0,0.889084407,,,0,0,35,0
MDV,Badminton,0,0,1,0,0,0.0,0,0.170997862,,,0,0,3,0
MDV,Swimming,0,0,2,0,0,0.0,0,0.520069865,,,0,0,19,0
MDV,Table Tennis,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MEX,Archery,3,0,11,0,3,0.162252502,0,0.103076245,,,6,0,72,1
MEX,Artistic Gymnastics,0,0,18,0,0,0.011201669,0,0.006816166,,,0,0,30,0
MEX,Artistic Swimming,0,0,11,0,0,0.0,0,0.019777725,,,0,0,13,0
MEX,Athletics,0,0,20,0,0,0.001125348,0,0.209671939,,,2,3,402,6
MEX,Badminton,0,0,1,0,0,0.0,0,0.000943163,,,0,0,6,0
MEX,Boxing,0,0,3,1,1,0.0,0,0.227291074,,,8,2,90,4
MEX,Canoe Slalom,0,0,2,0,0,0.0,0,0.00373568,,,0,0,3,0
MEX,Canoe Sprint,0,0,4,0,0,0.0,0,0.0,,,0,0,4,0
MEX,Cycling Mountain Bike,0,0,2,0,0,0.0,0,0.010377731,,,0,0,4,0
MEX,Cycling Road,0,0,1,0,0,0.0,0,0.001415137,,,0,0,3,0
MEX,Cycling Track,0,0,9,0,0,0.004496448,0,0.006475586,,,0,0,15,0
MEX,Diving,1,0,11,2,3,0.159979788,0,0.343403968,,,10,1,172,11
MEX,Equestrian,0,0,5,0,0,0.003376044,0,0.006283426,,,0,0,14,0
MEX,Fencing,0,0,1,0,0,0.0,0,0.044657809,,,0,0,128,1
MEX,Golf,0,0,4,0,0,0.0,0,0.008424846,,,0,0,11,0
MEX,Judo,0,0,1,1,1,0.0,0,0.095411073,,,0,0,32,1
MEX,Marathon Swimming,0,0,2,0,0,0.0,0,0.012801286,,,0,0,3,0
MEX,Modern Pentathlon,0,0,4,0,0,0.0,0,0.027100078,,,1,0,82,0
MEX,Rhythmic Gymnastics,0,0,5,0,0,0.0,0,0.002004037,,,0,0,6,0
MEX,Rowing,0,0,3,0,0,0.0,0,0.013194896,,,0,0,73,0
MEX,Sailing,0,0,2,0,0,0.0,0,0.01288793,,,0,0,70,0
MEX,Shooting,0,0,9,0,0,0.002250696,0,0.044639994,,,0,0,127,1
MEX,Surfing,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MEX,Swimming,0,0,6,0,0,0.001125348,0,0.077491357,,,1,1,401,0
MEX,Table Tennis,0,0,2,0,0,0.0,0,0.0,,,0,0,7,0
MEX,Taekwondo,0,0,2,0,0,0.0,0,0.399897067,,,3,2,14,2
MEX,Triathlon,0,0,4,0,0,0.004501392,0,0.011187307,,,0,0,23,0
MEX,Weightlifting,0,0,1,0,0,0.079981078,0,0.112382366,,,1,1,31,0
MEX,Wrestling,0,0,2,0,0,0.0,0,0.052474794,,,0,0,74,1
MGL,Archery,0,0,1,0,0,0.002250696,0,0.03800779,,,0,0,27,0
MGL,Athletics,0,0,3,0,0,0.0,0,0.01961088,,,0,0,28,0
MGL,Boxing,0,0,2,0,0,0.0,0,0.770301155,,,4,1,52,2
MGL,Cycling Road,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
MGL,Judo,0,0,19,1,1,0.168973756,0,0.719913178,,,6,1,116,5
MGL,Shooting,0,0,8,0,0,0.006747144,0,0.150361375,,,1,0,79,1
MGL,Swimming,0,0,2,0,0,0.0,0,0.008799834,,,0,0,13,0
MGL,Weightlifting,0,0,1,0,0,0.0,0,0.01644089,,,0,0,16,0
MGL,Wrestling,0,0,9,0,0,0.079981078,0,0.444055193,,,6,0,118,4
MHL,Athletics,0,0,1,0,0,0.0,0,0.0,,,0,0,7,0
MHL,Swimming,0,0,2,0,0,0.001125348,0,0.624457237,,,0,0,10,0
MHL,Weightlifting,0,0,1,0,0,0.0,0,0.0,,,0,0,2,0
MKD,Athletics,0,0,1,0,0,0.0,0,0.025785708,,,0,0,12,0
MKD,Judo,0,0,1,0,0,0.0,0,0.006393111,,,0,0,3,0
MKD,Shooting,0,0,1,0,0,0.0,0,0.019647349,,,0,0,9,0
MKD,Swimming,0,0,1,0,0,0.0,0,0.072541768,,,0,0,33,0
MKD,Taekwondo,0,0,1,0,0,0.086140832,0,0.536152111,,,0,0,1,1
MKD,Wrestling,0,0,1,0,0,0.0,0,0.487309012,,,1,0,9,0
MLI,Athletics,0,0,1,0,0,0.0,0,0.441256864,,,0,0,36,0
MLI,Boxing,0,0,1,0,0,0.0,0,0.0,,,0,0,5,0
MLI,Football,0,0,19,0,0,0.0,0,0.0,,,0,0,35,0
MLI,Swimming,0,0,2,0,0,0.0,0,0.142868993,,,0,0,13,0
MLI,Taekwondo,0,0,1,0,0,0.0,0,0.576071025,,,0,0,5,0
MLT,Athletics,0,0,1,0,0,0.0,0,0.439454142,,,0,0,22,0
MLT,Judo,0,0,1,0,0,0.0,0,0.0,,,0,0,9,0
MLT,Shooting,0,0,1,0,0,0.003368633,0,0.547988884,,,0,0,21,0
MLT,Swimming,0,0,2,0,0,0.003373572,0,0.433400873,,,0,0,20,0
MNE,Athletics,0,0,1,0,0,0.002248224,0,0.013401149,,,0,0,9,0
MNE,Boxing,0,0,1,0,0,0.0,0,0.0,,,0,0,3,0
MNE,Sailing,0,0,1,0,0,0.0,0,0.00580821,,,0,0,4,0
MNE,Swimming,0,0,2,0,0,0.0,0,0.009633001,,,0,0,7,0
MNE,Tennis,0,0,1,0,0,0.0,0,0.0,,,0,0,2,0
MNE,Water Polo,0,0,13,0,0,0.0,0,0.185001827,,,0,0,65,0
MON,Athletics,0,0,1,0,0,0.0,0,0.027307704,,,0,0,17,0
MON,Judo,0,0,1,0,0,0.0,0,0.02345652,,,0,0,10,0
MON,Marathon Swimming,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MON,Rowing,0,0,1,0,0,0.0,0,0.015090825,,,0,0,9,0
MON,Swimming,0,0,1,0,0,0.0,0,0.024234898,,,0,0,15,0
MON,Table Tennis,0,0,1,0,0,0.0,0,0.006787755,,,0,0,2,0
MOZ,Athletics,0,0,1,0,0,0.0,0,0.998352918,,,1,1,37,0
MOZ,Boxing,0,0,2,0,0,0.0,0,0.016590109,,,0,0,9,0
MOZ,Judo,0,0,1,0,0,0.0,0,0.008402831,,,0,0,5,0
MOZ,Sailing,0,0,1,0,0,0.0,0,0.006189583,,,0,0,4,0
MOZ,Swimming,0,0,2,0,0,0.001125348,0,0.062486,,,0,0,33,0
MRI,Athletics,0,0,2,0,0,0.0,0,0.073888668,,,0,0,51,0
MRI,Badminton,0,0,2,0,0,0.0,0,0.103186085,,,0,0,30,0
MRI,Cycling Road,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
MRI,Judo,0,0,1,0,0,0.0,0,0.013310017,,,0,0,8,0
MRI,Sailing,0,0,2,0,0,0.0,0,0.0,,,0,0,3,0
MRI,Swimming,0,0,2,0,0,0.001125348,0,0.0423139,,,0,0,29,0
MRI,Triathlon,0,0,1,0,0,0.0,0,0.0,,,0,0,3,0
MTN,Athletics,0,0,1,0,0,0.001125348,0,0.817323507,,,0,0,25,0
MTN,Swimming,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
MYA,Badminton,0,0,1,0,0,0.0,0,0.167274862,,,0,0,2,0
MYA,Swimming,0,0,1,0,0,0.0,0,0.0,,,0,0,8,0
NAM,Athletics,0,0,1,0,0,0.089509465,0,0.871635504,,,0,0,30,5
NAM,Cycling Mountain Bike,0,0,1,0,0,0.0,0,0.123699895,,,0,0,3,0
NAM,Cycling Road,0,0,1,0,0,0.0,0,0.039211388,,,0,0,3,0
NAM,Marathon Swimming,0,0,1,0,0,0.0,0,0.132115577,,,0,0,2,0
NCA,Athletics,0,0,1,0,0,0.0,0,0.271641578,,,0,0,40,0
NCA,Judo,0,0,1,0,0,0.0,0,0.075284785,,,0,0,7,0
NCA,Rowing,0,0,1,0,0,0.0,0,0.017986842,,,0,0,3,0
NCA,Shooting,0,0,1,0,0,0.0,0,0.080126519,,,0,0,10,0
NCA,Surfing,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
NCA,Swimming,0,0,2,0,0,0.0,0,0.186622418,,,0,0,25,0
NED,3x3 Basketball,0,4,0,0,4,0.0,0,0.259136938,,,0,4,4,0
NED,Archery,0,0,9,0,0,0.17457044,0,0.081215414,,,1,8,61,2
NED,Artistic Gymnastics,0,0,76,0,0,0.021292767,0,0.019521281,,,0,0,101,0
NED,Artistic Swimming,2,0,0,0,2,0.0,0,0.2151621,,,2,0,2,0
NED,Athletics,3,7,40,7,17,1.056480745,0,0.160232561,,,15,18,581,19
NED,Badminton,0,0,2,0,0,0.003368633,0,0.015626103,,,0,0,37,1
NED,Beach Volleyball,0,0,6,0,0,0.16335336,0,0.030285632,,,2,0,38,0
NED,Boxing,0,0,1,0,0,0.123006887,0,0.049403809,,,5,1,60,2
NED,Breaking,0,0,3,0,0,0.0,0,0.0,,,0,0,3,0
NED,Canoe Slalom,0,0,6,0,0,0.0,0,0.006238937,,,0,0,7,0
NED,Canoe Sprint,0,0,4,0,0,0.0,0,0.0,,,0,0,4,0
NED,Cycling BMX Racing,0,0,5,1,1,0.079981078,0,0.088569397,,,1,1,9,1
NED,Cycling Mountain Bike,0,0,2,0,0,0.0,0,0.010203214,,,0,0,6,0
NED,Cycling Road,0,0,9,1,1,0.205309077,0,0.082555526,,,1,1,17,3
NED,Cycling Track,2,6,20,1,9,0.430843106,0,0.156174147,,,4,12,35,2
NED,Diving,0,0,1,0,0,0.0,0,0.006175626,,,0,0,38,0
NED,Equestrian,1,0,21,0,1,0.08786733,0,0.029722826,,,2,0,38,0
NED,Fencing,0,0,1,0,0,0.003368633,0,0.119782279,,,30,0,223,1
NED,Golf,0,0,1,0,0,0.0,0,0.0,,,0,0,3,0
NED,Handball,0,0,17,0,0,0.006752088,0,0.007369097,,,0,0,46,0
NED,Hockey,0,35,0,0,35,1.717914594,0,0.635530316,,,88,133,181,87
NED,Judo,0,0,20,0,0,0.092363778,0,0.103340331,,,18,4,100,2
NED,Marathon Swimming,0,1,0,0,1,0.086140832,0,0.245913557,,,0,1,1,1
NED,Rowing,1,11,6,15,27,1.452007252,0,0.412741829,,,70,36,358,74
NED,Sailing,2,3,6,0,5,0.523128041,0,0.151883528,,,17,15,179,20
NED,Skateboarding,0,0,2,0,0,0.0,0,0.005216154,,,0,0,4,0
NED,Swimming,2,0,44,0,2,0.447152995,0,0.296860561,,,38,30,657,50
NED,Table Tennis,0,0,1,0,0,0.001125348,0,0.007726491,,,0,0,44,0
NED,Tennis,0,0,11,0,0,0.003368633,0,0.027216583,,,2,0,65,2
NED,Triathlon,0,0,4,0,0,0.004493981,0,0.007209022,,,0,0,23,0
NED,Volleyball,0,0,13,0,0,0.0,0,0.0,,,0,12,94,12
NED,Water Polo,13,0,0,0,13,0.0,0,0.147181514,,,32,12,177,0
NEP,Athletics,0,0,1,0,0,0.0,0,0.771457924,,,0,0,41,0
NEP,Badminton,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
NEP,Judo,0,0,1,0,0,0.0,0,0.151264077,,,0,0,6,0
NEP,Shooting,0,0,1,0,0,0.0,0,0.191604076,,,0,0,9,0
NEP,Swimming,0,0,2,0,0,0.001125348,0,0.346254578,,,0,0,16,0
NEP,Table Tennis,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
NGR,Athletics,0,0,48,0,0,0.08900728,0,0.480452026,,,25,7,444,10
NGR,Badminton,0,0,1,0,0,0.0,0,0.008094515,,,0,0,9,0
NGR,Basketball,0,0,12,0,0,0.0,0,0.034856118,,,0,0,71,0
NGR,Boxing,0,0,2,0,0,0.0,0,0.0,,,3,0,69,3
NGR,Canoe Sprint,0,0,4,0,0,0.0,0,0.010248798,,,0,0,5,0
NGR,"Cycling Road, Cycling Track",0,0,3,0,0,0.0,0,0.0,,,0,0,3,0
NGR,Football,0,0,18,0,0,0.0,0,0.0,,,18,16,131,16
NGR,Swimming,0,0,2,0,0,0.0,0,0.005358192,,,0,0,15,0
NGR,Table Tennis,0,0,4,0,0,0.006737266,0,0.057599344,,,0,0,80,0
NGR,Taekwondo,0,0,1,0,0,0.0,0,0.210630687,,,1,0,8,0
NGR,Weightlifting,0,0,2,0,0,0.0,0,0.0,,,0,0,28,1
NGR,Wrestling,0,0,6,0,0,0.086170324,0,0.06814285,,,0,0,45,1
NIG,Athletics,0,0,1,0,0,0.0,0,0.064852926,,,0,0,24,0
NIG,Fencing,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
NIG,Judo,0,0,1,0,0,0.0,0,0.026658131,,,0,0,5,0
NIG,Swimming,0,0,2,0,0,0.0,0,0.032892626,,,0,0,12,0
NIG,Taekwondo,0,0,2,0,0,0.0,0,0.538101473,,,0,0,4,1
NOR,Athletics,0,2,27,1,3,0.251823956,0,0.187616411,,,8,11,371,7
NOR,Beach Volleyball,2,0,0,0,2,0.161163914,0,0.117868646,,,2,2,24,0
NOR,Boxing,0,0,2,0,0,0.0,0,0.0,,,2,1,51,2
NOR,Canoe Sprint,0,0,7,0,0,0.0,0,0.012686471,,,0,0,8,0
NOR,Cycling Mountain Bike,0,0,1,0,0,0.0,0,0.016530088,,,0,0,2,0
NOR,Cycling Road,0,0,6,0,0,0.002250696,0,0.034686857,,,0,0,14,0
NOR,Cycling Track,0,0,1,0,0,0.0,0,0.00190771,,,0,0,2,0
NOR,Diving,0,0,1,0,0,0.0,0,0.013456274,,,0,0,26,0
NOR,Equestrian,0,0,2,0,0,0.0,0,0.003631637,,,0,0,3,0
NOR,Golf,0,0,4,0,0,0.0,0,0.024993986,,,0,0,10,0
NOR,Handball,0,15,16,0,15,1.446448835,0,0.616139123,,,44,43,62,28
NOR,"Marathon Swimming, Swimming",0,0,3,0,0,0.0,0,0.0,,,0,0,3,0
NOR,Rowing,0,0,10,0,0,0.203034668,0,0.387436544,,,39,4,126,19
NOR,Sailing,1,0,4,0,1,0.079981078,0,0.588292297,,,9,81,152,37
NOR,Shooting,0,0,13,0,0,0.010118244,0,0.38838957,,,15,29,359,33
NOR,Swimming,0,0,2,0,0,0.008975635,0,0.046653709,,,1,0,112,1
NOR,Taekwondo,0,0,1,0,0,0.0,0,0.240376278,,,0,0,4,2
NOR,Tennis,0,0,1,0,0,0.0,0,0.0,,,1,0,34,0
NOR,Triathlon,0,0,4,0,0,0.080581957,0,0.109125399,,,0,1,8,0
NOR,Weightlifting,0,1,0,0,1,0.0,0,0.0,,,0,2,13,0
NOR,Wrestling,1,0,0,0,1,0.0,0,0.0,,,3,4,80,2
NRU,Athletics,0,0,1,0,0,0.0,0,0.0,,,0,0,2,0
NZL,Artistic Gymnastics,0,0,6,0,0,0.006715091,0,0.005744178,,,0,0,13,0
NZL,Artistic Swimming,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
NZL,Athletics,0,1,15,1,2,0.237786676,0,0.22560033,,,13,11,240,4
NZL,Canoe Slalom,0,1,3,0,1,0.001125348,0,0.072046831,,,0,1,6,0
NZL,Canoe Sprint,0,7,11,0,7,0.312458923,0,0.189442461,,,0,11,20,0
NZL,Cycling BMX Racing,0,0,3,0,0,0.0,0,0.024563841,,,0,0,4,0
NZL,Cycling Mountain Bike,0,0,2,0,0,0.0,0,0.014791637,,,0,0,3,0
NZL,Cycling Road,0,0,6,0,0,0.001125348,0,0.01471978,,,0,0,10,0
NZL,Cycling Track,1,2,14,9,12,0.179071832,0,0.243913367,,,1,2,43,11
NZL,Diving,0,0,1,0,0,0.0,0,0.002954932,,,0,0,8,0
NZL,Equestrian,0,0,9,0,0,0.007877436,0,0.021807536,,,0,0,24,0
NZL,Football,0,0,40,0,0,0.01798333,0,0.056119735,,,0,0,164,0
NZL,Golf,0,1,2,0,1,0.081106426,0,0.206597323,,,1,1,5,1
NZL,Hockey,0,0,19,0,0,0.014619636,0,0.161681824,,,0,14,332,0
NZL,Judo,0,0,2,0,0,0.0,0,0.0,,,0,0,21,0
NZL,Rowing,4,2,9,5,11,1.987630891,0,0.588797085,,,34,45,203,24
NZL,Rugby Sevens,0,12,13,0,12,2.435862553,0,0.480222381,,,0,25,26,25
NZL,Sailing,2,0,8,2,4,0.55946556,0,0.305420216,,,8,14,137,17
NZL,Shooting,0,0,2,0,0,0.087274768,0,0.042894375,,,1,0,44,1
NZL,Sport Climbing,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
NZL,Surfing,0,0,2,0,0,0.0,0,0.031903829,,,0,0,4,0
NZL,Swimming,0,0,21,0,0,0.011243592,0,0.119155759,,,3,2,336,1
NZL,Tennis,0,0,3,0,0,0.159979788,0,0.148065057,,,2,0,12,0
NZL,Trampoline Gymnastics,0,0,2,0,0,0.079981078,0,0.234822464,,,1,0,3,0
NZL,Triathlon,0,0,3,1,1,0.083365938,0,0.105026473,,,2,1,31,2
NZL,Weightlifting,0,0,1,0,0,0.0,0,0.011207959,,,0,0,30,0
NZL,Wrestling,0,0,1,0,0,0.0,0,0.0,,,0,0,18,0
OMA,Athletics,0,0,2,0,0,0.0,0,0.778154103,,,0,0,42,0
OMA,Shooting,0,0,1,0,0,0.0,0,0.635274084,,,0,0,23,0
OMA,Swimming,0,0,1,0,0,0.0,0,0.0,,,0,0,5,0
PAK,Athletics,0,1,1,0,1,0.001125348,0,0.057003841,,,0,1,133,0
PAK,Shooting,0,0,6,0,0,0.0,0,0.01482051,,,0,0,31,0
PAK,Swimming,0,0,2,0,0,0.0,0,0.011955364,,,0,0,29,0
PAN,Artistic Gymnastics,0,0,6,0,0,0.0,0,0.0,,,0,0,6,0
PAN,Athletics,0,0,2,0,0,0.0,0,0.598037202,,,2,1,39,0
PAN,Boxing,0,0,0,1,1,0.001125348,0,0.434896533,,,0,0,6,1
PAN,Cycling Road,0,0,1,0,0,0.0,0,0.021707601,,,0,0,2,0
PAN,Judo,0,0,1,0,0,0.0,0,0.00971174,,,0,0,7,0
PAN,Swimming,0,0,2,0,0,0.001125348,0,0.039483744,,,0,0,38,0
PAR,Athletics,0,0,2,0,0,0.0,0,0.047203713,,,0,0,35,0
PAR,Beach Volleyball,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
PAR,Football,0,0,19,0,0,0.0,0,0.0,,,0,0,36,17
PAR,Golf,0,0,1,0,0,0.0,0,0.05485449,,,0,0,4,0
PAR,Judo,0,0,1,0,0,0.0,0,0.0,,,0,0,6,0
PAR,Rowing,0,0,2,0,0,0.0,0,0.010474909,,,0,0,8,0
PAR,Swimming,0,0,2,0,0,0.001125348,0,0.033993825,,,0,0,25,0
PER,Athletics,0,0,13,0,0,0.0,0,0.044221271,,,0,0,101,0
PER,Badminton,0,0,1,0,0,0.0,0,0.005862948,,,0,0,7,0
PER,Fencing,0,0,1,0,0,0.0,0,0.004252116,,,0,0,10,0
PER,Judo,0,0,1,0,0,0.0,0,0.003293682,,,0,0,7,0
PER,Marathon Swimming,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
PER,Rowing,0,0,3,0,0,0.0,0,0.007079473,,,0,0,16,0
PER,Sailing,1,0,2,0,1,0.0,0,0.412037298,,,1,0,13,0
PER,Shooting,0,0,4,0,0,0.001125348,0,0.426523988,,,0,1,93,2
PER,Surfing,0,0,3,0,0,0.0,0,0.10093913,,,0,0,7,0
PER,Swimming,0,0,2,0,0,0.002250696,0,0.037556817,,,0,0,85,0
PHI,Artistic Gymnastics,0,2,24,0,2,0.006715091,0,0.406105441,,,0,2,31,0
PHI,Athletics,0,0,3,0,0,0.0,0,0.164056249,,,2,0,99,0
PHI,Boxing,2,0,3,0,2,0.252262742,0,0.61298436,,,6,0,74,4
PHI,Fencing,0,0,1,0,0,0.0,0,0.0,,,0,0,3,0
PHI,Golf,0,0,2,0,0,0.0,0,0.028149609,,,0,0,6,0
PHI,Judo,0,0,1,0,0,0.0,0,0.010605332,,,0,0,17,0
PHI,Rowing,0,0,1,0,0,0.0,0,0.001404817,,,0,0,4,0
PHI,Swimming,0,0,2,0,0,0.002250696,0,0.154746828,,,2,0,201,0
PHI,Weightlifting,0,0,3,0,0,0.125360635,0,0.375306824,,,0,1,26,1
PLE,Athletics,0,0,2,0,0,0.0,0,0.683219588,,,0,0,13,0
PLE,Boxing,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
PLE,Judo,0,0,1,0,0,0.0,0,0.382576705,,,0,0,4,0
PLE,Shooting,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
PLE,Swimming,0,0,2,0,0,0.0,0,0.705960141,,,0,0,12,0
PLE,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
PLW,Athletics,0,0,1,0,0,0.0,0,0.935028305,,,0,0,11,0
PLW,Swimming,0,0,2,0,0,0.0,0,0.974111755,,,0,0,11,0
PNG,Athletics,0,0,1,0,0,0.0,0,0.59779539,,,0,0,62,0
PNG,Boxing,0,0,1,0,0,0.0,0,0.294024128,,,0,0,17,0
PNG,Swimming,0,0,2,0,0,0.001125348,0,0.178283511,,,0,0,16,0
PNG,Taekwondo,0,0,2,0,0,0.0,0,0.0,,,0,0,6,0
PNG,Weightlifting,0,0,1,0,0,0.005611926,0,0.294773969,,,0,0,13,0
POL,3x3 Basketball,0,0,4,0,0,0.0,0,0.021641791,,,0,0,8,0
POL,Archery,0,0,1,0,0,0.002250696,0,0.049845427,,,3,0,67,1
POL,Athletics,1,0,74,0,1,1.779355655,0,0.491758108,,,21,41,908,34
POL,Beach Volleyball,0,0,2,0,0,0.001125348,0,0.006488283,,,0,0,14,0
POL,Boxing,0,0,4,1,1,0.0,0,0.293070275,,,26,8,102,10
POL,Canoe Slalom,0,0,6,1,1,0.0,0,0.104371815,,,0,0,10,1
POL,Canoe Sprint,0,0,17,0,0,0.408244258,0,0.136717174,,,4,0,26,2
POL,Cycling Mountain Bike,0,0,2,0,0,0.0,0,0.009298708,,,0,0,4,0
POL,Cycling Road,0,0,7,0,0,0.0,0,0.010605218,,,0,0,15,0
POL,Cycling Track,0,0,17,1,1,0.01236894,0,0.034208711,,,0,0,42,1
POL,Diving,0,0,1,0,0,0.0,0,0.0,,,0,0,22,0
POL,Equestrian,0,0,20,0,0,0.002250696,0,0.011135892,,,0,0,25,0
POL,Fencing,4,0,17,0,4,0.003376044,0,0.376275222,,,42,8,357,36
POL,Golf,0,0,1,0,0,0.0,0,0.000733648,,,0,0,2,0
POL,Judo,0,0,4,0,0,0.001125348,0,0.093543166,,,2,3,77,3
POL,Marathon Swimming,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
POL,Modern Pentathlon,0,0,4,0,0,0.001125348,0,0.137747501,,,1,5,59,0
POL,Rowing,4,0,2,0,4,0.34906472,0,0.301434481,,,37,10,279,13
POL,Sailing,0,0,10,0,0,0.087295672,0,0.052453499,,,3,1,109,2
POL,Shooting,0,0,14,0,0,0.005621796,0,0.089796977,,,5,4,191,3
POL,Sport Climbing,1,1,0,0,2,0.0,0,0.458514457,,,1,1,1,0
POL,Swimming,0,0,46,0,0,0.02353366,0,0.072307325,,,2,1,327,3
POL,Table Tennis,0,0,6,0,0,0.005602063,0,0.012486705,,,0,0,53,0
POL,Tennis,1,0,4,0,1,0.007872492,0,0.021235311,,,1,0,52,0
POL,Triathlon,0,0,1,0,0,0.0,0,0.0,,,0,0,8,0
POL,Volleyball,0,0,13,13,13,0.006747144,0,0.303786608,,,22,12,131,13
POL,Weightlifting,0,0,1,0,0,0.001125348,0,0.238241713,,,21,5,89,6
POL,Wrestling,0,0,5,0,0,0.079981078,0,0.168267134,,,13,5,162,9
POR,Artistic Gymnastics,0,0,6,0,0,0.004486578,0,0.004189072,,,0,0,11,0
POR,Athletics,0,0,22,1,1,0.175710751,0,0.444746422,,,4,5,356,4
POR,Breaking,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
POR,Canoe Sprint,0,0,4,0,0,0.081106426,0,0.1731206,,,1,0,12,0
POR,Cycling Mountain Bike,0,0,1,0,0,0.0,0,0.008624525,,,0,0,2,0
POR,Cycling Road,0,0,5,0,0,0.002250696,0,0.011576576,,,0,0,9,0
POR,Cycling Track,0,2,3,1,3,0.0,0,0.601020599,,,0,2,4,1
POR,Equestrian,0,0,10,0,0,0.004501392,0,0.01507811,,,0,0,19,0
POR,Judo,1,0,6,0,1,0.162333618,0,0.171908229,,,4,0,64,0
POR,Marathon Swimming,0,0,1,0,0,0.0,0,0.020808832,,,0,0,3,0
POR,Sailing,0,0,4,0,0,0.0,0,0.244540939,,,4,0,129,4
POR,Shooting,0,0,1,0,0,0.0,0,0.066542361,,,0,0,125,1
POR,Skateboarding,0,0,2,0,0,0.0,0,0.011098441,,,0,0,3,0
POR,Surfing,0,0,2,0,0,0.0,0,0.027894338,,,0,0,4,0
POR,Swimming,0,0,6,0,0,0.006747144,0,0.050437118,,,0,0,176,0
POR,Table Tennis,0,0,7,0,0,0.008965787,0,0.011431965,,,0,0,30,0
POR,Tennis,0,0,4,0,0,0.002250696,0,0.006708113,,,0,0,20,0
POR,Trampoline Gymnastics,0,0,1,0,0,0.0,0,0.019307808,,,0,0,2,0
POR,Triathlon,0,0,4,0,0,0.0,0,0.142407852,,,0,0,15,1
PRK,Artistic Gymnastics,0,0,4,0,0,0.0,0,0.0,,,0,0,4,0
PRK,Athletics,0,0,1,0,0,0.0,0,0.0,,,0,0,41,0
PRK,Boxing,1,0,1,0,1,0.0,0,0.0,,,4,2,18,3
PRK,Diving,1,0,1,2,3,0.0,0,0.0,,,1,0,32,2
PRK,Judo,0,0,1,0,0,0.0,0,0.0,,,4,2,28,2
PRK,Table Tennis,0,0,1,2,2,0.0,0,0.0,,,4,0,48,3
PRK,Wrestling,2,0,1,0,2,0.0,0,0.0,,,7,3,23,2
PUR,Archery,0,0,1,0,0,0.0,0,0.0,,,0,0,8,0
PUR,Athletics,1,0,7,0,1,0.080591187,0,0.305058495,,,2,1,163,0
