NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Bronze,Total_Gold,Total_No_Medal,Total_Silver,Gold_Ratio,Silver_Ratio,Bronze_Ratio,No_Medal_Ratio
HUN,"Cycling Road, Cycling Mountain Bike",0,0,2,0,0,0,0,0,,,,0,0,4,0,0,0,0,0.5
HUN,Equestrian,0,0,1,0,0,0,0,0,,,,29,30,747,29,0,0,0,0.001338688
HUN,Fencing,1,4,15,4,9,0.463096606,0,0.526661356,1,1,4,626,654,9635,643,0.006116208,0.00622084,0.001597444,0.001556824
HUN,Handball,0,0,34,0,0,0.001125348,0,0.169607409,0,0,0,414,412,3172,421,0,0,0,0.010718789
HUN,Judo,0,0,14,0,0,0.082229302,0,0.061701598,0,0,1,374,190,4122,190,0,0,0,0.00339641
HUN,Marathon Swimming,0,1,1,0,1,0.086140832,0,0.273287707,0,1,0,2,4,81,2,0.25,0,0,0.012345679
HUN,"Marathon Swimming, Swimming",0,0,2,0,0,0,0,0,,,,0,0,52,0,0,0,0,0.038461538
HUN,Modern Pentathlon,0,1,3,0,1,0.079981078,0,0.22460859,0,0,1,66,66,1623,66,0.015151515,0,0,0.001848429
HUN,Rhythmic Gymnastics,0,0,1,0,0,0,0,0.005765016,0,0,0,56,56,680,56,0,0,0,0.001470588
HUN,Rowing,0,0,1,0,0,0,0,0.049825009,0,0,0,1086,1074,8392,1073,0,0,0,0.000119161
HUN,Sailing,0,0,2,0,0,0.087328881,0,0.026627033,0,1,0,396,479,5947,444,0,0,0,0.000336304
HUN,Shooting,1,0,11,0,1,0.006747144,0,0.078275037,0,0,0,443,446,11244,447,0,0,0.002257336,0.0009783
HUN,Swimming,0,2,38,1,3,0.173496606,0,0.274761221,1,1,0,1096,1241,22946,1133,0.001611604,0.000882613,0,0.001656062
HUN,Table Tennis,0,0,3,0,0,0.002250696,0,0.013346982,0,0,0,80,74,2252,74,0,0,0,0.001332149
HUN,Taekwondo,0,1,2,0,1,0,0,0.14541936,0,0,0,96,56,662,56,0.017857143,0,0,0.003021148
HUN,Tennis,0,0,4,0,0,0,0,0,,,,144,122,3058,122,0,0,0,0.001308044
HUN,Triathlon,0,0,3,0,0,0.003376044,0,0.016249964,0,0,0,19,19,765,19,0,0,0,0.003921569
HUN,Water Polo,0,0,26,0,0,2.07960053,0,0.50309437,0,0,26,412,402,3205,399,0,0,0,0.008112324
HUN,Wrestling,0,0,5,0,0,0.170091422,0,0.178941551,1,1,0,540,449,6294,451,0,0,0,0.000794407
INA,Archery,0,0,9,0,0,0.005624268,0,0.172196013,0,0,0,118,155,2433,140,0,0,0,0.003699137
INA,Artistic Gymnastics,0,0,2,0,0,0,0,0,,,,44,42,2169,42,0,0,0,0.000922084
INA,Athletics,0,0,1,0,0,0,0,0.030331896,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
INA,Badminton,1,0,8,0,1,0.325164977,0,0.775712024,3,0,1,76,70,1600,70,0,0,0.013157895,0.005
INA,Cycling Track,0,0,1,0,0,0,0,0,,,,56,56,710,56,0,0,0,0.001408451
INA,Judo,0,0,1,0,0,0,0,0,,,,374,190,4122,190,0,0,0,0.000242601
INA,Rowing,0,0,1,0,0,0,0,0.003419722,0,0,0,1086,1074,8392,1073,0,0,0,0.000119161
INA,Shooting,0,0,2,0,0,0.001125348,0,0.008229809,0,0,0,443,446,11244,447,0,0,0,0.000177873
INA,Sport Climbing,0,1,3,0,1,0,0,0,,,,6,6,90,6,0.166666667,0,0,0.033333333
INA,Surfing,0,0,1,0,0,0,0,0.045374513,0,0,0,4,4,76,4,0,0,0,0.013157895
INA,Swimming,0,0,2,0,0,0.001125348,0,0.030446273,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
INA,Weightlifting,0,1,2,0,1,0.246102988,0,0.494131128,0,1,2,240,241,3538,237,0.004149378,0,0,0.000565291
IND,Archery,0,0,14,0,0,0.015700574,0,0.033595181,0,0,0,118,155,2433,140,0,0,0,0.005754213
IND,Athletics,0,0,31,1,1,0.085080877,0,0.095075106,1,0,0,1452,1500,38865,1477,0,0.000677048,0,0.000797633
IND,Badminton,0,0,7,0,0,0.079981078,0,0.133449422,0,0,1,76,70,1600,70,0,0,0,0.004375
IND,Boxing,0,0,6,0,0,0.079981078,0,0.062379285,0,0,1,493,278,5536,277,0,0,0,0.001083815
IND,Equestrian,0,0,1,0,0,0,0,0.002599404,0,0,0,29,30,747,29,0,0,0,0.001338688
IND,Golf,0,0,4,0,0,0.002250696,0,0.024809078,0,0,0,20,19,429,19,0,0,0,0.009324009
IND,Hockey,16,0,0,0,16,1.444218078,0,1,0,0,18,580,589,4526,569,0,0,0.027586207,0
IND,Judo,0,0,1,0,0,0,0,0.004917435,0,0,0,374,190,4122,190,0,0,0,0.000242601
IND,Rowing,0,0,1,0,0,0,0,0.002608271,0,0,0,1086,1074,8392,1073,0,0,0,0.000119161
IND,Sailing,0,0,2,0,0,0,0,0.004255866,0,0,0,396,479,5947,444,0,0,0,0.000336304
IND,Shooting,4,0,28,0,4,0.014619641,0,0.094615924,0,0,0,443,446,11244,447,0,0,0.009029345,0.002490217
IND,Swimming,0,0,2,0,0,0.003368633,0,0.008316133,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
IND,Table Tennis,0,0,10,0,0,0.003373572,0,0.020202126,0,0,0,80,74,2252,74,0,0,0,0.004440497
IND,Tennis,0,0,3,0,0,0.006715091,0,0.032681102,0,0,0,144,122,3058,122,0,0,0,0.000981033
IND,Weightlifting,0,0,1,0,0,0.086140832,0,0.107562693,0,1,0,240,241,3538,237,0,0,0,0.000282646
IND,Wrestling,1,0,5,0,1,0.16612191,0,0.118100003,0,1,1,540,449,6294,451,0,0,0.001851852,0.000794407
IRI,Archery,0,0,1,0,0,0,0,0.005228758,0,0,0,118,155,2433,140,0,0,0,0.000411015
IRI,Artistic Gymnastics,0,0,2,0,0,0,0,0,,,,44,42,2169,42,0,0,0,0.000922084
IRI,Athletics,0,0,2,0,0,0.001125348,0,0.048906908,0,0,0,1452,1500,38865,1477,0,0,0,5.15E-05
IRI,Canoe Sprint,0,0,2,0,0,0,0,0.007329643,0,0,0,44,42,628,42,0,0,0,0.003184713
IRI,Cycling Road,0,0,1,0,0,0.001125348,0,0.011303856,0,0,0,6,7,473,7,0,0,0,0.002114165
IRI,Fencing,0,0,7,0,0,0.003376044,0,0.033498149,0,0,0,626,654,9635,643,0,0,0,0.000726518
IRI,Rowing,0,0,3,0,0,0,0,0.003950109,0,0,0,1086,1074,8392,1073,0,0,0,0.000357483
IRI,Shooting,0,0,5,0,0,0.089581616,0,0.04214844,1,0,0,443,446,11244,447,0,0,0,0.000444682
IRI,Sport Climbing,0,0,1,0,0,0,0,0,,,,6,6,90,6,0,0,0,0.011111111
IRI,Swimming,0,0,1,0,0,0,0,0.003311968,0,0,0,1096,1241,22946,1133,0,0,0,4.36E-05
IRI,Table Tennis,0,0,3,0,0,0.001125348,0,0.011180906,0,0,0,80,74,2252,74,0,0,0,0.001332149
IRI,Taekwondo,1,1,0,2,4,0,0,0.449099957,0,0,0,96,56,662,56,0.017857143,0.035714286,0.010416667,0
IRI,Weightlifting,0,0,2,0,0,0.08726618,0,0.378976482,0,1,0,240,241,3538,237,0,0,0,0.000565291
IRI,Wrestling,2,2,4,4,8,0.365863296,0,0.712184309,2,1,2,540,449,6294,451,0.004454343,0.00886918,0.003703704,0.000635526
IRL,Artistic Gymnastics,0,1,1,0,1,0.004486578,0,0.39412566,0,0,0,44,42,2169,42,0.023809524,0,0,0.000461042
IRL,Athletics,0,0,31,0,0,0.014622108,0,0.285840417,0,0,0,1452,1500,38865,1477,0,0,0,0.000797633
IRL,Badminton,0,0,2,0,0,0,0,0.005960031,0,0,0,76,70,1600,70,0,0,0,0.00125
IRL,Boxing,0,1,9,0,1,0.161688383,0,0.694404339,1,0,1,493,278,5536,277,0.003597122,0,0,0.001625723
IRL,Canoe Slalom,0,0,7,0,0,0,0,0.032897855,0,0,0,10,10,226,10,0,0,0,0.030973451
IRL,Cycling Road,0,0,4,0,0,0.001125348,0,0.017082559,0,0,0,6,7,473,7,0,0,0,0.00845666
IRL,Cycling Track,0,0,11,0,0,0.004501392,0,0.025909441,0,0,0,56,56,710,56,0,0,0,0.015492958
IRL,Diving,0,0,2,0,0,0.001125348,0,0.001890391,0,0,0,167,166,2694,166,0,0,0,0.00074239
IRL,Equestrian,0,0,16,0,0,0.007877436,0,0.041281755,0,0,0,29,30,747,29,0,0,0,0.021419009
IRL,Golf,0,0,4,0,0,0.002250696,0,0.026125147,0,0,0,20,19,429,19,0,0,0,0.009324009
IRL,Hockey,0,0,17,0,0,0,0,0.018113477,0,0,0,580,589,4526,569,0,0,0,0.003756076
IRL,"Marathon Swimming, Swimming",0,0,3,0,0,0,0,0,,,,0,0,52,0,0,0,0,0.057692308
IRL,Rowing,2,2,12,0,4,0.525825452,0,0.568969755,2,1,4,1086,1074,8392,1073,0.001862197,0,0.001841621,0.001429933
IRL,Rugby Sevens,0,0,28,0,0,0,0,0.047748668,0,0,0,76,76,698,78,0,0,0,0.040114613
IRL,Sailing,0,0,4,0,0,0.086170324,0,0.291990084,0,1,0,396,479,5947,444,0,0,0,0.000672608
IRL,Swimming,1,0,26,0,1,0.011238666,0,0.23447985,0,0,0,1096,1241,22946,1133,0,0,0.000912409,0.001133095
IRL,Taekwondo,0,0,1,0,0,0,0,0.001798246,0,0,0,96,56,662,56,0,0,0,0.001510574
IRQ,Athletics,0,0,1,0,0,0,0,0.058472716,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
IRQ,Football,0,0,19,0,0,0,0,0,0,0,0,626,601,6079,600,0,0,0,0.003125514
IRQ,Judo,0,0,1,0,0,0,0,0,,,,374,190,4122,190,0,0,0,0.000242601
IRQ,Swimming,0,0,1,0,0,0,0,0,0,0,0,1096,1241,22946,1133,0,0,0,4.36E-05
IRQ,Weightlifting,0,0,1,0,0,0,0,0,,,,240,241,3538,237,0,0,0,0.000282646
ISL,Athletics,0,0,1,0,0,0,0,0.25883389,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
ISL,Shooting,0,0,1,0,0,0,0,0.004277012,0,0,0,443,446,11244,447,0,0,0,8.89E-05
ISL,Swimming,0,0,4,0,0,0.001125348,0,0.104586093,0,0,0,1096,1241,22946,1133,0,0,0,0.000174322
ISL,Triathlon,0,0,1,0,0,0,0,0,,,,19,19,765,19,0,0,0,0.00130719
ISR,Archery,0,0,4,0,0,0,0,0.002481986,0,0,0,118,155,2433,140,0,0,0,0.001644061
ISR,Artistic Gymnastics,0,0,8,1,1,0.085077765,0,0.369312103,1,0,0,44,42,2169,42,0,0.023809524,0,0.003688336
ISR,Artistic Swimming,0,0,2,0,0,0,0,0.016946356,0,0,0,21,21,194,21,0,0,0,0.010309278
ISR,Athletics,0,0,7,0,0,0.002250696,0,0.046287174,0,0,0,1452,1500,38865,1477,0,0,0,0.000180111
ISR,Badminton,0,0,1,0,0,0.002248224,0,0.003303091,0,0,0,76,70,1600,70,0,0,0,0.000625
ISR,Cycling Mountain Bike,0,0,1,0,0,0,0,0,0,0,0,4,3,133,4,0,0,0,0.007518797
ISR,Cycling Road,0,0,2,0,0,0.001125348,0,0.008789113,0,0,0,6,7,473,7,0,0,0,0.00422833
ISR,Cycling Track,0,0,2,0,0,0,0,0,,,,56,56,710,56,0,0,0,0.002816901
ISR,Equestrian,0,0,6,0,0,0.003376044,0,0.01782141,0,0,0,29,30,747,29,0,0,0,0.008032129
ISR,Fencing,0,0,1,0,0,0,0,0,,,,626,654,9635,643,0,0,0,0.000103788
ISR,Football,0,0,19,0,0,0,0,0,,,,626,601,6079,600,0,0,0,0.003125514
ISR,Judo,1,0,21,2,3,0.953267195,0,0.552015719,0,0,12,374,190,4122,190,0,0.010526316,0.002673797,0.005094614
ISR,Marathon Swimming,0,0,1,0,0,0,0,0.024396389,0,0,0,2,4,81,2,0,0,0,0.012345679
ISR,Rhythmic Gymnastics,0,0,1,5,5,0.080581957,0,0.461994411,1,0,0,56,56,680,56,0,0.089285714,0,0.001470588
ISR,Sailing,0,1,6,1,2,0,0,0.364585578,0,0,0,396,479,5947,444,0.002087683,0.002252252,0,0.001008912
ISR,Shooting,0,0,1,0,0,0.004486578,0,0.030984376,0,0,0,443,446,11244,447,0,0,0,8.89E-05
ISR,Surfing,0,0,1,0,0,0,0,0.024671813,0,0,0,4,4,76,4,0,0,0,0.013157895
ISR,Swimming,0,0,41,0,0,0.022435403,0,0.088830357,0,0,0,1096,1241,22946,1133,0,0,0,0.001786804
ISR,Taekwondo,0,0,1,0,0,0.079981078,0,0.261836286,0,0,1,96,56,662,56,0,0,0,0.001510574
ISR,Triathlon,0,0,1,0,0,0,0,0.005253128,0,0,0,19,19,765,19,0,0,0,0.00130719
ISV,Archery,0,0,1,0,0,0,0,0.006746881,0,0,0,118,155,2433,140,0,0,0,0.000411015
ISV,Athletics,0,0,1,0,0,0.001125348,0,0.071038336,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
ISV,Fencing,0,0,1,0,0,0,0,0,,,,626,654,9635,643,0,0,0,0.000103788
ISV,Swimming,0,0,2,0,0,0.001125348,0,0.099123976,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
ITA,Archery,0,0,9,0,0,0.278520406,0,0.09322638,1,2,1,118,155,2433,140,0,0,0,0.003699137
ITA,Artistic Gymnastics,1,1,69,5,7,0.110953425,0,0.060188264,0,1,0,44,42,2169,42,0.023809524,0.119047619,0.022727273,0.031811895
ITA,Artistic Swimming,0,0,11,0,0,0.002250696,0,0.018845278,0,0,0,21,21,194,21,0,0,0,0.056701031
ITA,Athletics,2,0,97,1,3,0.824537509,0,0.263165179,10,0,0,1452,1500,38865,1477,0,0.000677048,0.00137741,0.002495819
ITA,Badminton,0,0,1,0,0,0,0,0,,,,76,70,1600,70,0,0,0,0.000625
ITA,Beach Volleyball,0,0,6,0,0,0.174588872,0,0.051840429,0,2,0,32,32,660,32,0,0,0,0.009090909
ITA,Boxing,0,0,8,0,0,0.079989894,0,0.174177479,0,0,1,493,278,5536,277,0,0,0,0.001445087
ITA,Breaking,0,0,1,0,0,0,0,0,,,,2,2,27,2,0,0,0,0.037037037
ITA,Canoe Slalom,0,1,6,0,1,0,0,0.089509608,0,0,0,10,10,226,10,0.1,0,0,0.026548673
ITA,Canoe Sprint,0,0,2,2,2,0.088391528,0,0.22712693,0,1,0,44,42,628,42,0,0.047619048,0,0.003184713
ITA,Cycling BMX Racing,0,0,2,0,0,0,0,0.005649485,0,0,0,4,4,103,4,0,0,0,0.019417476
ITA,Cycling Mountain Bike,0,0,4,0,0,0,0,0.012572358,0,0,0,4,3,133,4,0,0,0,0.030075188
ITA,Cycling Road,0,0,7,0,0,0.081115242,0,0.039897748,0,0,1,6,7,473,7,0,0,0,0.014799154
ITA,"Cycling Road, Cycling Track",0,0,10,0,0,0,0,0,,,,0,0,30,0,0,0,0,0.333333333
ITA,Cycling Track,4,2,13,1,7,0.086206225,0,0.185973349,6,0,1,56,56,710,56,0.035714286,0.017857143,0.071428571,0.018309859
ITA,Diving,0,0,12,0,0,0.005619329,0,0.067906837,0,0,0,167,166,2694,166,0,0,0,0.004454343
ITA,Equestrian,0,0,9,0,0,0.003376044,0,0.0053846,0,0,0,29,30,747,29,0,0,0,0.012048193
ITA,Fencing,1,4,28,9,14,1.980913509,0,0.824318251,4,14,11,626,654,9635,643,0.006116208,0.01399689,0.001597444,0.002906072
ITA,Golf,0,0,3,0,0,0.001125348,0,0.005098984,0,0,0,20,19,429,19,0,0,0,0.006993007
ITA,Judo,0,1,25,0,1,0.289253575,0,0.092774913,1,1,2,374,190,4122,190,0.005263158,0,0,0.006065017
ITA,Marathon Swimming,0,0,2,0,0,0.079981078,0,0.135083331,0,0,1,2,4,81,2,0,0,0,0.024691358
ITA,"Marathon Swimming, Swimming",0,0,5,0,0,0,0,0,,,,0,0,52,0,0,0,0,0.096153846
ITA,Modern Pentathlon,1,0,3,0,1,0.001125348,0,0.084796605,0,0,0,66,66,1623,66,0,0,0.015151515,0.001848429
ITA,Rhythmic Gymnastics,6,0,1,0,6,0.399923022,0,0.213873982,0,0,5,56,56,680,56,0,0,0.107142857,0.001470588
ITA,Rowing,0,0,28,6,6,1.025079109,0,0.4739163,2,1,10,1086,1074,8392,1073,0,0.005591799,0,0.003336511
ITA,Sailing,0,3,9,0,3,0.164549188,0,0.107136678,2,0,0,396,479,5947,444,0.006263048,0,0,0.001513368
ITA,Shooting,1,2,19,2,5,0.418704907,0,0.14663814,4,2,0,443,446,11244,447,0.004484305,0.004474273,0.002257336,0.00168979
ITA,Skateboarding,0,0,2,0,0,0,0,0.006536629,0,0,0,8,8,144,8,0,0,0,0.013888889
ITA,Sport Climbing,0,0,4,0,0,0,0,0.014694712,0,0,0,6,6,90,6,0,0,0,0.044444444
ITA,Surfing,0,0,1,0,0,0,0,0.004852598,0,0,0,4,4,76,4,0,0,0,0.013157895
ITA,Swimming,6,2,63,0,8,1.115044423,0,0.181222919,2,8,9,1096,1241,22946,1133,0.001611604,0,0.005474453,0.002745577
ITA,Table Tennis,0,0,2,0,0,0,0,0.003853889,0,0,0,80,74,2252,74,0,0,0,0.000888099
ITA,Taekwondo,1,0,2,0,1,0.080581957,0,0.156789124,1,0,0,96,56,662,56,0,0,0.010416667,0.003021148
ITA,Tennis,1,2,15,0,3,0.01568829,0,0.031948257,0,0,0,144,122,3058,122,0.016393443,0,0.006944444,0.004905167
ITA,Triathlon,0,0,5,0,0,0.00562674,0,0.010069035,0,0,0,19,19,765,19,0,0,0,0.006535948
ITA,Volleyball,0,13,13,0,13,0.47099648,0,0.272922762,0,5,1,375,372,2884,372,0.034946237,0,0,0.004507628
ITA,Water Polo,0,0,26,0,0,0.283002544,0,0.337236859,0,2,4,412,402,3205,399,0,0,0,0.008112324
ITA,Weightlifting,1,0,2,0,1,0.246111576,0,0.107173191,0,1,2,240,241,3538,237,0,0,0.004166667,0.000565291
ITA,Wrestling,0,0,3,0,0,0.079981078,0,0.091492856,0,0,1,540,449,6294,451,0,0,0,0.000476644
IVB,Athletics,0,0,3,0,0,0,0,0.751613148,0,0,0,1452,1500,38865,1477,0,0,0,7.72E-05
IVB,Sailing,0,0,1,0,0,0,0,0,,,,396,479,5947,444,0,0,0,0.000168152
JAM,Athletics,2,1,71,3,6,2.141142253,0,1,12,5,13,1452,1500,38865,1477,0.000666667,0.002031144,0.00137741,0.001826836
JAM,Diving,0,0,1,0,0,0.001125348,0,0.006070556,0,0,0,167,166,2694,166,0,0,0,0.000371195
JAM,Judo,0,0,1,0,0,0,0,0.001456027,0,0,0,374,190,4122,190,0,0,0,0.000242601
JAM,Swimming,0,0,2,0,0,0.008951016,0,0.015713009,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
JOR,Artistic Gymnastics,0,0,2,0,0,0,0,0,,,,44,42,2169,42,0,0,0,0.000922084
JOR,Athletics,0,0,1,0,0,0,0,0.035193164,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
JOR,Boxing,0,0,3,0,0,0.001125348,0,0.022130913,0,0,0,493,278,5536,277,0,0,0,0.000541908
JOR,Swimming,0,0,2,0,0,0.003373572,0,0.025942246,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
JOR,Table Tennis,0,0,1,0,0,0,0,0,,,,80,74,2252,74,0,0,0,0.00044405
JOR,Taekwondo,0,0,3,1,1,0.086140832,0,0.582009393,0,1,0,96,56,662,56,0,0.017857143,0,0.004531722
JPN,Archery,0,0,9,0,0,0.426118496,1,0.067965928,0,1,5,118,155,2433,140,0,0,0,0.003699137
JPN,Artistic Gymnastics,1,7,62,0,8,0.589219983,1,0.090635969,2,4,2,44,42,2169,42,0.166666667,0,0.022727273,0.028584601
JPN,Artistic Swimming,0,0,11,0,0,0.002250696,1,0.01355158,0,0,0,21,21,194,21,0,0,0,0.056701031
JPN,Athletics,0,1,63,0,1,0.441720867,1,0.179013321,0,4,1,1452,1500,38865,1477,0.000666667,0,0,0.001620996
JPN,Badminton,4,0,8,0,4,0.242211562,1,0.067900427,0,0,3,76,70,1600,70,0,0,0.052631579,0.005
JPN,Basketball,0,0,24,0,0,1.033732924,1,0.082064523,0,12,0,403,413,3888,407,0,0,0,0.00617284
JPN,Beach Volleyball,0,0,2,0,0,0.002248224,1,0.005111115,0,0,0,32,32,660,32,0,0,0,0.003030303
JPN,Boxing,0,0,2,0,0,0.241669461,1,0.058621392,1,0,2,493,278,5536,277,0,0,0,0.000361272
JPN,Breaking,0,1,3,0,1,0,0,0,,,,2,2,27,2,0.5,0,0,0.111111111
JPN,Canoe Slalom,0,0,7,0,0,0,1,0.005996181,0,0,0,10,10,226,10,0,0,0,0.030973451
JPN,Cycling BMX Freestyle,0,0,1,0,0,0,1,0.01126443,0,0,0,4,4,30,4,0,0,0,0.033333333
JPN,Cycling BMX Racing,0,0,2,0,0,0,1,0.004275086,0,0,0,4,4,103,4,0,0,0,0.019417476
JPN,Cycling Mountain Bike,0,0,1,0,0,0,1,0.001584313,0,0,0,4,3,133,4,0,0,0,0.007518797
JPN,Cycling Road,0,0,2,0,0,0,1,0.000741024,0,0,0,6,7,473,7,0,0,0,0.00422833
JPN,Cycling Track,0,0,34,0,0,0.088400116,1,0.018978498,0,1,0,56,56,710,56,0,0,0,0.047887324
JPN,Diving,0,0,4,1,1,0.01232706,1,0.020230768,0,0,0,167,166,2694,166,0,0.006024096,0,0.001484781
JPN,Equestrian,4,0,11,0,4,0.012378828,1,0.068054637,0,0,0,29,30,747,29,0,0,0.137931034,0.014725569
JPN,Fencing,8,5,13,4,17,0.338130916,1,0.109620113,4,0,0,626,654,9635,643,0.00764526,0.00622084,0.012779553,0.001349248
JPN,Football,0,0,43,0,0,0.17679776,1,0.141892308,0,2,0,626,601,6079,600,0,0,0,0.007073532
JPN,Golf,1,0,3,0,1,0.086140832,1,0.078493606,0,1,0,20,19,429,19,0,0,0.05,0.006993007
JPN,Handball,0,0,14,0,0,0,1,0.018182253,0,0,0,414,412,3172,421,0,0,0,0.004413619
JPN,Hockey,0,0,16,0,0,0.00899784,1,0.075081568,0,0,0,580,589,4526,569,0,0,0,0.00353513
JPN,Judo,3,3,7,15,21,1.768334476,1,0.501716463,10,14,3,374,190,4122,190,0.015789474,0.078947368,0.00802139,0.001698205
JPN,Marathon Swimming,0,0,2,0,0,0,1,0.006222774,0,0,0,2,4,81,2,0,0,0,0.024691358
JPN,Modern Pentathlon,0,0,1,1,1,0.001125348,1,0.01682884,0,0,0,66,66,1623,66,0,0.015151515,0,0.000616143
JPN,Rowing,0,0,5,0,0,0.002250696,1,0.030566039,0,0,0,1086,1074,8392,1073,0,0,0,0.000595806
JPN,Rugby Sevens,0,0,26,0,0,0.006752088,1,0.018227912,0,0,0,76,76,698,78,0,0,0,0.037249284
JPN,Sailing,0,0,5,2,2,0.008992901,1,0.03988813,0,0,0,396,479,5947,444,0,0.004504505,0,0.00084076
JPN,Shooting,0,0,6,0,0,0.021342108,1,0.043538576,0,0,0,443,446,11244,447,0,0,0,0.000533618
JPN,Skateboarding,0,2,6,2,4,0.407867781,1,0.210192442,3,1,1,8,8,144,8,0.25,0.25,0,0.041666667
JPN,Sport Climbing,0,0,3,1,1,0.16612191,1,0.173017991,0,1,1,6,6,90,6,0,0.166666667,0,0.033333333
JPN,Surfing,0,0,4,0,0,0.16612191,1,0.114885543,0,1,1,4,4,76,4,0,0,0,0.052631579
JPN,Swimming,0,0,49,1,1,0.778400394,1,0.385380529,3,4,4,1096,1241,22946,1133,0,0.000882613,0,0.002135448
JPN,Table Tennis,1,0,8,3,4,0.909322581,1,0.119093008,2,6,7,80,74,2252,74,0,0.040540541,0.0125,0.003552398
JPN,Tennis,0,0,10,0,0,0.091403086,1,0.032957992,0,0,1,144,122,3058,122,0,0,0,0.003270111
JPN,Trampoline Gymnastics,0,0,2,0,0,0,1,0.015486124,0,0,0,4,4,52,4,0,0,0,0.038461538
JPN,Triathlon,0,0,3,0,0,0.004501392,1,0.008169528,0,0,0,19,19,765,19,0,0,0,0.003921569
JPN,Volleyball,0,0,26,0,0,0.084548513,1,0.361844915,0,0,1,375,372,2884,372,0,0,0,0.009015257
JPN,Water Polo,0,0,13,0,0,0.006752088,1,0.018856629,0,0,0,412,402,3205,399,0,0,0,0.004056162
JPN,Weightlifting,0,0,3,0,0,0.206433648,1,0.0832071,0,1,2,240,241,3538,237,0,0,0,0.000847937
JPN,Wrestling,2,8,2,1,11,0.728609721,1,0.355305822,7,1,1,540,449,6294,451,0.017817372,0.002217295,0.003703704,0.000317763
KAZ,Archery,0,0,6,0,0,0.00449892,0,0.026660129,0,0,0,118,155,2433,140,0,0,0,0.002466091
KAZ,Artistic Gymnastics,0,0,9,1,1,0.006715091,0,0.153192865,0,0,0,44,42,2169,42,0,0.023809524,0,0.004149378
KAZ,Athletics,0,0,8,0,0,0,0,0.155116929,0,0,0,1452,1500,38865,1477,0,0,0,0.000205841
KAZ,Badminton,0,0,1,0,0,0,0,0,,,,76,70,1600,70,0,0,0,0.000625
KAZ,Boxing,1,0,8,1,2,0.159962156,0,0.719933619,0,0,2,493,278,5536,277,0,0.003610108,0.002028398,0.001445087
KAZ,Breaking,0,0,1,0,0,0,0,0,,,,2,2,27,2,0,0,0,0.037037037
KAZ,Canoe Sprint,0,0,9,0,0,0.003376044,0,0.025316226,0,0,0,44,42,628,42,0,0,0,0.01433121
KAZ,Cycling Road,0,0,3,0,0,0.001125348,0,0.015162664,0,0,0,6,7,473,7,0,0,0,0.006342495
KAZ,Cycling Track,0,0,2,0,0,0.001125348,0,0.006102439,0,0,0,56,56,710,56,0,0,0,0.002816901
KAZ,Fencing,0,0,8,0,0,0,0,0.010951765,0,0,0,626,654,9635,643,0,0,0,0.000830306
KAZ,Judo,1,1,14,0,2,0.126382931,0,0.188696008,0,1,1,374,190,4122,190,0.005263158,0,0.002673797,0.00339641
KAZ,Modern Pentathlon,0,0,2,0,0,0.002248224,0,0.192018531,0,0,0,66,66,1623,66,0,0,0,0.001232286
KAZ,Rhythmic Gymnastics,0,0,1,0,0,0,0,0.007711309,0,0,0,56,56,680,56,0,0,0,0.001470588
KAZ,Rowing,0,0,1,0,0,0.002248224,0,0.005481333,0,0,0,1086,1074,8392,1073,0,0,0,0.000119161
KAZ,Shooting,2,0,20,0,2,0.001125348,0,0.160900667,0,0,0,443,446,11244,447,0,0,0.004514673,0.001778726
KAZ,Sport Climbing,0,0,1,0,0,0,0,0.019313038,0,0,0,6,6,90,6,0,0,0,0.011111111
KAZ,Swimming,0,0,3,0,0,0.001125348,0,0.077900088,0,0,0,1096,1241,22946,1133,0,0,0,0.000130742
KAZ,Table Tennis,0,0,1,0,0,0,0,0.002915249,0,0,0,80,74,2252,74,0,0,0,0.00044405
KAZ,Taekwondo,0,0,2,0,0,0.001125348,0,0.095643279,0,0,0,96,56,662,56,0,0,0,0.003021148
KAZ,Tennis,0,0,6,0,0,0.008978107,0,0.015488935,0,0,0,144,122,3058,122,0,0,0,0.001962067
KAZ,Trampoline Gymnastics,0,0,1,0,0,0,0,0,,,,4,4,52,4,0,0,0,0.019230769
KAZ,Triathlon,0,0,1,0,0,0,0,0,,,,19,19,765,19,0,0,0,0.00130719
KAZ,Wrestling,0,0,7,1,1,0.161105136,0,0.466285983,0,0,2,540,449,6294,451,0,0.002217295,0,0.00111217
KEN,Athletics,5,4,36,2,11,1.218164624,0,0.883731044,5,8,3,1452,1500,38865,1477,0.002666667,0.001354096,0.003443526,0.000926283
