Name,NOC,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals
Abdullah Baki,BAN,0,0,0,0
Abdullah Ghulam,UAE,0,0,0,0
Abdullah Jr.,LIB,0,0,0,0
Abdullah Khan,PAK,0,0,0,0
Abdullah Khodabandeh,IRI,0,0,0,0
Abdullah Masoud,KSA,0,0,0,0
Abdullah Mayouf,KUW,0,0,0,0
Abdullah Mohammed,KSA,0,0,0,0
Abdullah Mussa,LBA,0,0,0,0
Abdullah Namat,MAS,0,0,0,0
Abdullah Nasser,YEM,0,0,0,0
Abdullah Othman,MAS,0,0,0,0
Abdullah Rahim,MAS,0,0,0,0
Abdullah Sad,FRA,0,0,0,0
Abdullah Saihan,KUW,0,0,0,0
Abdullah Sayedi,IRI,0,0,0,0
Abdullah Sediqi,EOR,0,0,0,0
Abdullah Shahar-ud-din,MAS,0,0,0,0
Abdullah Sr.,LIB,0,0,0,0
Abdullah Suliman,SUD,0,0,0,0
Abdullah Sultan,UAE,0,0,0,0
Abdullah Tazi,MAR,0,0,0,0
Abdullah Tetengi,NGR,0,0,0,0
Abdullah Ustaoglu,GER,0,0,0,0
Abdullah Wasughe,SOM,0,0,0,0
Abdullah Yildirmis,TUR,1,0,0,1
Abdullah Zeyab,KUW,0,0,0,0
Abdullah Zubromawi,KSA,0,0,0,0
Abdullahi Shehu,NGR,1,0,0,1
Abdullo Tangriyev,UZB,1,0,1,0
Abdulqader Sarhan,QAT,0,0,0,0
Abdulqdir Abdullayev,AZE,0,0,0,0
Abdulrahman Al,KUW,0,0,0,0
Abdulrahman Al-faihan,IOA,0,0,0,0
Abdulrahman Alfadhel,KUW,0,0,0,0
Abdulrahman Alrajhi,KSA,0,0,0,0
Abdulrahman Ghareeb,KSA,0,0,0,0
Abdulrashid Sadulaev,ROC,1,1,0,0
Abdulrazzaq Murad,QAT,0,0,0,0
Abdulsalam Al-gadabi,YEM,0,0,0,0
Abdulselam Imuk,TUR,0,0,0,0
Abdulwahab Werfeli,LBA,0,0,0,0
Abdumalik Khalokov,UZB,1,1,0,0
Abdurahman Ali,PHI,0,0,0,0
Abdurahman Jallow,GAM,0,0,0,0
Abdurauf Buriev,UZB,0,0,0,0
Abdurrahim Kuzu,USA,0,0,0,0
Abdusalam Gadisov,RUS,0,0,0,0
Abdusalam Gezah,LBA,0,0,0,0
Abduvohid Nematov,UZB,0,0,0,0
Abe Lenstra,NED,0,0,0,0
Abe Wiersma,NED,1,1,0,0
Abeba Gebretsadik,ETH,0,0,0,0
Abebe Bikila,ETH,2,2,0,0
Abebe Gessese,ETH,0,0,0,0
Abebe Hailou,ETH,0,0,0,0
Abebe Mekonnen,ETH,0,0,0,0
Abebe Wakgira,ETH,0,0,0,0
Abebe Zerihun,ETH,0,0,0,0
Abebech Negussie,ETH,0,0,0,0
Abednego Matilu,KEN,0,0,0,0
Abeer Essawy,EGY,0,0,0,0
Abeer Ramadan,EGY,0,0,0,0
Abeiku Jackson,GHA,0,0,0,0
Abeku Jackson,GHA,0,0,0,0
Abel Aferalign,ETH,0,0,0,0
Abel Almaraz,ARG,0,0,0,0
Abel Arozarena,CUB,0,0,0,0
Abel Bekker,RHO,0,0,0,0
Abel Bios,CUB,0,0,0,0
Abel Braga,BRA,0,0,0,0
Abel Chimukoko,ZIM,0,0,0,0
Abel Kipsang,KEN,0,0,0,0
Abel Kirui,KEN,1,0,1,0
Abel Kiviat,USA,2,1,1,0
Abel Laudonio,ARG,1,0,0,1
Abel Metellus,HAI,0,0,0,0
Abel Mokibe,RSA,0,0,0,0
Abel Muoz,ESA,0,0,0,0
Abel Mutai,KEN,1,0,0,1
Abel Ndenguet,CGO,0,0,0,0
Abel Nkhoma,ZIM,0,0,0,0
Abel Nzimande,RSA,0,0,0,0
Abel Ortz,ARG,0,0,0,0
Abel Platero,URU,0,0,0,0
Abel Raa,MEX,0,0,0,0
Abel Rodrigo,ESP,0,0,0,0
Abel Ruiz,ESP,1,1,0,0
Abel Santos,CUB,0,0,0,0
Abel Serdio,ESP,1,0,0,1
Abel Vargas,PER,0,0,0,0
Abelardo Antua,ESP,1,1,0,0
Abelardo Olivier,ITA,3,2,1,0
Abelardo Orue,CUB,0,0,0,0
Abelardo Osorio,COL,0,0,0,0
Abelardo Ramrez,CHI,0,0,0,0
Abelardo Rico,ARG,0,0,0,0
Abelardo Rodrguez,CUB,0,0,0,0
Abelardo Sztrum,ARG,0,0,0,0
Abeykoon Mudiyanselage,SRI,0,0,0,0
Abha Dhillan,IND,0,0,0,0
Abhinav Bindra,IND,1,1,0,0
Abhinn Gupta,IND,0,0,0,0
Abhishek Abhishek,IND,1,0,0,1
Abhishek Verma,IND,0,0,0,0
Abi Burton,GBR,0,0,0,0
Abiba Abuzhakynova,KAZ,0,0,0,0
Abidine Abidine,MTN,0,0,0,0
Abidnasir Shabab,JOR,0,0,0,0
Abigael Tarus,KEN,0,0,0,0
Abigail Brown,GBR,0,0,0,0
Abigail D'agostino,USA,0,0,0,0
Abigail Edmonds,GBR,0,0,0,0
Abigail Hoffman,CAN,0,0,0,0
Abigail Irozuru,GBR,0,0,0,0
Abigail Johnston,USA,1,0,1,0
Abigail Lyle,IRL,0,0,0,0
Abigail Magistrati,ARG,0,0,0,0
Abigail Martin,GBR,0,0,0,0
Abigail Peck,USA,0,0,0,0
Abigail Raye,BEL,0,0,0,0
Abigail Tamer,USA,0,0,0,0
Abigl Jo,HUN,0,0,0,0
Abil Ibragimov,KAZ,0,0,0,0
Abilkhan Amankul,KAZ,0,0,0,0
Abimael Marrero,PUR,0,0,0,0
Abiodun Obafemi,NGR,1,1,0,0
Abiodun Oyepitan,GBR,0,0,0,0
Abiola Odumosu,NGR,0,0,0,0
Abiola Ogunbanwo,NGR,0,0,0,0
Abir Khalil,EGY,0,0,0,0
Abishag Semberg,ISR,1,0,0,1
Ablaikhan Zhussupov,KAZ,0,0,0,0
Ablaykhan Zhusupov,KAZ,0,0,0,0
Ablio Brando,POR,0,0,0,0
Ablio Cabral,ANG,0,0,0,0
Abner Martnez,MEX,0,0,0,0
Abner Teixeira,BRA,1,0,0,1
Abner Vickery,USA,0,0,0,0
Abobakr Abass,SUD,0,0,0,0
Abock Shoak,SUD,0,0,0,0
Abolfazl Anvari,IRI,0,0,0,0
Abolfazl Salabi,IRI,0,0,0,0
Abou Bechara,LIB,0,0,0,0
Aboubacar Diallo,GUI,0,0,0,0
Aboubacar Doumbia,CIV,0,0,0,0
Aboubakr Al-lbida,MAR,0,0,0,0
Aboubakry Dia,SEN,0,0,0,0
Abouelfetoh Abdelrazek,EGY,0,0,0,0
Abouhalima Abouhalima,EGY,0,0,0,0
Aboukar Adani,SOM,0,0,0,0
Abouwi Shah,AFG,0,0,0,0
Abraham Abelardo,PUR,0,0,0,0
Abraham Acevedo,PAR,0,0,0,0
Abraham Ancer,MEX,0,0,0,0
Abraham Appel,NED,0,0,0,0
Abraham Assefa,ETH,0,0,0,0
Abraham Charit,NED,1,0,0,1
Abraham Chepkirwok,UGA,0,0,0,0
Abraham Cheroben,BRN,0,0,0,0
Abraham D'oliveira,NED,0,0,0,0
Abraham Geldenhuys,RSA,0,0,0,0
Abraham Greenhalgh,GBR,0,0,0,0
Abraham Groeneweg,NED,0,0,0,0
Abraham Grossfeld,USA,0,0,0,0
Abraham Guem,SSD,0,0,0,0
Abraham Guie-gneki,CIV,0,0,0,0
Abraham Heel,NED,0,0,0,0
Abraham Kalpumu,VAN,0,0,0,0
Abraham Kibiwot,KEN,1,0,0,1
Abraham Kiplimo,UGA,0,0,0,0
Abraham Kiprotich,FRA,0,0,0,0
Abraham Klingers,NED,0,0,0,0
Abraham Koskei,KEN,0,0,0,0
Abraham Kurland,DEN,1,0,1,0
Abraham Leenards,NED,0,0,0,0
Abraham Lev,ISR,0,0,0,0
Abraham Lomans,NED,2,2,0,0
Abraham Manzano,ESP,1,0,1,0
Abraham Mellinger,USA,0,0,0,0
Abraham Mieses,DOM,0,0,0,0
Abraham Mok,NED,0,0,0,0
Abraham Munabi,UGA,0,0,0,0
Abraham Niyonkuru,BDI,0,0,0,0
Abraham Olst,NED,0,0,0,0
Abraham Rotich,BRN,0,0,0,0
Abraham Schutte,RSA,0,0,0,0
Abraham Shneior,ISR,0,0,0,0
Abraham Sprachman,CAN,0,0,0,0
Abraham Sticotti,VEN,0,0,0,0
Abraham Surez,ECU,0,0,0,0
Abraham Sykes,TAN,0,0,0,0
Abraham Torres,VEN,0,0,0,0
Abraham Wiertz,NED,0,0,0,0
Abraho Saliture,BRA,0,0,0,0
Abram Cohen,USA,0,0,0,0
Abram Heerden,RSA,0,0,0,0
Abram Kryvosheiev,URS,0,0,0,0
Abram Muusse,NED,0,0,0,0
Abram Nteo,RSA,0,0,0,0
Abram Thwala,RSA,0,0,0,0
Abramo Albini,ITA,1,0,0,1
Abrar Adem,ERI,0,0,0,0
Abrar Syed,PAK,0,0,0,0
Abreham Feleke,ETH,0,0,0,0
Absalom Shabangu,SWZ,0,0,0,0
Abu Draouci,ALG,0,0,0,0
Abu Duah,GHA,0,0,0,0
Abu Ratib,EGY,0,0,0,0
Abuaihuda Ozon,SYR,0,0,0,0
Abubakar Abbas,BRN,0,0,0,0
Abubakar Abdullahi,NGR,0,0,0,0
Abubakar Khaslakhanau,AIN,0,0,0,0
Abubaker Abdalla,QAT,0,0,0,0
Abubaker Kamal,QAT,0,0,0,0
Abubaker Khamis,SUD,0,0,0,0
Abudoureheman,CHN,0,0,0,0
Abukari Gariba,GHA,0,0,0,0
Abutaleb Gorgori,IRI,1,0,0,1
Abylaikhan Zhubanazar,KAZ,0,0,0,0
Abzetta Dabonne,CIV,0,0,0,0
Acacia Mate,MOZ,0,0,0,0
Ace Rusevski,YUG,1,0,0,1
Acee Eagle,USA,0,0,0,0
Acer Nethercott,GBR,1,0,1,0
Achad Arifin,INA,0,0,0,0
Achille Canna,ITA,0,0,0,0
Achille Gavoglio,ITA,0,0,0,0
Achille Giovannoni,FRA,0,0,0,0
Achille Meng,BEL,0,0,0,0
Achille Morin,FRA,0,0,0,0
Achille Piccini,ITA,1,1,0,0
Achille Pintonello,ITA,0,0,0,0
Achille Pollet,FRA,1,0,0,1
Achille Polonara,ITA,0,0,0,0
Achille Porcasi,USA,0,0,0,0
Achille Roncoroni,ITA,0,0,0,0
Achille Schelstraete,BEL,0,0,0,0
Achille Tribouillet,FRA,1,0,0,1
Achim Bellmann,FRG,0,0,0,0
Achim Hill,GDR,0,0,0,0
Achim Hill,GER,2,0,2,0
Achim Sidorov,ROU,0,0,0,0
Achim Stadler,FRG,0,0,0,0
Achmad Dimyati,INA,0,0,0,0
Achour Hasni,ALG,0,0,0,0
Achraf Ed,MAR,0,0,0,0
Achraf Elaidi,MAR,0,0,0,0
Achraf Hakimi,MAR,1,0,0,1
Achraf Kharroubi,MAR,0,0,0,0
Achraf Mahboubi,MAR,0,0,0,0
Achraf Moutii,MAR,0,0,0,0
Achraf Tadili,CAN,0,0,0,0
Achton Mikkelsen,DEN,0,0,0,0
Acio Coelho,BRA,0,0,0,0
Ackeem Blake,JAM,0,0,0,0
Ackelia Smith,JAM,0,0,0,0
Ackera Nugent,JAM,0,0,0,0
Ada (-miga),GBR,1,0,0,1
Ada -hutcheon),USA,0,0,0,0
Ada Arroyo,MEX,1,0,1,0
Ada Diop,SEN,0,0,0,0
Ada Fall,SEN,0,0,0,0
Ada Santos,BRA,0,0,0,0
Ada Sellam,TUN,0,0,0,0
Ada Smolnikar,YUG,0,0,0,0
Ada Turci,ITA,0,0,0,0
Adaejah Hodge,IVB,0,0,0,0
Adaku Nwandu,NGR,0,0,0,0
Adalbert Agh,ROU,0,0,0,0
Adalbert Covaci,ROU,0,0,0,0
Adalbert Dickhut,GER,0,0,0,0
Adalbert Iordache,ROU,0,0,0,0
Adalbert Jr.,ROU,0,0,0,0
Adalbert Koch,SUI,0,0,0,0
Adalbert Oster,ROU,0,0,0,0
Adalbert Sr.,ROU,0,0,0,0
Adalbert Toots,EST,0,0,0,0
Adalberto Cardoso,BRA,0,0,0,0
Adalberto Garcia,BRA,0,0,0,0
Adalberto Hernndez,MEX,0,0,0,0
Adalberto Lepri,ITA,0,0,0,0
Adalberto Q.,DOM,0,0,0,0
Adalberto Scorza,ARG,0,0,0,0
Adalberto Siebens,PUR,0,0,0,0
Adalberto Silva,BRA,0,0,0,0
Adalberts Bubenko,LAT,1,0,0,1
Adam,FRA,0,0,0,0
Adam Adamczyk,POL,0,0,0,0
Adam Antes,GER,0,0,0,0
Adam Assimi,BEN,0,0,0,0
Adam Basil,AUS,0,0,0,0
Adam Batirov,BRN,0,0,0,0
Adam Bischof,AUT,0,0,0,0
Adam Botek,SVK,1,0,0,1
Adam Bronikowski,POL,0,0,0,0
Adam Brown,GBR,0,0,0,0
Adam Burgess,GBR,1,0,1,0
Adam Burton,AUS,0,0,0,0
Adam Cate,NED,0,0,0,0
Adam Channel,USA,0,0,0,0
Adam Chartoi,SWE,0,0,0,0
Adam Clawson,USA,0,0,0,0
Adam Commens,AUS,1,0,0,1
Adam Craig,USA,0,0,0,0
Adam Cwalina,POL,0,0,0,0
Adam Dixon,GBR,0,0,0,0
Adam Dolatowski,POL,0,0,0,0
Adam Dong,CAN,0,0,0,0
Adam El-din,SUD,0,0,0,0
Adam Faul,CAN,0,0,0,0
Adam Faulkner,GBR,0,0,0,0
Adam Federici,AUS,0,0,0,0
Adam Forsyth,AUS,0,0,0,0
Adam Froese,CAN,0,0,0,0
Adam Gemili,GBR,0,0,0,0
Adam Gibson,AUS,0,0,0,0
Adam Girard,GAB,0,0,0,0
Adam Gitsham,AUS,0,0,0,0
Adam Goucher,USA,0,0,0,0
Adam Grzegorzewski,POL,0,0,0,0
Adam Gunn,USA,1,0,1,0
Adam Harris,GUY,0,0,0,0
Adam Helcelet,CZE,0,0,0,0
Adam Hmam,TUN,0,0,0,0
Adam Imer,BRA,0,0,0,0
Adam Jamieson,CAN,0,0,0,0
Adam Jaszo,HUN,0,0,0,0
Adam Juretzko,GER,0,0,0,0
Adam Kaczmarek,POL,0,0,0,0
Adam Keenan,CAN,0,0,0,0
Adam Koeverden,CAN,4,1,2,1
Adam Kolasa,POL,0,0,0,0
Adam Korol,POL,1,1,0,0
Adam Krajewski,POL,0,0,0,0
Adam Kreek,CAN,1,1,0,0
Adam Krlikiewicz,POL,1,0,0,1
Adam Krzesiski,POL,2,0,1,1
Adam Kszczot,POL,0,0,0,0
Adam Laurent,USA,0,0,0,0
Adam Lawrence,DMA,0,0,0,0
Adam Leavy,IRL,0,0,0,0
Adam Li,CZE,0,0,0,0
Adam Lisewski,POL,1,0,0,1
Adam Lucas,AUS,0,0,0,0
Adam Lundqvist,SWE,0,0,0,0
Adam Mania,POL,0,0,0,0
Adam Maraana,ISR,0,0,0,0
Adam Marczyski,POL,0,0,0,0
Adam Marosi,HUN,0,0,0,0
Adam May,GBR,0,0,0,0
Adam Mcgeorge,NZL,0,0,0,0
Adam Mclean,IRL,0,0,0,0
Adam Mendrek,CZE,0,0,0,0
Adam Michlek,CZE,0,0,0,0
Adam Miller,AUS,0,0,0,0
Adam Mpali,GAB,0,0,0,0
Adam Nagy,HUN,0,0,0,0
Adam Nelson,USA,2,1,1,0
Adam Niemiec,POL,0,0,0,0
Adam Nolan,IRL,0,0,0,0
Adam Nowicki,POL,0,0,0,0
Adam Okruashvili,GEO,0,0,0,0
Adam Olaore,NGR,0,0,0,0
Adam Ondra,CZE,0,0,0,0
Adam Ostrowski,POL,0,0,0,0
Adam Pape,POL,2,0,0,2
Adam Parfitt,CAN,0,0,0,0
Adam Pavlasek,CZE,0,0,0,0
Adam Peaty,GBR,6,3,3,0
Adam Petrou,CZE,0,0,0,0
Adam Pine,AUS,3,1,2,0
Adam Ptek,CZE,0,0,0,0
Adam Ptnk,CZE,0,0,0,0
Adam Robak,POL,1,0,0,1
Adam Ruckwood,GBR,0,0,0,0
Adam Rutter,AUS,0,0,0,0
Adam Saathoff,USA,0,0,0,0
Adam Sakak,SUD,0,0,0,0
Adam Sandurski,POL,1,0,0,1
Adam Saytiyev,RUS,1,1,0,0
Adam Scholefield,GBR,0,0,0,0
Adam Seroczyski,POL,1,0,0,1
Adam Setliff,USA,0,0,0,0
Adam Sinclair,IND,0,0,0,0
Adam Sioui,CAN,0,0,0,0
Adam Skrodzki,POL,0,0,0,0
Adam Smelczyski,POL,1,0,1,0
Adam Smith,USA,0,0,0,0
Adam Spencer,AUS,0,0,0,0
Adam Starostka,POL,0,0,0,0
Adam Stern,CAN,0,0,0,0
Adam Stodolski,POL,0,0,0,0
Adam Szudi,HUN,0,0,0,0
Adam Tanttu,FIN,0,0,0,0
Adam Telegdy,HUN,0,0,0,0
Adam Thomas,NZL,0,0,0,0
Adam Tomasiak,POL,1,0,0,1
Adam Trupish,CAN,0,0,0,0
Adam Varga,HUN,2,0,2,0
Adam Vella,AUS,1,0,0,1
Adam Viktora,SEY,0,0,0,0
Adam Wheeler,USA,1,0,0,1
Adam White,AUS,0,0,0,0
Adam Whitehead,GBR,0,0,0,0
Adam Wiercioch,POL,1,0,1,0
Adam Winiewski,POL,0,0,0,0
Adam Witek,POL,0,0,0,0
Adam Wojciechowski,POL,0,0,0,0
Adam Wolff,POL,0,0,0,0
Adam Wong,CAN,0,0,0,0
Adam Wright,USA,1,0,1,0
Adam Wysocki,POL,0,0,0,0
Adam Yates,GBR,0,0,0,0
Adama Damballey,GAM,0,0,0,0
Adama Diakhat,SEN,0,0,0,0
Adama Diatta,SEN,0,0,0,0
Adama Fall,SEN,0,0,0,0
Adama Jammeh,GAM,0,0,0,0
Adama N'jie,GAM,0,0,0,0
Adama Ndiaye,SEN,0,0,0,0
Adama Osumanu,GHA,0,0,0,0
Adama Oudraogo,BUR,0,0,0,0
Adama Ouedraogo,BUR,0,0,0,0
Adama Tamboura,MLI,0,0,0,0
Adamo Bozzani,ITA,0,0,0,0
Adamor Gonalves,BRA,0,0,0,0
Adamou Allassane,NIG,0,0,0,0
Adamyuki Baig,JPN,0,0,0,0
Adan Cardenas,MEX,0,0,0,0
Adan Serrano,MEX,0,0,0,0
Adaora Elonu,NGR,0,0,0,0
Adar Friedmann,ISR,1,0,1,0
Adas Jukeviius,LTU,0,0,0,0
Adauto Domingues,BRA,0,0,0,0
Adaveeshaiah Ullalmath,IND,0,0,0,0
Addin Tyldesley,GBR,0,0,0,0
Addis Abebe,ETH,1,0,0,1
Addis Gezahegn,ETH,0,0,0,0
Addison Dale,ZIM,0,0,0,0
Addisu Yihune,ETH,0,0,0,0
Addo Ndala,CGO,0,0,0,0
Addy Bucek,AUS,0,0,0,0
Ade Alleyne-forte,TTO,1,0,0,1
Adebayo Oladapo,NGR,0,0,0,0
Adebola Adeyeye,NGR,0,0,0,0
Adegboyega Adedoyin,GBR,0,0,0,0
Adel Adili,LBA,0,0,0,0
Adel Al-anezi,KUW,0,0,0,0
Adel Al-chbouki,MAR,0,0,0,0
Adel Al-ghaith,KUW,0,0,0,0
Adel Al-jabrin,KSA,0,0,0,0
Adel Al-kahham,KUW,0,0,0,0
Adel Al-mulla,QAT,0,0,0,0
Adel Al-najadah,KUW,0,0,0,0
Adel Al-sellimi,TUN,0,0,0,0
Adel Al-smirani,TUN,0,0,0,0
Adel Alhindawi,JOR,0,0,0,0
Adel El-mahmour,EGY,0,0,0,0
Adel El-moalem,EGY,0,0,0,0
Adel El-sharkawy,EGY,0,0,0,0
Adel Gholami,IRI,0,0,0,0
Adel Hammoude,SYR,0,0,0,0
Adel Hekal,UAR,0,0,0,0
Adel Ibrahim,EGY,0,0,0,0
Adel Ismail,EGY,0,0,0,0
Adel Khechini,TUN,0,0,0,0
Adel Malalla,QAT,0,0,0,0
Adel Mechaal,ESP,0,0,0,0
Adel Mojallalimoghadam,IRI,0,0,0,0
Adel Moustafa,EGY,0,0,0,0
Adel Sennoun,ALG,0,0,0,0
Adela Holubova,CZE,0,0,0,0
Adela Piskorska,POL,0,0,0,0
Adela Sajn,SLO,0,0,0,0
Adelade (-swinkels),NED,0,0,0,0
Adelaide (-ballard),USA,1,1,0,0
Adelaide (-pilke),USA,0,0,0,0
Adelaide (manning-),GBR,0,0,0,0
Adelaide Aquilla,USA,0,0,0,0
Adelaide Meyer,USA,0,0,0,0
Adelbert Nico,ISV,0,0,0,0
Adelchi Pelaschiar,ITA,0,0,0,0
Adele (-johnson),AUS,0,0,0,0
Adele Plooy,RSA,0,0,0,0
Adele Tan,SGP,0,0,0,0
Adelfino Mancinelli,ITA,0,0,0,0
Adelfo Campos,PER,0,0,0,0
Adelheid (-grundmann),FRG,0,0,0,0
Adelheid (-grundmann),GER,2,1,0,1
Adelheid (-hfle),FRG,0,0,0,0
Adelheid (hauri-),SUI,1,0,0,1
Adelheid -braun),FRG,0,0,0,0
Adelheid Koch,AUT,0,0,0,0
Adelheid Morath,GER,0,0,0,0
Adelina Cojocariu-bogus,ROU,1,0,0,1
Adelina Gavril,ROU,0,0,0,0
Adelina Muoz,ESP,0,0,0,0
Adelina Pastor,ROU,0,0,0,0
Adelina Zagidullina,ROC,1,1,0,0
Adeline Gray,USA,0,0,0,0
Adeline Wuillme,FRA,0,0,0,0
Adell Colthrust,TTO,0,0,0,0
Adell Sabovic,KOS,0,0,0,0
Adelle Tracey,JAM,0,0,0,0
Adelmo Bulgarelli,ITA,1,0,0,1
Adelso Terusi,CUB,0,0,0,0
Adem Asil,TUR,0,0,0,0
Adem Bereket,TUR,1,0,0,1
Adem Boudjemline,ALG,0,0,0,0
Adem Hecini,ALG,0,0,0,0
Adem Kl,TUR,0,0,0,0
Ademar Caballero,BRA,0,0,0,0
Ademar Caravetti,BRA,0,0,0,0
Ademar Kammler,BRA,0,0,0,0
Ademir Kaefer,BRA,2,0,2,0
Ademir Ueta,BRA,0,0,0,0
Ademola Adeshina,NGR,0,0,0,0
Aden Tutton,AUS,0,0,0,0
Aden-alexandre Houssein,DJI,0,0,0,0
Adenzia Silva,BRA,1,1,0,0
Adeola Aboyade-cole,NGR,0,0,0,0
Adeola Dagunduro,NGR,0,0,0,0
Adeoye Adetunji,NGR,0,0,0,0
Adeoye Mafe,GBR,0,0,0,0
Aderval Arvani,BRA,0,0,0,0
Adeseye Ogunlewe,NGR,0,0,0,0
Adesio Rossi,URU,1,0,0,1
Adevaldo Netto,BRA,0,0,0,0
Adevildo Marchi,ITA,0,0,0,0
Adewale Adegbusi,NGR,0,0,0,0
Adewale Adeyemi,NGR,0,0,0,0
Adewale Olukoju,NGR,0,0,0,0
Adeyemi Abayomi,NGR,0,0,0,0
Adeyemi Mutuwa,NGR,0,0,0,0
Adham Kahk,EGY,0,0,0,0
Adham Medhat,EGY,0,0,0,0
Adham Moataz,EGY,0,0,0,0
Adham Yussuf,KUW,0,0,0,0
Adhan Mohamed,EGY,0,0,0,0
Adhaury Rocha,BRA,0,0,0,0
Adhemar Canavessi,URU,1,1,0,0
Adhemar Filho,BRA,0,0,0,0
Adhemar Serpa,BRA,0,0,0,0
Adhemar Silva,BRA,2,2,0,0
Adhiambo Oluoch,KEN,0,0,0,0
Adhiambo Owino,KEN,0,0,0,0
Adi Bichman,ISR,0,0,0,0
Adi Havewala,IND,0,0,0,0
Adi Prag,ISR,0,0,0,0
Adi Yona,ISR,0,0,0,0
Adiel Lpez,CUB,2,1,1,0
Adil Atan,TUR,1,0,0,1
Adil Baig,PAK,0,0,0,0
Adil Bellaz,MAR,0,0,0,0
Adil Candemir,TUR,1,0,1,0
Adil El-kaouch,MAR,0,0,0,0
Adil Gaid,MAR,0,0,0,0
Adil Hafidh,IRQ,0,0,0,0
Adil Jelloul,MAR,0,0,0,0
Adil Kaaba,MAR,0,0,0,0
Adil Mohammad,UAE,0,0,0,0
Adil Osmanov,MDA,1,0,0,1
Adil Tahif,MAR,1,0,0,1
Adilbek Mussin,KAZ,0,0,0,0
Adilbek Niyazymbetov,KAZ,2,0,2,0
Adilijiang Sulitan,CHN,0,0,0,0
Adilkhan Sagindykov,KAZ,0,0,0,0
Adille Sumariwalla,IND,0,0,0,0
Adilson Nascimento,BRA,0,0,0,0
Adilson Silva,BRA,0,0,0,0
Adina (-fiera),ROU,0,0,0,0
Adina Anton,ROU,0,0,0,0
Adina Cristian,ROU,0,0,0,0
Adina Diaconu,ROU,0,0,0,0
Adirem Tejeda,MEX,0,0,0,0
Adisorn Vitsudhamakul,THA,0,0,0,0
Adisu Tebebu,ETH,0,0,0,0
Aditi Ashok,IND,0,0,0,0
Adiyasambuu Tsolmon,MGL,0,0,0,0
Adiyasuren Amarsaikhan,MGL,0,0,0,0
Adj Vignon,TOG,0,0,0,0
Adja Diop,SEN,0,0,0,0
Adjoua N'dri,CIV,0,0,0,0
Adjutant Lemoine,FRA,0,0,0,0
Adkar Maruti,IND,0,0,0,0
Adkhamdzhon Akhilov,UZB,0,0,0,0
Adkhamjon Ergashev,UZB,0,0,0,0
Adla Hanzlkov,CZE,0,0,0,0
Adla Skorov-bruns,CZE,1,0,0,1
Adlan Abdurashidov,RUS,0,0,0,0
Adlan Varayev,URS,1,0,1,0
Adle Christiaens,BEL,0,0,0,0
Adler Capelli,ITA,0,0,0,0
Adler Volmar,HAI,0,0,0,0
Adler Volmar,USA,0,0,0,0
Adlin Mair-clarke,JAM,0,0,0,0
Admir Mehmedi,SUI,0,0,0,0
Admir Smaji,YUG,1,0,0,1
Adn Escartin,MEX,0,0,0,0
Adn Gmez,GUA,0,0,0,0
Adn Jr.,PAN,0,0,0,0
Adn Torres,ARG,0,0,0,0
Adnan Ahmed,EGY,0,0,0,0
Adnan Al-mntfage,IRQ,0,0,0,0
Adnan Al-rhimi,TUN,0,0,0,0
Adnan Aliev,BUL,0,0,0,0
Adnan Ati,GER,0,0,0,0
Adnan Dizdar,YUG,0,0,0,0
Adnan El-khuja,LBA,0,0,0,0
Adnan Houjeij,SYR,0,0,0,0
Adnan Houri,SYR,0,0,0,0
Adnan Khankan,EOR,0,0,0,0
Adnan Kudmani,SYR,0,0,0,0
Adnan Maqsood,PAK,0,0,0,0
Adnan Motar,IRQ,0,0,0,0
Adnan Youssef,PAK,0,0,0,0
Adnan Yurdaer,TUR,0,0,0,0
Ado Maude,NGR,0,0,0,0
Ado N'zuzi,ANG,0,0,0,0
Adogon,CIV,0,0,0,0
Adokie Amiesimaka,NGR,0,0,0,0
Adolf (-launos),FIN,0,0,0,0
Adolf Abel,GER,0,0,0,0
Adolf Aebersold,SUI,0,0,0,0
Adolf Baumgarten,GER,0,0,0,0
Adolf Bergman,SWE,1,1,0,0
Adolf Bhm,GER,0,0,0,0
Adolf Dahle,GER,0,0,0,0
Adolf Davids,GER,0,0,0,0
Adolf Ehrnrooth,FIN,0,0,0,0
Adolf Fehr,SUI,0,0,0,0
Adolf Gruber,AUT,0,0,0,0
Adolf Harder,GER,0,0,0,0
Adolf Heeb,LIE,0,0,0,0
Adolf Hellquist,SWE,0,0,0,0
Adolf Herschmann,AUT,0,0,0,0
Adolf Hoch,AUT,1,1,0,0
Adolf Jake,TCH,0,0,0,0
Adolf Jger,GER,0,0,0,0
Adolf Jr.,AUT,0,0,0,0
Adolf Kainz,AUT,1,1,0,0
Adolf Kittel,TCH,0,0,0,0
Adolf Kofler,AUT,0,0,0,0
Adolf Kol,NED,0,0,0,0
Adolf Krause,GER,0,0,0,0
Adolf Kurz,GER,0,0,0,0
Adolf Lauda,AUT,0,0,0,0
Adolf Laudon,AUT,1,0,1,0
Adolf Lblich,AUT,0,0,0,0
Adolf Lindfors,FIN,1,1,0,0
Adolf Meier,SUI,0,0,0,0
Adolf Mhl,AUT,0,0,0,0
Adolf Michel,AUT,0,0,0,0
Adolf Mller,GER,1,0,0,1
Adolf Mller,SUI,1,0,0,1
