Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
Gonzalo Peillat,ARG,Hockey,0,1,1,0,1
Gonzalo Peillat,ARG,Hockey,0,1,1,0,1
Horacio Ortiz,ARG,Hockey,0,0,1,0,0
Horacio Ortiz,ARG,Hockey,0,0,1,0,0
Ignacio Paz,ARG,Hockey,0,0,1,0,0
Ignacio Paz,ARG,Hockey,0,0,1,0,0
Inaki Minadeo,ARG,Hockey,0,0,1,0,0
Isabel Costa,ARG,Hockey,0,0,0,1,1
Isabel Costa,ARG,Hockey,0,0,0,1,1
Jorge Ruiz,ARG,Hockey,0,0,1,0,0
Jorge Ruiz,ARG,Hockey,0,0,1,0,0
Jose Granatto,ARG,Hockey,0,0,0,1,1
Jose Granatto,ARG,Hockey,0,0,0,1,1
Juan Catan,ARG,Hockey,0,0,1,0,0
Juana Castellaro,ARG,Hockey,1,0,0,0,1
Julieta Jankunas,ARG,Hockey,0,0,0,1,1
Julieta Jankunas,ARG,Hockey,1,0,0,1,2
Lara Casas,ARG,Hockey,1,0,0,0,1
Leandro Tolini,ARG,Hockey,0,0,1,0,0
Leandro Tolini,ARG,Hockey,0,0,1,0,0
Lucas Martinez,ARG,Hockey,0,0,1,0,0
Lucas Martinez,ARG,Hockey,0,0,2,0,0
Lucas Rossi,ARG,Hockey,0,1,1,0,1
Lucas Rossi,ARG,Hockey,0,1,1,0,1
Lucas Toscani,ARG,Hockey,0,0,1,0,0
Maico Casella,ARG,Hockey,0,0,1,0,0
Maico Casella,ARG,Hockey,0,0,2,0,0
Manuel Vivaldi,ARG,Hockey,0,0,1,0,0
Manuel Vivaldi,ARG,Hockey,0,0,1,0,0
Maria Campoy,ARG,Hockey,1,0,0,0,1
Maria Granatto,ARG,Hockey,1,0,0,0,1
Maria Trinchinetti,ARG,Hockey,0,0,0,1,1
Maria Trinchinetti,ARG,Hockey,0,0,0,1,1
Martin Lopez,ARG,Hockey,0,0,1,0,0
Martin Lopez,ARG,Hockey,0,0,1,0,0
Martin Vila,ARG,Hockey,0,0,1,0,0
Martin Vila,ARG,Hockey,0,0,1,0,0
Matias Rey,ARG,Hockey,0,0,1,0,0
Micaela Retegui,ARG,Hockey,0,0,0,1,1
Micaela Retegui,ARG,Hockey,0,0,0,1,1
Nahuel Salis,ARG,Hockey,0,0,1,0,0
Nahuel Salis,ARG,Hockey,0,0,1,0,0
Nicolas Cicileo,ARG,Hockey,0,0,1,0,0
Nicolas Cicileo,ARG,Hockey,0,0,1,0,0
Nicolas Della,ARG,Hockey,0,0,1,0,0
Nicolas Keenan,ARG,Hockey,0,0,1,0,0
Noel Barrionuevo,ARG,Hockey,0,0,0,1,1
Noel Barrionuevo,ARG,Hockey,0,0,0,1,1
Pedro Ibarra,ARG,Hockey,0,1,2,0,1
Pedro Ibarra,ARG,Hockey,0,1,2,0,1
Rafael Rossi,ARG,Hockey,0,0,1,0,0
Rafael Rossi,ARG,Hockey,0,0,1,0,0
Rocio Sanchez,ARG,Hockey,0,0,0,1,1
Rocio Sanchez,ARG,Hockey,1,0,0,1,2
Santiago Tarazona,ARG,Hockey,0,0,1,0,0
Sofia Cairo,ARG,Hockey,1,0,0,0,1
Sofia Maccari,ARG,Hockey,0,0,0,1,1
Sofia Maccari,ARG,Hockey,0,0,0,1,1
Sofia Toccalino,ARG,Hockey,0,0,0,1,1
Sofia Toccalino,ARG,Hockey,1,0,0,1,2
Tadeo Marcucci,ARG,Hockey,0,0,1,0,0
Thomas Habif,ARG,Hockey,0,0,1,0,0
Tobias Martins,ARG,Hockey,0,0,1,0,0
Tomas Domene,ARG,Hockey,0,0,1,0,0
Tomas Santiago,ARG,Hockey,0,0,1,0,0
Valentina Raposo,ARG,Hockey,0,0,0,1,1
Valentina Raposo,ARG,Hockey,1,0,0,1,2
Victoria Granatto,ARG,Hockey,0,0,0,1,1
Victoria Granatto,ARG,Hockey,0,0,0,1,1
Victoria Sauze,ARG,Hockey,0,0,0,1,1
Victoria Sauze,ARG,Hockey,1,0,0,1,2
Zoe Diaz,ARG,Hockey,1,0,0,0,1
Emmanuel Lucenti,ARG,Judo,0,0,4,0,0
Emmanuel Lucenti,ARG,Judo,0,0,4,0,0
Paula Pareto,ARG,Judo,1,1,2,0,2
Paula Pareto,ARG,Judo,1,1,2,0,2
Sofia Fiora,ARG,Judo,0,0,1,0,0
Cecilia Biagioli,ARG,Marathon Swimming,0,0,1,0,0
Cecilia Biagioli,ARG,Marathon Swimming,0,0,1,0,0
Franco Serrano,ARG,Modern Pentathlon,0,0,1,0,0
Sergio Villamayor,ARG,Modern Pentathlon,0,0,1,0,0
Sergio Villamayor,ARG,Modern Pentathlon,0,0,1,0,0
Evelyn Silvestro,ARG,Rowing,0,0,1,0,0
Maricel Silvestro,ARG,Rowing,0,0,1,0,0
Maricel Silvestro,ARG,Rowing,0,0,1,0,0
Milka Kraljev,ARG,Rowing,0,0,3,0,0
Milka Kraljev,ARG,Rowing,0,0,3,0,0
Agustin Fraga,ARG,Rugby Sevens,0,0,1,0,0
Gaston Revol,ARG,Rugby Sevens,1,0,0,0,1
Gaston Revol,ARG,Rugby Sevens,1,0,1,0,1
German Schulz,ARG,Rugby Sevens,1,0,0,0,1
German Schulz,ARG,Rugby Sevens,1,0,1,0,1
Ignacio Mendy,ARG,Rugby Sevens,1,0,0,0,1
Ignacio Mendy,ARG,Rugby Sevens,1,0,0,0,1
Joaquin Pellandini,ARG,Rugby Sevens,0,0,1,0,0
Lautaro Bazan,ARG,Rugby Sevens,1,0,0,0,1
Lautaro Bazan,ARG,Rugby Sevens,1,0,0,0,1
Luciano Gonzalez,ARG,Rugby Sevens,1,0,0,0,1
Luciano Gonzalez,ARG,Rugby Sevens,1,0,1,0,1
Lucio Cinti,ARG,Rugby Sevens,1,0,0,0,1
Lucio Cinti,ARG,Rugby Sevens,1,0,0,0,1
Marcos Moneta,ARG,Rugby Sevens,1,0,0,0,1
Marcos Moneta,ARG,Rugby Sevens,1,0,1,0,1
Matias Osadczuk,ARG,Rugby Sevens,1,0,0,0,1
Matias Osadczuk,ARG,Rugby Sevens,1,0,1,0,1
Matteo Graziano,ARG,Rugby Sevens,0,0,1,0,0
Rodrigo Etchart,ARG,Rugby Sevens,1,0,1,0,1
Rodrigo Etchart,ARG,Rugby Sevens,1,0,1,0,1
Rodrigo Isgro,ARG,Rugby Sevens,1,0,0,0,1
Rodrigo Isgro,ARG,Rugby Sevens,1,0,1,0,1
Santiago Alvarez,ARG,Rugby Sevens,1,0,0,0,1
Santiago Alvarez,ARG,Rugby Sevens,1,0,1,0,1
Santiago Mare,ARG,Rugby Sevens,1,0,0,0,1
Santiago Mare,ARG,Rugby Sevens,1,0,1,0,1
Santiago Vera,ARG,Rugby Sevens,0,0,1,0,0
Tobias Wade,ARG,Rugby Sevens,0,0,1,0,0
Tomas Elizalde,ARG,Rugby Sevens,0,0,1,0,0
del Felipe,ARG,Rugby Sevens,1,0,0,0,1
del Felipe,ARG,Rugby Sevens,1,0,0,0,1
Belen Tavella,ARG,Sailing,0,0,1,0,0
Belen Tavella,ARG,Sailing,0,0,1,0,0
Catalina Turienzo,ARG,Sailing,0,0,1,0,0
Cecilia Carranza,ARG,Sailing,0,0,1,0,0
Cecilia Carranza,ARG,Sailing,0,0,1,0,0
Celia Tejerina,ARG,Sailing,0,0,1,0,0
Celia Tejerina,ARG,Sailing,0,0,1,0,0
Cruz Saubidet,ARG,Sailing,0,0,1,0,0
Cruz Saubidet,ARG,Sailing,0,0,1,0,0
Eugenia Bosco,ARG,Sailing,0,0,0,1,1
Francisco Cruz,ARG,Sailing,0,0,1,0,0
Francisco Guaragna,ARG,Sailing,0,0,1,0,0
Francisco Guaragna,ARG,Sailing,0,0,2,0,0
Lourdes Hartkopf,ARG,Sailing,0,0,1,0,0
Lourdes Hartkopf,ARG,Sailing,0,0,1,0,0
Lucia Falasca,ARG,Sailing,0,0,2,0,0
Lucia Falasca,ARG,Sailing,0,0,3,0,0
Mario Olezza,ARG,Sailing,0,0,1,0,0
Mario Olezza,ARG,Sailing,0,0,1,0,0
Mateo Majdalani,ARG,Sailing,0,0,0,1,1
Raul Lange,ARG,Sailing,0,0,1,0,0
Raul Lange,ARG,Sailing,0,0,1,0,0
Sol Branz,ARG,Sailing,0,0,1,0,0
Sol Branz,ARG,Sailing,0,0,1,0,0
Victoria Travascio,ARG,Sailing,0,0,2,0,0
Victoria Travascio,ARG,Sailing,0,0,2,0,0
Exequiel Eberhardt,ARG,Shooting,0,0,3,0,0
Exequiel Eberhardt,ARG,Shooting,0,0,3,0,0
Federico Gil,ARG,Shooting,0,0,2,0,0
Federico Gil,ARG,Shooting,0,0,3,0,0
Fernanda Russo,ARG,Shooting,0,0,3,0,0
Fernanda Russo,ARG,Shooting,0,0,5,0,0
Melisa Gil,ARG,Shooting,0,0,2,0,0
Melisa Gil,ARG,Shooting,0,0,2,0,0
Matias Dell,ARG,Skateboarding,0,0,1,0,0
Mauro Iglesias,ARG,Skateboarding,0,0,1,0,0
Leandro Usuna,ARG,Surfing,0,0,1,0,0
Leandro Usuna,ARG,Surfing,0,0,1,0,0
Agostina Hein,ARG,Swimming,0,0,2,0,0
Cecilia Biagioli,ARG,Swimming,0,0,6,0,0
Cecilia Biagioli,ARG,Swimming,0,0,6,0,0
Delfina Pignatiello,ARG,Swimming,0,0,2,0,0
Delfina Pignatiello,ARG,Swimming,0,0,2,0,0
Julia Sebastian,ARG,Swimming,0,0,2,0,0
Julia Sebastian,ARG,Swimming,0,0,2,0,0
Macarena Ceballos,ARG,Swimming,0,0,2,0,0
Santiago Grassi,ARG,Swimming,0,0,3,0,0
Santiago Grassi,ARG,Swimming,0,0,3,0,0
Ulises Saravia,ARG,Swimming,0,0,1,0,0
Virginia Bardach,ARG,Swimming,0,0,1,0,0
Virginia Bardach,ARG,Swimming,0,0,1,0,0
Gaston Alto,ARG,Table Tennis,0,0,1,0,0
Gaston Alto,ARG,Table Tennis,0,0,1,0,0
Horacio Cifuentes,ARG,Table Tennis,0,0,1,0,0
Horacio Cifuentes,ARG,Table Tennis,0,0,1,0,0
Santiago Lorenzo,ARG,Table Tennis,0,0,1,0,0
Lautaro Guzman,ARG,Taekwondo,0,0,1,0,0
Lautaro Guzman,ARG,Taekwondo,0,0,1,0,0
Lucas Guzman,ARG,Taekwondo,0,0,1,0,0
Andres Molteni,ARG,Tennis,0,0,1,0,0
Andres Molteni,ARG,Tennis,0,0,2,0,0
Diego Schwartzman,ARG,Tennis,0,0,2,0,0
Diego Schwartzman,ARG,Tennis,0,0,2,0,0
Facundo Bagnis,ARG,Tennis,0,0,2,0,0
Facundo Bagnis,ARG,Tennis,0,0,2,0,0
Federico Coria,ARG,Tennis,0,0,1,0,0
Federico Coria,ARG,Tennis,0,0,1,0,0
Francisco Cerundolo,ARG,Tennis,0,0,1,0,0
Francisco Cerundolo,ARG,Tennis,0,0,3,0,0
Horacio Zeballos,ARG,Tennis,0,0,2,0,0
Horacio Zeballos,ARG,Tennis,0,0,2,0,0
Lourdes Carle,ARG,Tennis,0,0,2,0,0
Mariano Navone,ARG,Tennis,0,0,2,0,0
Martin Etcheverry,ARG,Tennis,0,0,2,0,0
Maximo Gonzalez,ARG,Tennis,0,0,2,0,0
Nadia Podoroska,ARG,Tennis,0,0,2,0,0
Nadia Podoroska,ARG,Tennis,0,0,5,0,0
Sebastian Baez,ARG,Tennis,0,0,1,0,0
Romina Biagioli,ARG,Triathlon,0,0,1,0,0
Romina Biagioli,ARG,Triathlon,0,0,2,0,0
Agustin Loser,ARG,Volleyball,1,0,0,0,1
Agustin Loser,ARG,Volleyball,1,0,1,0,1
Antonela Fortuna,ARG,Volleyball,0,0,1,0,0
Antonela Fortuna,ARG,Volleyball,0,0,1,0,0
Bianca Farriol,ARG,Volleyball,0,0,1,0,0
Bianca Farriol,ARG,Volleyball,0,0,1,0,0
Bruno Lima,ARG,Volleyball,1,0,0,0,1
Bruno Lima,ARG,Volleyball,1,0,1,0,1
Constanza Lazcano,ARG,Volleyball,0,0,1,0,0
Constanza Lazcano,ARG,Volleyball,0,0,1,0,0
Cristian Poglajen,ARG,Volleyball,1,0,2,0,1
Cristian Poglajen,ARG,Volleyball,1,0,2,0,1
Daniela Bulaich,ARG,Volleyball,0,0,1,0,0
Daniela Bulaich,ARG,Volleyball,0,0,1,0,0
Erika Mercado,ARG,Volleyball,0,0,1,0,0
Erika Mercado,ARG,Volleyball,0,0,1,0,0
Eugenia Nosach,ARG,Volleyball,0,0,1,0,0
Eugenia Nosach,ARG,Volleyball,0,0,1,0,0
Ezequiel Palacios,ARG,Volleyball,1,0,1,0,1
Ezequiel Palacios,ARG,Volleyball,1,0,2,0,1
Facundo Conte,ARG,Volleyball,1,0,2,0,1
Facundo Conte,ARG,Volleyball,1,0,3,0,1
Federico Pereyra,ARG,Volleyball,1,0,1,0,1
Federico Pereyra,ARG,Volleyball,1,0,1,0,1
Jan Martinez,ARG,Volleyball,0,0,1,0,0
Lucia Herrera,ARG,Volleyball,0,0,1,0,0
Lucia Herrera,ARG,Volleyball,0,0,1,0,0
Luciano Palonsky,ARG,Volleyball,0,0,1,0,0
Luciano Vicentin,ARG,Volleyball,0,0,1,0,0
Martin Ramos,ARG,Volleyball,1,0,0,0,1
Martin Ramos,ARG,Volleyball,1,0,1,0,1
Matias Sanchez,ARG,Volleyball,1,0,0,0,1
Matias Sanchez,ARG,Volleyball,1,0,1,0,1
Nicolas Mendez,ARG,Volleyball,1,0,0,0,1
Nicolas Mendez,ARG,Volleyball,1,0,0,0,1
Nicolas Zerba,ARG,Volleyball,0,0,1,0,0
Santiago Danani,ARG,Volleyball,1,0,0,0,1
Santiago Danani,ARG,Volleyball,1,0,1,0,1
Sebastian Sole,ARG,Volleyball,1,0,0,0,1
Sebastian Sole,ARG,Volleyball,1,0,0,0,1
Sergio Koukartsev,ARG,Volleyball,0,0,1,0,0
Soledad Germanier,ARG,Volleyball,0,0,1,0,0
Soledad Germanier,ARG,Volleyball,0,0,1,0,0
Soledad Rizzo,ARG,Volleyball,0,0,1,0,0
Soledad Rizzo,ARG,Volleyball,0,0,1,0,0
Victoria Mayer,ARG,Volleyball,0,0,1,0,0
Victoria Mayer,ARG,Volleyball,0,0,1,0,0
Yamila Nizetich,ARG,Volleyball,0,0,1,0,0
Yamila Nizetich,ARG,Volleyball,0,0,1,0,0
de Luciano,ARG,Volleyball,1,0,0,0,1
de Luciano,ARG,Volleyball,1,0,1,0,1
Alejandro Destribats,ARG,Wrestling,0,0,1,0,0
Alejandro Destribats,ARG,Wrestling,0,0,1,0,0
Artur Davtyan,ARM,Artistic Gymnastics,1,0,1,0,1
Artur Davtyan,ARM,Artistic Gymnastics,1,0,2,1,2
Vahagn Davtyan,ARM,Artistic Gymnastics,0,0,2,0,0
Levon Aghasyan,ARM,Athletics,0,0,2,0,0
Levon Aghasyan,ARM,Athletics,0,0,2,0,0
Yervand Mkrtchyan,ARM,Athletics,0,0,1,0,0
Arman Darchinyan,ARM,Boxing,0,0,1,0,0
Arman Darchinyan,ARM,Boxing,0,0,1,0,0
Davit Chaloyan,ARM,Boxing,0,0,1,0,0
Hovhannes Bachkov,ARM,Boxing,1,0,1,0,1
Hovhannes Bachkov,ARM,Boxing,1,0,1,0,1
Koryun Soghomonyan,ARM,Boxing,0,0,1,0,0
Koryun Soghomonyan,ARM,Boxing,0,0,1,0,0
Artur Davtyan,ARM,Gymnastics,0,0,8,0,0
Artur Davtyan,ARM,Gymnastics,0,0,8,0,0
Ferdinand Karapetian,ARM,Judo,0,0,1,0,0
Ferdinand Karapetian,ARM,Judo,0,0,1,0,0
Elmira Karapetyan,ARM,Shooting,0,0,1,0,0
Elmira Karapetyan,ARM,Shooting,0,0,2,0,0
Artur Barseghyan,ARM,Swimming,0,0,2,0,0
Artur Barseghyan,ARM,Swimming,0,0,3,0,0
Varsenik Manucharyan,ARM,Swimming,0,0,1,0,0
Varsenik Manucharyan,ARM,Swimming,0,0,2,0,0
Andranik Karapetyan,ARM,Weightlifting,0,0,1,0,0
Andranik Karapetyan,ARM,Weightlifting,0,0,2,0,0
Garik Karapetyan,ARM,Weightlifting,0,0,1,0,0
Gor Minasyan,ARM,Weightlifting,0,0,0,1,1
Gor Minasyan,ARM,Weightlifting,0,0,0,1,1
Izabella Yaylyan,ARM,Weightlifting,0,0,1,0,0
Izabella Yaylyan,ARM,Weightlifting,0,0,1,0,0
Simon Martirosyan,ARM,Weightlifting,0,0,0,2,2
Simon Martirosyan,ARM,Weightlifting,0,0,0,2,2
Varazdat Lalayan,ARM,Weightlifting,0,0,0,1,1
Armen Melikyan,ARM,Wrestling,0,0,1,0,0
Armen Melikyan,ARM,Wrestling,0,0,1,0,0
Arsen Harutyunyan,ARM,Wrestling,0,0,1,0,0
Arsen Harutyunyan,ARM,Wrestling,0,0,2,0,0
Artur Aleksanyan,ARM,Wrestling,1,1,0,1,3
Artur Aleksanyan,ARM,Wrestling,1,1,0,2,4
Karapet Chalyan,ARM,Wrestling,0,0,1,0,0
Karapet Chalyan,ARM,Wrestling,0,0,1,0,0
Karen Aslanyan,ARM,Wrestling,0,0,1,0,0
Karen Aslanyan,ARM,Wrestling,0,0,1,0,0
Malkhas Amoyan,ARM,Wrestling,1,0,0,0,1
Slavik Galstyan,ARM,Wrestling,0,0,1,0,0
Vazgen Tevanyan,ARM,Wrestling,0,0,1,0,0
Vazgen Tevanyan,ARM,Wrestling,0,0,2,0,0
Shanayah Howell,ARU,Cycling BMX Racing,0,0,1,0,0
Philip Elhage,ARU,Shooting,0,0,1,0,0
Philip Elhage,ARU,Shooting,0,0,1,0,0
Allyson Ponson,ARU,Swimming,0,0,2,0,0
Allyson Ponson,ARU,Swimming,0,0,2,0,0
Chloe Farro,ARU,Swimming,0,0,1,0,0
Mikel Schreuders,ARU,Swimming,0,0,3,0,0
Mikel Schreuders,ARU,Swimming,0,0,5,0,0
Filomenaleonisa Iakopo,ASA,Athletics,0,0,1,0,0
Nathan Crumpton,ASA,Athletics,0,0,1,0,0
Nathan Crumpton,ASA,Athletics,0,0,1,0,0
Adrian Hoesch,ASA,Sailing,0,0,1,0,0
Adrian Hoesch,ASA,Sailing,0,0,1,0,0
Justus Paige,ASA,Sailing,0,0,1,0,0
Justus Paige,ASA,Sailing,0,0,1,0,0
Micah Masei,ASA,Swimming,0,0,1,0,0
Micah Masei,ASA,Swimming,0,0,2,0,0
Tilali Scanlan,ASA,Swimming,0,0,1,0,0
Tilali Scanlan,ASA,Swimming,0,0,1,0,0
Malietoa Jungblut,ASA,Weightlifting,0,0,1,0,0
Malietoa Jungblut,ASA,Weightlifting,0,0,1,0,0
Alex Wilson,AUS,3x3 Basketball,0,0,1,0,0
Anneli Maley,AUS,3x3 Basketball,0,0,1,0,0
Lauren Mansfield,AUS,3x3 Basketball,0,0,1,0,0
Marena Whittle,AUS,3x3 Basketball,0,0,1,0,0
Amy Atwell,AUS,"3x3 Basketball, Basketball",0,0,1,0,0
Alice Ingley,AUS,Archery,0,0,3,0,0
Alice Ingley,AUS,Archery,0,0,3,0,0
David Barnes,AUS,Archery,0,0,4,0,0
David Barnes,AUS,Archery,0,0,4,0,0
Laura Paeglis,AUS,Archery,0,0,2,0,0
Peter Boukouvalas,AUS,Archery,0,0,2,0,0
Ryan Tyack,AUS,Archery,1,0,3,0,1
Ryan Tyack,AUS,Archery,1,0,3,0,1
Taylor Worth,AUS,Archery,1,0,5,0,1
Taylor Worth,AUS,Archery,1,0,5,0,1
Breanna Scott,AUS,Artistic Gymnastics,0,0,6,0,0
Emily Whitehead,AUS,Artistic Gymnastics,0,0,5,0,0
Emily Whitehead,AUS,Artistic Gymnastics,0,0,11,0,0
Emma Nedov,AUS,Artistic Gymnastics,0,0,7,0,0
Georgia Godwin,AUS,Artistic Gymnastics,0,0,5,0,0
Georgia Godwin,AUS,Artistic Gymnastics,0,0,5,0,0
Jesse Moore,AUS,Artistic Gymnastics,0,0,8,0,0
McDONALD Kate,AUS,Artistic Gymnastics,0,0,6,0,0
Ruby Pass,AUS,Artistic Gymnastics,0,0,7,0,0
Tyson Bull,AUS,Artistic Gymnastics,0,0,2,0,0
Tyson Bull,AUS,Artistic Gymnastics,0,0,2,0,0
Alessandra Ho,AUS,Artistic Swimming,0,0,1,0,0
Alessandra Ho,AUS,Artistic Swimming,0,0,1,0,0
Amie Thompson,AUS,Artistic Swimming,0,0,2,0,0
Amie Thompson,AUS,Artistic Swimming,0,0,2,0,0
Anastasia Kusmawan,AUS,Artistic Swimming,0,0,1,0,0
Carolyn Buckle,AUS,Artistic Swimming,0,0,1,0,0
Carolyn Buckle,AUS,Artistic Swimming,0,0,1,0,0
Emily Rogers,AUS,Artistic Swimming,0,0,2,0,0
Emily Rogers,AUS,Artistic Swimming,0,0,2,0,0
Georgia Courage-gardiner,AUS,Artistic Swimming,0,0,1,0,0
Hannah Burkhill,AUS,Artistic Swimming,0,0,1,0,0
Hannah Burkhill,AUS,Artistic Swimming,0,0,1,0,0
Kiera Gazzard,AUS,Artistic Swimming,0,0,1,0,0
Kiera Gazzard,AUS,Artistic Swimming,0,0,3,0,0
Kirsten Kinash,AUS,Artistic Swimming,0,0,1,0,0
Kirsten Kinash,AUS,Artistic Swimming,0,0,1,0,0
Margo Joseph-kuo,AUS,Artistic Swimming,0,0,1,0,0
Milena Waldmann,AUS,Artistic Swimming,0,0,1,0,0
Natalia Caloiero,AUS,Artistic Swimming,0,0,1,0,0
Rachel Presser,AUS,Artistic Swimming,0,0,1,0,0
Rachel Presser,AUS,Artistic Swimming,0,0,1,0,0
Raphaelle Gauthier,AUS,Artistic Swimming,0,0,1,0,0
Rayna Buckle,AUS,Artistic Swimming,0,0,2,0,0
Zoe Poulis,AUS,Artistic Swimming,0,0,1,0,0
Abbey Caldwell,AUS,Athletics,0,0,1,0,0
Adam Spencer,AUS,Athletics,0,0,1,0,0
Alanah Yukich,AUS,Athletics,0,0,1,0,0
Alex Beck,AUS,Athletics,0,0,1,0,0
Alex Beck,AUS,Athletics,0,0,1,0,0
Amy Cashin,AUS,Athletics,0,0,1,0,0
Amy Cashin,AUS,Athletics,0,0,2,0,0
Angeline Blackburn,AUS,Athletics,0,0,1,0,0
Angeline Blackburn,AUS,Athletics,0,0,1,0,0
Anneliese Rubie-renshaw,AUS,Athletics,0,0,1,0,0
Anneliese Rubie-renshaw,AUS,Athletics,0,0,1,0,0
Ashley Moloney,AUS,Athletics,1,0,0,0,1
Ashley Moloney,AUS,Athletics,1,0,1,0,1
Ben Buckingham,AUS,Athletics,0,0,1,0,0
Ben Buckingham,AUS,Athletics,0,0,2,0,0
Bendere Oboya,AUS,Athletics,0,0,2,0,0
Bendere Oboya,AUS,Athletics,0,0,2,0,0
Brandon Starc,AUS,Athletics,0,0,2,0,0
Brandon Starc,AUS,Athletics,0,0,3,0,0
Bree Masters,AUS,Athletics,0,0,2,0,0
Brett Robinson,AUS,Athletics,0,0,2,0,0
Brett Robinson,AUS,Athletics,0,0,2,0,0
Brooke Buschkuehl,AUS,Athletics,0,0,1,0,0
Brooke Stratton,AUS,Athletics,0,0,2,0,0
Brooke Stratton,AUS,Athletics,0,0,2,0,0
Calab Law,AUS,Athletics,0,0,2,0,0
Camryn Newton-smith,AUS,Athletics,0,0,1,0,0
Cara Feain-ryan,AUS,Athletics,0,0,1,0,0
Catriona Bisset,AUS,Athletics,0,0,1,0,0
Catriona Bisset,AUS,Athletics,0,0,2,0,0
Cedric Dubler,AUS,Athletics,0,0,2,0,0
Cedric Dubler,AUS,Athletics,0,0,2,0,0
Celeste Mucci,AUS,Athletics,0,0,1,0,0
Charlie Hunter,AUS,Athletics,0,0,1,0,0
Charlie Hunter,AUS,Athletics,0,0,1,0,0
Christopher Ius,AUS,Athletics,0,0,1,0,0
Christopher Mitrevski,AUS,Athletics,0,0,1,0,0
Claudia Hollingsworth,AUS,Athletics,0,0,1,0,0
Connor Murphy,AUS,Athletics,0,0,1,0,0
Dani Stevens,AUS,Athletics,0,0,1,0,0
Dani Stevens,AUS,Athletics,0,0,1,0,0
Daniel Golubovic,AUS,Athletics,0,0,1,0,0
David Smith,AUS,Athletics,0,0,3,0,0
David Smith,AUS,Athletics,0,0,3,0,0
Declan Tingay,AUS,Athletics,0,0,1,0,0
Declan Tingay,AUS,Athletics,0,0,3,0,0
Ebony Lane,AUS,Athletics,0,0,1,0,0
Edward Trippas,AUS,Athletics,0,0,1,0,0
Edward Trippas,AUS,Athletics,0,0,1,0,0
Eleanor Patterson,AUS,Athletics,0,0,2,0,0
Eleanor Patterson,AUS,Athletics,1,0,2,0,1
Elizaveta Parnova,AUS,Athletics,0,0,1,0,0
Elizaveta Parnova,AUS,Athletics,0,0,1,0,0
Ella Connolly,AUS,Athletics,0,0,2,0,0
Ellie Beer,AUS,Athletics,0,0,1,0,0
Ellie Beer,AUS,Athletics,0,0,2,0,0
Ellie Pashley,AUS,Athletics,0,0,1,0,0
Ellie Pashley,AUS,Athletics,0,0,1,0,0
Genevieve Gregson,AUS,Athletics,0,0,1,0,0
Genevieve Gregson,AUS,Athletics,0,0,2,0,0
Georgia Griffith,AUS,Athletics,0,0,1,0,0
Georgia Griffith,AUS,Athletics,0,0,2,0,0
Georgia Winkcup,AUS,Athletics,0,0,1,0,0
Georgia Winkcup,AUS,Athletics,0,0,1,0,0
Hana Basic,AUS,Athletics,0,0,1,0,0
Hana Basic,AUS,Athletics,0,0,1,0,0
Henry Frayne,AUS,Athletics,0,0,4,0,0
Henry Frayne,AUS,Athletics,0,0,4,0,0
Isobel Batt-doyle,AUS,Athletics,0,0,1,0,0
Isobel Batt-doyle,AUS,Athletics,0,0,2,0,0
Jack Rayner,AUS,Athletics,0,0,1,0,0
Jack Rayner,AUS,Athletics,0,0,1,0,0
Jacob Despard,AUS,Athletics,0,0,1,0,0
Jeffrey Riseley,AUS,Athletics,0,0,4,0,0
Jeffrey Riseley,AUS,Athletics,0,0,4,0,0
Jemima Montag,AUS,Athletics,0,0,1,0,0
Jemima Montag,AUS,Athletics,2,0,1,0,2
Jenny Blundell,AUS,Athletics,0,0,1,0,0
Jenny Blundell,AUS,Athletics,0,0,1,0,0
Jessica Hull,AUS,Athletics,0,0,1,0,0
Jessica Hull,AUS,Athletics,0,0,1,1,1
Jessica Stenson,AUS,Athletics,0,0,1,0,0
Joel Baden,AUS,Athletics,0,0,1,0,0
Joel Baden,AUS,Athletics,0,0,2,0,0
Joseph Deng,AUS,Athletics,0,0,1,0,0
Joshua Azzopardi,AUS,Athletics,0,0,2,0,0
Jye Edwards,AUS,Athletics,0,0,1,0,0
Jye Edwards,AUS,Athletics,0,0,1,0,0
Kathryn Mitchell,AUS,Athletics,0,0,3,0,0
Kathryn Mitchell,AUS,Athletics,0,0,4,0,0
Katie Hayward,AUS,Athletics,0,0,1,0,0
Katie Hayward,AUS,Athletics,0,0,1,0,0
Kelsey-lee Barber,AUS,Athletics,1,0,0,0,1
Kelsey-lee Barber,AUS,Athletics,1,0,1,0,1
Kendra Hubbard,AUS,Athletics,0,0,1,0,0
Kendra Hubbard,AUS,Athletics,0,0,1,0,0
Kristie Edwards,AUS,Athletics,0,0,1,0,0
Kurtis Marschall,AUS,Athletics,0,0,2,0,0
Kurtis Marschall,AUS,Athletics,0,0,3,0,0
Kyle Swan,AUS,Athletics,0,0,1,0,0
Kyle Swan,AUS,Athletics,0,0,2,0,0
Lachlan Kennedy,AUS,Athletics,0,0,1,0,0
Lauren Ryan,AUS,Athletics,0,0,2,0,0
Liam Adams,AUS,Athletics,0,0,2,0,0
Liam Adams,AUS,Athletics,0,0,3,0,0
Liam Adcock,AUS,Athletics,0,0,1,0,0
