Name,NOC,Sport,Bronze_Medals,Gold_Medals,No Medals,Silve_Medals,Tota_Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank,Birth_Year,Age_in_2028
Cedric Dubler,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Calab Law,AUS,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,2003,25
Brooke Stratton,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Brett Robinson,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Bree Masters,AUS,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1995,33
Brandon Starc,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Bendere Oboya,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Torrie Lewis,AUS,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,2005,23
Connor Murphy,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1993,35
Claudia Hollingsworth,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,2005,23
Christopher Mitrevski,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1996,32
Celeste Mucci,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1999,29
Catriona Bisset,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Cara Feain-ryan,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1999,29
Camryn Newton-smith,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Brooke Buschkuehl,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1993,35
Abbey Caldwell,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,2001,27
Alex Beck,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1992,36
Alanah Yukich,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1998,30
Amy Cashin,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Angeline Blackburn,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1989,39
Anneliese Rubie-renshaw,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1992,36
Ben Buckingham,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1991,37
Dani Stevens,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1988,40
Isobel Batt-doyle,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Jack Rayner,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Georgia Winkcup,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1997,31
Jessica Hull,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Jacob Despard,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1996,32
Hana Basic,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Daniel Golubovic,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1993,35
Ellie Beer,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,2003,25
Ellie Pashley,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1988,40
Georgia Griffith,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Genevieve Gregson,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1989,39
Edward Trippas,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1998,30
Ebony Lane,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1998,30
Elizaveta Parnova,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
Declan Tingay,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1999,29
Lachlan Kennedy,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,2003,25
Kyle Swan,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1999,29
Kendra Hubbard,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1989,39
Kristie Edwards,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,2000,28
Katie Hayward,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,2000,28
Joel Baden,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Joseph Deng,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1998,30
Jye Edwards,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1998,30
Jemima Montag,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1998,30
Jenny Blundell,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1994,34
McENTYRE Cameron,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1999,29
Matthew Clarke,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
McDONALD Morgan,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Liz Clay,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Mackenzie Little,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Liam Adcock,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,1996,32
Nina Kennedy,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1997,31
Nicholas Hough,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1993,35
Mia Gross,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,2001,27
Michelle Jenneke,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1993,35
McSWEYN Stewart,AUS,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Reece Holder,AUS,Athletics,0,0,1,0,0,1,2024,0,22629,2002,26
Gronya Somerville,AUS,Badminton,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Angela Yu,AUS,Badminton,0,0,1,0,0,1,2024,0,22629,2003,25
Hang Leung,AUS,Badminton,0,0,1,0,0,1,2020,0,22629,1996,32
Matthew Dellavedova,AUS,Basketball,1,0,2,0,1,3,2020,0.079894383,4975,1990,38
Dante Exum,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185,1995,33
Jade Melbourne,AUS,Basketball,1,0,0,0,1,1,2024,0.079861291,6185,2002,26
Jock Landale,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185,1995,33
Isobel Borlase,AUS,Basketball,1,0,0,0,1,1,2024,0.079861291,6185,2004,24
Sami Whitcomb,AUS,Basketball,1,0,0,0,1,1,2024,0.079861291,6185,1988,40
Patty Mills,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185,1988,40
Kristy Wallace,AUS,Basketball,1,0,0,0,1,1,2024,0.079861291,6185,1996,32
Matisse Thybulle,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185,1997,31
Josh Green,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185,2000,28
Chris Goulding,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185,1988,40
Nathan Sobey,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185,1990,38
Cayla George,AUS,Basketball,0,0,2,0,0,2,2020,0.001165157,11953,1989,39
Katie Ebzery,AUS,Basketball,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Marianna Tolo,AUS,Basketball,0,0,2,0,0,2,2020,0.001165157,11953,1989,39
Alanna Smith,AUS,Basketball,0,0,1,0,0,1,2020,0,22629,1996,32
Ezi Magbegor,AUS,Basketball,0,0,1,0,0,1,2020,0,22629,1999,29
Dyson Daniels,AUS,Basketball,0,0,1,0,0,1,2024,0,22629,2003,25
Bec Allen,AUS,Basketball,0,0,1,0,0,1,2020,0,22629,1992,36
Josh Giddey,AUS,Basketball,0,0,1,0,0,1,2024,0,22629,2002,26
Kirsti Blicavs,AUS,Basketball,0,0,1,0,0,1,2020,0,22629,1993,35
McVEIGH Jack,AUS,Basketball,0,0,1,0,0,1,2024,0,22629,1996,32
Nick Kay,AUS,Basketball,0,0,1,0,0,1,2024,0,22629,1992,36
Taliqua Clancy,AUS,Beach Volleyball,0,0,1,1,1,2,2020,0.08611725,1957,1992,36
Mariafe Artacho,AUS,Beach Volleyball,0,0,0,1,1,1,2020,0.086108042,2712,1993,35
Izac Carracher,AUS,Beach Volleyball,0,0,1,0,0,1,2024,0,22629,1999,29
Mark Nicolaidis,AUS,Beach Volleyball,0,0,1,0,0,1,2024,0,22629,2000,28
McHUGH Christopher,AUS,Beach Volleyball,0,0,1,0,0,1,2020,0,22629,1989,39
Thomas Hodges,AUS,Beach Volleyball,0,0,1,0,0,1,2024,0,22629,1994,34
Charlie Senior,AUS,Boxing,1,0,0,0,1,1,2024,0.079861291,6185,2001,27
Harry Garside,AUS,Boxing,1,0,0,0,1,1,2020,0.079861291,6185,1997,31
Alex Winwood,AUS,Boxing,0,0,1,0,0,1,2020,0,22629,1997,31
Callum Peters,AUS,Boxing,0,0,1,0,0,1,2024,0,22629,2002,26
Caitlin Parker,AUS,Boxing,0,0,1,0,0,1,2020,0,22629,1996,32
Marissa Williamson,AUS,Boxing,0,0,1,0,0,1,2024,0,22629,2002,26
McDONALD Tyla,AUS,Boxing,0,0,1,0,0,1,2024,0,22629,2003,25
Monique Suraci,AUS,Boxing,0,0,1,0,0,1,2024,0,22629,2001,27
Paulo Aokuso,AUS,Boxing,0,0,1,0,0,1,2020,0,22629,1997,31
Shannan Davey,AUS,Boxing,0,0,1,0,0,1,2024,0,22629,1999,29
Skye Nicolson,AUS,Boxing,0,0,1,0,0,1,2020,0,22629,1995,33
Teremoana Teremoana,AUS,Boxing,0,0,1,0,0,1,2024,0,22629,1998,30
Jessica Fox,AUS,Canoe Slalom,1,1,0,0,2,2,2020,0.120052988,1338,1994,34
Noemie Fox,AUS,Canoe Slalom,0,1,0,0,1,1,2024,0.080611276,4224,1997,31
Tristan Carter,AUS,Canoe Slalom,0,0,2,0,0,2,2024,0.001165157,11953,1998,30
Daniel Watkins,AUS,Canoe Slalom,0,0,1,0,0,1,2020,0,22629,1995,33
Noah Havard,AUS,Canoe Sprint,0,0,0,1,1,1,2024,0.086108042,2712,2000,28
Jackson Collins,AUS,Canoe Sprint,0,0,0,1,1,1,2024,0.086108042,2712,1998,30
Thomas Green,AUS,Canoe Sprint,0,1,1,0,1,2,2020,0.08062117,3590,1999,29
Aly Bull,AUS,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953,1995,33
Jordan Wood,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Alyce Wood,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Ella Beere,AUS,Canoe Sprint,0,0,2,0,0,2,2024,0.001165157,11953,1998,30
Jaime Roberts,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Bernadette Wallace,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953,1989,39
Alyssa Bull,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Riley Fitzsimmons,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Logan Martin,AUS,Cycling BMX Freestyle,0,1,0,0,1,1,2020,0.080611276,4224,1993,35
Natalya Diehm,AUS,Cycling BMX Freestyle,0,0,1,0,0,1,2020,0,22629,1997,31
Izaac Kennedy,AUS,Cycling BMX Racing,0,0,1,0,0,1,2024,0,22629,2000,28
Saya Sakakibara,AUS,Cycling BMX Racing,0,0,1,0,0,1,2020,0,22629,1999,29
McCONNELL Rebecca,AUS,Cycling Mountain Bike,0,0,1,0,0,1,2020,0,22629,1991,37
Grace Brown,AUS,Cycling Road,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Sarah Gigante,AUS,Cycling Road,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Ben O'connor,AUS,Cycling Road,0,0,1,0,0,1,2024,0,22629,1995,33
Lucas Hamilton,AUS,Cycling Road,0,0,1,0,0,1,2020,0,22629,1996,32
Lauretta Hanson,AUS,Cycling Road,0,0,1,0,0,1,2024,0,22629,1994,34
Luke Durbridge,AUS,Cycling Road,0,0,1,0,0,1,2020,0,22629,1991,37
Michael Matthews,AUS,Cycling Road,0,0,1,0,0,1,2024,0,22629,1990,38
Oliver Bleddyn,AUS,Cycling Track,0,1,2,0,1,3,2024,0.080645817,3389,2002,26
Kelland O'brien,AUS,Cycling Track,1,0,2,0,1,3,2020,0.079894383,4975,1998,30
Leigh Howard,AUS,Cycling Track,1,0,1,0,1,2,2020,0.079870749,5334,1989,39
Lucas Plapp,AUS,Cycling Track,1,0,0,0,1,1,2020,0.079861291,6185,2000,28
Thomas Cornish,AUS,Cycling Track,1,0,0,0,1,1,2024,0.079861291,6185,2000,28
Conor Leahy,AUS,Cycling Track,1,0,0,0,1,1,2020,0.079861291,6185,1999,29
Alexander Porter,AUS,Cycling Track,1,0,0,0,1,1,2020,0.079861291,6185,1996,32
Matthew Richardson,AUS,Cycling Track,0,0,3,0,0,3,2020,0.002327667,8721,1999,29
Chloe Moran,AUS,Cycling Track,0,0,3,0,0,3,2024,0.002327667,8721,1998,30
Alexandra Manly,AUS,Cycling Track,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Kristina Clonan,AUS,Cycling Track,0,0,2,0,0,2,2024,0.001165157,11953,1998,30
McCULLOCH Kaarle,AUS,Cycling Track,0,0,2,0,0,2,2020,0.001165157,11953,1988,40
Leigh Hoffman,AUS,Cycling Track,0,0,1,0,0,1,2020,0,22629,2000,28
Maeve Plouffe,AUS,Cycling Track,0,0,1,0,0,1,2020,0,22629,1999,29
Sophie Edwards,AUS,Cycling Track,0,0,1,0,0,1,2024,0,22629,2000,28
Melissa Wu,AUS,Diving,1,0,3,1,2,5,2020,0.122894564,1042,1992,36
Anabelle Smith,AUS,Diving,1,0,2,0,1,3,2020,0.079894383,4975,1993,35
Maddison Keeney,AUS,Diving,1,0,1,0,1,2,2020,0.079870749,5334,1996,32
Alysha Koloi,AUS,Diving,0,0,1,0,0,1,2024,0,22629,2001,27
Cassiel Rousseau,AUS,Diving,0,0,1,0,0,1,2020,0,22629,2001,27
Ellie Cole,AUS,Diving,0,0,1,0,0,1,2024,0,22629,1991,37
Domonic Bedggood,AUS,Diving,0,0,1,0,0,1,2020,0,22629,1994,34
Jaxon Bowshire,AUS,Diving,0,0,1,0,0,1,2024,0,22629,2006,22
Esther Qin,AUS,Diving,0,0,1,0,0,1,2020,0,22629,1991,37
Hilary Scott,AUS,Equestrian,0,0,2,0,0,2,2024,0.001165157,11953,1988,40
Shenae Lowings,AUS,Equestrian,0,0,2,0,0,2,2024,0.001165157,11953,1996,32
Simone Pearce,AUS,Equestrian,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Alanna Kennedy,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Caitlin Foord,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Chloe Logarzo,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Clare Polkinghorne,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953,1989,39
Lydia Williams,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953,1988,40
Kyah Simon,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Ellie Carpenter,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Elise Kellond-knight,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Mackenzie Arnold,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Clare Hunt,AUS,Football,0,0,1,0,0,1,2024,0,22629,1999,29
Connor Metcalfe,AUS,Football,0,0,1,0,0,1,2020,0,22629,1999,29
Clare Wheeler,AUS,Football,0,0,1,0,0,1,2024,0,22629,1998,30
Caleb Watts,AUS,Football,0,0,1,0,0,1,2020,0,22629,2002,26
Cameron Devlin,AUS,Football,0,0,1,0,0,1,2020,0,22629,1999,29
Charlotte Grant,AUS,Football,0,0,1,0,0,1,2020,0,22629,2001,27
Ashley Maynard-brewer,AUS,Football,0,0,1,0,0,1,2020,0,22629,1999,29
Dylan Pierias,AUS,Football,0,0,1,0,0,1,2020,0,22629,2000,28
Denis Genreau,AUS,Football,0,0,1,0,0,1,2020,0,22629,1999,29
Daniel Arzani,AUS,Football,0,0,1,0,0,1,2020,0,22629,1999,29
Minjee Lee,AUS,Golf,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Cameron Smith,AUS,Golf,0,0,1,0,0,1,2020,0,22629,1993,35
Hannah Green,AUS,Golf,0,0,1,0,0,1,2020,0,22629,1996,32
Woo Lee,AUS,Golf,0,0,1,0,0,1,2024,0,22629,1998,30
Aran Zalewski,AUS,Hockey,0,0,1,1,1,2,2020,0.08611725,1957,1991,37
Blake Govers,AUS,Hockey,0,0,1,1,1,2,2020,0.08611725,1957,1996,32
Dylan Martin,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712,1998,30
Thomas Whetton,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712,1991,37
Joseph Wickham,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712,1990,38
Joshua Simmonds,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712,1995,33
Tim Brand,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712,1998,30
Joshua Beltz,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712,1995,33
Edwina Bone,AUS,Hockey,0,0,2,0,0,2,2020,0.001165157,11953,1988,40
Mariah Williams,AUS,Hockey,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Brooke Peris,AUS,Hockey,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Grace Stewart,AUS,Hockey,0,0,2,0,0,2,2020,0.001165157,11953,1997,31
Corey Weyer,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,1996,32
Claire Colwill,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,2003,25
Amy Lawton,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,2002,26
Ambrosia Malone,AUS,Hockey,0,0,1,0,0,1,2020,0,22629,1998,30
Alice Arnott,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,1998,30
Ashleigh Nelson,AUS,Hockey,0,0,1,0,0,1,2020,0,22629,1991,37
Hattie Shand,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,2000,28
Jane Claxton,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,1992,36
Jake Whetton,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,1991,37
Jake Harvie,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,1998,30
Jane-anne Claxton,AUS,Hockey,0,0,1,0,0,1,2020,0,22629,1992,36
Jocelyn Bartram,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,1993,35
Emily Chalker,AUS,Hockey,0,0,1,0,0,1,2020,0,22629,1992,36
Flynn Ogilvie,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,1993,35
Greta Hayes,AUS,Hockey,0,0,1,0,0,1,2020,0,22629,1996,32
Karri Somerville,AUS,Hockey,0,0,1,0,0,1,2020,0,22629,1999,29
Kaitlin Nobbs,AUS,Hockey,0,0,1,0,0,1,2020,0,22629,1997,31
Jeremy Hayward,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,1993,35
Ky Willott,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,2001,27
Mae Fitzpatrick,AUS,Hockey,0,0,1,0,0,1,2020,0,22629,1996,32
Nathan Ephraums,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,1999,29
Maddison Brooks,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,2004,24
Lachlan Sharp,AUS,Hockey,0,0,1,0,0,1,2024,0,22629,1997,31
Katharina Haecker,AUS,Judo,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Aoife Coughlan,AUS,Judo,0,0,1,0,0,1,2020,0,22629,1995,33
Joshua Katz,AUS,Judo,0,0,1,0,0,1,2020,0,22629,1997,31
Kareena Lee,AUS,Marathon Swimming,1,0,0,0,1,1,2020,0.079861291,6185,1993,35
Kai Edwards,AUS,Marathon Swimming,0,0,1,0,0,1,2020,0,22629,1997,31
Kyle Lee,AUS,Marathon Swimming,0,0,1,0,0,1,2024,0,22629,2002,26
Moesha Johnson,AUS,"Marathon Swimming, Swimming",0,0,2,0,0,2,2024,0.001165157,11953,1997,31
Edward Fernon,AUS,Modern Pentathlon,0,0,2,0,0,2,2020,0.001165157,11953,1988,40
Alannah Mathews,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,1999,29
Alexandra Aristoteli,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,1997,31
Alexandra Kiroi-bogatyreva,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2024,0,22629,2002,26
Emily Abbot,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,1997,31
Emmanouela Frroku,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2024,0,22629,2007,21
Felicity White,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,2000,28
Alexander Hill,AUS,Rowing,0,1,0,1,2,2,2020,0.125233651,941,1993,35
Cameron Girdlestone,AUS,Rowing,1,0,0,1,2,2,2020,0.122817166,1169,1988,40
Joshua Booth,AUS,Rowing,0,0,2,1,1,3,2020,0.086139666,1640,1990,38
Jessica Morrison,AUS,Rowing,0,1,2,0,1,3,2020,0.080645817,3389,1992,36
McINTYRE Annabelle,AUS,Rowing,0,1,1,0,1,2,2020,0.08062117,3590,1996,32
Lucy Stephan,AUS,Rowing,0,1,1,0,1,2,2020,0.08062117,3590,1991,37
Spencer Turrin,AUS,Rowing,0,1,1,0,1,2,2020,0.08062117,3590,1991,37
Rosemary Popa,AUS,Rowing,0,1,0,0,1,1,2020,0.080611276,4224,1991,37
Jack Hargreaves,AUS,Rowing,0,1,0,0,1,1,2020,0.080611276,4224,1993,35
Alexander Purnell,AUS,Rowing,0,1,0,0,1,1,2020,0.080611276,4224,1995,33
Caleb Antill,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185,1995,33
Jack Cleary,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185,1995,33
Luke Letcher,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185,1994,34
Rowena Meredith,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185,1995,33
Ria Thompson,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185,1997,31
Caitlin Cronin,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185,1995,33
Harriet Hudson,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185,1998,30
Molly Goodman,AUS,Rowing,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Genevieve Horton,AUS,Rowing,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Nicholas Purnell,AUS,Rowing,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Olympia Aldersey,AUS,Rowing,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Fergus Hamilton,AUS,Rowing,0,0,1,0,0,1,2024,0,22629,2000,28
Angus Widdicombe,AUS,Rowing,0,0,1,0,0,1,2020,0,22629,1994,34
Angus Dawson,AUS,Rowing,0,0,1,0,0,1,2020,0,22629,2000,28
Amanda Bateman,AUS,Rowing,0,0,1,0,0,1,2020,0,22629,1996,32
Ben Canham,AUS,Rowing,0,0,1,0,0,1,2024,0,22629,1997,31
Bronwyn Cox,AUS,Rowing,0,0,1,0,0,1,2020,0,22629,1997,31
Lily Alton,AUS,Rowing,0,0,1,0,0,1,2024,0,22629,1998,30
Laura Gourley,AUS,Rowing,0,0,1,0,0,1,2024,0,22629,2002,26
Kendall Brodie,AUS,Rowing,0,0,1,0,0,1,2024,0,22629,1991,37
Katrina Werry,AUS,Rowing,0,0,1,0,0,1,2020,0,22629,1993,35
Joshua Hicks,AUS,Rowing,0,0,1,0,0,1,2020,0,22629,1991,37
Joseph O'brien,AUS,Rowing,0,0,1,0,0,1,2020,0,22629,1998,30
Hayley Verbunt,AUS,Rowing,0,0,1,0,0,1,2024,0,22629,2002,26
James Rook,AUS,Rowing,0,0,1,0,0,1,2020,0,22629,1997,31
Georgina Rowe,AUS,Rowing,0,0,1,0,0,1,2020,0,22629,1992,36
Giorgia Patten,AUS,Rowing,0,0,1,0,0,1,2020,0,22629,1998,30
Charlotte Caslick,AUS,Rugby Sevens,0,1,1,0,1,2,2020,0.08062117,3590,1995,33
Sharni Williams,AUS,Rugby Sevens,0,1,1,0,1,2,2020,0.08062117,3590,1988,40
Shannon Parry,AUS,Rugby Sevens,0,1,1,0,1,2,2020,0.08062117,3590,1989,39
Emma Tonegato,AUS,Rugby Sevens,0,1,1,0,1,2,2020,0.08062117,3590,1995,33
Evania Pelite,AUS,Rugby Sevens,0,1,1,0,1,2,2020,0.08062117,3590,1995,33
Nick Malouf,AUS,Rugby Sevens,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Lewis Holland,AUS,Rugby Sevens,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Henry Hutchison,AUS,Rugby Sevens,0,0,2,0,0,2,2020,0.001165157,11953,1997,31
Alysia Lefau-fakaosilea,AUS,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,2000,28
Bridget Clark,AUS,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2003,25
Bienne Terita,AUS,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2003,25
Ben Dowling,AUS,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2002,26
Corey Toole,AUS,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2000,28
Hayden Sargeant,AUS,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1998,30
Henry Paterson,AUS,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1997,31
Isabella Nasser,AUS,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2002,26
Joe Pincus,AUS,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,1996,32
Dylan Pietsch,AUS,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,1998,30
Dietrich Roache,AUS,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2001,27
Faith Nathan,AUS,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,2000,28
Demi Hayes,AUS,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,1998,30
Lachie Miller,AUS,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,1994,34
Kaitlin Shave,AUS,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2001,27
Kahli Henwood,AUS,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1999,29
Josh Coward,AUS,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,1997,31
Jason Waterhouse,AUS,Sailing,0,0,1,1,1,2,2020,0.08611725,1957,1991,37
Lisa Darmanin,AUS,Sailing,0,0,1,1,1,2,2020,0.08611725,1957,1991,37
Grae Morris,AUS,Sailing,0,0,0,1,1,1,2024,0.086108042,2712,2003,25
Olivia Price,AUS,Sailing,0,0,0,1,1,1,2020,0.086108042,2712,1992,36
Matt Wearn,AUS,Sailing,0,1,0,0,1,1,2020,0.080611276,4224,1995,33
Jake Lilley,AUS,Sailing,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Jaime Ryan,AUS,Sailing,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Conor Nicholas,AUS,Sailing,0,0,1,0,0,1,2024,0,22629,2000,28
Breiana Whitehead,AUS,Sailing,0,0,1,0,0,1,2024,0,22629,2000,28
Evie Haseldine,AUS,Sailing,0,0,1,0,0,1,2024,0,22629,2003,25
Jim Colley,AUS,Sailing,0,0,1,0,0,1,2024,0,22629,1997,31
Mara Stransky,AUS,Sailing,0,0,1,0,0,1,2020,0,22629,1999,29
