Name,NOC,Sport,Participation_Count,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals
Alexander Savkin,UZB,Modern Pentathlon,1,0,0,0,0
Alexander Shah,NEP,Swimming,1,0,0,0,0
Alexander Shatilov,ISR,Artistic Gymnastics,1,0,0,0,0
Alexander Solis,COL,Athletics,1,0,0,0,0
Alexander Stadler,GER,Hockey,1,0,0,0,0
Alexander Suarez,COL,Athletics,1,0,0,0,0
Alexander Vyazovkin,ROC,Rowing,1,0,0,0,0
Alexander Zuev,ROC,3x3 Basketball,1,0,1,0,1
Alexander Zverev,GER,Tennis,2,1,0,0,1
Alexandr Kulikov,KAZ,Canoe Slalom,1,0,0,0,0
Alexandra Agiurgiuculese,ITA,Rhythmic Gymnastics,1,0,0,0,0
Alexandra Aristoteli,AUS,Rhythmic Gymnastics,1,0,0,0,0
Alexandra Bell,GBR,Athletics,1,0,0,0,0
Alexandra Boje,DEN,Badminton,1,0,0,0,0
Alexandra Burghardt,GER,Athletics,2,0,0,0,0
Alexandra Do,BRA,Handball,1,0,0,0,0
Alexandra Emilianov,MDA,Athletics,1,0,0,0,0
Alexandra Escobar,ECU,Weightlifting,1,0,0,0,0
Alexandra Feracci,FRA,Karate,1,0,0,0,0
Alexandra Lacrabere,FRA,Handball,1,1,0,0,1
Alexandra Manly,AUS,Cycling Track,2,0,0,0,0
Alexandra Mirca,MDA,Archery,3,0,0,0,0
Alexandra Nemich,KAZ,Artistic Swimming,1,0,0,0,0
Alexandra Perez,VEN,Weightlifting,1,0,0,0,0
Alexandra Razarenova,ROC,Triathlon,2,0,0,0,0
Alexandra Tavernier,FRA,Athletics,2,0,0,0,0
Alexandra Ten,CAN,Sailing,1,0,0,0,0
Alexandre Ayache,FRA,Equestrian,2,0,0,0,0
Alexandre Bardenet,FRA,Fencing,2,0,0,0,0
Alexandre Bodegas,ITA,Water Polo,1,0,0,0,0
Alexandre Cassin,FRA,Table Tennis,1,0,0,0,0
Alexandre Iddir,FRA,Judo,3,1,0,0,1
Alexandre Zelenko,BLR,Equestrian,1,0,0,0,0
Alexandrina Cabral,ESP,Handball,1,0,0,0,0
Alexandros Papamichail,GRE,Athletics,1,0,0,0,0
Alexandros Papanastasiou,GRE,Water Polo,1,0,1,0,1
Alexandru Chioseaua,ROU,Rowing,1,0,0,0,0
Alexandru Dobre,ROU,Football,1,0,0,0,0
Alexandru Firfirica,ROU,Athletics,1,0,0,0,0
Alexandru Pascanu,ROU,Football,1,0,0,0,0
Alexandru Raicu,ROU,Judo,1,0,0,0,0
Alexei Sancov,MDA,Swimming,3,0,0,0,0
Alexey Alipov,ROC,Shooting,2,0,0,0,0
Alexey Lutsenko,KAZ,Cycling Road,2,0,0,0,0
Alexey Shmider,KAZ,Water Polo,1,0,0,0,0
Alexia Chartereau,FRA,Basketball,1,0,0,1,1
Alexia Lacatena,ITA,Baseball/Softball,1,0,0,0,0
Alexios Ntanatsidis,GRE,Judo,1,0,0,0,0
Alexis Beka,FRA,Football,1,0,0,0,0
Alexis Borges,POR,Handball,1,0,0,0,0
Alexis Jandard,FRA,Diving,1,0,0,0,0
Alexis Lagan,USA,Shooting,3,0,0,0,0
Alexis Lepage,CAN,Triathlon,1,0,0,0,0
Alexis Miellet,FRA,Athletics,1,0,0,0,0
Alexis Phelut,FRA,Athletics,1,0,0,0,0
Alexis Sablone,USA,Skateboarding,1,0,0,0,0
Alexis Santos,POR,Swimming,3,0,0,0,0
Alexis Vega,COL,Football,1,0,0,0,0
Alexis Vega,MEX,Football,1,0,0,1,1
Alexis Wilson,MEX,Baseball/Softball,1,0,0,0,0
Alexsandro Melo,BRA,Athletics,2,0,0,0,0
Alfonso Canelo,VEN,Volleyball,1,0,0,0,0
Alfonso Mestre,VEN,Swimming,2,0,0,0,0
Alfredo Campo,ECU,Cycling BMX Racing,1,0,0,0,0
Alhussein Ghambour,LBA,Rowing,1,0,0,0,0
Ali Aghamirzaeijenaghrad,IRI,Canoe Sprint,1,0,0,0,0
Ali Aguilar,USA,Baseball/Softball,1,0,1,0,1
Ali Al,MAR,Equestrian,2,0,0,0,0
Ali Alhassan,KSA,Football,1,0,0,0,0
Ali Alkhadrawi,KSA,Table Tennis,1,0,0,0,0
Ali Ben,TUN,Volleyball,1,0,0,0,0
Ali Boudina,ALG,Rowing,1,0,0,0,0
Ali Davoudi,IRI,Weightlifting,1,0,1,0,1
Ali Eid,BRN,Handball,1,0,0,0,0
Ali Elsawy,EGY,Karate,1,0,0,0,0
Ali Galyer,NZL,Swimming,3,0,0,0,0
Ali Gibson,PUR,Basketball,1,0,0,0,0
Ali Harvey,TUR,Athletics,2,0,0,0,0
Ali Hashemi,IRI,Weightlifting,2,0,0,0,0
Ali Khalafalla,EGY,Swimming,3,0,0,0,0
Ali Mohamed,EGY,Basketball,2,0,0,0,0
Ali Mohamed,EGY,Handball,2,0,0,0,0
Ali Mohamed,KUW,Judo,2,0,0,0,0
Ali Mrabet,TUN,Canoe Sprint,1,0,0,0,0
Ali Mukhtar,KSA,Football,1,0,0,0,0
Ali Musab,QAT,Athletics,1,0,0,0,0
Ali Omar,LBA,Judo,1,0,0,0,0
Ali Pakdaman,IRI,Fencing,2,0,0,0,0
Ali Riley,NZL,Football,1,0,0,0,0
Ali Shabanau,BLR,Wrestling,1,0,0,0,0
Ali Sofuoglu,TUR,Karate,1,0,0,1,1
Alia Atkinson,JAM,Swimming,8,0,0,0,0
Aliaksandr Hushtyn,BLR,Wrestling,1,0,0,0,0
Aliaksandr Liakhovich,BLR,Athletics,1,0,0,0,0
Aliaksandr Radzionau,BLR,Boxing,1,0,0,0,0
Aliaksandra Khilmanovich,BLR,Athletics,1,0,0,0,0
Aliaksei Katkavets,BLR,Athletics,1,0,0,0,0
Aliaksei Shostak,USA,Trampoline Gymnastics,1,0,0,0,0
Aliasghar Mojarad,IRI,Volleyball,1,0,0,0,0
Alica Schmidt,GER,Athletics,1,0,0,0,0
Alica Stuhlemmer,GER,Sailing,1,0,0,1,1
Alican Kaynar,TUR,Sailing,3,0,0,0,0
Alice Bellandi,ITA,Judo,2,0,0,0,0
Alice Betto,ITA,Triathlon,2,0,0,0,0
Alice D'amato,ITA,Artistic Gymnastics,6,0,0,0,0
Alice Dearing,GBR,Marathon Swimming,1,0,0,0,0
Alice Ingley,AUS,Archery,3,0,0,0,0
Alice Kinsella,GBR,Artistic Gymnastics,6,0,0,1,1
Alice Mangione,ITA,Athletics,2,0,0,0,0
Alice Sotero,ITA,Modern Pentathlon,2,0,0,0,0
Alice Volpi,ITA,Fencing,2,0,0,1,1
Alicia Brown,CAN,Athletics,3,0,0,0,0
Alicia Fernandez,ESP,Handball,1,0,0,0,0
Alicia Hoskin,NZL,Canoe Sprint,2,0,0,0,0
Alicia Kok,MRI,Swimming,1,0,0,0,0
Alicia Magaz,ESP,Hockey,1,0,0,0,0
Alicia Mateus,MOZ,Swimming,1,0,0,0,0
Alicia Monson,USA,Athletics,1,0,0,0,0
Alicia Wilson,GBR,Swimming,1,0,0,0,0
Alicja Konieczek,POL,Athletics,1,0,0,0,0
Alicja Rosolska,POL,Tennis,3,0,0,0,0
Alin Alexuc,ROU,Wrestling,1,0,0,0,0
Alina Adilkhanova,KAZ,Rhythmic Gymnastics,1,0,0,0,0
Alina Arterchuk,ROC,Rugby Sevens,1,0,0,0,0
Alina Harnasko,BLR,Rhythmic Gymnastics,1,0,0,1,1
Alina Lohvynenko,UKR,Athletics,5,0,0,0,0
Alina Rotaru-kottmann,ROU,Athletics,1,0,0,0,0
Alina Shynkarenko,UKR,Artistic Swimming,1,0,0,1,1
Alina Vuc,ROU,Wrestling,1,0,0,0,0
Alina Zmushka,BLR,Swimming,3,0,0,0,0
Aline Friess,FRA,Artistic Gymnastics,6,0,0,0,0
Aline Furtado,BRA,Rugby Sevens,1,0,0,0,0
Aline Rodrigues,BRA,Swimming,1,0,0,0,0
Aline Rotter,GER,Wrestling,1,1,0,0,1
Aline Silva,BRA,Handball,2,0,0,0,0
Aline Silva,BRA,Wrestling,1,0,0,0,0
Aliona Dubitskaya,BLR,Athletics,1,0,0,0,0
Alisa Ozhogina,ESP,Artistic Swimming,2,0,0,0,0
Alisa Tishchenko,ROC,Rhythmic Gymnastics,1,0,1,0,1
Alise Fakhrutdinova,UZB,Modern Pentathlon,1,0,0,0,0
Alise Willoughby,USA,Cycling BMX Racing,1,0,0,0,0
Alisher Yergali,KAZ,Wrestling,1,0,0,0,0
Alison Cerutti,BRA,Beach Volleyball,3,1,1,0,2
Alison Gibson,USA,Diving,1,0,0,0,0
Alison Jackson,CAN,Cycling Road,1,0,0,0,0
Alison Riske,USA,Tennis,2,0,0,0,0
Alison Rusher,USA,Rowing,1,0,0,0,0
Alison Young,GBR,Sailing,3,0,0,0,0
Alix Duchet,FRA,Basketball,1,0,0,1,1
Alix Klineman,USA,Beach Volleyball,1,1,0,0,1
Aliya Boshnak,JOR,Athletics,1,0,0,0,0
Aliyah Abrams,GUY,Athletics,2,0,0,0,0
Alize Cornet,FRA,Tennis,2,0,0,0,0
Alja Kozorog,SLO,Canoe Slalom,1,0,0,0,0
Alla Belinska,UKR,Wrestling,1,0,0,0,0
Alla Cherkasova,UKR,Wrestling,2,0,0,1,1
Alla Shishkina,ROC,Artistic Swimming,1,1,0,0,1
Alla Shishkina,RUS,Synchronized Swimming,2,2,0,0,2
Allan Morante,FRA,Trampoline Gymnastics,1,0,0,0,0
Allar Raja,EST,Rowing,4,0,0,1,1
Allisha Gray,USA,3x3 Basketball,1,1,0,0,1
Allison Beveridge,CAN,Cycling,2,0,0,1,1
Allison Beveridge,CAN,Cycling Track,2,0,0,0,0
Allison Pineau,FRA,Handball,3,1,1,0,2
Allison Schmitt,USA,Swimming,12,4,3,3,10
Ally Carda,USA,Baseball/Softball,1,0,1,0,1
Allysha Chapman,CAN,Football,2,1,0,1,2
Allyson Felix,USA,Athletics,12,7,3,1,11
Allyson Ponson,ARU,Swimming,2,0,0,0,0
Almeida Wu,BRA,Shooting,1,0,0,0,0
Alois Knabl,AUT,Triathlon,2,0,0,0,0
Aloise Retornaz,FRA,Sailing,1,0,0,1,1
Alon Leichman,ISR,Baseball/Softball,1,0,0,0,0
Alonso Edward,PAN,Athletics,1,0,0,0,0
Alonzo Russell,BAH,Athletics,3,0,0,1,1
Alowesi Nakoci,FIJ,Rugby Sevens,1,0,0,1,1
Alphonsine Agahozo,RWA,Swimming,2,0,0,0,0
Alston Ryan,ANT,Boxing,1,0,0,0,0
Alsu Minazova,ROC,Canoe Slalom,2,0,0,0,0
Altagracia Moronta,DOM,Boxing,1,0,0,0,0
Altamir Melo,BRA,Swimming,1,0,0,0,0
Altanbagana Gantulga,MGL,Judo,2,0,0,0,0
Altay Altayev,KAZ,Water Polo,1,0,0,0,0
Althea Laurin,FRA,Taekwondo,1,0,0,1,1
Altobeli Silva,BRA,Athletics,2,0,0,0,0
Alvaro Fernandez,ESP,Football,1,0,1,0,1
Alvaro Granados,ESP,Water Polo,1,0,0,0,0
Alvaro Iglesias,ESP,Hockey,1,0,0,0,0
Alvaro Martin,ESP,Athletics,1,0,0,0,0
Alvaro Morais,BRA,Beach Volleyball,1,0,0,0,0
Alvaro Robles,ESP,Table Tennis,1,0,0,0,0
Alvaro Sandoval,MEX,Modern Pentathlon,1,0,0,0,0
Alvaro Torres,PER,Rowing,1,0,0,0,0
Alvin Otieno,KEN,Rugby Sevens,1,0,0,0,0
Alvin Tehupeiory,INA,Athletics,1,0,0,0,0
Alviyanto Prastyadi,INA,Archery,2,0,0,0,0
Aly Badawy,EGY,Sailing,1,0,0,0,0
Alyce Wood,AUS,Canoe Sprint,2,0,0,0,0
Alycia Butterworth,CAN,Athletics,1,0,0,0,0
Alys Williams,USA,Water Polo,1,1,0,0,1
Alysha Newman,CAN,Athletics,2,0,0,0,0
Alysia Lefau-fakaosilea,AUS,Rugby Sevens,1,0,0,0,0
Alyssa Bull,AUS,Canoe Sprint,2,0,0,0,0
Alyssa Bull,AUS,Canoeing,1,0,0,0,0
Alyssa Naeher,USA,Football,1,0,0,1,1
Alzahraa Shaban,EGY,Shooting,3,0,0,0,0
Ama Pipi,GBR,Athletics,2,0,0,0,0
Amad Diallo,CIV,Football,1,0,0,0,0
Amado Azaad,ARG,Beach Volleyball,1,0,0,0,0
Amado Cruz,BIZ,Canoe Sprint,2,0,0,0,0
Amal Adam,EGY,Archery,2,0,0,0,0
Amalia Beres,ROU,Rowing,1,0,0,0,0
Amalie Dideriksen,DEN,Cycling,1,0,0,0,0
Amalie Dideriksen,DEN,Cycling Track,2,0,1,0,1
Amalie Iuel,NOR,Athletics,2,0,0,0,0
Amanaki Nicole,NZL,Rugby Sevens,1,0,1,0,1
Amanal Petros,GER,Athletics,1,0,0,0,0
Amanda Bateman,AUS,Rowing,1,0,0,0,0
Amanda Chidester,USA,Baseball/Softball,1,0,1,0,1
Amanda Fama,ITA,Baseball/Softball,1,0,0,0,0
Amanda Ilestedt,SWE,Football,1,0,1,0,1
Amanda Longan,USA,Water Polo,1,1,0,0,1
Amanda Ng,SGP,Sailing,1,0,0,0,0
Amanda Sanchez,MEX,Baseball/Softball,1,0,0,0,0
Amanda Spratt,AUS,Cycling,2,0,0,0,0
Amanda Spratt,AUS,Cycling Road,1,0,0,0,0
Amandine Brossier,FRA,Athletics,2,0,0,0,0
Amandine Buchard,FRA,Judo,2,1,1,0,2
Amandine Leynaud,FRA,Handball,4,1,1,0,2
Amantle Montsho,BOT,Athletics,4,0,0,0,0
Amanuel Ghebreigzabhier,ERI,Cycling Road,2,0,0,0,0
Amartuvshin Dashdavaa,MGL,Judo,1,0,0,0,0
Amarveer Dhesi,CAN,Wrestling,1,0,0,0,0
Amaury Golitin,FRA,Athletics,1,0,0,0,0
Amber English,USA,Shooting,1,1,0,0,1
Amber Hill,GBR,Shooting,2,0,0,0,0
Amber Neben,USA,Cycling Road,1,0,0,0,0
Ambrosia Malone,AUS,Hockey,1,0,0,0,0
Amed Elna,COM,Athletics,1,0,0,0,0
Amedeo Tessitori,ITA,Basketball,1,0,0,0,0
Amel Melih,ALG,Swimming,2,0,0,0,0
Amel Tuka,BIH,Athletics,2,0,0,0,0
Amelia Brodka,POL,Skateboarding,1,0,0,0,0
Amelie Kretz,CAN,Triathlon,2,0,0,0,0
Amelie Morgan,GBR,Artistic Gymnastics,6,0,0,1,1
Amelie Wortmann,GER,Hockey,1,0,0,0,0
Amgad El,QAT,Athletics,1,0,0,0,0
Ami Saito,JPN,Athletics,1,0,0,0,0
Amica Hallendorff,RSA,Water Polo,1,0,0,0,0
Amie Thompson,AUS,Artistic Swimming,2,0,0,0,0
Amie Thompson,AUS,Synchronized Swimming,1,0,0,0,0
Amin Albukhari,KSA,Football,1,0,0,0,0
Amin Mirzazadeh,IRI,Wrestling,1,0,0,0,0
Aminat Jamal,BRN,Athletics,1,0,0,0,0
Aminatou Seyni,NIG,Athletics,1,0,0,0,0
Amine Guennichi,TUN,Wrestling,1,0,0,0,0
Amini Fonua,TGA,Swimming,3,0,0,0,0
Aminiasi Tuimaba,FIJ,Rugby Sevens,1,1,0,0,1
Amir Cheruti,ISR,Swimming,2,0,0,0,0
Amir Ghafour,IRI,Volleyball,2,0,0,0,0
Amira Ben,TUN,Fencing,2,0,0,0,0
Amira Kandil,EGY,Modern Pentathlon,1,0,0,0,0
Amira Kheris,ALG,Canoe Sprint,2,0,0,0,0
Amit Rohidas,IND,Hockey,1,0,0,1,1
Amita Berthier,SGP,Fencing,1,0,0,0,0
Ammar Hamdy,EGY,Football,1,0,0,0,0
Amoj Jacob,IND,Athletics,1,0,0,0,0
Amos Bartelsmeyer,GER,Athletics,1,0,0,0,0
Amos Kipruto,KEN,Athletics,1,0,0,0,0
Amos Pieper,GER,Football,1,0,0,0,0
Amotun Lokoro,EOR,Athletics,1,0,0,0,0
Amr Hassan,EGY,Athletics,1,0,0,0,0
Amro Al-wir,JOR,Swimming,2,0,0,0,0
Amro Elgeziry,USA,Modern Pentathlon,1,0,0,0,0
Amuro Tsuzuki,JPN,Surfing,1,0,0,1,1
Amy Cashin,AUS,Athletics,1,0,0,0,0
Amy Okonkwo,NGR,Basketball,1,0,0,0,0
Amy Pieters,NED,Cycling,1,0,0,0,0
Amy Pieters,NED,Cycling Track,2,0,0,0,0
Amy Ridge,AUS,Water Polo,1,0,0,0,0
Amy-eloise Markovc,GBR,Athletics,1,0,0,0,0
Amya Clarke,SKN,Athletics,1,0,0,0,0
An Chen,TPE,Table Tennis,1,0,0,0,0
An Jin,KOR,Basketball,1,0,0,0,0
Ana Barbachan,BRA,Sailing,3,0,0,0,0
Ana Bjelica,SRB,Volleyball,1,0,0,1,1
Ana Cabecinha,POR,Athletics,4,0,0,0,0
Ana Dabovic,SRB,Basketball,1,0,0,0,0
Ana Derek,CRO,Artistic Gymnastics,2,0,0,0,0
Ana Gallay,ARG,Beach Volleyball,3,0,0,0,0
Ana Monteiro,POR,Swimming,1,0,0,0,0
Ana Peleteiro,ESP,Athletics,1,0,0,1,1
Ana Perez,ESP,Judo,1,0,0,0,0
Ana Roqica,FIJ,Rugby Sevens,2,0,0,1,1
Ana Satila,BRA,Canoe Slalom,2,0,0,0,0
Ana Simic,CRO,Athletics,1,0,0,0,0
Ana Vazquez,MEX,Archery,2,0,0,0,0
Ana-roxana Lehaci,AUT,Canoe Sprint,2,0,0,0,0
Anabel Knoll,GER,Triathlon,2,0,0,0,0
Anabel Medina,DOM,Athletics,1,0,1,0,1
Anabelle Smith,AUS,Diving,3,0,0,1,1
Anahi Suarez,ECU,Athletics,1,0,0,0,0
Anais Michel,FRA,Weightlifting,1,0,0,0,0
Anais Soto,CHI,Cycling Road,1,0,0,0,0
Anamari Velensek,SLO,Judo,1,0,0,0,0
Anamaria Govorcinovic,CRO,Canoe Sprint,2,0,0,0,0
Anas Yahiya,IND,Athletics,2,0,0,0,0
Anaso Jobodwana,RSA,Athletics,3,0,0,0,0
Anass Essayi,MAR,Athletics,1,0,0,0,0
Anastasia Bliznyuk,ROC,Rhythmic Gymnastics,1,0,1,0,1
Anastasia Fedotova,ROC,Water Polo,1,0,0,0,0
Anastasia Gorbenko,ISR,Swimming,6,0,0,0,0
Anastasia Gorbunova,ROC,Triathlon,2,0,0,0,0
Anastasia Guzhenkova,ROC,Swimming,1,0,0,0,0
Anastasia Lebedeva,ROC,Rowing,1,0,0,0,0
Anastasia Nichita,MDA,Wrestling,1,0,0,0,0
Anastasia Pavlyuchenkova,ROC,Tennis,2,1,0,0,1
Anastasia Simanovich,ROC,Water Polo,1,0,0,0,0
Anastasiia Chetverikova,UKR,Canoe Sprint,2,0,1,0,1
Anastasiia Dolgova,ROC,Canoe Sprint,1,0,0,0,0
Anastasiia Fesikova,ROC,Swimming,2,0,0,0,0
Anastasiia Galashina,ROC,Shooting,2,0,1,0,1
Anastasiia Iliankova,ROC,Artistic Gymnastics,5,0,1,0,1
Anastasiia Kirpichnikova,ROC,Marathon Swimming,1,0,0,0,0
Anastasiia Kirpichnikova,ROC,Swimming,3,0,0,0,0
Anastasiia Logunova,ROC,3x3 Basketball,1,0,1,0,1
Anastasiia Maksimova,ROC,Rhythmic Gymnastics,1,0,1,0,1
Anastasiia Pavlova,UKR,Archery,2,0,0,0,0
Anastasiia Salos,BLR,Rhythmic Gymnastics,1,0,0,0,0
Anastasiia Tatareva,ROC,Rhythmic Gymnastics,1,0,1,0,1
Anastasiia Todorova,UKR,Canoe Sprint,2,0,0,0,0
Anastasiia Voinova,ROC,Cycling Track,3,0,0,1,1
Anastasija Babovic,MNE,Handball,1,0,0,0,0
Anastasija Grigorjeva,LAT,Wrestling,3,0,0,0,0
Anastasija Kravcenoka,LAT,Beach Volleyball,1,0,0,0,0
Anastasija Sevastova,LAT,Tennis,2,0,0,0,0
Anastasija Zolotic,USA,Taekwondo,1,1,0,0,1
Anastasiya Bryzhina,UKR,Athletics,1,0,0,0,0
Anastasiya Kuliashova,BLR,Swimming,2,0,0,0,0
Anastasiya Malakanava,BLR,Rhythmic Gymnastics,1,0,0,0,0
Anastasiya Prokopenko,BLR,Modern Pentathlon,1,0,0,0,0
Anastasiya Prokopenko,RUS,Badminton,1,0,0,0,0
Anastasiya Rarovskaya,BLR,Athletics,1,0,0,0,0
Anastasiya Rybakova,BLR,Rhythmic Gymnastics,1,0,0,0,0
Anastasiya Savchuk,UKR,Artistic Swimming,2,0,0,2,2
Anastasiya Savchuk,UKR,Synchronized Swimming,1,0,0,0,0
Anastasiya Shkurdai,BLR,Swimming,5,0,0,0,0
Anastasiya Turchyn,UKR,Judo,1,0,0,0,0
Anastasiya Tyurina,TJK,Swimming,2,0,0,0,0
Anastasiya Voznyak,UKR,Rhythmic Gymnastics,1,0,0,0,0
Anastasiya Winkel,GER,Sailing,1,0,0,0,0
Anastassiya Lavrova,KAZ,Table Tennis,1,0,0,0,0
Anasztazia Nguyen,HUN,Athletics,1,0,0,0,0
Anat Lelior,ISR,Surfing,1,0,0,0,0
Anatolii Budiak,UKR,Cycling Road,1,0,0,0,0
Anatolii Herey,UKR,Fencing,1,0,0,0,0
Anavia Battle,USA,Athletics,1,0,0,0,0
Ancuta Bodnar,ROU,Rowing,1,1,0,0,1
Ancuta Stoenescu,ROU,3x3 Basketball,1,0,0,0,0
Andela Antunovic,MNE,Swimming,1,0,0,0,0
Ander Elosegi,ESP,Canoe Slalom,1,0,0,0,0
Anders Antonsen,DEN,Badminton,1,0,0,0,0
Anders Weiss,USA,Rowing,2,0,0,0,0
Anderson Henriques,BRA,Athletics,1,0,0,0,0
Anderson Peters,GRN,Athletics,1,0,0,0,0
Andras Parti,HUN,Cycling Mountain Bike,1,0,0,0,0
Andras Szatmari,HUN,Fencing,2,0,0,1,1
Andre Camilo,BRA,Athletics,2,0,0,0,0
Andre Charlier,BEL,Hockey,1,1,0,0,1
Andre Gomes,POR,Handball,1,0,0,0,0
Andre Ordemann,NOR,Taekwondo,1,0,0,0,0
Andre Sanita,GER,Fencing,2,0,0,0,0
Andre Solbakken,NOR,Rowing,1,0,0,0,0
Andre Thieme,GER,Equestrian,2,0,0,0,0
Andre-pierre Gignac,FRA,Football,1,0,0,0,0
Andrea Agrusti,ITA,Athletics,1,0,0,0,0
Andrea Anacan,NZL,Karate,1,0,0,0,0
Andrea Arsovic,SRB,Shooting,3,0,0,0,0
Andrea Benitez,ESP,Skateboarding,1,0,0,0,0
Andrea Bouma,NED,Athletics,1,0,0,0,0
Andrea Cassara,ITA,Fencing,2,0,0,0,0
Andrea Dallavalle,ITA,Athletics,1,0,0,0,0
Andrea Deeltstra,NED,Athletics,1,0,0,0,0
Andrea Drews,USA,Volleyball,1,1,0,0,1
Andrea Filler,ITA,Baseball/Softball,1,0,0,0,0
Andrea Fisher-marsters,COK,Swimming,1,0,0,0,0
Andrea Herzog,GER,Canoe Slalom,1,0,0,1,1
Andrea Howard,ITA,Baseball/Softball,1,0,0,0,0
Andrea Jimenez,ESP,Athletics,1,0,0,0,0
Andrea Klikovac,MNE,Handball,2,0,0,0,0
Andrea Matteazzi,ITA,Swimming,1,0,0,0,0
Andrea Murez,ISR,Swimming,7,0,0,0,0
Andrea Panizza,ITA,Rowing,1,0,0,0,0
Andrea Patino,COL,Cycling Road,1,0,0,0,0
Andrea Perez,ECU,Shooting,2,0,0,0,0
Andrea Podmanikova,SVK,Swimming,2,0,0,0,0
Andrea Proske,CAN,Rowing,1,1,0,0,1
Andrea Ramirez,COL,Taekwondo,1,0,0,0,0
Andrea Salvisberg,SUI,Triathlon,3,0,0,0,0
Andrea Santarelli,ITA,Fencing,3,0,1,0,1
Andrea Seccafien,CAN,Athletics,3,0,0,0,0
Andrea Spendolini,GBR,Diving,1,0,0,0,0
Andreanne Langlois,CAN,Canoe Sprint,2,0,0,0,0
Andreas Cariolou,CYP,Sailing,1,0,0,0,0
Andreas Dibowski,GER,Equestrian,1,0,0,0,0
Andreas Dibowski,GER,Equestrianism,5,1,0,0,1
Andreas Graf,AUT,Cycling Track,2,0,0,0,0
Andreas Kramer,SWE,Athletics,1,0,0,0,0
Andreas Leknessund,NOR,Cycling Road,1,0,0,0,0
Andreas Loew,GER,Shooting,1,0,0,0,0
Andreas Makri,CYP,Shooting,1,0,0,0,0
Andreas Mueller,AUT,Cycling Track,2,0,0,0,0
Andreas Obst,GER,Basketball,1,0,0,0,0
Andreas Palicka,SWE,Handball,1,0,0,0,0
Andreas Schou,DEN,Equestrian,1,0,0,0,0
Andreas Toba,GER,Artistic Gymnastics,8,0,0,0,0
Andreas Toba,GER,Gymnastics,8,0,0,0,0
Andreas Vazaios,GRE,Swimming,6,0,0,0,0
Andreas Wolff,GER,Handball,2,0,0,1,1
Andree-anne Cote,CAN,Artistic Swimming,1,0,0,0,0
Andreea Chitu,ROU,Judo,1,0,0,0,0
Andreea Iordache,ROU,Artistic Gymnastics,1,0,0,0,0
Andrei Chindris,ROU,Football,1,0,0,0,0
Andrei Ciobanu,ROU,Football,1,0,0,0,0
Andrei Minakov,ROC,Swimming,4,0,0,0,0
Andrei Ratiu,ROU,Football,1,0,0,0,0
Andrei Sintean,ROU,Football,1,0,0,0,0
Andrei Zamkovoi,ROC,Boxing,1,0,0,1,1
Andreia Stevaux,BRA,Cycling BMX Racing,1,0,0,0,0
Andreina Rodriguez,VEN,Athletics,1,0,0,0,0
Andrej Barna,SRB,Swimming,3,0,0,0,0
Andrej Csemez,SVK,Boxing,1,0,0,0,0
Andrej Gacina,CRO,Table Tennis,2,0,0,0,0
Andres Aguilar,CHI,Archery,1,0,0,0,0
Andres Arroyo,PUR,Athletics,1,0,0,0,0
Andres Chocho,ECU,Athletics,1,0,0,0,0
Andres Feliz,DOM,Athletics,1,0,1,0,1
Andres Higuita,COL,Cycling Road,1,0,0,0,0
Andres Lage,VEN,Sailing,1,0,0,0,0
Andres Molteni,ARG,Tennis,1,0,0,0,0
Andres Salazar,ESA,Athletics,1,0,0,0,0
Andres San,COL,Athletics,1,0,0,0,0
Andrew Albicy,FRA,Basketball,1,0,1,0,1
Andrew Amonde,KEN,Rugby Sevens,2,0,0,0,0
Andrew Butchart,GBR,Athletics,2,0,0,0,0
Andrew Capobianco,USA,Diving,2,0,1,0,1
Andrew Chetcuti,MLT,Swimming,3,0,0,0,0
Andrew Coe,CAN,Rugby Sevens,1,0,0,0,0
Andrew Coscoran,IRL,Athletics,1,0,0,0,0
Andrew Ford,AUS,Water Polo,1,0,0,0,0
Andrew Ford,CAN,Swimming,1,0,0,0,0
Andrew Fowler,GUY,Swimming,1,0,0,0,0
Andrew Hoy,AUS,Equestrian,2,0,1,1,2
Andrew Hoy,AUS,Equestrianism,14,3,1,0,4
Andrew Knewstubb,NZL,Rugby Sevens,1,0,1,0,1
Andrew Lewis,GUY,Boxing,1,0,0,0,0
Andrew Lewis,TTO,Sailing,3,0,0,0,0
Andrew Liti,NZL,Weightlifting,1,0,0,0,0
Andrew Mackiewicz,USA,Fencing,2,0,0,0,0
Andrew Ogilvie,AUS,Hockey,1,0,1,0,1
Andrew Pozzi,GBR,Athletics,3,0,0,0,0
Andrew Reed,USA,Rowing,1,0,0,0,0
Andrew Seliskar,USA,Swimming,1,0,0,0,0
Andrew Wilson,AUS,Canoeing,2,0,0,0,0
Andrew Wilson,GBR,Cycling,2,0,0,0,0
Andrew Wilson,MLT,Sailing,1,0,0,0,0
Andrew Wilson,USA,Swimming,4,1,0,0,1
Andrey Amador,CRC,Cycling Road,1,0,0,0,0
Andrey Golubev,KAZ,Tennis,2,0,0,0,0
Andrey Mitin,ROC,Equestrian,1,0,0,0,0
Andrey Mitin,RUS,Equestrianism,2,0,0,0,0
Andrey Potapkin,ROC,Rowing,1,0,0,0,0
