Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year
Leah Parry,AUS,Baseball/Softball,0,0,1,0,0,1,2020
Leigh Godfrey,AUS,Baseball/Softball,0,0,1,0,0,1,2020
McMANUS Stacey,AUS,Baseball/Softball,0,0,1,0,0,1,2020
Michelle Cox,AUS,Baseball/Softball,0,0,1,0,0,1,2020
Rachel Lack,AUS,Baseball/Softball,0,0,1,0,0,1,2020
Stacey Porter,AUS,Baseball/Softball,0,0,1,0,0,1,2020
Tarni Stepto,AUS,Baseball/Softball,0,0,1,0,0,1,2020
Taylah Tsitsikronis,AUS,Baseball/Softball,0,0,1,0,0,1,2020
Alanna Smith,AUS,Basketball,0,0,1,0,0,1,2020
Aron Baynes,AUS,Basketball,1,0,2,0,1,3,2020
Bec Allen,AUS,Basketball,0,0,1,0,0,1,2020
Cayla George,AUS,Basketball,0,0,2,0,0,2,2020
Chris Goulding,AUS,Basketball,1,0,0,0,1,1,2020
Dante Exum,AUS,Basketball,1,0,0,0,1,1,2020
Ezi Magbegor,AUS,Basketball,0,0,1,0,0,1,2020
Jenna O'hea,AUS,Basketball,1,0,1,0,1,2,2020
Jock Landale,AUS,Basketball,1,0,0,0,1,1,2020
Joe Ingles,AUS,Basketball,1,0,0,0,1,1,2020
Josh Green,AUS,Basketball,1,0,0,0,1,1,2020
Katie Ebzery,AUS,Basketball,0,0,2,0,0,2,2020
Kirsti Blicavs,AUS,Basketball,0,0,1,0,0,1,2020
Lauren Jackson,AUS,Basketball,1,0,0,3,4,4,2020
Leilani Mitchell,AUS,Basketball,0,0,2,0,0,2,2020
Marianna Tolo,AUS,Basketball,0,0,2,0,0,2,2020
Matisse Thybulle,AUS,Basketball,1,0,0,0,1,1,2020
Matthew Dellavedova,AUS,Basketball,1,0,2,0,1,3,2020
Nathan Sobey,AUS,Basketball,1,0,0,0,1,1,2020
Nic Kay,AUS,Basketball,1,0,0,0,1,1,2020
Patty Mills,AUS,Basketball,1,0,0,0,1,1,2020
Steph Talbot,AUS,Basketball,0,0,1,0,0,1,2020
Tess Lavey,AUS,Basketball,0,0,1,0,0,1,2020
Tess Madgen,AUS,Basketball,0,0,1,0,0,1,2020
Thomas Reath,AUS,Basketball,1,0,0,0,1,1,2020
Damien Schumann,AUS,Beach Volleyball,0,0,1,0,0,1,2020
Mariafe Artacho,AUS,Beach Volleyball,0,0,0,1,1,1,2020
McHUGH Christopher,AUS,Beach Volleyball,0,0,1,0,0,1,2020
Taliqua Clancy,AUS,Beach Volleyball,0,0,1,1,1,2,2020
Alex Winwood,AUS,Boxing,0,0,1,0,0,1,2020
Caitlin Parker,AUS,Boxing,0,0,1,0,0,1,2020
Harry Garside,AUS,Boxing,1,0,0,0,1,1,2020
Paulo Aokuso,AUS,Boxing,0,0,1,0,0,1,2020
Skye Nicolson,AUS,Boxing,0,0,1,0,0,1,2020
Daniel Watkins,AUS,Canoe Slalom,0,0,1,0,0,1,2020
Jessica Fox,AUS,Canoe Slalom,1,1,0,0,2,2,2020
Lucien Delfour,AUS,Canoe Slalom,0,0,1,0,0,1,2020
Alyce Wood,AUS,Canoe Sprint,0,0,2,0,0,2,2020
Alyssa Bull,AUS,Canoe Sprint,0,0,2,0,0,2,2020
Bernadette Wallace,AUS,Canoe Sprint,0,0,2,0,0,2,2020
Jaime Roberts,AUS,Canoe Sprint,0,0,2,0,0,2,2020
Jo Brigden-jones,AUS,Canoe Sprint,0,0,2,0,0,2,2020
Jordan Wood,AUS,Canoe Sprint,0,0,2,0,0,2,2020
Josephine Bulmer,AUS,Canoe Sprint,0,0,2,0,0,2,2020
Lachlan Tame,AUS,Canoe Sprint,0,0,1,0,0,1,2020
McARTHUR Catherine,AUS,Canoe Sprint,0,0,1,0,0,1,2020
Murray Stewart,AUS,Canoe Sprint,0,0,1,0,0,1,2020
Riley Fitzsimmons,AUS,Canoe Sprint,0,0,2,0,0,2,2020
Shannon Reynolds,AUS,Canoe Sprint,0,0,1,0,0,1,2020
Thomas Green,AUS,Canoe Sprint,0,1,1,0,1,2,2020
van Jean,AUS,Canoe Sprint,0,1,1,0,1,2,2020
Alyssa Bull,AUS,Canoeing,0,0,1,0,0,1,2020
Andrew Wilson,AUS,Canoeing,0,0,2,0,0,2,2020
David Smith,AUS,Canoeing,0,1,2,0,1,3,2020
Jessica Fox,AUS,Canoeing,1,0,0,1,2,2,2020
Jo Brigden-jones,AUS,Canoeing,0,0,1,0,0,1,2020
Jordan Wood,AUS,Canoeing,0,0,2,0,0,2,2020
Lachlan Tame,AUS,Canoeing,1,0,0,0,1,1,2020
Lucien Delfour,AUS,Canoeing,0,0,1,0,0,1,2020
Murray Stewart,AUS,Canoeing,0,1,3,0,1,4,2020
Riley Fitzsimmons,AUS,Canoeing,0,0,1,0,0,1,2020
William Jones,AUS,Canoeing,0,0,2,0,0,2,2020
Amanda Spratt,AUS,Cycling,0,0,2,0,0,2,2020
Annette Edmondson,AUS,Cycling,1,0,3,0,1,4,2020
Anthony Dean,AUS,Cycling,0,0,1,0,0,1,2020
Ashlee Ankudinoff,AUS,Cycling,0,0,1,0,0,1,2020
Georgia Baker,AUS,Cycling,0,0,1,0,0,1,2020
Lauren Reynolds,AUS,Cycling,0,0,2,0,0,2,2020
Matthew Glaetzer,AUS,Cycling,0,0,4,0,0,4,2020
Nathan Hart,AUS,Cycling,0,0,1,0,0,1,2020
Rebecca Henderson,AUS,Cycling,0,0,2,0,0,2,2020
Rohan Dennis,AUS,Cycling,0,0,2,1,1,3,2020
Sam Welsford,AUS,Cycling,0,0,0,1,1,1,2020
Simon Clarke,AUS,Cycling,0,0,1,0,0,1,2020
Logan Martin,AUS,Cycling BMX Freestyle,0,1,0,0,1,1,2020
Natalya Diehm,AUS,Cycling BMX Freestyle,0,0,1,0,0,1,2020
Anthony Dean,AUS,Cycling BMX Racing,0,0,1,0,0,1,2020
Lauren Reynolds,AUS,Cycling BMX Racing,0,0,1,0,0,1,2020
Saya Sakakibara,AUS,Cycling BMX Racing,0,0,1,0,0,1,2020
McCONNELL Daniel,AUS,Cycling Mountain Bike,0,0,1,0,0,1,2020
McCONNELL Rebecca,AUS,Cycling Mountain Bike,0,0,1,0,0,1,2020
Amanda Spratt,AUS,Cycling Road,0,0,1,0,0,1,2020
Grace Brown,AUS,Cycling Road,0,0,2,0,0,2,2020
Lucas Hamilton,AUS,Cycling Road,0,0,1,0,0,1,2020
Luke Durbridge,AUS,Cycling Road,0,0,1,0,0,1,2020
Richie Porte,AUS,Cycling Road,0,0,2,0,0,2,2020
Rohan Dennis,AUS,Cycling Road,1,0,0,0,1,1,2020
Sarah Gigante,AUS,Cycling Road,0,0,2,0,0,2,2020
Tiffany Cromwell,AUS,Cycling Road,0,0,1,0,0,1,2020
Alexander Porter,AUS,Cycling Track,1,0,0,0,1,1,2020
Alexandra Manly,AUS,Cycling Track,0,0,2,0,0,2,2020
Annette Edmondson,AUS,Cycling Track,0,0,3,0,0,3,2020
Ashlee Ankudinoff,AUS,Cycling Track,0,0,1,0,0,1,2020
Conor Leahy,AUS,Cycling Track,1,0,0,0,1,1,2020
Georgia Baker,AUS,Cycling Track,0,0,3,0,0,3,2020
Kelland O'brien,AUS,Cycling Track,1,0,2,0,1,3,2020
Leigh Hoffman,AUS,Cycling Track,0,0,1,0,0,1,2020
Leigh Howard,AUS,Cycling Track,1,0,1,0,1,2,2020
Lucas Plapp,AUS,Cycling Track,1,0,0,0,1,1,2020
Maeve Plouffe,AUS,Cycling Track,0,0,1,0,0,1,2020
Matthew Glaetzer,AUS,Cycling Track,0,0,2,0,0,2,2020
Matthew Richardson,AUS,Cycling Track,0,0,3,0,0,3,2020
McCULLOCH Kaarle,AUS,Cycling Track,0,0,2,0,0,2,2020
Nathan Hart,AUS,Cycling Track,0,0,3,0,0,3,2020
Sam Welsford,AUS,Cycling Track,1,0,2,0,1,3,2020
Anabelle Smith,AUS,Diving,1,0,2,0,1,3,2020
Cassiel Rousseau,AUS,Diving,0,0,1,0,0,1,2020
Domonic Bedggood,AUS,Diving,0,0,1,0,0,1,2020
Esther Qin,AUS,Diving,0,0,1,0,0,1,2020
Maddison Keeney,AUS,Diving,1,0,1,0,1,2,2020
Melissa Wu,AUS,Diving,1,0,3,1,2,5,2020
Nikita Hains,AUS,Diving,0,0,1,0,0,1,2020
Samuel Fricker,AUS,Diving,0,0,1,0,0,1,2020
Shixin Li,AUS,Diving,0,0,1,0,0,1,2020
Andrew Hoy,AUS,Equestrian,1,0,0,1,2,2,2020
Edwina Tops-alexander,AUS,Equestrian,0,0,2,0,0,2,2020
Katie Laurie,AUS,Equestrian,0,0,2,0,0,2,2020
Kelly Layne,AUS,Equestrian,0,0,2,0,0,2,2020
Mary Hanna,AUS,Equestrian,0,0,2,0,0,2,2020
McNAB Kevin,AUS,Equestrian,0,0,1,1,1,2,2020
Shane Rose,AUS,Equestrian,0,0,1,1,1,2,2020
Simone Pearce,AUS,Equestrian,0,0,2,0,0,2,2020
Stuart Tinney,AUS,Equestrian,0,0,1,1,1,2,2020
Andrew Hoy,AUS,Equestrianism,0,3,10,1,4,14,2020
Christopher Burton,AUS,Equestrianism,1,0,3,0,1,4,2020
Edwina Tops-alexander,AUS,Equestrianism,0,0,6,0,0,6,2020
Mary Hanna,AUS,Equestrianism,0,0,8,0,0,8,2020
Megan Jones,AUS,Equestrianism,0,0,1,1,1,2,2020
Phillip Dutton,AUS,Equestrianism,0,2,2,0,2,4,2020
Shane Rose,AUS,Equestrianism,1,0,2,1,2,4,2020
Stuart Tinney,AUS,Equestrianism,1,1,3,0,2,5,2020
Aivi Luik,AUS,Football,0,0,1,0,0,1,2020
Alanna Kennedy,AUS,Football,0,0,2,0,0,2,2020
Amy Wilson,AUS,Football,0,0,1,0,0,1,2020
Ashley Maynard-brewer,AUS,Football,0,0,1,0,0,1,2020
Caitlin Foord,AUS,Football,0,0,2,0,0,2,2020
Caleb Watts,AUS,Football,0,0,1,0,0,1,2020
Cameron Devlin,AUS,Football,0,0,1,0,0,1,2020
Charlotte Grant,AUS,Football,0,0,1,0,0,1,2020
Chloe Logarzo,AUS,Football,0,0,2,0,0,2,2020
Clare Polkinghorne,AUS,Football,0,0,2,0,0,2,2020
Connor Metcalfe,AUS,Football,0,0,1,0,0,1,2020
Courtney Nevin,AUS,Football,0,0,1,0,0,1,2020
Daniel Arzani,AUS,Football,0,0,1,0,0,1,2020
Denis Genreau,AUS,Football,0,0,1,0,0,1,2020
Dylan Pierias,AUS,Football,0,0,1,0,0,1,2020
Elise Kellond-knight,AUS,Football,0,0,2,0,0,2,2020
Ellie Carpenter,AUS,Football,0,0,2,0,0,2,2020
Emily Gielnik,AUS,Football,0,0,1,0,0,1,2020
Harry Souttar,AUS,Football,0,0,1,0,0,1,2020
Hayley Raso,AUS,Football,0,0,1,0,0,1,2020
Jay Rich-baghuelou,AUS,Football,0,0,1,0,0,1,2020
Joel King,AUS,Football,0,0,1,0,0,1,2020
Jordan Holmes,AUS,Football,0,0,1,0,0,1,2020
Keanu Baccus,AUS,Football,0,0,1,0,0,1,2020
Kyah Simon,AUS,Football,0,0,2,0,0,2,2020
Kye Rowles,AUS,Football,0,0,1,0,0,1,2020
Kyra Cooney-cross,AUS,Football,0,0,1,0,0,1,2020
Lachlan Wales,AUS,Football,0,0,1,0,0,1,2020
Laura Brock,AUS,Football,0,0,1,0,0,1,2020
Lydia Williams,AUS,Football,0,0,2,0,0,2,2020
Mackenzie Arnold,AUS,Football,0,0,2,0,0,2,2020
Marco Tilio,AUS,Football,0,0,1,0,0,1,2020
Mary Fowler,AUS,Football,0,0,1,0,0,1,2020
McGREE Riley,AUS,Football,0,0,1,0,0,1,2020
Michelle Heyman,AUS,Football,0,0,1,0,0,1,2020
Mitch Duke,AUS,Football,0,0,1,0,0,1,2020
Nathaniel Atkinson,AUS,Football,0,0,1,0,0,1,2020
Nicholas D'agostino,AUS,Football,0,0,1,0,0,1,2020
Reno Piscopo,AUS,Football,0,0,1,0,0,1,2020
Sam Kerr,AUS,Football,0,0,1,0,0,1,2020
Steph Catley,AUS,Football,0,0,1,0,0,1,2020
Tameka Yallop,AUS,Football,0,0,1,0,0,1,2020
Teagan Micah,AUS,Football,0,0,1,0,0,1,2020
Thomas Deng,AUS,Football,0,0,1,0,0,1,2020
Thomas Glover,AUS,Football,0,0,1,0,0,1,2020
van Emily,AUS,Football,0,0,1,0,0,1,2020
Cameron Smith,AUS,Golf,0,0,1,0,0,1,2020
Hannah Green,AUS,Golf,0,0,1,0,0,1,2020
Marc Leishman,AUS,Golf,0,0,1,0,0,1,2020
Minjee Lee,AUS,Golf,0,0,2,0,0,2,2020
Ambrosia Malone,AUS,Hockey,0,0,1,0,0,1,2020
Andrew Charter,AUS,Hockey,0,0,1,0,0,1,2020
Andrew Ogilvie,AUS,Hockey,0,0,0,1,1,1,2020
Andrew Smith,AUS,Hockey,1,0,0,0,1,1,2020
Anna Kershaw,AUS,Hockey,0,0,1,0,0,1,2020
Anne Lynch,AUS,Hockey,0,0,1,0,0,1,2020
Aran Zalewski,AUS,Hockey,0,0,1,1,1,2,2020
Ashleigh Nelson,AUS,Hockey,0,0,1,0,0,1,2020
Blake Govers,AUS,Hockey,0,0,1,1,1,2,2020
Brooke Peris,AUS,Hockey,0,0,2,0,0,2,2020
Clive Ockenden,AUS,Hockey,0,0,0,1,1,1,2020
Dylan Martin,AUS,Hockey,0,0,0,1,1,1,2020
Edwina Bone,AUS,Hockey,0,0,2,0,0,2,2020
Elisabeth Jenner,AUS,Hockey,0,0,1,0,0,1,2020
Emily Chalker,AUS,Hockey,0,0,1,0,0,1,2020
Grace Stewart,AUS,Hockey,0,0,2,0,0,2,2020
Grant Mitton,AUS,Hockey,0,0,1,1,1,2,2020
Greta Hayes,AUS,Hockey,0,0,1,0,0,1,2020
James Beale,AUS,Hockey,0,0,0,1,1,1,2020
Jane-anne Claxton,AUS,Hockey,0,0,1,0,0,1,2020
Joseph Wickham,AUS,Hockey,0,0,0,1,1,1,2020
Joshua Beltz,AUS,Hockey,0,0,0,1,1,1,2020
Joshua Simmonds,AUS,Hockey,0,0,0,1,1,1,2020
Kaitlin Nobbs,AUS,Hockey,0,0,1,0,0,1,2020
Karri Somerville,AUS,Hockey,0,0,1,0,0,1,2020
Lewis Charter,AUS,Hockey,0,0,0,1,1,1,2020
Mae Fitzpatrick,AUS,Hockey,0,0,1,0,0,1,2020
Mariah Williams,AUS,Hockey,0,0,2,0,0,2,2020
Matthew Dawson,AUS,Hockey,0,0,1,1,1,2,2020
Renee Taylor,AUS,Hockey,0,0,1,0,0,1,2020
Rose Lawton,AUS,Hockey,0,0,1,0,0,1,2020
Savannah Fitzpatrick,AUS,Hockey,0,0,1,0,0,1,2020
Sydney Wilson,AUS,Hockey,0,0,1,0,0,1,2020
Thomas Hayward,AUS,Hockey,0,0,0,1,1,1,2020
Thomas Sharp,AUS,Hockey,0,0,0,1,1,1,2020
Thomas Whetton,AUS,Hockey,0,0,0,1,1,1,2020
Tim Brand,AUS,Hockey,0,0,0,1,1,1,2020
Tim Howard,AUS,Hockey,0,0,0,1,1,1,2020
William Craig,AUS,Hockey,0,0,0,1,1,1,2020
Aoife Coughlan,AUS,Judo,0,0,1,0,0,1,2020
Joshua Katz,AUS,Judo,0,0,1,0,0,1,2020
Katharina Haecker,AUS,Judo,0,0,2,0,0,2,2020
Nathan Katz,AUS,Judo,0,0,2,0,0,2,2020
Tsuneari Yahiro,AUS,Karate,0,0,1,0,0,1,2020
Kai Edwards,AUS,Marathon Swimming,0,0,1,0,0,1,2020
Kareena Lee,AUS,Marathon Swimming,1,0,0,0,1,1,2020
Edward Fernon,AUS,Modern Pentathlon,0,0,2,0,0,2,2020
Marina Carrier,AUS,Modern Pentathlon,0,0,1,0,0,1,2020
Alannah Mathews,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020
Alexandra Aristoteli,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020
Emily Abbot,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020
Felicity White,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020
Himeka Onoda,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020
Lidiia Iakovleva,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020
Alexander Hill,AUS,Rowing,0,1,0,1,2,2,2020
Alexander Purnell,AUS,Rowing,0,1,0,0,1,1,2020
Amanda Bateman,AUS,Rowing,0,0,1,0,0,1,2020
Angus Dawson,AUS,Rowing,0,0,1,0,0,1,2020
Angus Widdicombe,AUS,Rowing,0,0,1,0,0,1,2020
Anthony Edwards,AUS,Rowing,1,0,2,2,3,5,2020
Anthony Walker,AUS,Rowing,0,0,1,0,0,1,2020
Bronwyn Cox,AUS,Rowing,0,0,1,0,0,1,2020
Caitlin Cronin,AUS,Rowing,1,0,0,0,1,1,2020
Caleb Antill,AUS,Rowing,1,0,0,0,1,1,2020
Cameron Girdlestone,AUS,Rowing,1,0,0,1,2,2,2020
Genevieve Horton,AUS,Rowing,0,0,2,0,0,2,2020
Georgina Rowe,AUS,Rowing,0,0,1,0,0,1,2020
Giorgia Patten,AUS,Rowing,0,0,1,0,0,1,2020
Harriet Hudson,AUS,Rowing,1,0,0,0,1,1,2020
Jack Cleary,AUS,Rowing,1,0,0,0,1,1,2020
Jack Hargreaves,AUS,Rowing,0,1,0,0,1,1,2020
James Rook,AUS,Rowing,0,0,1,0,0,1,2020
Jason Day,AUS,Rowing,0,0,3,0,0,3,2020
Jessica Morrison,AUS,Rowing,0,1,2,0,1,3,2020
Joseph O'brien,AUS,Rowing,0,0,1,0,0,1,2020
Joshua Booth,AUS,Rowing,0,0,2,1,1,3,2020
Joshua Hicks,AUS,Rowing,0,0,1,0,0,1,2020
Katrina Werry,AUS,Rowing,0,0,1,0,0,1,2020
Lucy Stephan,AUS,Rowing,0,1,1,0,1,2,2020
Luke Letcher,AUS,Rowing,1,0,0,0,1,1,2020
McINTYRE Annabelle,AUS,Rowing,0,1,1,0,1,2,2020
Molly Goodman,AUS,Rowing,0,0,2,0,0,2,2020
Nicholas Lavery,AUS,Rowing,0,0,1,0,0,1,2020
Nicholas Purnell,AUS,Rowing,0,0,2,0,0,2,2020
Olympia Aldersey,AUS,Rowing,0,0,2,0,0,2,2020
Ria Thompson,AUS,Rowing,1,0,0,0,1,1,2020
Rosemary Popa,AUS,Rowing,0,1,0,0,1,1,2020
Rowena Meredith,AUS,Rowing,1,0,0,0,1,1,2020
Sam Hardy,AUS,Rowing,0,0,1,0,0,1,2020
Sarah Hawe,AUS,Rowing,0,0,1,0,0,1,2020
Simon Keenan,AUS,Rowing,0,0,1,0,0,1,2020
Spencer Turrin,AUS,Rowing,0,1,1,0,1,2,2020
Stuart Sim,AUS,Rowing,0,0,1,0,0,1,2020
Tara Rigney,AUS,Rowing,0,0,1,0,0,1,2020
Timothy Masters,AUS,Rowing,0,0,1,0,0,1,2020
Alysia Lefau-fakaosilea,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Charlotte Caslick,AUS,Rugby Sevens,0,1,1,0,1,2,2020
Demi Hayes,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Dylan Pietsch,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Emma Tonegato,AUS,Rugby Sevens,0,1,1,0,1,2,2020
Evania Pelite,AUS,Rugby Sevens,0,1,1,0,1,2,2020
Faith Nathan,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Henry Hutchison,AUS,Rugby Sevens,0,0,2,0,0,2,2020
Joe Pincus,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Josh Coward,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Josh Turner,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Lachie Miller,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Lachlan Anderson,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Lewis Holland,AUS,Rugby Sevens,0,0,2,0,0,2,2020
Maddison Levi,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Madison Ashby,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Maurice Longbottom,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Nathan Lawson,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Nick Malouf,AUS,Rugby Sevens,0,0,2,0,0,2,2020
Peter Roache,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Samu Kerevi,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Sariah Paki,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Shannon Parry,AUS,Rugby Sevens,0,1,1,0,1,2,2020
Sharni Williams,AUS,Rugby Sevens,0,1,1,0,1,2,2020
Tia Hinds,AUS,Rugby Sevens,0,0,1,0,0,1,2020
du Dominique,AUS,Rugby Sevens,0,0,1,0,0,1,2020
Jaime Ryan,AUS,Sailing,0,0,2,0,0,2,2020
Jake Lilley,AUS,Sailing,0,0,2,0,0,2,2020
Jason Waterhouse,AUS,Sailing,0,0,1,1,1,2,2020
Lisa Darmanin,AUS,Sailing,0,0,1,1,1,2,2020
Mara Stransky,AUS,Sailing,0,0,1,0,0,1,2020
Mathew Belcher,AUS,Sailing,0,2,0,1,3,3,2020
Matt Wearn,AUS,Sailing,0,1,0,0,1,1,2020
Nia Jerwood,AUS,Sailing,0,0,1,0,0,1,2020
Olivia Price,AUS,Sailing,0,0,0,1,1,1,2020
Sam Phillips,AUS,Sailing,0,0,1,0,0,1,2020
Tess Lloyd,AUS,Sailing,0,0,1,0,0,1,2020
Will Phillips,AUS,Sailing,0,0,1,0,0,1,2020
Will Ryan,AUS,Sailing,0,1,0,0,1,1,2020
de Monique,AUS,Sailing,0,0,1,0,0,1,2020
Aislin Jones,AUS,Shooting,0,0,1,0,0,1,2020
Catherine Skinner,AUS,Shooting,0,1,0,0,1,1,2020
Chresten Hoberg,AUS,Shooting,0,0,2,0,0,2,2020
Dane Sampson,AUS,Shooting,0,0,9,0,0,9,2020
Daniel Repacholi,AUS,Shooting,0,0,10,0,0,10,2020
Derek Grice,AUS,Shooting,0,0,2,0,0,2,2020
Dina Aspandiyarova,AUS,Shooting,0,0,5,0,0,5,2020
Elena Galiabovitch,AUS,Shooting,0,0,4,0,0,4,2020
Elise Collier,AUS,Shooting,0,0,2,0,0,2,2020
Jack Rossiter,AUS,Shooting,0,0,2,0,0,2,2020
James Willett,AUS,Shooting,0,0,3,0,0,3,2020
Laetisha Scanlan,AUS,Shooting,0,0,3,0,0,3,2020
Laura Coles,AUS,Shooting,0,0,1,0,0,1,2020
Paul Adams,AUS,Shooting,0,0,2,0,0,2,2020
Penny Smith,AUS,Shooting,0,0,2,0,0,2,2020
Rose Kowplos,AUS,Shooting,0,0,3,0,0,3,2020
Sergei Evglevski,AUS,Shooting,0,0,1,0,0,1,2020
Hayley Wilson,AUS,Skateboarding,0,0,1,0,0,1,2020
Keegan Palmer,AUS,Skateboarding,0,1,0,0,1,1,2020
Kieran Woolley,AUS,Skateboarding,0,0,1,0,0,1,2020
Poppy Olsen,AUS,Skateboarding,0,0,1,0,0,1,2020
Shane O'neill,AUS,Skateboarding,0,0,1,0,0,1,2020
Stacey Porter,AUS,Softball,1,0,0,1,2,2,2020
Oceania Mackenzie,AUS,Sport Climbing,0,0,1,0,0,1,2020
Tom O'halloran,AUS,Sport Climbing,0,0,1,0,0,1,2020
Julian Wilson,AUS,Surfing,0,0,1,0,0,1,2020
Owen Wright,AUS,Surfing,1,0,0,0,1,1,2020
Sally Fitzgibbons,AUS,Surfing,0,0,1,0,0,1,2020
Stephanie Gilmore,AUS,Surfing,0,0,1,0,0,1,2020
Abbey Harkin,AUS,Swimming,0,0,1,0,0,1,2020
Alexander Graham,AUS,Swimming,2,0,0,0,2,2,2020
Ariarne Titmus,AUS,Swimming,1,2,0,1,4,4,2020
Brendon Smith,AUS,Swimming,1,0,1,0,1,2,2020
Brianna Throssell,AUS,Swimming,2,1,3,0,3,6,2020
Bronte Campbell,AUS,Swimming,1,2,3,0,3,6,2020
Cate Campbell,AUS,Swimming,3,4,5,1,8,13,2020
Chelsea Gubecka,AUS,Swimming,0,0,1,0,0,1,2020
Chelsea Hodges,AUS,Swimming,0,1,1,0,1,2,2020
David Morgan,AUS,Swimming,1,0,5,0,1,6,2020
Elijah Winnington,AUS,Swimming,1,0,2,0,1,3,2020
Emily Seebohm,AUS,Swimming,1,3,4,3,7,11,2020
Isaac Cooper,AUS,Swimming,1,0,1,0,1,2,2020
Izaac Stubblety-cook,AUS,Swimming,1,1,2,0,2,4,2020
Jenna Strauch,AUS,Swimming,0,0,1,0,0,1,2020
Jessica Hansen,AUS,Swimming,0,0,1,0,0,1,2020
Kiah Melverton,AUS,Swimming,0,0,2,0,0,2,2020
Kyle Chalmers,AUS,Swimming,4,1,1,1,6,7,2020
Leah Neale,AUS,Swimming,1,0,0,1,2,2,2020
Mack Horton,AUS,Swimming,1,0,0,0,1,1,2020
Maddy Gough,AUS,Swimming,0,0,1,0,0,1,2020
Madison Wilson,AUS,Swimming,1,2,2,1,4,6,2020
Matthew Temple,AUS,Swimming,2,0,3,0,2,5,2020
Matthew Wilson,AUS,Swimming,0,0,2,0,0,2,2020
McEVOY Cameron,AUS,Swimming,1,0,2,0,1,3,2020
McKEON Emma,AUS,Swimming,3,4,0,0,7,7,2020
McKEOWN Kaylee,AUS,Swimming,1,3,0,0,4,4,2020
McLOUGHLIN Jack,AUS,Swimming,0,0,2,1,1,3,2020
Meg Harris,AUS,Swimming,1,1,0,0,2,2,2020
Mitch Larkin,AUS,Swimming,0,0,3,0,0,3,2020
Mollie O'callaghan,AUS,Swimming,1,2,0,0,3,3,2020
Se-bom Lee,AUS,Swimming,0,0,1,0,0,1,2020
Tamsin Cook,AUS,Swimming,1,0,3,1,2,5,2020
Thomas Neill,AUS,Swimming,1,0,2,0,1,3,2020
Tristan Hollard,AUS,Swimming,0,0,1,0,0,1,2020
Zac Incerti,AUS,Swimming,2,0,0,0,2,2,2020
Amie Thompson,AUS,Synchronized Swimming,0,0,1,0,0,1,2020
Emily Rogers,AUS,Synchronized Swimming,0,0,1,0,0,1,2020
David Powell,AUS,Table Tennis,0,0,4,0,0,4,2020
Fang Lay,AUS,Table Tennis,0,0,2,0,0,2,2020
Heming Hu,AUS,Table Tennis,0,0,3,0,0,3,2020
Melissa Tapper,AUS,Table Tennis,0,0,4,0,0,4,2020
Michelle Bromley,AUS,Table Tennis,0,0,2,0,0,2,2020
Xin Yan,AUS,Table Tennis,0,0,4,0,0,4,2020
Jack Marton,AUS,Taekwondo,0,0,1,0,0,1,2020
Reba Stewart,AUS,Taekwondo,0,0,1,0,0,1,2020
Safwan Khalil,AUS,Taekwondo,0,0,3,0,0,3,2020
Stacey Hymer,AUS,Taekwondo,0,0,1,0,0,1,2020
Ajla Tomljanovic,AUS,Tennis,0,0,1,0,0,1,2020
Ashleigh Barty,AUS,Tennis,1,0,2,0,1,3,2020
Ellen Perez,AUS,Tennis,0,0,1,0,0,1,2020
James Duckworth,AUS,Tennis,0,0,1,0,0,1,2020
John Millman,AUS,Tennis,0,0,3,0,0,3,2020
John Peers,AUS,Tennis,1,0,3,0,1,4,2020
Jordan Thompson,AUS,Tennis,0,0,1,0,0,1,2020
Luke Saville,AUS,Tennis,0,0,2,0,0,2,2020
Max Purcell,AUS,Tennis,0,0,2,0,0,2,2020
Samantha Stosur,AUS,Tennis,0,0,12,0,0,12,2020
Storm Sanders,AUS,Tennis,0,0,1,0,0,1,2020
Dominic Clarke,AUS,Trampoline Gymnastics,0,0,1,0,0,1,2020
Jessica Pickering,AUS,Trampoline Gymnastics,0,0,1,0,0,1,2020
