NOC,Year,Bronze,Gold,No medal,Silver,Total_Medals,More_Than_3_Medals,check1,check2
BDI,1964,0,0,0,0,0,0,1,0
BDI,1968,0,0,0,0,0,0,1,0
BDI,1972,0,0,0,0,0,0,1,0
BDI,1976,0,0,0,0,0,0,1,0
BDI,1980,0,0,0,0,0,0,1,0
BDI,1984,0,0,0,0,0,0,1,0
BDI,1988,0,0,0,0,0,0,1,0
BDI,1992,0,0,0,0,0,0,1,0
BDI,1996,0,1,6,0,1,0,1,0
BDI,2000,0,0,6,0,0,0,1,0
BDI,2004,0,0,7,0,0,0,1,0
BDI,2008,0,0,3,0,0,0,1,0
BDI,2012,0,0,6,0,0,0,1,0
BDI,2016,0,0,9,1,1,0,1,0
BDI,2020,0,0,7,0,0,0,1,0
BDI,2024,0,0,8,0,0,0,1,0
BEL,1896,0,0,0,0,0,1,0,0
BEL,1900,13,6,57,24,43,1,0,0
BEL,1904,0,0,0,0,0,1,0,0
BEL,1906,6,2,20,3,11,1,0,0
BEL,1908,8,1,66,24,33,1,0,0
BEL,1912,11,7,53,1,19,1,0,0
BEL,1920,66,57,330,65,188,1,0,0
BEL,1924,6,3,195,30,39,1,0,0
BEL,1928,4,0,255,1,5,1,0,0
BEL,1932,1,0,68,0,1,1,0,0
BEL,1936,14,0,191,0,14,1,0,0
BEL,1948,8,5,167,2,15,1,0,0
BEL,1952,0,5,176,3,8,1,0,0
BEL,1956,0,0,80,2,2,1,0,0
BEL,1960,2,0,146,2,4,1,0,0
BEL,1964,1,2,71,0,3,1,0,0
BEL,1968,2,0,103,1,3,1,0,0
BEL,1972,0,0,104,2,2,1,0,0
BEL,1976,6,0,140,3,9,1,0,0
BEL,1980,0,1,83,0,1,1,0,0
BEL,1984,2,1,81,2,5,1,0,0
BEL,1988,2,0,83,0,2,1,0,0
BEL,1992,2,0,100,1,3,1,0,0
BEL,1996,2,2,75,2,6,1,0,0
BEL,2000,4,0,87,3,7,1,0,0
BEL,2004,2,1,67,0,3,1,0,0
BEL,2008,0,1,107,4,5,1,0,0
BEL,2012,2,0,139,1,3,1,0,0
BEL,2016,2,2,117,17,21,1,0,0
BEL,2020,6,20,158,1,27,1,0,0
BEL,2024,5,3,231,1,9,1,0,0
BEN,1896,0,0,0,0,0,0,0,1
BEN,1900,0,0,0,0,0,0,0,1
BEN,1904,0,0,0,0,0,0,0,1
BEN,1906,0,0,0,0,0,0,0,1
BEN,1908,0,0,0,0,0,0,0,1
BEN,1912,0,0,0,0,0,0,0,1
BEN,1920,0,0,0,0,0,0,0,1
BEN,1924,0,0,0,0,0,0,0,1
BEN,1928,0,0,0,0,0,0,0,1
BEN,1932,0,0,0,0,0,0,0,1
BEN,1936,0,0,0,0,0,0,0,1
BEN,1948,0,0,0,0,0,0,0,1
BEN,1952,0,0,0,0,0,0,0,1
BEN,1956,0,0,0,0,0,0,0,1
BEN,1960,0,0,0,0,0,0,0,1
BEN,1964,0,0,0,0,0,0,0,1
BEN,1968,0,0,0,0,0,0,0,1
BEN,1972,0,0,3,0,0,0,0,1
BEN,1976,0,0,0,0,0,0,0,1
BEN,1980,0,0,17,0,0,0,0,1
BEN,1984,0,0,3,0,0,0,0,1
BEN,1988,0,0,10,0,0,0,0,1
BEN,1992,0,0,7,0,0,0,0,1
BEN,1996,0,0,7,0,0,0,0,1
BEN,2000,0,0,4,0,0,0,0,1
BEN,2004,0,0,4,0,0,0,0,1
BEN,2008,0,0,5,0,0,0,0,1
BEN,2012,0,0,5,0,0,0,0,1
BEN,2016,0,0,6,0,0,0,0,1
BEN,2020,0,0,7,0,0,0,0,1
BEN,2024,0,0,5,0,0,0,0,1
BER,1896,0,0,0,0,0,0,1,0
BER,1900,0,0,0,0,0,0,1,0
BER,1904,0,0,0,0,0,0,1,0
BER,1906,0,0,0,0,0,0,1,0
BER,1908,0,0,0,0,0,0,1,0
BER,1912,0,0,0,0,0,0,1,0
BER,1920,0,0,0,0,0,0,1,0
BER,1924,0,0,0,0,0,0,1,0
BER,1928,0,0,0,0,0,0,1,0
BER,1932,0,0,0,0,0,0,1,0
BER,1936,0,0,9,0,0,0,1,0
BER,1948,0,0,28,0,0,0,1,0
BER,1952,0,0,12,0,0,0,1,0
BER,1956,0,0,3,0,0,0,1,0
BER,1960,0,0,9,0,0,0,1,0
BER,1964,0,0,4,0,0,0,1,0
BER,1968,0,0,6,0,0,0,1,0
BER,1972,0,0,9,0,0,0,1,0
BER,1976,1,0,19,0,1,0,1,0
BER,1980,0,0,0,0,0,0,1,0
BER,1984,0,0,13,0,0,0,1,0
BER,1988,0,0,14,0,0,0,1,0
BER,1992,0,0,29,0,0,0,1,0
BER,1996,0,0,10,0,0,0,1,0
BER,2000,0,0,7,0,0,0,1,0
BER,2004,0,0,10,0,0,0,1,0
BER,2008,0,0,6,0,0,0,1,0
BER,2012,0,0,8,0,0,0,1,0
BER,2016,0,0,8,0,0,0,1,0
BER,2020,0,1,1,0,1,0,1,0
BER,2024,0,0,8,0,0,0,1,0
BHU,1896,0,0,0,0,0,0,0,1
BHU,1900,0,0,0,0,0,0,0,1
BHU,1904,0,0,0,0,0,0,0,1
BHU,1906,0,0,0,0,0,0,0,1
BHU,1908,0,0,0,0,0,0,0,1
BHU,1912,0,0,0,0,0,0,0,1
BHU,1920,0,0,0,0,0,0,0,1
BHU,1924,0,0,0,0,0,0,0,1
BHU,1928,0,0,0,0,0,0,0,1
BHU,1932,0,0,0,0,0,0,0,1
BHU,1936,0,0,0,0,0,0,0,1
BHU,1948,0,0,0,0,0,0,0,1
BHU,1952,0,0,0,0,0,0,0,1
BHU,1956,0,0,0,0,0,0,0,1
BHU,1960,0,0,0,0,0,0,0,1
BHU,1964,0,0,0,0,0,0,0,1
BHU,1968,0,0,0,0,0,0,0,1
BHU,1972,0,0,0,0,0,0,0,1
BHU,1976,0,0,0,0,0,0,0,1
BHU,1980,0,0,0,0,0,0,0,1
BHU,1984,0,0,6,0,0,0,0,1
BHU,1988,0,0,6,0,0,0,0,1
BHU,1992,0,0,12,0,0,0,0,1
BHU,1996,0,0,2,0,0,0,0,1
BHU,2000,0,0,2,0,0,0,0,1
BHU,2004,0,0,2,0,0,0,0,1
BHU,2008,0,0,2,0,0,0,0,1
BHU,2012,0,0,2,0,0,0,0,1
BHU,2016,0,0,2,0,0,0,0,1
BHU,2020,0,0,4,0,0,0,0,1
BHU,2024,0,0,3,0,0,0,0,1
BIH,1896,0,0,0,0,0,0,0,1
BIH,1900,0,0,0,0,0,0,0,1
BIH,1904,0,0,0,0,0,0,0,1
BIH,1906,0,0,0,0,0,0,0,1
BIH,1908,0,0,0,0,0,0,0,1
BIH,1912,0,0,0,0,0,0,0,1
BIH,1920,0,0,0,0,0,0,0,1
BIH,1924,0,0,0,0,0,0,0,1
BIH,1928,0,0,0,0,0,0,0,1
BIH,1932,0,0,0,0,0,0,0,1
BIH,1936,0,0,0,0,0,0,0,1
BIH,1948,0,0,0,0,0,0,0,1
BIH,1952,0,0,0,0,0,0,0,1
BIH,1956,0,0,0,0,0,0,0,1
BIH,1960,0,0,0,0,0,0,0,1
BIH,1964,0,0,0,0,0,0,0,1
BIH,1968,0,0,0,0,0,0,0,1
BIH,1972,0,0,0,0,0,0,0,1
BIH,1976,0,0,0,0,0,0,0,1
BIH,1980,0,0,0,0,0,0,0,1
BIH,1984,0,0,0,0,0,0,0,1
BIH,1988,0,0,0,0,0,0,0,1
BIH,1992,0,0,13,0,0,0,0,1
BIH,1996,0,0,12,0,0,0,0,1
BIH,2000,0,0,11,0,0,0,0,1
BIH,2004,0,0,11,0,0,0,0,1
BIH,2008,0,0,7,0,0,0,0,1
BIH,2012,0,0,8,0,0,0,0,1
BIH,2016,0,0,11,0,0,0,0,1
BIH,2020,0,0,8,0,0,0,0,1
BIH,2024,0,0,6,0,0,0,0,1
BIZ,1896,0,0,0,0,0,0,0,1
BIZ,1900,0,0,0,0,0,0,0,1
BIZ,1904,0,0,0,0,0,0,0,1
BIZ,1906,0,0,0,0,0,0,0,1
BIZ,1908,0,0,0,0,0,0,0,1
BIZ,1912,0,0,0,0,0,0,0,1
BIZ,1920,0,0,0,0,0,0,0,1
BIZ,1924,0,0,0,0,0,0,0,1
BIZ,1928,0,0,0,0,0,0,0,1
BIZ,1932,0,0,0,0,0,0,0,1
BIZ,1936,0,0,0,0,0,0,0,1
BIZ,1948,0,0,0,0,0,0,0,1
BIZ,1952,0,0,0,0,0,0,0,1
BIZ,1956,0,0,0,0,0,0,0,1
BIZ,1960,0,0,0,0,0,0,0,1
BIZ,1964,0,0,0,0,0,0,0,1
BIZ,1968,0,0,7,0,0,0,0,1
BIZ,1972,0,0,2,0,0,0,0,1
BIZ,1976,0,0,4,0,0,0,0,1
BIZ,1980,0,0,0,0,0,0,0,1
BIZ,1984,0,0,13,0,0,0,0,1
BIZ,1988,0,0,13,0,0,0,0,1
BIZ,1992,0,0,18,0,0,0,0,1
BIZ,1996,0,0,5,0,0,0,0,1
BIZ,2000,0,0,2,0,0,0,0,1
BIZ,2004,0,0,2,0,0,0,0,1
BIZ,2008,0,0,4,0,0,0,0,1
BIZ,2012,0,0,3,0,0,0,0,1
BIZ,2016,0,0,3,0,0,0,0,1
BIZ,2020,0,0,4,0,0,0,0,1
BIZ,2024,0,0,1,0,0,0,0,1
BLR,1896,0,0,0,0,0,1,0,0
BLR,1900,0,0,0,0,0,1,0,0
BLR,1904,0,0,0,0,0,1,0,0
BLR,1906,0,0,0,0,0,1,0,0
BLR,1908,0,0,0,0,0,1,0,0
BLR,1912,0,0,0,0,0,1,0,0
BLR,1920,0,0,0,0,0,1,0,0
BLR,1924,0,0,0,0,0,1,0,0
BLR,1928,0,0,0,0,0,1,0,0
BLR,1932,0,0,0,0,0,1,0,0
BLR,1936,0,0,0,0,0,1,0,0
BLR,1948,0,0,0,0,0,1,0,0
BLR,1952,0,0,0,0,0,1,0,0
BLR,1956,0,0,0,0,0,1,0,0
BLR,1960,0,0,0,0,0,1,0,0
BLR,1964,0,0,0,0,0,1,0,0
BLR,1968,0,0,0,0,0,1,0,0
BLR,1972,0,0,0,0,0,1,0,0
BLR,1976,0,0,0,0,0,1,0,0
BLR,1980,0,0,0,0,0,1,0,0
BLR,1984,0,0,0,0,0,1,0,0
BLR,1988,0,0,0,0,0,1,0,0
BLR,1992,0,0,0,0,0,1,0,0
BLR,1996,16,1,236,6,23,1,0,0
BLR,2000,11,3,209,8,22,1,0,0
BLR,2004,8,2,177,5,15,1,0,0
BLR,2008,16,8,208,5,29,1,0,0
BLR,2012,8,3,162,12,23,1,0,0
BLR,2016,7,1,130,4,12,1,0,0
BLR,2020,3,1,127,6,10,1,0,0
BLR,2024,0,0,0,0,0,1,0,0
BOH,1896,0,0,0,0,0,1,0,0
BOH,1900,2,0,6,1,3,1,0,0
BOH,1904,0,0,0,0,0,1,0,0
BOH,1906,3,0,26,0,3,1,0,0
BOH,1908,6,0,35,0,6,1,0,0
BOH,1912,0,0,74,0,0,1,0,0
BOH,1920,0,0,0,0,0,1,0,0
BOH,1924,0,0,0,0,0,1,0,0
BOH,1928,0,0,0,0,0,1,0,0
BOH,1932,0,0,0,0,0,1,0,0
BOH,1936,0,0,0,0,0,1,0,0
BOH,1948,0,0,0,0,0,1,0,0
BOH,1952,0,0,0,0,0,1,0,0
BOH,1956,0,0,0,0,0,1,0,0
BOH,1960,0,0,0,0,0,1,0,0
BOH,1964,0,0,0,0,0,1,0,0
BOH,1968,0,0,0,0,0,1,0,0
BOH,1972,0,0,0,0,0,1,0,0
BOH,1976,0,0,0,0,0,1,0,0
BOH,1980,0,0,0,0,0,1,0,0
BOH,1984,0,0,0,0,0,1,0,0
BOH,1988,0,0,0,0,0,1,0,0
BOH,1992,0,0,0,0,0,1,0,0
BOH,1996,0,0,0,0,0,1,0,0
BOH,2000,0,0,0,0,0,1,0,0
BOH,2004,0,0,0,0,0,1,0,0
BOH,2008,0,0,0,0,0,1,0,0
BOH,2012,0,0,0,0,0,1,0,0
BOH,2016,0,0,0,0,0,1,0,0
BOH,2020,0,0,0,0,0,1,0,0
BOH,2024,0,0,0,0,0,1,0,0
BOL,1896,0,0,0,0,0,0,0,1
BOL,1900,0,0,0,0,0,0,0,1
BOL,1904,0,0,0,0,0,0,0,1
BOL,1906,0,0,0,0,0,0,0,1
BOL,1908,0,0,0,0,0,0,0,1
BOL,1912,0,0,0,0,0,0,0,1
BOL,1920,0,0,0,0,0,0,0,1
BOL,1924,0,0,0,0,0,0,0,1
BOL,1928,0,0,0,0,0,0,0,1
BOL,1932,0,0,0,0,0,0,0,1
BOL,1936,0,0,2,0,0,0,0,1
BOL,1948,0,0,0,0,0,0,0,1
BOL,1952,0,0,0,0,0,0,0,1
BOL,1956,0,0,0,0,0,0,0,1
BOL,1960,0,0,0,0,0,0,0,1
BOL,1964,0,0,1,0,0,0,0,1
BOL,1968,0,0,4,0,0,0,0,1
BOL,1972,0,0,14,0,0,0,0,1
BOL,1976,0,0,5,0,0,0,0,1
BOL,1980,0,0,0,0,0,0,0,1
BOL,1984,0,0,13,0,0,0,0,1
BOL,1988,0,0,12,0,0,0,0,1
BOL,1992,0,0,21,0,0,0,0,1
BOL,1996,0,0,9,0,0,0,0,1
BOL,2000,0,0,5,0,0,0,0,1
BOL,2004,0,0,11,0,0,0,0,1
BOL,2008,0,0,7,0,0,0,0,1
BOL,2012,0,0,5,0,0,0,0,1
BOL,2016,0,0,12,0,0,0,0,1
BOL,2020,0,0,5,0,0,0,0,1
BOL,2024,0,0,4,0,0,0,0,1
BOT,1896,0,0,0,0,0,1,0,0
BOT,1900,0,0,0,0,0,1,0,0
BOT,1904,0,0,0,0,0,1,0,0
BOT,1906,0,0,0,0,0,1,0,0
BOT,1908,0,0,0,0,0,1,0,0
BOT,1912,0,0,0,0,0,1,0,0
BOT,1920,0,0,0,0,0,1,0,0
BOT,1924,0,0,0,0,0,1,0,0
BOT,1928,0,0,0,0,0,1,0,0
BOT,1932,0,0,0,0,0,1,0,0
BOT,1936,0,0,0,0,0,1,0,0
BOT,1948,0,0,0,0,0,1,0,0
BOT,1952,0,0,0,0,0,1,0,0
BOT,1956,0,0,0,0,0,1,0,0
BOT,1960,0,0,0,0,0,1,0,0
BOT,1964,0,0,0,0,0,1,0,0
BOT,1968,0,0,0,0,0,1,0,0
BOT,1972,0,0,0,0,0,1,0,0
BOT,1976,0,0,0,0,0,1,0,0
BOT,1980,0,0,8,0,0,1,0,0
BOT,1984,0,0,8,0,0,1,0,0
BOT,1988,0,0,11,0,0,1,0,0
BOT,1992,0,0,6,0,0,1,0,0
BOT,1996,0,0,7,0,0,1,0,0
BOT,2000,0,0,9,0,0,1,0,0
BOT,2004,0,0,12,0,0,1,0,0
BOT,2008,0,0,11,0,0,1,0,0
BOT,2012,0,0,3,1,1,1,0,0
BOT,2016,0,0,14,0,0,1,0,0
BOT,2020,6,0,10,0,6,1,0,0
BOT,2024,0,1,12,6,7,1,0,0
BRA,1896,0,0,0,0,0,1,0,0
BRA,1900,0,0,3,0,0,1,0,0
BRA,1904,0,0,0,0,0,1,0,0
BRA,1906,0,0,0,0,0,1,0,0
BRA,1908,0,0,0,0,0,1,0,0
BRA,1912,0,0,0,0,0,1,0,0
BRA,1920,5,1,31,1,7,1,0,0
BRA,1924,0,0,18,0,0,1,0,0
BRA,1928,0,0,0,0,0,1,0,0
BRA,1932,0,0,67,0,0,1,0,0
BRA,1936,0,0,94,0,0,1,0,0
BRA,1948,10,0,95,0,10,1,0,0
BRA,1952,2,1,116,0,3,1,0,0
BRA,1956,0,1,62,0,1,1,0,0
BRA,1960,13,0,73,0,13,1,0,0
BRA,1964,12,0,53,0,12,1,0,0
BRA,1968,3,0,85,1,4,1,0,0
BRA,1972,2,0,102,0,2,1,0,0
BRA,1976,3,0,86,0,3,1,0,0
BRA,1980,5,4,140,0,9,1,0,0
BRA,1984,2,1,161,33,36,1,0,0
BRA,1988,5,1,210,17,23,1,0,0
BRA,1992,0,13,219,1,14,1,0,0
BRA,1996,43,5,188,15,63,1,0,0
BRA,2000,36,0,188,12,48,1,0,0
BRA,2004,3,18,278,19,40,1,0,0
BRA,2008,30,14,260,34,78,1,0,0
BRA,2012,11,14,247,34,59,1,0,0
BRA,2016,6,36,533,8,50,1,0,0
BRA,2020,9,29,361,17,55,1,0,0
BRA,2024,35,4,334,28,67,1,0,0
BRN,1896,0,0,0,0,0,1,0,0
BRN,1900,0,0,0,0,0,1,0,0
BRN,1904,0,0,0,0,0,1,0,0
BRN,1906,0,0,0,0,0,1,0,0
BRN,1908,0,0,0,0,0,1,0,0
BRN,1912,0,0,0,0,0,1,0,0
BRN,1920,0,0,0,0,0,1,0,0
BRN,1924,0,0,0,0,0,1,0,0
BRN,1928,0,0,0,0,0,1,0,0
BRN,1932,0,0,0,0,0,1,0,0
BRN,1936,0,0,0,0,0,1,0,0
BRN,1948,0,0,0,0,0,1,0,0
BRN,1952,0,0,0,0,0,1,0,0
BRN,1956,0,0,0,0,0,1,0,0
BRN,1960,0,0,0,0,0,1,0,0
BRN,1964,0,0,0,0,0,1,0,0
BRN,1968,0,0,0,0,0,1,0,0
BRN,1972,0,0,0,0,0,1,0,0
BRN,1976,0,0,0,0,0,1,0,0
BRN,1980,0,0,0,0,0,1,0,0
BRN,1984,0,0,14,0,0,1,0,0
BRN,1988,0,0,16,0,0,1,0,0
BRN,1992,0,0,15,0,0,1,0,0
BRN,1996,0,0,5,0,0,1,0,0
BRN,2000,0,0,4,0,0,1,0,0
BRN,2004,0,0,10,0,0,1,0,0
BRN,2008,0,0,15,0,0,1,0,0
BRN,2012,1,0,13,0,1,1,0,0
BRN,2016,0,1,31,1,2,1,0,0
BRN,2020,0,0,32,1,1,1,0,0
BRN,2024,1,2,11,1,4,1,0,0
BRU,1896,0,0,0,0,0,0,0,1
BRU,1900,0,0,0,0,0,0,0,1
BRU,1904,0,0,0,0,0,0,0,1
BRU,1906,0,0,0,0,0,0,0,1
BRU,1908,0,0,0,0,0,0,0,1
BRU,1912,0,0,0,0,0,0,0,1
BRU,1920,0,0,0,0,0,0,0,1
BRU,1924,0,0,0,0,0,0,0,1
BRU,1928,0,0,0,0,0,0,0,1
BRU,1932,0,0,0,0,0,0,0,1
BRU,1936,0,0,0,0,0,0,0,1
BRU,1948,0,0,0,0,0,0,0,1
BRU,1952,0,0,0,0,0,0,0,1
BRU,1956,0,0,0,0,0,0,0,1
BRU,1960,0,0,0,0,0,0,0,1
BRU,1964,0,0,0,0,0,0,0,1
BRU,1968,0,0,0,0,0,0,0,1
BRU,1972,0,0,0,0,0,0,0,1
BRU,1976,0,0,0,0,0,0,0,1
BRU,1980,0,0,0,0,0,0,0,1
BRU,1984,0,0,0,0,0,0,0,1
BRU,1988,0,0,0,0,0,0,0,1
BRU,1992,0,0,0,0,0,0,0,1
BRU,1996,0,0,1,0,0,0,0,1
BRU,2000,0,0,2,0,0,0,0,1
BRU,2004,0,0,1,0,0,0,0,1
BRU,2008,0,0,0,0,0,0,0,1
BRU,2012,0,0,3,0,0,0,0,1
BRU,2016,0,0,3,0,0,0,0,1
BRU,2020,0,0,2,0,0,0,0,1
BRU,2024,0,0,3,0,0,0,0,1
BUL,1896,0,0,0,0,0,1,0,0
BUL,1900,0,0,0,0,0,1,0,0
BUL,1904,0,0,0,0,0,1,0,0
BUL,1906,0,0,0,0,0,1,0,0
BUL,1908,0,0,0,0,0,1,0,0
BUL,1912,0,0,0,0,0,1,0,0
BUL,1920,0,0,0,0,0,1,0,0
BUL,1924,0,0,31,0,0,1,0,0
BUL,1928,0,0,10,0,0,1,0,0
BUL,1932,0,0,2,0,0,1,0,0
BUL,1936,0,0,85,0,0,1,0,0
BUL,1948,0,0,0,0,0,1,0,0
BUL,1952,1,0,178,0,1,1,0,0
BUL,1956,14,1,64,3,18,1,0,0
BUL,1960,3,1,176,3,7,1,0,0
BUL,1964,2,3,106,5,10,1,0,0
BUL,1968,3,2,163,21,26,1,0,0
BUL,1972,6,6,204,10,22,1,0,0
BUL,1976,18,8,215,13,39,1,0,0
BUL,1980,38,8,307,44,90,1,0,0
BUL,1984,0,0,0,0,0,1,0,0
BUL,1988,17,10,240,14,41,1,0,0
BUL,1992,7,3,219,7,17,1,0,0
BUL,1996,6,3,160,12,21,1,0,0
BUL,2000,2,5,137,6,13,1,0,0
BUL,2004,14,2,102,1,17,1,0,0
BUL,2008,3,1,82,1,5,1,0,0
BUL,2012,1,0,73,1,2,1,0,0
BUL,2016,6,0,51,1,7,1,0,0
BUL,2020,2,7,46,1,10,1,0,0
BUL,2024,3,3,54,1,7,1,0,0
BUR,1896,0,0,0,0,0,0,1,0
BUR,1900,0,0,0,0,0,0,1,0
BUR,1904,0,0,0,0,0,0,1,0
BUR,1906,0,0,0,0,0,0,1,0
BUR,1908,0,0,0,0,0,0,1,0
BUR,1912,0,0,0,0,0,0,1,0
BUR,1920,0,0,0,0,0,0,1,0
BUR,1924,0,0,0,0,0,0,1,0
BUR,1928,0,0,0,0,0,0,1,0
BUR,1932,0,0,0,0,0,0,1,0
BUR,1936,0,0,0,0,0,0,1,0
BUR,1948,0,0,0,0,0,0,1,0
BUR,1952,0,0,0,0,0,0,1,0
BUR,1956,0,0,0,0,0,0,1,0
BUR,1960,0,0,0,0,0,0,1,0
BUR,1964,0,0,0,0,0,0,1,0
BUR,1968,0,0,0,0,0,0,1,0
BUR,1972,0,0,1,0,0,0,1,0
BUR,1976,0,0,0,0,0,0,1,0
BUR,1980,0,0,0,0,0,0,1,0
BUR,1984,0,0,0,0,0,0,1,0
BUR,1988,0,0,9,0,0,0,1,0
BUR,1992,0,0,4,0,0,0,1,0
BUR,1996,0,0,5,0,0,0,1,0
BUR,2000,0,0,4,0,0,0,1,0
BUR,2004,0,0,5,0,0,0,1,0
BUR,2008,0,0,6,0,0,0,1,0
BUR,2012,0,0,5,0,0,0,1,0
BUR,2016,0,0,5,0,0,0,1,0
BUR,2020,1,0,7,0,1,0,1,0
BUR,2024,0,0,8,0,0,0,1,0
CAF,1896,0,0,0,0,0,0,0,1
CAF,1900,0,0,0,0,0,0,0,1
CAF,1904,0,0,0,0,0,0,0,1
CAF,1906,0,0,0,0,0,0,0,1
CAF,1908,0,0,0,0,0,0,0,1
CAF,1912,0,0,0,0,0,0,0,1
CAF,1920,0,0,0,0,0,0,0,1
CAF,1924,0,0,0,0,0,0,0,1
CAF,1928,0,0,0,0,0,0,0,1
CAF,1932,0,0,0,0,0,0,0,1
CAF,1936,0,0,0,0,0,0,0,1
CAF,1948,0,0,0,0,0,0,0,1
CAF,1952,0,0,0,0,0,0,0,1
CAF,1956,0,0,0,0,0,0,0,1
CAF,1960,0,0,0,0,0,0,0,1
CAF,1964,0,0,0,0,0,0,0,1
CAF,1968,0,0,1,0,0,0,0,1
CAF,1972,0,0,0,0,0,0,0,1
CAF,1976,0,0,0,0,0,0,0,1
CAF,1980,0,0,0,0,0,0,0,1
CAF,1984,0,0,3,0,0,0,0,1
CAF,1988,0,0,15,0,0,0,0,1
CAF,1992,0,0,21,0,0,0,0,1
CAF,1996,0,0,5,0,0,0,0,1
CAF,2000,0,0,3,0,0,0,0,1
CAF,2004,0,0,4,0,0,0,0,1
CAF,2008,0,0,3,0,0,0,0,1
CAF,2012,0,0,6,0,0,0,0,1
CAF,2016,0,0,6,0,0,0,0,1
CAF,2020,0,0,2,0,0,0,0,1
CAF,2024,0,0,4,0,0,0,0,1
CAM,1896,0,0,0,0,0,0,0,1
CAM,1900,0,0,0,0,0,0,0,1
CAM,1904,0,0,0,0,0,0,0,1
CAM,1906,0,0,0,0,0,0,0,1
CAM,1908,0,0,0,0,0,0,0,1
CAM,1912,0,0,0,0,0,0,0,1
CAM,1920,0,0,0,0,0,0,0,1
CAM,1924,0,0,0,0,0,0,0,1
CAM,1928,0,0,0,0,0,0,0,1
CAM,1932,0,0,0,0,0,0,0,1
CAM,1936,0,0,0,0,0,0,0,1
CAM,1948,0,0,0,0,0,0,0,1
CAM,1952,0,0,0,0,0,0,0,1
CAM,1956,0,0,2,0,0,0,0,1
CAM,1960,0,0,0,0,0,0,0,1
CAM,1964,0,0,15,0,0,0,0,1
CAM,1968,0,0,0,0,0,0,0,1
CAM,1972,0,0,17,0,0,0,0,1
CAM,1976,0,0,0,0,0,0,0,1
CAM,1980,0,0,0,0,0,0,0,1
CAM,1984,0,0,0,0,0,0,0,1
CAM,1988,0,0,0,0,0,0,0,1
CAM,1992,0,0,0,0,0,0,0,1
CAM,1996,0,0,5,0,0,0,0,1
CAM,2000,0,0,4,0,0,0,0,1
CAM,2004,0,0,4,0,0,0,0,1
CAM,2008,0,0,4,0,0,0,0,1
CAM,2012,0,0,6,0,0,0,0,1
CAM,2016,0,0,6,0,0,0,0,1
CAM,2020,0,0,3,0,0,0,0,1
CAM,2024,0,0,3,0,0,0,0,1
CAN,1896,0,0,0,0,0,1,0,0
CAN,1900,1,1,5,0,2,1,0,0
CAN,1904,12,27,13,9,48,1,0,0
CAN,1906,0,1,2,1,2,1,0,0
CAN,1908,30,14,96,8,52,1,0,0
CAN,1912,3,3,52,2,8,1,0,0
CAN,1920,3,10,69,3,16,1,0,0
CAN,1924,1,0,63,19,20,1,0,0
CAN,1928,21,7,80,5,33,1,0,0
CAN,1932,24,2,152,13,39,1,0,0
CAN,1936,9,1,145,12,22,1,0,0
CAN,1948,5,0,181,2,7,1,0,0
CAN,1952,0,1,150,3,4,1,0,0
CAN,1956,5,5,131,9,19,1,0,0
CAN,1960,0,0,131,9,9,1,0,0
CAN,1964,1,2,189,2,5,1,0,0
CAN,1968,4,3,281,3,10,1,0,0
CAN,1972,9,0,333,2,11,1,0,0
CAN,1976,14,0,508,9,23,1,0,0
CAN,1980,0,0,0,0,0,1,0,0
CAN,1984,32,19,485,36,87,1,0,0
CAN,1988,14,4,480,5,23,1,0,0
CAN,1992,12,27,401,5,44,1,0,0
CAN,1996,12,8,358,30,50,1,0,0
CAN,2000,23,4,391,4,31,1,0,0
CAN,2004,4,3,374,10,17,1,0,0
CAN,2008,11,11,414,13,35,1,0,0
CAN,2012,33,1,299,21,55,1,0,0
CAN,2016,61,4,336,4,69,1,0,0
CAN,2020,38,36,424,11,85,1,0,0
CAN,2024,14,14,481,29,57,1,0,0
CAY,1896,0,0,0,0,0,0,0,1
CAY,1900,0,0,0,0,0,0,0,1
CAY,1904,0,0,0,0,0,0,0,1
CAY,1906,0,0,0,0,0,0,0,1
CAY,1908,0,0,0,0,0,0,0,1
CAY,1912,0,0,0,0,0,0,0,1
CAY,1920,0,0,0,0,0,0,0,1
CAY,1924,0,0,0,0,0,0,0,1
CAY,1928,0,0,0,0,0,0,0,1
CAY,1932,0,0,0,0,0,0,0,1
CAY,1936,0,0,0,0,0,0,0,1
CAY,1948,0,0,0,0,0,0,0,1
CAY,1952,0,0,0,0,0,0,0,1
CAY,1956,0,0,0,0,0,0,0,1
CAY,1960,0,0,0,0,0,0,0,1
CAY,1964,0,0,0,0,0,0,0,1
CAY,1968,0,0,0,0,0,0,0,1
CAY,1972,0,0,0,0,0,0,0,1
CAY,1976,0,0,2,0,0,0,0,1
CAY,1980,0,0,0,0,0,0,0,1
CAY,1984,0,0,14,0,0,0,0,1
CAY,1988,0,0,12,0,0,0,0,1
CAY,1992,0,0,13,0,0,0,0,1
CAY,1996,0,0,9,0,0,0,0,1
CAY,2000,0,0,4,0,0,0,0,1
CAY,2004,0,0,8,0,0,0,0,1
CAY,2008,0,0,6,0,0,0,0,1
CAY,2012,0,0,7,0,0,0,0,1
CAY,2016,0,0,5,0,0,0,0,1
CAY,2020,0,0,9,0,0,0,0,1
CAY,2024,0,0,5,0,0,0,0,1
CGO,1896,0,0,0,0,0,0,0,1
