Year,NOC,Sport,Name,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
2000,BLR,Athletics,Ivan Tikhon,0,0,1,0,0
2000,BLR,Athletics,Ivan Tikhon,0,0,1,0,0
2000,BRA,Equestrianism,Rodrigo Pessoa,1,0,1,0,1
2000,BRA,Equestrianism,Rodrigo Pessoa,1,0,1,0,1
2000,BRA,Handball,Aline Silva,0,0,1,0,0
2000,BRA,Handball,Aline Silva,0,0,1,0,0
2000,BRA,Sailing,Fernanda Oliveira,0,0,1,0,0
2000,BRA,Sailing,Fernanda Oliveira,0,0,1,0,0
2000,BRA,Sailing,Robert Scheidt,0,0,0,1,1
2000,BRA,Sailing,Robert Scheidt,0,0,0,1,1
2000,CHN,Fencing,Yuan Li,0,0,2,0,0
2000,CHN,Fencing,Yuan Li,0,0,2,0,0
2000,EGY,Wrestling,Mohamed Mohamed,0,0,1,0,0
2000,EGY,Wrestling,Mohamed Mohamed,0,0,1,0,0
2000,ESP,Athletics,David Valero,0,0,2,0,0
2000,ESP,Athletics,David Valero,0,0,2,0,0
2000,ESP,Athletics,David Varela,0,0,1,0,0
2000,ESP,Athletics,David Varela,0,0,1,0,0
2000,FRA,Equestrianism,Nicolas Touzaint,0,0,1,0,0
2000,FRA,Equestrianism,Nicolas Touzaint,0,0,1,0,0
2000,GBR,Equestrianism,Carl Hester,0,0,2,0,0
2000,GBR,Equestrianism,Carl Hester,0,0,2,0,0
2000,GER,Canoeing,Ronald Rauhe,1,0,0,0,1
2000,GER,Canoeing,Ronald Rauhe,1,0,0,0,1
2000,GER,Equestrianism,Andreas Dibowski,0,0,1,0,0
2000,GER,Equestrianism,Andreas Dibowski,0,0,1,0,0
2000,GER,Table Tennis,Timo Boll,0,0,2,0,0
2000,GER,Table Tennis,Timo Boll,0,0,2,0,0
2000,GER,Wrestling,Sven Thiele,0,0,1,0,0
2000,GER,Wrestling,Sven Thiele,0,0,1,0,0
2000,GRE,Archery,Evangelia Psarra,0,0,1,0,0
2000,GRE,Archery,Evangelia Psarra,0,0,1,0,0
2000,HUN,Fencing,Aida Mohamed,0,0,2,0,0
2000,HUN,Fencing,Aida Mohamed,0,0,2,0,0
2000,IRL,Equestrianism,Austin O'connor,0,0,1,0,0
2000,IRL,Equestrianism,Austin O'connor,0,0,1,0,0
2000,IRL,Equestrianism,Heike Holstein,0,0,1,0,0
2000,IRL,Equestrianism,Heike Holstein,0,0,1,0,0
2000,IRL,Shooting,Derek Burnett,0,0,1,0,0
2000,IRL,Shooting,Derek Burnett,0,0,1,0,0
2000,IRQ,Swimming,Mohammed Ahmed,0,0,1,0,0
2000,IRQ,Swimming,Mohammed Ahmed,0,0,1,0,0
2000,ITA,Shooting,Giovanni Pellielo,1,0,0,0,1
2000,ITA,Shooting,Giovanni Pellielo,1,0,0,0,1
2000,JPN,Diving,Ken Terauchi,0,0,2,0,0
2000,JPN,Diving,Ken Terauchi,0,0,2,0,0
2000,JPN,Equestrianism,Taizo Sugitani,0,0,2,0,0
2000,JPN,Equestrianism,Taizo Sugitani,0,0,2,0,0
2000,JPN,Shooting,Yukie Nakayama,0,0,1,0,0
2000,JPN,Shooting,Yukie Nakayama,0,0,1,0,0
2000,KAZ,Fencing,Nataliya Goncharova,0,0,1,0,0
2000,KAZ,Fencing,Nataliya Goncharova,0,0,1,0,0
2000,KAZ,Shooting,Dina Aspandiyarova,0,0,2,0,0
2000,KAZ,Shooting,Dina Aspandiyarova,0,0,2,0,0
2000,KAZ,Water Polo,Ivan Zaytsev,0,0,1,0,0
2000,KAZ,Water Polo,Ivan Zaytsev,0,0,1,0,0
2000,NZL,Equestrianism,Bruce Goodin,0,0,1,0,0
2000,NZL,Equestrianism,Bruce Goodin,0,0,1,0,0
2000,PNG,Weightlifting,Dika Toua,0,0,1,0,0
2000,PNG,Weightlifting,Dika Toua,0,0,1,0,0
2000,POR,Athletics,Rui Silva,0,0,1,0,0
2000,POR,Athletics,Rui Silva,0,0,1,0,0
2000,POR,Swimming,Pedro Silva,0,0,1,0,0
2000,POR,Swimming,Pedro Silva,0,0,1,0,0
2000,SUI,Equestrianism,Markus Fuchs,0,0,1,1,1
2000,SUI,Equestrianism,Markus Fuchs,0,0,1,1,1
2000,SVK,Canoeing,Peter Nagy,0,0,1,0,0
2000,SVK,Canoeing,Peter Nagy,0,0,1,0,0
2000,SWE,Equestrianism,Malin Baryard-johnsson,0,0,2,0,0
2000,SWE,Equestrianism,Malin Baryard-johnsson,0,0,2,0,0
2000,TUN,Swimming,Oussama Mellouli,0,0,1,0,0
2000,TUN,Swimming,Oussama Mellouli,0,0,1,0,0
2000,USA,Rowing,Sarah Jones,0,0,1,0,0
2000,USA,Rowing,Sarah Jones,0,0,1,0,0
2000,UZB,Gymnastics,Oksana Chusovitina,0,0,5,0,0
2000,UZB,Gymnastics,Oksana Chusovitina,0,0,5,0,0
2004,AHO,Athletics,Churandy Martina,0,0,1,0,0
2004,AHO,Athletics,Churandy Martina,0,0,1,0,0
2004,ARG,Athletics,Santiago Lorenzo,0,0,1,0,0
2004,ARG,Athletics,Santiago Lorenzo,0,0,1,0,0
2004,ARG,Rowing,Milka Kraljev,0,0,1,0,0
2004,ARG,Rowing,Milka Kraljev,0,0,1,0,0
2004,ARG,Swimming,Cecilia Biagioli,0,0,1,0,0
2004,ARG,Swimming,Cecilia Biagioli,0,0,1,0,0
2004,AUS,Archery,David Barnes,0,0,2,0,0
2004,AUS,Archery,David Barnes,0,0,2,0,0
2004,AUS,Baseball,Richard Thompson,0,0,0,1,1
2004,AUS,Baseball,Richard Thompson,0,0,0,1,1
2004,AUS,Basketball,Lauren Jackson,0,0,0,1,1
2004,AUS,Basketball,Lauren Jackson,0,0,0,1,1
2004,AUS,Equestrianism,Andrew Hoy,0,0,2,0,0
2004,AUS,Equestrianism,Andrew Hoy,0,0,2,0,0
2004,AUS,Equestrianism,Mary Hanna,0,0,1,0,0
2004,AUS,Equestrianism,Mary Hanna,0,0,1,0,0
2004,AUS,Equestrianism,Phillip Dutton,0,0,2,0,0
2004,AUS,Equestrianism,Phillip Dutton,0,0,2,0,0
2004,AUS,Equestrianism,Stuart Tinney,0,0,2,0,0
2004,AUS,Equestrianism,Stuart Tinney,0,0,2,0,0
2004,AUS,Rowing,Anthony Edwards,0,0,0,1,1
2004,AUS,Rowing,Anthony Edwards,0,0,0,1,1
2004,AUS,Shooting,Daniel Repacholi,0,0,2,0,0
2004,AUS,Shooting,Daniel Repacholi,0,0,2,0,0
2004,AUS,Softball,Stacey Porter,0,0,0,1,1
2004,AUS,Softball,Stacey Porter,0,0,0,1,1
2004,AUS,Tennis,Samantha Stosur,0,0,2,0,0
2004,AUS,Tennis,Samantha Stosur,0,0,2,0,0
2004,AUS,Volleyball,Luke Campbell,0,0,1,0,0
2004,AUS,Volleyball,Luke Campbell,0,0,1,0,0
2004,AUS,Water Polo,Pietro Figlioli,0,0,1,0,0
2004,AUS,Water Polo,Pietro Figlioli,0,0,1,0,0
2004,AUT,Equestrianism,Harald Ambros,0,0,2,0,0
2004,AUT,Equestrianism,Harald Ambros,0,0,2,0,0
2004,AUT,Equestrianism,Victoria Max-theurer,0,0,2,0,0
2004,AUT,Equestrianism,Victoria Max-theurer,0,0,2,0,0
2004,AUT,Table Tennis,Jia Liu,0,0,1,0,0
2004,AUT,Table Tennis,Jia Liu,0,0,1,0,0
2004,BAR,Athletics,Stephen Jones,0,0,1,0,0
2004,BAR,Athletics,Stephen Jones,0,0,1,0,0
2004,BEL,Equestrianism,Karin Donckers,0,0,2,0,0
2004,BEL,Equestrianism,Karin Donckers,0,0,2,0,0
2004,BLR,Athletics,Ivan Tikhon,0,0,1,0,0
2004,BLR,Athletics,Ivan Tikhon,0,0,1,0,0
2004,BLR,Shooting,Yury Shcherbatsevich,0,0,1,0,0
2004,BLR,Shooting,Yury Shcherbatsevich,0,0,1,0,0
2004,BOT,Athletics,Amantle Montsho,0,0,1,0,0
2004,BOT,Athletics,Amantle Montsho,0,0,1,0,0
2004,BRA,Equestrianism,Raul Neto,0,0,2,0,0
2004,BRA,Equestrianism,Raul Neto,0,0,2,0,0
2004,BRA,Equestrianism,Rodrigo Pessoa,0,1,1,0,1
2004,BRA,Equestrianism,Rodrigo Pessoa,0,1,1,0,1
2004,BRA,Handball,Aline Silva,0,0,1,0,0
2004,BRA,Handball,Aline Silva,0,0,1,0,0
2004,BRA,Handball,Marcos Santos,0,0,1,0,0
2004,BRA,Handball,Marcos Santos,0,0,1,0,0
2004,BRA,Sailing,Fernanda Oliveira,0,0,1,0,0
2004,BRA,Sailing,Fernanda Oliveira,0,0,1,0,0
2004,BRA,Sailing,Robert Scheidt,0,1,0,0,1
2004,BRA,Sailing,Robert Scheidt,0,1,0,0,1
2004,BRA,Table Tennis,Thiago Monteiro,0,0,1,0,0
2004,BRA,Table Tennis,Thiago Monteiro,0,0,1,0,0
2004,BUL,Athletics,Ivet Lalova-collio,0,0,2,0,0
2004,BUL,Athletics,Ivet Lalova-collio,0,0,2,0,0
2004,CAN,Athletics,Malindi Elmore,0,0,1,0,0
2004,CAN,Athletics,Malindi Elmore,0,0,1,0,0
2004,CAN,Equestrianism,Michael Winter,0,0,2,0,0
2004,CAN,Equestrianism,Michael Winter,0,0,2,0,0
2004,CAN,Sailing,Nikola Girke,0,0,1,0,0
2004,CAN,Sailing,Nikola Girke,0,0,1,0,0
2004,CAN,Swimming,Brent Hayden,0,0,4,0,0
2004,CAN,Swimming,Brent Hayden,0,0,4,0,0
2004,CHN,Athletics,Liu Yang,0,0,1,0,0
2004,CHN,Athletics,Liu Yang,0,0,1,0,0
2004,DOM,Table Tennis,Ju Lin,0,0,1,0,0
2004,DOM,Table Tennis,Ju Lin,0,0,1,0,0
2004,EGY,Hockey,Ahmed Mohamed,0,0,1,0,0
2004,EGY,Hockey,Ahmed Mohamed,0,0,1,0,0
2004,EGY,Hockey,Ahmed Ramadan,0,0,1,0,0
2004,EGY,Hockey,Ahmed Ramadan,0,0,1,0,0
2004,EGY,Weightlifting,Mohamed Masoud,0,0,1,0,0
2004,EGY,Weightlifting,Mohamed Masoud,0,0,1,0,0
2004,EGY,Wrestling,Mohamed Mohamed,0,0,1,0,0
2004,EGY,Wrestling,Mohamed Mohamed,0,0,1,0,0
2004,ESP,Athletics,David Valero,0,0,3,0,0
2004,ESP,Athletics,David Valero,0,0,3,0,0
2004,FRA,Equestrianism,Nicolas Touzaint,0,1,1,0,1
2004,FRA,Equestrianism,Nicolas Touzaint,0,1,1,0,1
2004,FRA,Handball,Nikola Karabatic,0,0,1,0,0
2004,FRA,Handball,Nikola Karabatic,0,0,1,0,0
2004,GBR,Archery,Naomi Folkard,0,0,2,0,0
2004,GBR,Archery,Naomi Folkard,0,0,2,0,0
2004,GBR,Equestrianism,Carl Hester,0,0,2,0,0
2004,GBR,Equestrianism,Carl Hester,0,0,2,0,0
2004,GBR,Hockey,Robert Moore,0,0,1,0,0
2004,GBR,Hockey,Robert Moore,0,0,1,0,0
2004,GBR,Rowing,Stephen Williams,0,1,0,0,1
2004,GBR,Rowing,Stephen Williams,0,1,0,0,1
2004,GER,Canoeing,Ronald Rauhe,0,1,0,0,1
2004,GER,Canoeing,Ronald Rauhe,0,1,0,0,1
2004,GER,Cycling,Manuel Fumic,0,0,1,0,0
2004,GER,Cycling,Manuel Fumic,0,0,1,0,0
2004,GER,Equestrianism,Andreas Dibowski,0,0,2,0,0
2004,GER,Equestrianism,Andreas Dibowski,0,0,2,0,0
2004,GER,Fencing,Peter Joppich,0,0,2,0,0
2004,GER,Fencing,Peter Joppich,0,0,2,0,0
2004,GER,Table Tennis,Timo Boll,0,0,2,0,0
2004,GER,Table Tennis,Timo Boll,0,0,2,0,0
2004,GER,Wrestling,Sven Thiele,0,0,1,0,0
2004,GER,Wrestling,Sven Thiele,0,0,1,0,0
2004,GRE,Archery,Evangelia Psarra,0,0,2,0,0
2004,GRE,Archery,Evangelia Psarra,0,0,2,0,0
2004,GRE,Table Tennis,Panagiotis Gionis,0,0,2,0,0
2004,GRE,Table Tennis,Panagiotis Gionis,0,0,2,0,0
2004,HUN,Fencing,Aida Mohamed,0,0,1,0,0
2004,HUN,Fencing,Aida Mohamed,0,0,1,0,0
2004,HUN,Swimming,Zsuzsanna Jakabos,0,0,1,0,0
2004,HUN,Swimming,Zsuzsanna Jakabos,0,0,1,0,0
2004,IND,Archery,Tarundeep Rai,0,0,2,0,0
2004,IND,Archery,Tarundeep Rai,0,0,2,0,0
2004,IRL,Equestrianism,Cian O'connor,0,0,2,0,0
2004,IRL,Equestrianism,Cian O'connor,0,0,2,0,0
2004,IRL,Equestrianism,Heike Holstein,0,0,1,0,0
2004,IRL,Equestrianism,Heike Holstein,0,0,1,0,0
2004,IRL,Shooting,Derek Burnett,0,0,1,0,0
2004,IRL,Shooting,Derek Burnett,0,0,1,0,0
2004,ITA,Equestrianism,Stefano Brecciaroli,0,0,2,0,0
2004,ITA,Equestrianism,Stefano Brecciaroli,0,0,2,0,0
2004,ITA,Equestrianism,Susanna Bordone,0,0,2,0,0
2004,ITA,Equestrianism,Susanna Bordone,0,0,2,0,0
2004,ITA,Fencing,Aldo Montano,0,1,0,1,2
2004,ITA,Fencing,Aldo Montano,0,1,0,1,2
2004,ITA,Rowing,Simone Venier,0,0,1,0,0
2004,ITA,Rowing,Simone Venier,0,0,1,0,0
2004,ITA,Shooting,Chiara Cainero,0,0,1,0,0
2004,ITA,Shooting,Chiara Cainero,0,0,1,0,0
2004,ITA,Shooting,Giovanni Pellielo,0,0,0,1,1
2004,ITA,Shooting,Giovanni Pellielo,0,0,0,1,1
2004,ITA,Swimming,Federica Pellegrini,0,0,3,1,1
2004,ITA,Swimming,Federica Pellegrini,0,0,3,1,1
2004,ITA,Table Tennis,Min Yang,0,0,2,0,0
2004,ITA,Table Tennis,Min Yang,0,0,2,0,0
2004,JAM,Swimming,Alia Atkinson,0,0,2,0,0
2004,JAM,Swimming,Alia Atkinson,0,0,2,0,0
2004,JPN,Archery,Takaharu Furukawa,0,0,2,0,0
2004,JPN,Archery,Takaharu Furukawa,0,0,2,0,0
2004,JPN,Diving,Ken Terauchi,0,0,1,0,0
2004,JPN,Diving,Ken Terauchi,0,0,1,0,0
2004,JPN,Equestrianism,Taizo Sugitani,0,0,2,0,0
2004,JPN,Equestrianism,Taizo Sugitani,0,0,2,0,0
2004,JPN,Softball,Eri Yamada,1,0,0,0,1
2004,JPN,Softball,Eri Yamada,1,0,0,0,1
2004,JPN,Softball,Yukiko Ueno,1,0,0,0,1
2004,JPN,Softball,Yukiko Ueno,1,0,0,0,1
2004,JPN,Weightlifting,Hiromi Miyake,0,0,1,0,0
2004,JPN,Weightlifting,Hiromi Miyake,0,0,1,0,0
2004,KAZ,Water Polo,Ivan Zaytsev,0,0,1,0,0
2004,KAZ,Water Polo,Ivan Zaytsev,0,0,1,0,0
2004,KEN,Athletics,Eliud Kipchoge,1,0,0,0,1
2004,KEN,Athletics,Eliud Kipchoge,1,0,0,0,1
2004,LUX,Archery,Jeff Henckels,0,0,1,0,0
2004,LUX,Archery,Jeff Henckels,0,0,1,0,0
2004,NED,Badminton,Jie Yao,0,0,1,0,0
2004,NED,Badminton,Jie Yao,0,0,1,0,0
2004,NGR,Table Tennis,Offiong Edem,0,0,1,0,0
2004,NGR,Table Tennis,Offiong Edem,0,0,1,0,0
2004,NOR,Shooting,Erik Watndal,0,0,1,0,0
2004,NOR,Shooting,Erik Watndal,0,0,1,0,0
2004,NZL,Equestrianism,Bruce Goodin,0,0,2,0,0
2004,NZL,Equestrianism,Bruce Goodin,0,0,2,0,0
2004,NZL,Equestrianism,Daniel Meech,0,0,2,0,0
2004,NZL,Equestrianism,Daniel Meech,0,0,2,0,0
2004,PHI,Swimming,James Walsh,0,0,1,0,0
2004,PHI,Swimming,James Walsh,0,0,1,0,0
2004,PNG,Weightlifting,Dika Toua,0,0,1,0,0
2004,PNG,Weightlifting,Dika Toua,0,0,1,0,0
2004,POR,Athletics,Rui Silva,1,0,0,0,1
2004,POR,Athletics,Rui Silva,1,0,0,0,1
2004,POR,Canoeing,Emanuel Silva,0,0,2,0,0
2004,POR,Canoeing,Emanuel Silva,0,0,2,0,0
2004,POR,Judo,Telma Monteiro,0,0,1,0,0
2004,POR,Judo,Telma Monteiro,0,0,1,0,0
2004,POR,Swimming,Pedro Silva,0,0,1,0,0
2004,POR,Swimming,Pedro Silva,0,0,1,0,0
2004,RSA,Wrestling,Shaun Williams,0,0,1,0,0
2004,RSA,Wrestling,Shaun Williams,0,0,1,0,0
2004,RUS,Diving,Nataliya Goncharova,0,0,0,1,1
2004,RUS,Diving,Nataliya Goncharova,0,0,0,1,1
2004,SUI,Equestrianism,Markus Fuchs,0,0,2,0,0
2004,SUI,Equestrianism,Markus Fuchs,0,0,2,0,0
2004,SUI,Equestrianism,Steve Guerdat,0,0,2,0,0
2004,SUI,Equestrianism,Steve Guerdat,0,0,2,0,0
2004,SWE,Equestrianism,Malin Baryard-johnsson,0,0,1,1,1
2004,SWE,Equestrianism,Malin Baryard-johnsson,0,0,1,1,1
2004,TUN,Swimming,Oussama Mellouli,0,0,3,0,0
2004,TUN,Swimming,Oussama Mellouli,0,0,3,0,0
2004,UKR,Shooting,Olena Kostevych,0,1,1,0,1
2004,UKR,Shooting,Olena Kostevych,0,1,1,0,1
2004,USA,Athletics,Allyson Felix,0,0,0,1,1
2004,USA,Athletics,Allyson Felix,0,0,0,1,1
2004,USA,Athletics,James Parker,0,0,1,0,0
2004,USA,Athletics,James Parker,0,0,1,0,0
2004,USA,Athletics,Randolph Ross,0,0,1,0,0
2004,USA,Athletics,Randolph Ross,0,0,1,0,0
2004,USA,Basketball,Diana Taurasi,0,1,0,0,1
2004,USA,Basketball,Diana Taurasi,0,1,0,0,1
2004,USA,Fencing,Jason Rogers,0,0,2,0,0
2004,USA,Fencing,Jason Rogers,0,0,2,0,0
2004,USA,Fencing,Mariel Zagunis,0,1,0,0,1
2004,USA,Fencing,Mariel Zagunis,0,1,0,0,1
2004,USA,Rowing,Sarah Jones,0,0,1,0,0
2004,USA,Rowing,Sarah Jones,0,0,1,0,0
2004,USA,Water Polo,Jesse Smith,0,0,1,0,0
2004,USA,Water Polo,Jesse Smith,0,0,1,0,0
2004,UZB,Gymnastics,Oksana Chusovitina,0,0,2,0,0
2004,UZB,Gymnastics,Oksana Chusovitina,0,0,2,0,0
2008,AHO,Athletics,Churandy Martina,0,0,2,0,0
2008,AHO,Athletics,Churandy Martina,0,0,2,0,0
2008,AHO,Shooting,Philip Elhage,0,0,1,0,0
2008,AHO,Shooting,Philip Elhage,0,0,1,0,0
2008,ALB,Weightlifting,Erkand Qerimaj,0,0,1,0,0
2008,ALB,Weightlifting,Erkand Qerimaj,0,0,1,0,0
2008,ALG,Boxing,Abdelhafid Benchabla,0,0,1,0,0
2008,ALG,Boxing,Abdelhafid Benchabla,0,0,1,0,0
2008,ANG,Handball,Azenaide Carlos,0,0,1,0,0
2008,ANG,Handball,Azenaide Carlos,0,0,1,0,0
2008,ANG,Handball,Wuta Dombaxi,0,0,1,0,0
2008,ANG,Handball,Wuta Dombaxi,0,0,1,0,0
2008,ARG,Judo,Emmanuel Lucenti,0,0,1,0,0
2008,ARG,Judo,Emmanuel Lucenti,0,0,1,0,0
2008,ARG,Judo,Paula Pareto,1,0,0,0,1
2008,ARG,Judo,Paula Pareto,1,0,0,0,1
2008,ARG,Swimming,Cecilia Biagioli,0,0,2,0,0
2008,ARG,Swimming,Cecilia Biagioli,0,0,2,0,0
2008,AUS,Athletics,Jeffrey Riseley,0,0,1,0,0
2008,AUS,Athletics,Jeffrey Riseley,0,0,1,0,0
2008,AUS,Athletics,Lisa Weightman,0,0,1,0,0
2008,AUS,Athletics,Lisa Weightman,0,0,1,0,0
2008,AUS,Basketball,Lauren Jackson,0,0,0,1,1
2008,AUS,Basketball,Lauren Jackson,0,0,0,1,1
2008,AUS,Canoeing,David Smith,0,0,1,0,0
2008,AUS,Canoeing,David Smith,0,0,1,0,0
2008,AUS,Diving,Melissa Wu,0,0,1,1,1
2008,AUS,Diving,Melissa Wu,0,0,1,1,1
2008,AUS,Equestrianism,Edwina Tops-alexander,0,0,2,0,0
2008,AUS,Equestrianism,Edwina Tops-alexander,0,0,2,0,0
2008,AUS,Equestrianism,Megan Jones,0,0,1,1,1
2008,AUS,Equestrianism,Megan Jones,0,0,1,1,1
2008,AUS,Equestrianism,Shane Rose,0,0,1,1,1
2008,AUS,Equestrianism,Shane Rose,0,0,1,1,1
2008,AUS,Rowing,Anthony Edwards,0,0,1,0,0
2008,AUS,Rowing,Anthony Edwards,0,0,1,0,0
2008,AUS,Shooting,Daniel Repacholi,0,0,2,0,0
2008,AUS,Shooting,Daniel Repacholi,0,0,2,0,0
2008,AUS,Shooting,Dina Aspandiyarova,0,0,2,0,0
2008,AUS,Shooting,Dina Aspandiyarova,0,0,2,0,0
2008,AUS,Softball,Stacey Porter,1,0,0,0,1
2008,AUS,Softball,Stacey Porter,1,0,0,0,1
2008,AUS,Swimming,Cate Campbell,2,0,1,0,2
2008,AUS,Swimming,Cate Campbell,2,0,1,0,2
2008,AUS,Swimming,Emily Seebohm,0,1,1,0,1
2008,AUS,Swimming,Emily Seebohm,0,1,1,0,1
2008,AUS,Tennis,Samantha Stosur,0,0,2,0,0
2008,AUS,Tennis,Samantha Stosur,0,0,2,0,0
2008,AUS,Water Polo,Bronwen Knox,1,0,0,0,1
2008,AUS,Water Polo,Bronwen Knox,1,0,0,0,1
2008,AUS,Water Polo,Pietro Figlioli,0,0,1,0,0
2008,AUS,Water Polo,Pietro Figlioli,0,0,1,0,0
2008,AUS,Water Polo,Rhys Howden,0,0,1,0,0
2008,AUS,Water Polo,Rhys Howden,0,0,1,0,0
2008,AUS,Water Polo,Richard Campbell,0,0,1,0,0
2008,AUS,Water Polo,Richard Campbell,0,0,1,0,0
2008,AUS,Wrestling,Sandeep Kumar,0,0,1,0,0
2008,AUS,Wrestling,Sandeep Kumar,0,0,1,0,0
2008,AUT,Beach Volleyball,Alexander Horst,0,0,1,0,0
2008,AUT,Beach Volleyball,Alexander Horst,0,0,1,0,0
2008,AUT,Canoeing,Viktoria Schwarz,0,0,1,0,0
2008,AUT,Canoeing,Viktoria Schwarz,0,0,1,0,0
2008,AUT,Equestrianism,Harald Ambros,0,0,1,0,0
2008,AUT,Equestrianism,Harald Ambros,0,0,1,0,0
2008,AUT,Equestrianism,Victoria Max-theurer,0,0,1,0,0
2008,AUT,Equestrianism,Victoria Max-theurer,0,0,1,0,0
2008,AUT,Judo,Sabrina Filzmoser,0,0,1,0,0
2008,AUT,Judo,Sabrina Filzmoser,0,0,1,0,0
2008,AUT,Sailing,Matthias Schmid,0,0,1,0,0
2008,AUT,Sailing,Matthias Schmid,0,0,1,0,0
2008,AUT,Table Tennis,Jia Liu,0,0,2,0,0
2008,AUT,Table Tennis,Jia Liu,0,0,2,0,0
2008,AUT,Table Tennis,Robert Gardos,0,0,2,0,0
2008,AUT,Table Tennis,Robert Gardos,0,0,2,0,0
2008,AZE,Athletics,Ramil Guliyev,0,0,1,0,0
2008,AZE,Athletics,Ramil Guliyev,0,0,1,0,0
2008,AZE,Wrestling,Mariya Stadnik,1,0,0,0,1
2008,AZE,Wrestling,Mariya Stadnik,1,0,0,0,1
2008,BAH,Athletics,Donald Thomas,0,0,1,0,0
2008,BAH,Athletics,Donald Thomas,0,0,1,0,0
2008,BEL,Equestrianism,Karin Donckers,0,0,1,0,0
2008,BEL,Equestrianism,Karin Donckers,0,0,1,0,0
2008,BEL,Hockey,Felix Denayer,0,0,1,0,0
2008,BEL,Hockey,Felix Denayer,0,0,1,0,0
2008,BEL,Hockey,Thomas Briels,0,0,1,0,0
2008,BEL,Hockey,Thomas Briels,0,0,1,0,0
2008,BER,Triathlon,Flora Duffy,0,0,1,0,0
2008,BER,Triathlon,Flora Duffy,0,0,1,0,0
2008,BLR,Athletics,Ivan Tikhon,1,0,0,0,1
2008,BLR,Athletics,Ivan Tikhon,1,0,0,0,1
2008,BOT,Athletics,Amantle Montsho,0,0,1,0,0
2008,BOT,Athletics,Amantle Montsho,0,0,1,0,0
2008,BRA,Athletics,Rosangela Santos,0,0,1,0,0
2008,BRA,Athletics,Rosangela Santos,0,0,1,0,0
2008,BRA,Equestrianism,Marcelo Tosi,0,0,2,0,0
2008,BRA,Equestrianism,Marcelo Tosi,0,0,2,0,0
2008,BRA,Equestrianism,Pedro Veniss,0,0,2,0,0
2008,BRA,Equestrianism,Pedro Veniss,0,0,2,0,0
2008,BRA,Equestrianism,Rodrigo Pessoa,0,0,2,0,0
2008,BRA,Equestrianism,Rodrigo Pessoa,0,0,2,0,0
2008,BRA,Gymnastics,Jade Barbosa,0,0,6,0,0
2008,BRA,Gymnastics,Jade Barbosa,0,0,6,0,0
2008,BRA,Judo,Ketleyn Quadros,1,0,0,0,1
2008,BRA,Judo,Ketleyn Quadros,1,0,0,0,1
2008,BRA,Sailing,Bruno Fontes,0,0,1,0,0
2008,BRA,Sailing,Bruno Fontes,0,0,1,0,0
2008,BRA,Sailing,Fernanda Oliveira,1,0,0,0,1
2008,BRA,Sailing,Fernanda Oliveira,1,0,0,0,1
2008,BRA,Sailing,Isabel Swan,1,0,0,0,1
2008,BRA,Sailing,Isabel Swan,1,0,0,0,1
2008,BRA,Sailing,Robert Scheidt,0,0,0,1,1
2008,BRA,Sailing,Robert Scheidt,0,0,0,1,1
2008,BRA,Sailing,Samuel Albrecht,0,0,1,0,0
2008,BRA,Sailing,Samuel Albrecht,0,0,1,0,0
2008,BRA,Swimming,Felipe Silva,0,0,2,0,0
2008,BRA,Swimming,Felipe Silva,0,0,2,0,0
2008,BRA,Swimming,Guilherme Guido,0,0,2,0,0
2008,BRA,Swimming,Guilherme Guido,0,0,2,0,0
2008,BRA,Table Tennis,Gustavo Tsuboi,0,0,2,0,0
2008,BRA,Table Tennis,Gustavo Tsuboi,0,0,2,0,0
2008,BRA,Table Tennis,Thiago Monteiro,0,0,2,0,0
2008,BRA,Table Tennis,Thiago Monteiro,0,0,2,0,0
2008,BRA,Tennis,Marcelo Melo,0,0,1,0,0
2008,BRA,Tennis,Marcelo Melo,0,0,1,0,0
2008,BRN,Athletics,Hasan Ali,0,0,1,0,0
2008,BRN,Athletics,Hasan Ali,0,0,1,0,0
2008,BUL,Athletics,Inna Eftimova,0,0,2,0,0
2008,BUL,Athletics,Inna Eftimova,0,0,2,0,0
2008,BUL,Athletics,Ivet Lalova-collio,0,0,2,0,0
2008,BUL,Athletics,Ivet Lalova-collio,0,0,2,0,0
2008,CAN,Archery,Crispin Duenas,0,0,2,0,0
2008,CAN,Archery,Crispin Duenas,0,0,2,0,0
2008,CAN,Athletics,Michael Mason,0,0,1,0,0
2008,CAN,Athletics,Michael Mason,0,0,1,0,0
2008,CAN,Cycling,Catharine Pendrel,0,0,1,0,0
2008,CAN,Cycling,Catharine Pendrel,0,0,1,0,0
2008,CAN,Diving,Jennifer Abel,0,0,1,0,0
2008,CAN,Diving,Jennifer Abel,0,0,1,0,0
2008,CAN,Diving,Meaghan Benfeito,0,0,1,0,0
2008,CAN,Diving,Meaghan Benfeito,0,0,1,0,0
2008,CAN,Equestrianism,Michael Winter,0,0,2,0,0
2008,CAN,Equestrianism,Michael Winter,0,0,2,0,0
2008,CAN,Football,Christine Sinclair,0,0,1,0,0
2008,CAN,Football,Christine Sinclair,0,0,1,0,0
2008,CAN,Football,Sophie Schmidt,0,0,1,0,0
2008,CAN,Football,Sophie Schmidt,0,0,1,0,0
2008,CAN,Sailing,Nikola Girke,0,0,1,0,0
2008,CAN,Sailing,Nikola Girke,0,0,1,0,0
