NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total_Bronze,Total_Gold,Total_No_Medal,Total_Silver,Gold_Ratio,Silver_Ratio,Bronze_Ratio,No_Medal_Ratio
AZE,Diving,0,0,2,0,155,154,2558,154,0.0,0.0,0.0,0.0007818608287724785
AZE,Equestrianism,0,0,2,0,319,324,5379,322,0.0,0.0,0.0,0.0003718163227365681
AZE,Fencing,0,0,5,0,596,624,9321,613,0.0,0.0,0.0,0.0005364231305653899
AZE,Gymnastics,0,0,18,0,719,791,24451,746,0.0,0.0,0.0,0.0007361662099709623
AZE,Judo,2,1,33,2,325,162,3668,162,0.006172839506172839,0.012345679012345678,0.006153846153846154,0.008996728462377318
AZE,Karate,0,0,1,2,16,8,49,8,0.0,0.25,0.0,0.02040816326530612
AZE,Rhythmic Gymnastics,0,0,17,0,50,50,604,50,0.0,0.0,0.0,0.028145695364238412
AZE,Rowing,0,0,4,0,1038,1026,8032,1025,0.0,0.0,0.0,0.00049800796812749
AZE,Shooting,2,1,14,0,425,428,10743,429,0.002336448598130841,0.0,0.004705882352941176,0.0013031741599180862
AZE,Swimming,0,0,13,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0006026051082371483
AZE,Taekwondo,2,1,8,0,80,48,560,48,0.020833333333333332,0.0,0.025,0.014285714285714285
AZE,Triathlon,0,0,2,0,17,17,660,17,0.0,0.0,0.0,0.0030303030303030303
AZE,Weightlifting,1,0,20,0,230,231,3446,227,0.0,0.0,0.004347826086956522,0.005803830528148578
AZE,Wrestling,13,4,48,9,504,431,6075,433,0.009280742459396751,0.020785219399538105,0.025793650793650792,0.007901234567901235
BAH,Athletics,13,14,231,11,1373,1422,36743,1404,0.009845288326300985,0.007834757834757835,0.009468317552804079,0.006286911792722423
BAH,Boxing,0,0,7,0,467,265,5340,264,0.0,0.0,0.0,0.0013108614232209739
BAH,Cycling,0,0,2,0,414,424,9596,425,0.0,0.0,0.0,0.00020842017507294707
BAH,Diving,0,0,1,0,155,154,2558,154,0.0,0.0,0.0,0.00039093041438623924
BAH,Rowing,0,0,1,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0001245019920318725
BAH,Sailing,2,2,50,0,382,465,5659,430,0.004301075268817204,0.0,0.005235602094240838,0.008835483300936562
BAH,Swimming,0,0,47,0,1027,1169,21573,1060,0.0,0.0,0.0,0.002178649237472767
BAH,Tennis,0,0,13,0,136,114,2788,114,0.0,0.0,0.0,0.004662840746054519
BAH,Wrestling,0,0,2,0,504,431,6075,433,0.0,0.0,0.0,0.0003292181069958848
BAN,Archery,0,0,6,0,108,145,2209,130,0.0,0.0,0.0,0.002716161158895428
BAN,Athletics,0,0,29,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0007892659826361484
BAN,Golf,0,0,1,0,18,17,315,17,0.0,0.0,0.0,0.0031746031746031746
BAN,Gymnastics,0,0,3,0,719,791,24451,746,0.0,0.0,0.0,0.00012269436832849372
BAN,Shooting,0,0,9,0,425,428,10743,429,0.0,0.0,0.0,0.0008377548170901983
BAN,Swimming,0,0,15,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0006953135864274788
BAR,Athletics,1,0,114,0,1373,1422,36743,1404,0.0,0.0,0.0007283321194464676,0.003102631793811066
BAR,Boxing,0,0,9,0,467,265,5340,264,0.0,0.0,0.0,0.0016853932584269663
BAR,Cycling,0,0,24,0,414,424,9596,425,0.0,0.0,0.0,0.0025010421008753647
BAR,Diving,0,0,1,0,155,154,2558,154,0.0,0.0,0.0,0.00039093041438623924
BAR,Gymnastics,0,0,7,0,719,791,24451,746,0.0,0.0,0.0,0.000286286859433152
BAR,Judo,0,0,5,0,325,162,3668,162,0.0,0.0,0.0,0.0013631406761177754
BAR,Sailing,0,0,15,0,382,465,5659,430,0.0,0.0,0.0,0.0026506449902809685
BAR,Shooting,0,0,8,0,425,428,10743,429,0.0,0.0,0.0,0.0007446709485246207
BAR,Swimming,0,0,39,0,1027,1169,21573,1060,0.0,0.0,0.0,0.001807815324711445
BAR,Synchronized Swimming,0,0,1,0,70,74,694,71,0.0,0.0,0.0,0.001440922190201729
BAR,Tennis,0,0,1,0,136,114,2788,114,0.0,0.0,0.0,0.0003586800573888092
BAR,Triathlon,0,0,1,0,17,17,660,17,0.0,0.0,0.0,0.0015151515151515152
BAR,Weightlifting,0,0,2,0,230,231,3446,227,0.0,0.0,0.0,0.0005803830528148578
BDI,Athletics,0,1,32,1,1373,1422,36743,1404,0.0007032348804500703,0.0007122507122507123,0.0,0.0008709141877364395
BDI,Boxing,0,0,1,0,467,265,5340,264,0.0,0.0,0.0,0.00018726591760299626
BDI,Judo,0,0,2,0,325,162,3668,162,0.0,0.0,0.0,0.0005452562704471102
BDI,Swimming,0,0,9,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00041718815185648727
BEL,3x3 Basketball,0,0,4,0,8,8,40,8,0.0,0.0,0.0,0.1
BEL,Archery,3,35,30,14,108,145,2209,130,0.2413793103448276,0.1076923076923077,0.027777777777777776,0.013580805794477138
BEL,Art Competitions,5,2,163,1,51,49,3422,56,0.04081632653061224,0.017857142857142856,0.09803921568627451,0.04763296317942724
BEL,Artistic Gymnastics,0,1,23,0,21,20,1000,20,0.05,0.0,0.0,0.023
BEL,Athletics,3,5,544,10,1373,1422,36743,1404,0.0035161744022503515,0.007122507122507123,0.0021849963583394027,0.014805541191519472
BEL,Badminton,0,0,7,0,68,62,1446,62,0.0,0.0,0.0,0.004840940525587829
BEL,Basketball,0,0,46,0,380,389,3672,383,0.0,0.0,0.0,0.01252723311546841
BEL,Beach Volleyball,0,0,2,0,28,28,576,28,0.0,0.0,0.0,0.003472222222222222
BEL,Boxing,2,1,53,1,467,265,5340,264,0.0037735849056603774,0.003787878787878788,0.004282655246252677,0.009925093632958801
BEL,Canoe Slalom,0,0,1,0,4,4,79,4,0.0,0.0,0.0,0.012658227848101266
BEL,Canoe Sprint,0,0,5,0,22,22,346,22,0.0,0.0,0.0,0.014450867052023121
BEL,Canoeing,0,0,96,0,389,388,5006,388,0.0,0.0,0.0,0.019176987614862164
BEL,Cycling,22,13,293,12,414,424,9596,425,0.030660377358490566,0.02823529411764706,0.05314009661835749,0.030533555648186744
BEL,Cycling BMX Racing,0,0,1,0,2,2,42,2,0.0,0.0,0.0,0.023809523809523808
BEL,Cycling Mountain Bike,0,0,2,0,2,2,70,2,0.0,0.0,0.0,0.02857142857142857
BEL,Cycling Road,0,0,10,1,4,4,247,4,0.0,0.25,0.0,0.04048582995951417
BEL,Cycling Track,0,0,8,0,29,29,339,29,0.0,0.0,0.0,0.02359882005899705
BEL,Diving,0,0,12,0,155,154,2558,154,0.0,0.0,0.0,0.004691164972634871
BEL,Equestrian,4,0,14,0,14,15,377,14,0.0,0.0,0.2857142857142857,0.03713527851458886
BEL,Equestrianism,11,7,183,5,319,324,5379,322,0.021604938271604937,0.015527950310559006,0.034482758620689655,0.03402119353039598
BEL,Fencing,19,10,296,19,596,624,9321,613,0.016025641025641024,0.03099510603588907,0.031879194630872486,0.03175624932947109
BEL,Figure Skating,0,0,2,0,9,9,27,9,0.0,0.0,0.0,0.07407407407407407
BEL,Football,9,14,44,0,587,559,5650,557,0.025044722719141325,0.0,0.015332197614991482,0.007787610619469027
BEL,Golf,0,0,6,0,18,17,315,17,0.0,0.0,0.0,0.01904761904761905
BEL,Gymnastics,24,0,152,24,719,791,24451,746,0.0,0.032171581769437,0.03337969401947149,0.006216514661977015
BEL,Hockey,14,18,198,16,548,554,4213,534,0.032490974729241874,0.0299625468164794,0.025547445255474453,0.04699738903394256
BEL,Ice Hockey,0,0,7,0,8,8,33,11,0.0,0.0,0.0,0.21212121212121213
BEL,Judo,10,2,46,1,325,162,3668,162,0.012345679012345678,0.006172839506172839,0.03076923076923077,0.012540894220283533
BEL,Modern Pentathlon,0,0,15,0,64,64,1557,64,0.0,0.0,0.0,0.009633911368015413
BEL,Polo,0,0,4,0,20,22,28,25,0.0,0.0,0.0,0.14285714285714285
BEL,Rhythmic Gymnastics,0,0,4,0,50,50,604,50,0.0,0.0,0.0,0.006622516556291391
BEL,Rowing,4,0,152,26,1038,1026,8032,1025,0.0,0.025365853658536587,0.0038535645472061657,0.018924302788844622
BEL,Sailing,7,4,78,8,382,465,5659,430,0.008602150537634409,0.018604651162790697,0.01832460732984293,0.013783353949461036
BEL,Shooting,3,1,201,13,425,428,10743,429,0.002336448598130841,0.030303030303030304,0.007058823529411765,0.018709857581681096
BEL,Skateboarding,0,0,2,0,4,4,68,4,0.0,0.0,0.0,0.029411764705882353
BEL,Swimming,2,1,278,2,1027,1169,21573,1060,0.000855431993156544,0.0018867924528301887,0.0019474196689386564,0.01288647846845594
BEL,Synchronized Swimming,0,0,5,0,70,74,694,71,0.0,0.0,0.0,0.007204610951008645
BEL,Table Tennis,0,0,14,0,70,64,2020,64,0.0,0.0,0.0,0.006930693069306931
BEL,Taekwondo,0,0,5,0,80,48,560,48,0.0,0.0,0.0,0.008928571428571428
BEL,Tennis,2,1,83,0,136,114,2788,114,0.008771929824561403,0.0,0.014705882352941176,0.02977044476327116
BEL,Triathlon,0,0,19,0,17,17,660,17,0.0,0.0,0.0,0.02878787878787879
BEL,Tug-Of-War,8,0,0,0,29,43,55,43,0.0,0.0,0.27586206896551724,0.0
BEL,Volleyball,0,0,12,0,349,346,2651,346,0.0,0.0,0.0,0.004526593738211996
BEL,Water Polo,18,0,46,36,386,376,2997,373,0.0,0.09651474530831099,0.046632124352331605,0.015348682015348681
BEL,Weightlifting,1,1,44,2,230,231,3446,227,0.004329004329004329,0.00881057268722467,0.004347826086956522,0.012768427161926872
BEL,Wrestling,1,0,109,3,504,431,6075,433,0.0,0.006928406466512702,0.001984126984126984,0.01794238683127572
BEN,Athletics,0,0,45,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0012247230765043682
BEN,Boxing,0,0,13,0,467,265,5340,264,0.0,0.0,0.0,0.0024344569288389513
BEN,Cycling,0,0,2,0,414,424,9596,425,0.0,0.0,0.0,0.00020842017507294707
BEN,Fencing,0,0,1,0,596,624,9321,613,0.0,0.0,0.0,0.000107284626113078
BEN,Judo,0,0,4,0,325,162,3668,162,0.0,0.0,0.0,0.0010905125408942203
BEN,Rowing,0,0,1,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0001245019920318725
BEN,Swimming,0,0,9,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00041718815185648727
BEN,Taekwondo,0,0,2,0,80,48,560,48,0.0,0.0,0.0,0.0035714285714285713
BEN,Tennis,0,0,1,0,136,114,2788,114,0.0,0.0,0.0,0.0003586800573888092
BER,Athletics,0,0,62,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0016873962387393517
BER,Boxing,1,0,3,0,467,265,5340,264,0.0,0.0,0.0021413276231263384,0.0005617977528089888
BER,Cycling,0,0,4,0,414,424,9596,425,0.0,0.0,0.0,0.00041684035014589413
BER,Diving,0,0,4,0,155,154,2558,154,0.0,0.0,0.0,0.001563721657544957
BER,Equestrianism,0,0,11,0,319,324,5379,322,0.0,0.0,0.0,0.002044989775051125
BER,Rowing,0,0,3,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0003735059760956175
BER,Sailing,0,0,61,0,382,465,5659,430,0.0,0.0,0.0,0.010779289627142604
BER,Swimming,0,0,51,0,1027,1169,21573,1060,0.0,0.0,0.0,0.002364066193853428
BER,Tennis,0,0,1,0,136,114,2788,114,0.0,0.0,0.0,0.0003586800573888092
BER,Triathlon,0,1,5,0,17,17,660,17,0.058823529411764705,0.0,0.0,0.007575757575757576
BHU,Archery,0,0,35,0,108,145,2209,130,0.0,0.0,0.0,0.015844273426889995
BHU,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
BHU,Shooting,0,0,3,0,425,428,10743,429,0.0,0.0,0.0,0.00027925160569673273
BHU,Swimming,0,0,1,0,1027,1169,21573,1060,0.0,0.0,0.0,4.6354239095165254e-05
BIH,Athletics,0,0,23,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0006259695724355659
BIH,Canoeing,0,0,3,0,389,388,5006,388,0.0,0.0,0.0,0.0005992808629644426
BIH,Judo,0,0,8,0,325,162,3668,162,0.0,0.0,0.0,0.0021810250817884407
BIH,Shooting,0,0,20,0,425,428,10743,429,0.0,0.0,0.0,0.0018616773713115518
BIH,Swimming,0,0,18,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0008343763037129745
BIH,Table Tennis,0,0,2,0,70,64,2020,64,0.0,0.0,0.0,0.0009900990099009901
BIH,Taekwondo,0,0,2,0,80,48,560,48,0.0,0.0,0.0,0.0035714285714285713
BIH,Tennis,0,0,3,0,136,114,2788,114,0.0,0.0,0.0,0.0010760401721664275
BIH,Weightlifting,0,0,1,0,230,231,3446,227,0.0,0.0,0.0,0.0002901915264074289
BIH,Wrestling,0,0,1,0,504,431,6075,433,0.0,0.0,0.0,0.0001646090534979424
BIZ,Athletics,0,0,40,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0010886427346705496
BIZ,Boxing,0,0,1,0,467,265,5340,264,0.0,0.0,0.0,0.00018726591760299626
BIZ,Canoe Sprint,0,0,2,0,22,22,346,22,0.0,0.0,0.0,0.005780346820809248
BIZ,Cycling,0,0,27,0,414,424,9596,425,0.0,0.0,0.0,0.0028136723634847854
BIZ,Judo,0,0,2,0,325,162,3668,162,0.0,0.0,0.0,0.0005452562704471102
BIZ,Shooting,0,0,6,0,425,428,10743,429,0.0,0.0,0.0,0.0005585032113934655
BIZ,Taekwondo,0,0,1,0,80,48,560,48,0.0,0.0,0.0,0.0017857142857142857
BIZ,Weightlifting,0,0,1,0,230,231,3446,227,0.0,0.0,0.0,0.0002901915264074289
BLR,Archery,0,0,16,0,108,145,2209,130,0.0,0.0,0.0,0.007243096423721141
BLR,Artistic Gymnastics,0,0,5,0,21,20,1000,20,0.0,0.0,0.0,0.005
BLR,Artistic Swimming,0,0,2,0,10,10,94,10,0.0,0.0,0.0,0.02127659574468085
BLR,Athletics,8,4,259,6,1373,1422,36743,1404,0.0028129395218002813,0.004273504273504274,0.005826656955571741,0.007048961706991808
BLR,Badminton,0,0,6,0,68,62,1446,62,0.0,0.0,0.0,0.004149377593360996
BLR,Basketball,0,0,22,0,380,389,3672,383,0.0,0.0,0.0,0.005991285403050109
BLR,Boxing,0,0,24,2,467,265,5340,264,0.0,0.007575757575757576,0.0,0.0044943820224719105
BLR,Canoe Sprint,0,0,14,4,22,22,346,22,0.0,0.18181818181818182,0.0,0.04046242774566474
BLR,Canoeing,12,6,38,4,389,388,5006,388,0.015463917525773196,0.010309278350515464,0.030848329048843187,0.0075908909308829405
BLR,Cycling,1,0,37,0,414,424,9596,425,0.0,0.0,0.0024154589371980675,0.0038557732388495207
BLR,Cycling Road,0,0,3,0,4,4,247,4,0.0,0.0,0.0,0.012145748987854251
BLR,Cycling Track,0,0,2,0,29,29,339,29,0.0,0.0,0.0,0.0058997050147492625
BLR,Diving,0,0,19,0,155,154,2558,154,0.0,0.0,0.0,0.007427677873338546
BLR,Equestrian,0,0,1,0,14,15,377,14,0.0,0.0,0.0,0.002652519893899204
BLR,Equestrianism,0,0,6,0,319,324,5379,322,0.0,0.0,0.0,0.0011154489682097045
BLR,Fencing,0,0,24,0,596,624,9321,613,0.0,0.0,0.0,0.002574831026713872
BLR,Football,0,0,16,0,587,559,5650,557,0.0,0.0,0.0,0.002831858407079646
BLR,Gymnastics,4,0,232,0,719,791,24451,746,0.0,0.0,0.005563282336578581,0.00948836448407018
BLR,Judo,1,1,25,0,325,162,3668,162,0.006172839506172839,0.0,0.003076923076923077,0.006815703380588877
BLR,Modern Pentathlon,1,0,16,0,64,64,1557,64,0.0,0.0,0.015625,0.010276172125883108
BLR,Rhythmic Gymnastics,8,0,32,14,50,50,604,50,0.0,0.28,0.16,0.052980132450331126
BLR,Rowing,14,2,54,1,1038,1026,8032,1025,0.001949317738791423,0.000975609756097561,0.01348747591522158,0.006723107569721116
BLR,Sailing,0,0,21,0,382,465,5659,430,0.0,0.0,0.0,0.0037109029863933557
BLR,Shooting,4,1,88,2,425,428,10743,429,0.002336448598130841,0.004662004662004662,0.009411764705882352,0.008191380433770828
BLR,Swimming,1,0,108,2,1027,1169,21573,1060,0.0,0.0018867924528301887,0.0009737098344693282,0.0050062578222778474
BLR,Synchronized Swimming,0,0,8,0,70,74,694,71,0.0,0.0,0.0,0.011527377521613832
BLR,Table Tennis,0,0,28,0,70,64,2020,64,0.0,0.0,0.0,0.013861386138613862
BLR,Tennis,1,2,32,0,136,114,2788,114,0.017543859649122806,0.0,0.007352941176470588,0.011477761836441894
BLR,Trampoline Gymnastics,0,1,1,0,2,2,26,2,0.5,0.0,0.0,0.038461538461538464
BLR,Trampolining,0,1,11,0,10,10,122,10,0.1,0.0,0.0,0.09016393442622951
BLR,Weightlifting,6,1,38,5,230,231,3446,227,0.004329004329004329,0.022026431718061675,0.02608695652173913,0.011027278003482298
BLR,Wrestling,8,0,61,6,504,431,6075,433,0.0,0.013856812933025405,0.015873015873015872,0.010041152263374485
BOH,Art Competitions,0,0,1,0,51,49,3422,56,0.0,0.0,0.0,0.0002922267679719462
BOH,Athletics,0,0,38,1,1373,1422,36743,1404,0.0,0.0007122507122507123,0.0,0.001034210597937022
BOH,Cycling,0,0,11,0,414,424,9596,425,0.0,0.0,0.0,0.0011463109629012088
BOH,Fencing,6,0,45,0,596,624,9321,613,0.0,0.0,0.010067114093959731,0.00482780817508851
BOH,Gymnastics,0,0,7,0,719,791,24451,746,0.0,0.0,0.0,0.000286286859433152
BOH,Rowing,0,0,1,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0001245019920318725
BOH,Shooting,0,0,5,0,425,428,10743,429,0.0,0.0,0.0,0.00046541934282788794
BOH,Tennis,5,0,23,0,136,114,2788,114,0.0,0.0,0.03676470588235294,0.00824964131994261
BOH,Wrestling,0,0,10,0,504,431,6075,433,0.0,0.0,0.0,0.0016460905349794238
BOL,Art Competitions,0,0,1,0,51,49,3422,56,0.0,0.0,0.0,0.0002922267679719462
BOL,Athletics,0,0,41,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0011158588030373132
BOL,Boxing,0,0,1,0,467,265,5340,264,0.0,0.0,0.0,0.00018726591760299626
BOL,Canoeing,0,0,2,0,389,388,5006,388,0.0,0.0,0.0,0.00039952057530962844
BOL,Cycling,0,0,10,0,414,424,9596,425,0.0,0.0,0.0,0.0010421008753647354
BOL,Diving,0,0,2,0,155,154,2558,154,0.0,0.0,0.0,0.0007818608287724785
BOL,Equestrianism,0,0,3,0,319,324,5379,322,0.0,0.0,0.0,0.0005577244841048522
BOL,Fencing,0,0,4,0,596,624,9321,613,0.0,0.0,0.0,0.000429138504452312
BOL,Gymnastics,0,0,5,0,719,791,24451,746,0.0,0.0,0.0,0.00020449061388082287
BOL,Judo,0,0,6,0,325,162,3668,162,0.0,0.0,0.0,0.0016357688113413304
BOL,Shooting,0,0,20,0,425,428,10743,429,0.0,0.0,0.0,0.0018616773713115518
BOL,Swimming,0,0,25,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0011588559773791313
BOL,Tennis,0,0,2,0,136,114,2788,114,0.0,0.0,0.0,0.0007173601147776184
BOL,Weightlifting,0,0,3,0,230,231,3446,227,0.0,0.0,0.0,0.0008705745792222867
BOL,Wrestling,0,0,1,0,504,431,6075,433,0.0,0.0,0.0,0.0001646090534979424
BOT,Athletics,6,0,78,1,1373,1422,36743,1404,0.0,0.0007122507122507123,0.004369992716678805,0.0021228533326075713
BOT,Boxing,0,0,12,0,467,265,5340,264,0.0,0.0,0.0,0.0022471910112359553
BOT,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
BOT,Sailing,0,0,1,0,382,465,5659,430,0.0,0.0,0.0,0.00017670966601873123
BOT,Swimming,0,0,6,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0002781254345709915
BOT,Weightlifting,0,0,1,0,230,231,3446,227,0.0,0.0,0.0,0.0002901915264074289
BRA,Archery,0,0,25,0,108,145,2209,130,0.0,0.0,0.0,0.011317338162064282
BRA,Art Competitions,0,0,1,0,51,49,3422,56,0.0,0.0,0.0,0.0002922267679719462
BRA,Artistic Gymnastics,0,1,41,1,21,20,1000,20,0.05,0.05,0.0,0.041
BRA,Athletics,16,5,558,7,1373,1422,36743,1404,0.0035161744022503515,0.004985754985754986,0.011653313911143482,0.015186566148654166
BRA,Badminton,0,0,4,0,68,62,1446,62,0.0,0.0,0.0,0.0027662517289073307
BRA,Basketball,46,0,197,12,380,389,3672,383,0.0,0.031331592689295036,0.12105263157894737,0.053649237472766884
BRA,Beach Volleyball,6,6,30,14,28,28,576,28,0.21428571428571427,0.5,0.21428571428571427,0.052083333333333336
BRA,Boxing,4,2,79,2,467,265,5340,264,0.007547169811320755,0.007575757575757576,0.008565310492505354,0.014794007490636705
BRA,Canoe Slalom,0,0,3,0,4,4,79,4,0.0,0.0,0.0,0.0379746835443038
BRA,Canoe Sprint,0,1,4,0,22,22,346,22,0.045454545454545456,0.0,0.0,0.011560693641618497
BRA,Canoeing,1,0,45,3,389,388,5006,388,0.0,0.007731958762886598,0.002570694087403599,0.00898921294446664
BRA,Cycling,0,0,95,0,414,424,9596,425,0.0,0.0,0.0,0.009899958315964985
BRA,Cycling BMX Racing,0,0,2,0,2,2,42,2,0.0,0.0,0.0,0.047619047619047616
BRA,Cycling Mountain Bike,0,0,3,0,2,2,70,2,0.0,0.0,0.0,0.04285714285714286
BRA,Diving,0,0,50,0,155,154,2558,154,0.0,0.0,0.0,0.019546520719311962
BRA,Equestrian,0,0,17,0,14,15,377,14,0.0,0.0,0.0,0.04509283819628647
BRA,Equestrianism,8,1,161,0,319,324,5379,322,0.0030864197530864196,0.0,0.025078369905956112,0.029931213980293733
BRA,Fencing,0,0,96,0,596,624,9321,613,0.0,0.0,0.0,0.010299324106855488
BRA,Football,34,39,192,85,587,559,5650,557,0.06976744186046512,0.1526032315978456,0.05792163543441227,0.033982300884955755
BRA,Golf,0,0,3,0,18,17,315,17,0.0,0.0,0.0,0.009523809523809525
BRA,Gymnastics,1,1,197,2,719,791,24451,746,0.0012642225031605564,0.002680965147453083,0.0013908205841446453,0.008056930186904421
BRA,Handball,0,0,175,0,384,381,2880,388,0.0,0.0,0.0,0.06076388888888889
BRA,Hockey,0,0,16,0,548,554,4213,534,0.0,0.0,0.0,0.0037977688108236413
BRA,Judo,17,4,120,3,325,162,3668,162,0.024691358024691357,0.018518518518518517,0.052307692307692305,0.03271537622682661
BRA,Marathon Swimming,0,1,0,0,2,2,45,2,0.5,0.0,0.0,0.0
BRA,Modern Pentathlon,1,0,31,0,64,64,1557,64,0.0,0.0,0.015625,0.01991008349389852
BRA,Rhythmic Gymnastics,0,0,31,0,50,50,604,50,0.0,0.0,0.0,0.05132450331125828
BRA,Rowing,0,0,138,0,1038,1026,8032,1025,0.0,0.0,0.0,0.017181274900398405
BRA,Rugby Sevens,0,0,38,0,51,51,459,50,0.0,0.0,0.0,0.08278867102396514
BRA,Sailing,16,14,158,6,382,465,5659,430,0.030107526881720432,0.013953488372093023,0.041884816753926704,0.027920127230959532
BRA,Shooting,5,1,115,2,425,428,10743,429,0.002336448598130841,0.004662004662004662,0.011764705882352941,0.010704644885041423
BRA,Skateboarding,0,0,9,3,4,4,68,4,0.0,0.75,0.0,0.1323529411764706
BRA,Surfing,0,1,3,0,2,2,34,2,0.5,0.0,0.0,0.08823529411764706
BRA,Swimming,17,1,531,4,1027,1169,21573,1060,0.000855431993156544,0.0037735849056603774,0.016553067185978577,0.024614100959532748
BRA,Synchronized Swimming,0,0,33,0,70,74,694,71,0.0,0.0,0.0,0.04755043227665706
BRA,Table Tennis,0,0,66,0,70,64,2020,64,0.0,0.0,0.0,0.032673267326732675
BRA,Taekwondo,2,0,14,0,80,48,560,48,0.0,0.0,0.025,0.025
BRA,Tennis,2,0,49,0,136,114,2788,114,0.0,0.0,0.014705882352941176,0.01757532281205165
BRA,Trampolining,0,0,1,0,10,10,122,10,0.0,0.0,0.0,0.00819672131147541
BRA,Triathlon,0,0,23,0,17,17,660,17,0.0,0.0,0.0,0.03484848484848485
BRA,Volleyball,24,60,177,48,349,346,2651,346,0.17341040462427745,0.13872832369942195,0.06876790830945559,0.06676725763862694
BRA,Water Polo,0,0,96,0,386,376,2997,373,0.0,0.0,0.0,0.03203203203203203
BRA,Weightlifting,0,0,27,0,230,231,3446,227,0.0,0.0,0.0,0.00783517121300058
BRA,Wrestling,0,0,16,0,504,431,6075,433,0.0,0.0,0.0,0.0026337448559670784
BRN,Athletics,1,1,82,2,1373,1422,36743,1404,0.0007032348804500703,0.0014245014245014246,0.0007283321194464676,0.0022317176060746265
BRN,Boxing,0,0,1,0,467,265,5340,264,0.0,0.0,0.0,0.00018726591760299626
BRN,Cycling,0,0,7,0,414,424,9596,425,0.0,0.0,0.0,0.0007294706127553147
BRN,Fencing,0,0,7,0,596,624,9321,613,0.0,0.0,0.0,0.000750992382791546
BRN,Handball,0,0,16,0,384,381,2880,388,0.0,0.0,0.0,0.005555555555555556
BRN,Modern Pentathlon,0,0,12,0,64,64,1557,64,0.0,0.0,0.0,0.007707129094412331
BRN,Sailing,0,0,5,0,382,465,5659,430,0.0,0.0,0.0,0.0008835483300936561
BRN,Shooting,0,0,10,0,425,428,10743,429,0.0,0.0,0.0,0.0009308386856557759
BRN,Swimming,0,0,14,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0006489593473323136
BRN,Wrestling,0,0,1,0,504,431,6075,433,0.0,0.0,0.0,0.0001646090534979424
BRU,Athletics,0,0,7,0,1373,1422,36743,1404,0.0,0.0,0.0,0.00019051247856734617
BRU,Badminton,0,0,1,0,68,62,1446,62,0.0,0.0,0.0,0.0006915629322268327
BRU,Shooting,0,0,2,0,425,428,10743,429,0.0,0.0,0.0,0.00018616773713115518
BRU,Swimming,0,0,2,0,1027,1169,21573,1060,0.0,0.0,0.0,9.270847819033051e-05
BUL,Archery,0,0,7,0,108,145,2209,130,0.0,0.0,0.0,0.003168854685377999
BUL,Art Competitions,0,0,5,0,51,49,3422,56,0.0,0.0,0.0,0.0014611338398597311
BUL,Artistic Gymnastics,0,0,7,0,21,20,1000,20,0.0,0.0,0.0,0.007
BUL,Athletics,6,5,293,8,1373,1422,36743,1404,0.0035161744022503515,0.005698005698005698,0.004369992716678805,0.007974308031461775
BUL,Badminton,0,0,35,0,68,62,1446,62,0.0,0.0,0.0,0.024204702627939143
BUL,Basketball,12,0,61,12,380,389,3672,383,0.0,0.031331592689295036,0.031578947368421054,0.01661220043572985
BUL,Beach Volleyball,0,0,4,0,28,28,576,28,0.0,0.0,0.0,0.006944444444444444
BUL,Boxing,9,5,83,5,467,265,5340,264,0.018867924528301886,0.01893939393939394,0.019271948608137045,0.015543071161048689
BUL,Canoe Sprint,0,0,1,0,22,22,346,22,0.0,0.0,0.0,0.002890173410404624
BUL,Canoeing,18,4,105,6,389,388,5006,388,0.010309278350515464,0.015463917525773196,0.04627249357326478,0.020974830203755495
BUL,Cycling,0,0,81,0,414,424,9596,425,0.0,0.0,0.0,0.008441017090454356
BUL,Diving,0,0,5,0,155,154,2558,154,0.0,0.0,0.0,0.001954652071931196
BUL,Equestrianism,0,0,72,3,319,324,5379,322,0.0,0.009316770186335404,0.0,0.013385387618516454
BUL,Fencing,0,0,46,0,596,624,9321,613,0.0,0.0,0.0,0.004935092801201588
BUL,Football,14,0,37,18,587,559,5650,557,0.0,0.03231597845601436,0.02385008517887564,0.0065486725663716815
BUL,Gymnastics,6,2,964,2,719,791,24451,746,0.0025284450063211127,0.002680965147453083,0.008344923504867872,0.03942579035622265
