NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,No_Medals,Total_Medals,Country_Event_Participation,Event_Total_Participation,Parti_to_Gold,Parti_to_Silver,Parti_to_Bronze,Parti_to_Medal,Participate_Rate,Weight,Score,Rank
AUT,Gymnastics,2,1,0,362,3,365,26707,0.005479452,0.002739726,0,0.008219178,0.013666829,2222211100,0.123568977,17
AUT,Handball,0,22,0,44,22,66,4419,0,0.333333333,0,0.333333333,0.014935506,22222200,0.403908436,3
AUT,Hockey,0,0,0,55,0,55,6264,0,0,0,0,0.008780332,0,0.01567714,28
AUT,Judo,2,3,3,63,8,71,4876,0.028169014,0.042253521,0.042253521,0.112676056,0.014561116,2222233333,0.170766431,12
AUT,Karate,0,0,1,0,1,1,81,0,0,1,1,0.012345679,11,0.482101512,1
AUT,Marathon Swimming,0,0,0,1,0,1,89,0,0,0,0,0.011235955,0,0.004563805,38
AUT,"Marathon Swimming, Swimming",0,0,0,4,0,4,52,0,0,0,0,0.076923077,0,0.035109762,22
AUT,Modern Pentathlon,0,0,0,38,0,38,1821,0,0,0,0,0.020867655,0,0.013918659,31
AUT,Rhythmic Gymnastics,0,0,0,6,0,6,848,0,0,0,0,0.007075472,0,0.002938937,42
AUT,Rowing,0,5,5,128,10,138,11625,0,0.036231884,0.036231884,0.072463768,0.011870968,55555,0.149627493,13
AUT,Sailing,8,5,2,127,15,142,7266,0.056338028,0.035211268,0.014084507,0.105633803,0.019543077,8888855522,0.332936348,4
AUT,Shooting,1,2,5,187,8,195,12580,0.005128205,0.01025641,0.025641026,0.041025641,0.015500795,1111122255,0.135191235,16
AUT,Skateboarding,0,0,0,1,0,1,168,0,0,0,0,0.005952381,0,0.002024959,43
AUT,Sport Climbing,0,0,3,1,3,4,108,0,0,0.75,0.75,0.037037037,33,0.411099434,2
AUT,Swimming,2,6,9,217,17,234,26416,0.008547009,0.025641026,0.038461538,0.072649573,0.008858268,2222266699,0.235965729,9
AUT,Synchronized Swimming,0,0,0,14,0,14,909,0,0,0,0,0.01540154,0,0.007531915,34
AUT,Table Tennis,0,0,0,66,0,66,2480,0,0,0,0,0.026612903,0,0.021791064,24
AUT,Taekwondo,0,0,0,4,0,4,870,0,0,0,0,0.004597701,0,0.001619978,45
AUT,Tennis,0,2,0,41,2,43,3446,0,0.046511628,0,0.046511628,0.012478236,22200,0.066055659,21
AUT,Trampoline Gymnastics,0,0,0,1,0,1,64,0,0,0,0,0.015625,0,0.006663305,37
AUT,Triathlon,1,0,0,24,1,25,822,0.04,0,0,0.04,0.030413625,1111100000,0.143506978,15
AUT,Tug-Of-War,0,0,0,8,0,8,170,0,0,0,0,0.047058824,0,0.021542551,25
AUT,Water Polo,0,0,0,28,0,28,4418,0,0,0,0,0.006337709,0,0.008018861,33
AUT,Weightlifting,4,5,2,73,11,84,4256,0.047619048,0.05952381,0.023809524,0.130952381,0.019736842,4444455522,0.253755765,8
AUT,Wrestling,1,2,3,89,6,95,7734,0.010526316,0.021052632,0.031578947,0.063157895,0.012283424,1111122233,0.106342189,18
AZE,3x3 Basketball,0,0,0,4,0,4,128,0,0,0,0,0.03125,0,0.088541238,8
AZE,Archery,0,0,0,2,0,2,2846,0,0,0,0,0.000702741,0,0.001717265,22
AZE,Artistic Gymnastics,0,0,0,12,0,12,2297,0,0,0,0,0.005224205,0,0.02003394,14
AZE,Athletics,0,0,0,24,0,24,43294,0,0,0,0,0.000554349,0,0.027469361,12
AZE,Badminton,0,0,0,3,0,3,1816,0,0,0,0,0.001651982,0,0.004812725,21
AZE,Boxing,0,2,8,37,10,47,6584,0,0.042553191,0.170212766,0.212765957,0.007138518,22288,0.278393995,5
AZE,Canoeing,0,1,1,5,2,7,6171,0,0.142857143,0.142857143,0.285714286,0.001134338,11111,0.186969322,7
AZE,Cycling,0,0,0,6,0,6,10859,0,0,0,0,0.000552537,0,0.006133018,17
AZE,Cycling Road,0,0,0,1,0,1,493,0,0,0,0,0.002028398,0,0.005314081,19
AZE,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,0,0.001559775,23
AZE,Equestrianism,0,0,0,2,0,2,6344,0,0,0,0,0.000315259,0,0.001223062,24
AZE,Fencing,0,0,0,6,0,6,11558,0,0,0,0,0.000519121,0,0.006121458,18
AZE,Gymnastics,0,0,0,18,0,18,26707,0,0,0,0,0.000673981,0,0.020460916,13
AZE,Judo,3,2,2,40,7,47,4876,0.063829787,0.042553191,0.042553191,0.14893617,0.009639048,3333322222,0.350340596,3
AZE,Karate,0,2,0,1,2,3,81,0,0.666666667,0,0.666666667,0.037037037,22200,0.402960471,2
AZE,Rhythmic Gymnastics,0,0,0,23,0,23,848,0,0,0,0,0.027122642,0,0.081339649,9
AZE,Rowing,0,0,0,5,0,5,11625,0,0,0,0,0.000430108,0,0.004889305,20
AZE,Shooting,1,0,2,16,3,19,12580,0.052631579,0,0.105263158,0.157894737,0.001510334,1111100022,0.223370257,6
AZE,Swimming,0,0,0,15,0,15,26416,0,0,0,0,0.000567838,0,0.016898954,15
AZE,Taekwondo,1,1,2,8,4,12,870,0.083333333,0.083333333,0.166666667,0.333333333,0.013793103,1111111122,0.330224048,4
AZE,Trampoline Gymnastics,0,0,0,1,0,1,64,0,0,0,0,0.015625,0,0.045731371,11
AZE,Triathlon,0,0,0,3,0,3,822,0,0,0,0,0.003649635,0,0.010578499,16
AZE,Weightlifting,0,0,1,20,1,21,4256,0,0,0.047619048,0.047619048,0.004934211,11,0.059896475,10
AZE,Wrestling,4,9,16,57,29,86,7734,0.046511628,0.104651163,0.186046512,0.337209302,0.011119731,4.44E+11,0.654541888,1
BAH,Athletics,14,11,13,250,38,288,43294,0.048611111,0.038194444,0.045138889,0.131944444,0.006652192,1.41E+19,0.991205687,1
BAH,Boxing,0,0,0,7,0,7,6584,0,0,0,0,0.001063183,0,0.011925407,5
BAH,Cycling,0,0,0,2,0,2,10859,0,0,0,0,0.000184179,0,0.001357777,8
BAH,Diving,0,0,0,1,0,1,3193,0,0,0,0,0.000313185,0,0.002577312,6
BAH,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,0,0,9
BAH,Sailing,2,0,2,50,4,54,7266,0.037037037,0,0.037037037,0.074074074,0.007431874,2222200022,0.277878746,2
BAH,Swimming,0,0,0,49,0,49,26416,0,0,0,0,0.001854936,0,0.040945649,4
BAH,Tennis,0,0,0,13,0,13,3446,0,0,0,0,0.00377249,0,0.041357672,3
BAH,Wrestling,0,0,0,2,0,2,7734,0,0,0,0,0.000258598,0,0.002106546,7
BAN,Archery,0,0,0,7,0,7,2846,0,0,0,0,0.002459592,0,0.468545612,2
BAN,Athletics,0,0,0,30,0,30,43294,0,0,0,0,0.000692937,0,0.66845925,1
BAN,Golf,0,0,0,1,0,1,487,0,0,0,0,0.002053388,0,0.354286337,4
BAN,Gymnastics,0,0,0,3,0,3,26707,0,0,0,0,0.00011233,0,0.056771186,6
BAN,Shooting,0,0,0,10,0,10,12580,0,0,0,0,0.000794913,0,0.304390668,5
BAN,Swimming,0,0,0,17,0,17,26416,0,0,0,0,0.000643549,0,0.455403921,3
BAR,Athletics,0,0,1,116,1,117,43294,0,0,0.008547009,0.008547009,0.002702453,11,1,1
BAR,Boxing,0,0,0,9,0,9,6584,0,0,0,0,0.00136695,0,0.014109378,6
BAR,Cycling,0,0,0,24,0,24,10859,0,0,0,0,0.002210148,0,0.03457723,3
BAR,Diving,0,0,0,1,0,1,3193,0,0,0,0,0.000313185,0,0.000415187,12
BAR,Gymnastics,0,0,0,7,0,7,26707,0,0,0,0,0.000262104,0,0.008271304,8
BAR,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,0,0.008267542,9
BAR,Sailing,0,0,0,15,0,15,7266,0,0,0,0,0.00206441,0,0.023835738,4
BAR,Shooting,0,0,0,8,0,8,12580,0,0,0,0,0.00063593,0,0.010095044,7
BAR,Swimming,0,0,0,40,0,40,26416,0,0,0,0,0.001514234,0,0.052583909,2
BAR,Synchronized Swimming,0,0,0,1,0,1,909,0,0,0,0,0.00110011,0,0.006768733,10
BAR,Tennis,0,0,0,1,0,1,3446,0,0,0,0,0.000290192,0,0.000228341,13
BAR,Triathlon,0,0,0,2,0,2,822,0,0,0,0,0.00243309,0,0.017406524,5
BAR,Weightlifting,0,0,0,2,0,2,4256,0,0,0,0,0.000469925,0,0.002182746,11
BDI,Athletics,1,1,0,37,2,39,43294,0.025641026,0.025641026,0,0.051282051,0.000900818,1111111100,1,1
BDI,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,0,0,4
BDI,Judo,0,0,0,3,0,3,4876,0,0,0,0,0.000615258,0,0.018895712,3
BDI,Swimming,0,0,0,11,0,11,26416,0,0,0,0,0.000416414,0,0.041932617,2
BEL,3x3 Basketball,0,0,0,4,0,4,128,0,0,0,0,0.03125,0,0.013958047,34
BEL,Archery,35,14,3,30,52,82,2846,0.426829268,0.170731707,0.036585366,0.634146341,0.028812368,3.54E+17,0.560763397,1
BEL,Art Competitions,2,1,5,163,8,171,3578,0.011695906,0.005847953,0.029239766,0.046783626,0.047792063,2222211155,0.070798814,18
BEL,Artistic Gymnastics,1,0,0,45,1,46,2297,0.02173913,0,0,0.02173913,0.020026121,1111100000,0.032312113,26
BEL,Athletics,6,11,4,601,21,622,43294,0.009646302,0.017684887,0.006430868,0.033762058,0.014366887,6.67E+12,0.181229113,10
BEL,Badminton,0,0,0,9,0,9,1816,0,0,0,0,0.004955947,0,0.002326439,44
BEL,Basketball,0,0,0,58,0,58,5111,0,0,0,0,0.011348073,0,0.014917926,33
BEL,Beach Volleyball,0,0,0,2,0,2,756,0,0,0,0,0.002645503,0,0.000254038,48
BEL,Boxing,1,1,2,56,4,60,6584,0.016666667,0.016666667,0.033333333,0.066666667,0.009113001,1111111122,0.044331921,24
BEL,Canoe Slalom,0,0,0,1,0,1,256,0,0,0,0,0.00390625,0,0.000622131,47
BEL,Canoe Sprint,0,0,0,10,0,10,756,0,0,0,0,0.013227513,0,0.005674688,37
BEL,Canoeing,0,0,0,96,0,96,6171,0,0,0,0,0.015556636,0,0.024450436,28
BEL,Cycling,13,12,22,293,47,340,10859,0.038235294,0.035294118,0.064705882,0.138235294,0.031310434,1.31E+19,0.261609474,7
BEL,Cycling BMX Racing,0,0,0,5,0,5,115,0,0,0,0,0.043478261,0,0.019808623,29
BEL,Cycling Mountain Bike,0,0,0,5,0,5,144,0,0,0,0,0.034722222,0,0.015636847,32
BEL,Cycling Road,2,1,1,16,4,20,493,0.1,0.05,0.05,0.2,0.040567951,2222211111,0.142568639,13
BEL,"Cycling Road, Cycling Track",0,0,0,3,0,3,30,0,0,0,0,0.1,0,0.045938322,23
BEL,Cycling Track,0,0,1,24,1,25,878,0,0,0.04,0.04,0.028473804,11,0.026305573,27
BEL,Diving,0,0,0,12,0,12,3193,0,0,0,0,0.003758221,0,0.002841741,42
BEL,Equestrian,0,0,4,37,4,41,835,0,0,0.097560976,0.097560976,0.049101796,44,0.063362869,19
BEL,Equestrianism,7,5,11,183,23,206,6344,0.033980583,0.024271845,0.053398058,0.111650485,0.032471627,7.78E+11,0.151274021,11
BEL,Fencing,10,19,19,297,48,345,11558,0.028985507,0.055072464,0.055072464,0.139130435,0.029849455,1.01E+19,0.258011598,8
BEL,Figure Skating,0,0,0,2,0,2,54,0,0,0,0,0.037037037,0,0.016713199,31
BEL,Football,14,0,9,44,23,67,7906,0.208955224,0,0.134328358,0.343283582,0.008474576,1.41E+14,0.305213355,4
BEL,Golf,0,0,0,9,0,9,487,0,0,0,0,0.018480493,0,0.008019541,36
BEL,Gymnastics,0,24,24,152,48,200,26707,0,0.12,0.12,0.24,0.007488673,2424242424,0.273741237,6
BEL,Hockey,18,16,14,236,48,284,6264,0.063380282,0.056338028,0.049295775,0.169014085,0.045338442,1.82E+19,0.28988315,5
BEL,Ice Hockey,0,0,0,7,0,7,60,0,0,0,0,0.116666667,0,0.053408436,21
BEL,Judo,2,1,11,49,14,63,4876,0.031746032,0.015873016,0.174603175,0.222222222,0.012920427,2.22E+11,0.137108071,14
BEL,Modern Pentathlon,0,0,0,15,0,15,1821,0,0,0,0,0.008237232,0,0.00448598,39
BEL,Polo,0,0,0,4,0,4,95,0,0,0,0,0.042105263,0,0.01914463,30
BEL,Rhythmic Gymnastics,0,0,0,4,0,4,848,0,0,0,0,0.004716981,0,0.00127421,46
BEL,Rowing,0,26,4,155,30,185,11625,0,0.140540541,0.021621622,0.162162162,0.015913978,26262644,0.228867455,9
BEL,Sailing,4,8,7,86,19,105,7266,0.038095238,0.076190476,0.066666667,0.180952381,0.014450867,4444488877,0.148315609,12
BEL,Shooting,1,13,3,201,17,218,12580,0.004587156,0.059633028,0.013761468,0.077981651,0.017329094,1.11E+12,0.130185028,15
BEL,Skateboarding,0,0,0,2,0,2,168,0,0,0,0,0.011904762,0,0.004559266,38
BEL,Sport Climbing,0,0,0,1,0,1,108,0,0,0,0,0.009259259,0,0.003255506,41
BEL,Swimming,1,2,2,286,5,291,26416,0.003436426,0.006872852,0.006872852,0.017182131,0.011016051,1111122222,0.075495643,17
BEL,Synchronized Swimming,0,0,0,5,0,5,909,0,0,0,0,0.00550055,0,0.001735277,45
BEL,Table Tennis,0,0,0,16,0,16,2480,0,0,0,0,0.006451613,0,0.004234478,40
BEL,Taekwondo,0,0,1,5,1,6,870,0,0,0.166666667,0.166666667,0.006896552,11,0.085088277,16
BEL,Tennis,1,0,2,86,3,89,3446,0.011235955,0,0.02247191,0.033707865,0.025827046,1111100022,0.037078886,25
BEL,Triathlon,0,0,0,23,0,23,822,0,0,0,0,0.027980535,0,0.013536184,35
BEL,Tug-Of-War,0,0,8,0,8,8,170,0,0,1,1,0.047058824,88,0.390719622,3
BEL,indoor.1,0,0,0,12,0,12,4003,0,0,0,0,0.002997752,0,0.002793851,43
BEL,Water Polo,0,36,18,46,54,100,4418,0,0.36,0.18,0.54,0.022634676,3636361818,0.400550767,2
BEL,Weightlifting,1,2,1,45,4,49,4256,0.020408163,0.040816327,0.020408163,0.081632653,0.011513158,1111122211,0.059502951,20
BEL,Wrestling,0,3,1,109,4,113,7734,0,0.026548673,0.008849558,0.03539823,0.014610809,33311,0.047460106,22
BEN,Athletics,0,0,0,47,0,47,43294,0,0,0,0,0.001085601,0,0.825859805,1
BEN,Boxing,0,0,0,13,0,13,6584,0,0,0,0,0.001974484,0,0.36342401,2
BEN,Cycling,0,0,0,2,0,2,10859,0,0,0,0,0.000184179,0,0.025863973,7
BEN,Fencing,0,0,0,1,0,1,11558,0,0,0,0,8.65E-05,0,8.22E-05,8
BEN,Judo,0,0,0,5,0,5,4876,0,0,0,0,0.001025431,0,0.166040516,5
BEN,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,0,0,9
BEN,Swimming,0,0,0,11,0,11,26416,0,0,0,0,0.000416414,0,0.209319061,4
BEN,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,0,0.28562335,3
BEN,Tennis,0,0,0,1,0,1,3446,0,0,0,0,0.000290192,0,0.03284928,6
BER,Athletics,0,0,0,63,0,63,43294,0,0,0,0,0.001455167,0,0.070508864,4
BER,Boxing,0,0,1,3,1,4,6584,0,0,0.25,0.25,0.000607533,11,0.532894185,1
BER,Cycling,0,0,0,4,0,4,10859,0,0,0,0,0.000368358,0,0.00367864,8
BER,Diving,0,0,0,4,0,4,3193,0,0,0,0,0.00125274,0,0.009568324,7
BER,Equestrianism,0,0,0,11,0,11,6344,0,0,0,0,0.001733922,0,0.017759226,6
BER,Rowing,0,0,0,4,0,4,11625,0,0,0,0,0.000344086,0,0.003641124,9
BER,Sailing,0,0,0,62,0,62,7266,0,0,0,0,0.008532893,0,0.096674994,3
BER,Swimming,0,0,0,53,0,53,26416,0,0,0,0,0.00200636,0,0.061027337,5
BER,Tennis,0,0,0,1,0,1,3446,0,0,0,0,0.000290192,0,0,10
BER,Triathlon,1,0,0,8,1,9,822,0.111111111,0,0,0.111111111,0.010948905,1111100000,0.51221261,2
BHU,Archery,0,0,0,36,0,36,2846,0,0,0,0,0.012649332,0,1,1
BHU,Athletics,0,0,0,1,0,1,43294,0,0,0,0,2.31E-05,0,0,5
BHU,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,0,0.01196864,4
BHU,Shooting,0,0,0,3,0,3,12580,0,0,0,0,0.000238474,0,0.034537195,2
BHU,Swimming,0,0,0,2,0,2,26416,0,0,0,0,7.57E-05,0,0.016147596,3
BIH,Athletics,0,0,0,24,0,24,43294,0,0,0,0,0.000554349,0,0.717020423,2
BIH,Canoeing,0,0,0,3,0,3,6171,0,0,0,0,0.000486145,0,0.106112184,8
BIH,Judo,0,0,0,10,0,10,4876,0,0,0,0,0.002050861,0,0.489603972,4
BIH,Shooting,0,0,0,20,0,20,12580,0,0,0,0,0.001589825,0,0.789692713,1
BIH,Swimming,0,0,0,21,0,21,26416,0,0,0,0,0.000794973,0,0.706963849,3
BIH,Table Tennis,0,0,0,2,0,2,2480,0,0,0,0,0.000806452,0,0.136131892,7
BIH,Taekwondo,0,0,0,2,0,2,870,0,0,0,0,0.002298851,0,0.341029614,5
BIH,Tennis,0,0,0,3,0,3,3446,0,0,0,0,0.000870575,0,0.163638701,6
BIH,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,0,0.021279577,9
BIH,Wrestling,0,0,0,1,0,1,7734,0,0,0,0,0.000129299,0,0,10
BIZ,Athletics,0,0,0,41,0,41,43294,0,0,0,0,0.000947013,0,0.813362721,1
BIZ,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,0,0,8
BIZ,Canoe Sprint,0,0,0,2,0,2,756,0,0,0,0,0.002645503,0,0.258423442,3
BIZ,Cycling,0,0,0,27,0,27,10859,0,0,0,0,0.002486417,0,0.673478267,2
BIZ,Judo,0,0,0,2,0,2,4876,0,0,0,0,0.000410172,0,0.040487344,6
BIZ,Shooting,0,0,0,6,0,6,12580,0,0,0,0,0.000476948,0,0.125560944,4
BIZ,Taekwondo,0,0,0,1,0,1,870,0,0,0,0,0.001149425,0,0.117258003,5
BIZ,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,0,0.010614437,7
BLR,Archery,0,0,0,16,0,16,2846,0,0,0,0,0.005621926,0,0.011554174,24
BLR,Artistic Gymnastics,0,0,0,5,0,5,2297,0,0,0,0,0.002176752,0,0.003080723,29
BLR,Artistic Swimming,0,0,0,2,0,2,257,0,0,0,0,0.007782101,0,0.012444856,22
BLR,Athletics,4,6,8,259,18,277,43294,0.014440433,0.02166065,0.028880866,0.064981949,0.006398115,4444466688,0.324770964,4
BLR,Badminton,0,0,0,6,0,6,1816,0,0,0,0,0.003303965,0,0.005048488,28
BLR,Basketball,0,0,0,22,0,22,5111,0,0,0,0,0.004304441,0,0.012515095,21
BLR,Boxing,0,2,0,24,2,26,6584,0,0.076923077,0,0.076923077,0.003948967,22200,0.113411679,13
BLR,Canoe Sprint,0,4,0,14,4,18,756,0,0.222222222,0,0.222222222,0.023809524,44400,0.272813608,6
BLR,Canoeing,6,4,12,38,22,60,6171,0.1,0.066666667,0.2,0.366666667,0.009722897,6.67E+11,0.461199736,2
BLR,Cycling,0,0,1,37,1,38,10859,0,0,0.026315789,0.026315789,0.003499401,11,0.039887479,17
BLR,Cycling Road,0,0,0,3,0,3,493,0,0,0,0,0.006085193,0,0.009430778,26
BLR,Cycling Track,0,0,0,2,0,2,878,0,0,0,0,0.002277904,0,0.002499525,31
BLR,Diving,0,0,0,19,0,19,3193,0,0,0,0,0.005950517,0,0.013055891,20
BLR,Equestrian,0,0,0,1,0,1,835,0,0,0,0,0.001197605,0,0.000462783,32
BLR,Equestrianism,0,0,0,6,0,6,6344,0,0,0,0,0.000945776,0,0.002620978,30
BLR,Fencing,0,0,0,24,0,24,11558,0,0,0,0,0.002076484,0,0.012136301,23
BLR,Football,0,0,0,16,0,16,7906,0,0,0,0,0.002023779,0,0.008071663,27
BLR,Gymnastics,0,0,4,232,4,236,26707,0,0,0.016949153,0.016949153,0.008836635,44,0.131263514,12
BLR,Judo,1,0,1,25,2,27,4876,0.037037037,0,0.037037037,0.074074074,0.005537326,1111100011,0.094320102,14
BLR,Modern Pentathlon,0,0,1,16,1,17,1821,0,0,0.058823529,0.058823529,0.00933553,11,0.069547266,16
BLR,Rhythmic Gymnastics,0,14,8,32,22,54,848,0,0.259259259,0.148148148,0.407407407,0.063679245,14141488,0.440781856,3
BLR,Rowing,2,1,14,54,17,71,11625,0.028169014,0.014084507,0.197183099,0.23943662,0.006107527,2.22E+11,0.316264439,5
BLR,Sailing,0,0,0,21,0,21,7266,0,0,0,0,0.002890173,0,0.010998554,25
BLR,Shooting,1,2,4,88,7,95,12580,0.010526316,0.021052632,0.042105263,0.073684211,0.007551669,1111122244,0.137102401,11
BLR,Swimming,0,2,1,108,3,111,26416,0,0.018018018,0.009009009,0.027027027,0.004201999,22211,0.083338531,15
BLR,Synchronized Swimming,0,0,0,8,0,8,909,0,0,0,0,0.00880088,0,0.014719275,19
BLR,Table Tennis,0,0,0,28,0,28,2480,0,0,0,0,0.011290323,0,0.023277991,18
BLR,Tennis,2,0,1,32,3,35,3446,0.057142857,0,0.028571429,0.085714286,0.010156703,2222200011,0.149069571,10
BLR,Trampoline Gymnastics,1,0,0,1,1,2,64,0.5,0,0,0.5,0.03125,1111100000,0.485974882,1
BLR,Trampolining,1,0,0,11,1,12,152,0.083333333,0,0,0.083333333,0.078947368,1111100000,0.176701463,9
BLR,Weightlifting,1,5,6,38,12,50,4256,0.02,0.1,0.12,0.24,0.01174812,1111155566,0.265620468,7
BLR,Wrestling,0,6,8,61,14,75,7734,0,0.08,0.106666667,0.186666667,0.00969744,66688,0.256502505,8
BOH,Art Competitions,0,0,0,1,0,1,3578,0,0,0,0,0.000279486,0,0.003774728,8
BOH,Athletics,0,1,0,38,1,39,43294,0,0.025641026,0,0.025641026,0.000900818,11100,0.588267338,1
BOH,Cycling,0,0,0,11,0,11,10859,0,0,0,0,0.001012985,0,0.024521489,5
BOH,Fencing,0,0,6,45,6,51,11558,0,0,0.117647059,0.117647059,0.004412528,66,0.37826067,3
BOH,Gymnastics,0,0,0,7,0,7,26707,0,0,0,0,0.000262104,0,0.010807587,6
BOH,Rowing,0,0,0,1,0,1,11625,0,0,0,0,8.60E-05,0,0,9
BOH,Shooting,0,0,0,5,0,5,12580,0,0,0,0,0.000397456,0,0.00913755,7
BOH,Tennis,0,0,5,23,5,28,3446,0,0,0.178571429,0.178571429,0.008125363,55,0.412104477,2
BOH,Wrestling,0,0,0,10,0,10,7734,0,0,0,0,0.001292992,0,0.027617289,4
BOL,Art Competitions,0,0,0,1,0,1,3578,0,0,0,0,0.000279486,0,0.021057038,13
BOL,Athletics,0,0,0,43,0,43,43294,0,0,0,0,0.000993209,0,0.920546126,1
BOL,Boxing,0,0,0,1,0,1,6584,0,0,0,0,0.000151883,0,0.003212584,14
BOL,Canoeing,0,0,0,2,0,2,6171,0,0,0,0,0.000324097,0,0.035964514,12
BOL,Cycling,0,0,0,10,0,10,10859,0,0,0,0,0.000920895,0,0.23513236,4
BOL,Diving,0,0,0,2,0,2,3193,0,0,0,0,0.00062637,0,0.071799403,9
BOL,Equestrianism,0,0,0,3,0,3,6344,0,0,0,0,0.000472888,0,0.066761258,10
BOL,Fencing,0,0,0,4,0,4,11558,0,0,0,0,0.000346081,0,0.076262673,8
BOL,Gymnastics,0,0,0,5,0,5,26707,0,0,0,0,0.000187217,0,0.093443824,6
BOL,Judo,0,0,0,6,0,6,4876,0,0,0,0,0.001230517,0,0.18467183,5
BOL,Shooting,0,0,0,20,0,20,12580,0,0,0,0,0.001589825,0,0.477273443,3
BOL,Swimming,0,0,0,27,0,27,26416,0,0,0,0,0.001022108,0,0.618709917,2
BOL,Tennis,0,0,0,2,0,2,3446,0,0,0,0,0.000580383,0,0.066167181,11
BOL,Weightlifting,0,0,0,3,0,3,4256,0,0,0,0,0.000704887,0,0.09124216,7
BOL,Wrestling,0,0,0,1,0,1,7734,0,0,0,0,0.000129299,0,0,15
BOT,Athletics,1,7,6,88,14,102,43294,0.009803922,0.068627451,0.058823529,0.137254902,0.002355985,1111177766,1,1
BOT,Boxing,0,0,0,12,0,12,6584,0,0,0,0,0.0018226,0,0.058147153,2
BOT,Judo,0,0,0,1,0,1,4876,0,0,0,0,0.000205086,0,0.002273365,5
BOT,Sailing,0,0,0,1,0,1,7266,0,0,0,0,0.000137627,0,0,6
BOT,Swimming,0,0,0,8,0,8,26416,0,0,0,0,0.000302847,0,0.015346392,3
BOT,Weightlifting,0,0,0,1,0,1,4256,0,0,0,0,0.000234962,0,0.003277123,4
BRA,Archery,0,0,0,29,0,29,2846,0,0,0,0,0.01018974,0,0.006231082,40
BRA,Art Competitions,0,0,0,1,0,1,3578,0,0,0,0,0.000279486,0,0,48
BRA,Artistic Gymnastics,2,3,5,76,10,86,2297,0.023255814,0.034883721,0.058139535,0.11627907,0.037440139,2222233355,0.085214874,14
BRA,Athletics,5,8,17,612,30,642,43294,0.007788162,0.012461059,0.026479751,0.046728972,0.014828845,5.56E+11,0.159619288,9
BRA,Badminton,0,0,0,6,0,6,1816,0,0,0,0,0.003303965,0,0.001429719,46
BRA,Basketball,0,12,46,209,58,267,5111,0,0.04494382,0.172284644,0.217228464,0.052240266,1212124646,0.271997023,5
BRA,Beach Volleyball,8,14,6,36,28,64,756,0.125,0.21875,0.09375,0.4375,0.084656085,8.89E+12,0.29556762,4
BRA,Boxing,2,2,5,88,9,97,6584,0.020618557,0.020618557,0.051546392,0.092783505,0.014732685,2222222255,0.071952902,15
BRA,Canoe Slalom,0,0,0,9,0,9,256,0,0,0,0,0.03515625,0,0.01263114,33
BRA,Canoe Sprint,1,1,0,10,2,12,756,0.083333333,0.083333333,0,0.166666667,0.015873016,1111111100,0.128140739,12
BRA,Canoeing,0,3,1,45,4,49,6171,0,0.06122449,0.020408163,0.081632653,0.007940366,33311,0.069086557,16
BRA,Cycling,0,0,0,95,0,95,10859,0,0,0,0,0.008748504,0,0.017203453,29
BRA,Cycling BMX Freestyle,0,0,0,1,0,1,42,0,0,0,0,0.023809524,0,0.008498263,39
BRA,Cycling BMX Racing,0,0,0,3,0,3,115,0,0,0,0,0.026086957,0,0.00932085,38
BRA,Cycling Mountain Bike,0,0,0,5,0,5,144,0,0,0,0,0.034722222,0,0.012414606,35
BRA,Cycling Road,0,0,0,2,0,2,493,0,0,0,0,0.004056795,0,0.001385685,47
BRA,Diving,0,0,0,51,0,51,3193,0,0,0,0,0.01597244,0,0.010683167,37
BRA,Equestrian,0,0,0,34,0,34,835,0,0,0,0,0.040718563,0,0.015685258,31
BRA,Equestrianism,1,0,8,161,9,170,6344,0.005882353,0,0.047058824,0.052941176,0.026796974,1111100088,0.068454931,17
BRA,Fencing,0,0,0,99,0,99,11558,0,0,0,0,0.008565496,0,0.017890878,27
BRA,Football,39,107,34,192,180,372,7906,0.10483871,0.287634409,0.091397849,0.483870968,0.047052871,3.94E+22,0.713704545,1
BRA,Golf,0,0,0,3,0,3,487,0,0,0,0,0.006160164,0,0.002167883,45
BRA,Gymnastics,1,2,1,197,4,201,26707,0.004975124,0.009950249,0.004975124,0.019900498,0.007526117,1111122211,0.041533658,19
BRA,Handball,0,0,0,192,0,192,4419,0,0,0,0,0.043448744,0,0.0370472,20
BRA,Hockey,0,0,0,16,0,16,6264,0,0,0,0,0.002554278,0,0.002858981,43
BRA,Judo,5,4,28,130,37,167,4876,0.02994012,0.023952096,0.167664671,0.221556886,0.034249385,5.56E+11,0.213144133,6
