Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank
Ellie Beer,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Ellie Pashley,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Genevieve Gregson,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Georgia Griffith,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Georgia Winkcup,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Hana Basic,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Henry Frayne,AUS,Athletics,0,0,4,0,0,4,2020,0.003487533,7794
Isobel Batt-doyle,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Jack Rayner,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Jeffrey Riseley,AUS,Athletics,0,0,4,0,0,4,2020,0.003487533,7794
Jemima Montag,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Jenny Blundell,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Jessica Hull,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Joel Baden,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Jye Edwards,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Kathryn Mitchell,AUS,Athletics,0,0,3,0,0,3,2020,0.002327667,8721
Katie Hayward,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Kelsey-lee Barber,AUS,Athletics,1,0,0,0,1,1,2020,0.079861291,6185
Kendra Hubbard,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Kurtis Marschall,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953
Kyle Swan,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Liam Adams,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953
Linden Hall,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953
Lisa Weightman,AUS,Athletics,0,0,4,0,0,4,2020,0.003487533,7794
Liz Clay,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Mackenzie Little,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Matthew Clarke,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Matthew Denny,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953
McDERMOTT Nicola,AUS,Athletics,0,0,0,1,1,1,2020,0.086108042,2712
McDONALD Morgan,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
McNEILL David,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
McSWEYN Stewart,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Michelle Jenneke,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Morgan Mitchell,AUS,Athletics,0,0,3,0,0,3,2020,0.002327667,8721
Nicholas Hough,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Nina Kennedy,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Oliver Hoare,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Patrick Tiernan,AUS,Athletics,0,0,3,0,0,3,2020,0.002327667,8721
Peter Bol,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953
Rebecca Henderson,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Rhydian Cowley,AUS,Athletics,0,0,2,0,0,2,2020,0.001165157,11953
Riley Day,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Rohan Browning,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Rose Davies,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Sarah Carli,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Sinead Diver,AUS,Athletics,0,0,1,0,0,1,2020,0,22629
Steven Solomon,AUS,Athletics,0,0,3,0,0,3,2020,0.002327667,8721
Gronya Somerville,AUS,Badminton,0,0,2,0,0,2,2020,0.001165157,11953
Hang Leung,AUS,Badminton,0,0,1,0,0,1,2020,0,22629
Setyana Mapasa,AUS,Badminton,0,0,1,0,0,1,2020,0,22629
Wendy Chen,AUS,Badminton,0,0,1,0,0,1,2020,0,22629
Richard Thompson,AUS,Baseball,0,0,0,1,1,1,2020,0.086108042,2712
Belinda White,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Chelsea Forkin,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Clare Warwick,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Ellen Roberts,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Jade Wall,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Kaia Parnaby,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Leah Parry,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Leigh Godfrey,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
McMANUS Stacey,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Michelle Cox,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Rachel Lack,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Stacey Porter,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Tarni Stepto,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Taylah Tsitsikronis,AUS,Baseball/Softball,0,0,1,0,0,1,2020,0,22629
Alanna Smith,AUS,Basketball,0,0,1,0,0,1,2020,0,22629
Aron Baynes,AUS,Basketball,1,0,2,0,1,3,2020,0.079894383,4975
Bec Allen,AUS,Basketball,0,0,1,0,0,1,2020,0,22629
Cayla George,AUS,Basketball,0,0,2,0,0,2,2020,0.001165157,11953
Chris Goulding,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185
Dante Exum,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185
Ezi Magbegor,AUS,Basketball,0,0,1,0,0,1,2020,0,22629
Jenna O'hea,AUS,Basketball,1,0,1,0,1,2,2020,0.079870749,5334
Jock Landale,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185
Joe Ingles,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185
Josh Green,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185
Katie Ebzery,AUS,Basketball,0,0,2,0,0,2,2020,0.001165157,11953
Kirsti Blicavs,AUS,Basketball,0,0,1,0,0,1,2020,0,22629
Lauren Jackson,AUS,Basketball,1,0,0,3,4,4,2020,0.257093749,110
Leilani Mitchell,AUS,Basketball,0,0,2,0,0,2,2020,0.001165157,11953
Marianna Tolo,AUS,Basketball,0,0,2,0,0,2,2020,0.001165157,11953
Matisse Thybulle,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185
Matthew Dellavedova,AUS,Basketball,1,0,2,0,1,3,2020,0.079894383,4975
Nathan Sobey,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185
Nic Kay,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185
Patty Mills,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185
Steph Talbot,AUS,Basketball,0,0,1,0,0,1,2020,0,22629
Tess Lavey,AUS,Basketball,0,0,1,0,0,1,2020,0,22629
Tess Madgen,AUS,Basketball,0,0,1,0,0,1,2020,0,22629
Thomas Reath,AUS,Basketball,1,0,0,0,1,1,2020,0.079861291,6185
Damien Schumann,AUS,Beach Volleyball,0,0,1,0,0,1,2020,0,22629
Mariafe Artacho,AUS,Beach Volleyball,0,0,0,1,1,1,2020,0.086108042,2712
McHUGH Christopher,AUS,Beach Volleyball,0,0,1,0,0,1,2020,0,22629
Taliqua Clancy,AUS,Beach Volleyball,0,0,1,1,1,2,2020,0.08611725,1957
Alex Winwood,AUS,Boxing,0,0,1,0,0,1,2020,0,22629
Caitlin Parker,AUS,Boxing,0,0,1,0,0,1,2020,0,22629
Harry Garside,AUS,Boxing,1,0,0,0,1,1,2020,0.079861291,6185
Paulo Aokuso,AUS,Boxing,0,0,1,0,0,1,2020,0,22629
Skye Nicolson,AUS,Boxing,0,0,1,0,0,1,2020,0,22629
Daniel Watkins,AUS,Canoe Slalom,0,0,1,0,0,1,2020,0,22629
Jessica Fox,AUS,Canoe Slalom,1,1,0,0,2,2,2020,0.120052988,1338
Lucien Delfour,AUS,Canoe Slalom,0,0,1,0,0,1,2020,0,22629
Alyce Wood,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Alyssa Bull,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Bernadette Wallace,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Jaime Roberts,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Jo Brigden-jones,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Jordan Wood,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Josephine Bulmer,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Lachlan Tame,AUS,Canoe Sprint,0,0,1,0,0,1,2020,0,22629
McARTHUR Catherine,AUS,Canoe Sprint,0,0,1,0,0,1,2020,0,22629
Murray Stewart,AUS,Canoe Sprint,0,0,1,0,0,1,2020,0,22629
Riley Fitzsimmons,AUS,Canoe Sprint,0,0,2,0,0,2,2020,0.001165157,11953
Shannon Reynolds,AUS,Canoe Sprint,0,0,1,0,0,1,2020,0,22629
Thomas Green,AUS,Canoe Sprint,0,1,1,0,1,2,2020,0.08062117,3590
van Jean,AUS,Canoe Sprint,0,1,1,0,1,2,2020,0.08062117,3590
Alyssa Bull,AUS,Canoeing,0,0,1,0,0,1,2020,0,22629
Andrew Wilson,AUS,Canoeing,0,0,2,0,0,2,2020,0.001165157,11953
David Smith,AUS,Canoeing,0,1,2,0,1,3,2020,0.080645817,3389
Jessica Fox,AUS,Canoeing,1,0,0,1,2,2,2020,0.122817166,1169
Jo Brigden-jones,AUS,Canoeing,0,0,1,0,0,1,2020,0,22629
Jordan Wood,AUS,Canoeing,0,0,2,0,0,2,2020,0.001165157,11953
Lachlan Tame,AUS,Canoeing,1,0,0,0,1,1,2020,0.079861291,6185
Lucien Delfour,AUS,Canoeing,0,0,1,0,0,1,2020,0,22629
Murray Stewart,AUS,Canoeing,0,1,3,0,1,4,2020,0.080685202,3315
Riley Fitzsimmons,AUS,Canoeing,0,0,1,0,0,1,2020,0,22629
Amanda Spratt,AUS,Cycling,0,0,2,0,0,2,2020,0.001165157,11953
Annette Edmondson,AUS,Cycling,1,0,3,0,1,4,2020,0.07993218,4857
Anthony Dean,AUS,Cycling,0,0,1,0,0,1,2020,0,22629
Ashlee Ankudinoff,AUS,Cycling,0,0,1,0,0,1,2020,0,22629
Georgia Baker,AUS,Cycling,0,0,1,0,0,1,2020,0,22629
Lauren Reynolds,AUS,Cycling,0,0,2,0,0,2,2020,0.001165157,11953
Matthew Glaetzer,AUS,Cycling,0,0,4,0,0,4,2020,0.003487533,7794
Nathan Hart,AUS,Cycling,0,0,1,0,0,1,2020,0,22629
Rebecca Henderson,AUS,Cycling,0,0,2,0,0,2,2020,0.001165157,11953
Rohan Dennis,AUS,Cycling,0,0,2,1,1,3,2020,0.086139666,1640
Sam Welsford,AUS,Cycling,0,0,0,1,1,1,2020,0.086108042,2712
Simon Clarke,AUS,Cycling,0,0,1,0,0,1,2020,0,22629
Logan Martin,AUS,Cycling BMX Freestyle,0,1,0,0,1,1,2020,0.080611276,4224
Natalya Diehm,AUS,Cycling BMX Freestyle,0,0,1,0,0,1,2020,0,22629
Anthony Dean,AUS,Cycling BMX Racing,0,0,1,0,0,1,2020,0,22629
Lauren Reynolds,AUS,Cycling BMX Racing,0,0,1,0,0,1,2020,0,22629
Saya Sakakibara,AUS,Cycling BMX Racing,0,0,1,0,0,1,2020,0,22629
McCONNELL Daniel,AUS,Cycling Mountain Bike,0,0,1,0,0,1,2020,0,22629
McCONNELL Rebecca,AUS,Cycling Mountain Bike,0,0,1,0,0,1,2020,0,22629
Amanda Spratt,AUS,Cycling Road,0,0,1,0,0,1,2020,0,22629
Grace Brown,AUS,Cycling Road,0,0,2,0,0,2,2020,0.001165157,11953
Lucas Hamilton,AUS,Cycling Road,0,0,1,0,0,1,2020,0,22629
Luke Durbridge,AUS,Cycling Road,0,0,1,0,0,1,2020,0,22629
Richie Porte,AUS,Cycling Road,0,0,2,0,0,2,2020,0.001165157,11953
Rohan Dennis,AUS,Cycling Road,1,0,0,0,1,1,2020,0.079861291,6185
Sarah Gigante,AUS,Cycling Road,0,0,2,0,0,2,2020,0.001165157,11953
Tiffany Cromwell,AUS,Cycling Road,0,0,1,0,0,1,2020,0,22629
Alexander Porter,AUS,Cycling Track,1,0,0,0,1,1,2020,0.079861291,6185
Alexandra Manly,AUS,Cycling Track,0,0,2,0,0,2,2020,0.001165157,11953
Annette Edmondson,AUS,Cycling Track,0,0,3,0,0,3,2020,0.002327667,8721
Ashlee Ankudinoff,AUS,Cycling Track,0,0,1,0,0,1,2020,0,22629
Conor Leahy,AUS,Cycling Track,1,0,0,0,1,1,2020,0.079861291,6185
Georgia Baker,AUS,Cycling Track,0,0,3,0,0,3,2020,0.002327667,8721
Kelland O'brien,AUS,Cycling Track,1,0,2,0,1,3,2020,0.079894383,4975
Leigh Hoffman,AUS,Cycling Track,0,0,1,0,0,1,2020,0,22629
Leigh Howard,AUS,Cycling Track,1,0,1,0,1,2,2020,0.079870749,5334
Lucas Plapp,AUS,Cycling Track,1,0,0,0,1,1,2020,0.079861291,6185
Maeve Plouffe,AUS,Cycling Track,0,0,1,0,0,1,2020,0,22629
Matthew Glaetzer,AUS,Cycling Track,0,0,2,0,0,2,2020,0.001165157,11953
Matthew Richardson,AUS,Cycling Track,0,0,3,0,0,3,2020,0.002327667,8721
McCULLOCH Kaarle,AUS,Cycling Track,0,0,2,0,0,2,2020,0.001165157,11953
Nathan Hart,AUS,Cycling Track,0,0,3,0,0,3,2020,0.002327667,8721
Sam Welsford,AUS,Cycling Track,1,0,2,0,1,3,2020,0.079894383,4975
Anabelle Smith,AUS,Diving,1,0,2,0,1,3,2020,0.079894383,4975
Cassiel Rousseau,AUS,Diving,0,0,1,0,0,1,2020,0,22629
Domonic Bedggood,AUS,Diving,0,0,1,0,0,1,2020,0,22629
Esther Qin,AUS,Diving,0,0,1,0,0,1,2020,0,22629
Maddison Keeney,AUS,Diving,1,0,1,0,1,2,2020,0.079870749,5334
Melissa Wu,AUS,Diving,1,0,3,1,2,5,2020,0.122894564,1042
Nikita Hains,AUS,Diving,0,0,1,0,0,1,2020,0,22629
Samuel Fricker,AUS,Diving,0,0,1,0,0,1,2020,0,22629
Shixin Li,AUS,Diving,0,0,1,0,0,1,2020,0,22629
Andrew Hoy,AUS,Equestrian,1,0,0,1,2,2,2020,0.122817166,1169
Edwina Tops-alexander,AUS,Equestrian,0,0,2,0,0,2,2020,0.001165157,11953
Katie Laurie,AUS,Equestrian,0,0,2,0,0,2,2020,0.001165157,11953
Kelly Layne,AUS,Equestrian,0,0,2,0,0,2,2020,0.001165157,11953
Mary Hanna,AUS,Equestrian,0,0,2,0,0,2,2020,0.001165157,11953
McNAB Kevin,AUS,Equestrian,0,0,1,1,1,2,2020,0.08611725,1957
Shane Rose,AUS,Equestrian,0,0,1,1,1,2,2020,0.08611725,1957
Simone Pearce,AUS,Equestrian,0,0,2,0,0,2,2020,0.001165157,11953
Stuart Tinney,AUS,Equestrian,0,0,1,1,1,2,2020,0.08611725,1957
Andrew Hoy,AUS,Equestrianism,0,3,10,1,4,14,2020,0.259779503,94
Christopher Burton,AUS,Equestrianism,1,0,3,0,1,4,2020,0.07993218,4857
Edwina Tops-alexander,AUS,Equestrianism,0,0,6,0,0,6,2020,0.005799355,7170
Mary Hanna,AUS,Equestrianism,0,0,8,0,0,8,2020,0.008100656,6917
Megan Jones,AUS,Equestrianism,0,0,1,1,1,2,2020,0.08611725,1957
Phillip Dutton,AUS,Equestrianism,0,2,2,0,2,4,2020,0.157412419,464
Shane Rose,AUS,Equestrianism,1,0,2,1,2,4,2020,0.122859995,1066
Stuart Tinney,AUS,Equestrianism,1,1,3,0,2,5,2020,0.120134617,1223
Aivi Luik,AUS,Football,0,0,1,0,0,1,2020,0,22629
Alanna Kennedy,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953
Amy Wilson,AUS,Football,0,0,1,0,0,1,2020,0,22629
Ashley Maynard-brewer,AUS,Football,0,0,1,0,0,1,2020,0,22629
Caitlin Foord,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953
Caleb Watts,AUS,Football,0,0,1,0,0,1,2020,0,22629
Cameron Devlin,AUS,Football,0,0,1,0,0,1,2020,0,22629
Charlotte Grant,AUS,Football,0,0,1,0,0,1,2020,0,22629
Chloe Logarzo,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953
Clare Polkinghorne,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953
Connor Metcalfe,AUS,Football,0,0,1,0,0,1,2020,0,22629
Courtney Nevin,AUS,Football,0,0,1,0,0,1,2020,0,22629
Daniel Arzani,AUS,Football,0,0,1,0,0,1,2020,0,22629
Denis Genreau,AUS,Football,0,0,1,0,0,1,2020,0,22629
Dylan Pierias,AUS,Football,0,0,1,0,0,1,2020,0,22629
Elise Kellond-knight,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953
Ellie Carpenter,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953
Emily Gielnik,AUS,Football,0,0,1,0,0,1,2020,0,22629
Harry Souttar,AUS,Football,0,0,1,0,0,1,2020,0,22629
Hayley Raso,AUS,Football,0,0,1,0,0,1,2020,0,22629
Jay Rich-baghuelou,AUS,Football,0,0,1,0,0,1,2020,0,22629
Joel King,AUS,Football,0,0,1,0,0,1,2020,0,22629
Jordan Holmes,AUS,Football,0,0,1,0,0,1,2020,0,22629
Keanu Baccus,AUS,Football,0,0,1,0,0,1,2020,0,22629
Kyah Simon,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953
Kye Rowles,AUS,Football,0,0,1,0,0,1,2020,0,22629
Kyra Cooney-cross,AUS,Football,0,0,1,0,0,1,2020,0,22629
Lachlan Wales,AUS,Football,0,0,1,0,0,1,2020,0,22629
Laura Brock,AUS,Football,0,0,1,0,0,1,2020,0,22629
Lydia Williams,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953
Mackenzie Arnold,AUS,Football,0,0,2,0,0,2,2020,0.001165157,11953
Marco Tilio,AUS,Football,0,0,1,0,0,1,2020,0,22629
Mary Fowler,AUS,Football,0,0,1,0,0,1,2020,0,22629
McGREE Riley,AUS,Football,0,0,1,0,0,1,2020,0,22629
Michelle Heyman,AUS,Football,0,0,1,0,0,1,2020,0,22629
Mitch Duke,AUS,Football,0,0,1,0,0,1,2020,0,22629
Nathaniel Atkinson,AUS,Football,0,0,1,0,0,1,2020,0,22629
Nicholas D'agostino,AUS,Football,0,0,1,0,0,1,2020,0,22629
Reno Piscopo,AUS,Football,0,0,1,0,0,1,2020,0,22629
Sam Kerr,AUS,Football,0,0,1,0,0,1,2020,0,22629
Steph Catley,AUS,Football,0,0,1,0,0,1,2020,0,22629
Tameka Yallop,AUS,Football,0,0,1,0,0,1,2020,0,22629
Teagan Micah,AUS,Football,0,0,1,0,0,1,2020,0,22629
Thomas Deng,AUS,Football,0,0,1,0,0,1,2020,0,22629
Thomas Glover,AUS,Football,0,0,1,0,0,1,2020,0,22629
van Emily,AUS,Football,0,0,1,0,0,1,2020,0,22629
Cameron Smith,AUS,Golf,0,0,1,0,0,1,2020,0,22629
Hannah Green,AUS,Golf,0,0,1,0,0,1,2020,0,22629
Marc Leishman,AUS,Golf,0,0,1,0,0,1,2020,0,22629
Minjee Lee,AUS,Golf,0,0,2,0,0,2,2020,0.001165157,11953
Ambrosia Malone,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Andrew Charter,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Andrew Ogilvie,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Anna Kershaw,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Anne Lynch,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Aran Zalewski,AUS,Hockey,0,0,1,1,1,2,2020,0.08611725,1957
Ashleigh Nelson,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Blake Govers,AUS,Hockey,0,0,1,1,1,2,2020,0.08611725,1957
Brooke Peris,AUS,Hockey,0,0,2,0,0,2,2020,0.001165157,11953
Clive Ockenden,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Dylan Martin,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Edwina Bone,AUS,Hockey,0,0,2,0,0,2,2020,0.001165157,11953
Emily Chalker,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Grace Stewart,AUS,Hockey,0,0,2,0,0,2,2020,0.001165157,11953
Grant Mitton,AUS,Hockey,0,0,1,1,1,2,2020,0.08611725,1957
Greta Hayes,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
James Beale,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Jane-anne Claxton,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Joseph Wickham,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Joshua Beltz,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Joshua Simmonds,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Kaitlin Nobbs,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Karri Somerville,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Lewis Charter,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Mae Fitzpatrick,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Mariah Williams,AUS,Hockey,0,0,2,0,0,2,2020,0.001165157,11953
Matthew Dawson,AUS,Hockey,0,0,1,1,1,2,2020,0.08611725,1957
Renee Taylor,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Rose Lawton,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Savannah Fitzpatrick,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Sydney Wilson,AUS,Hockey,0,0,1,0,0,1,2020,0,22629
Thomas Hayward,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Thomas Sharp,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Thomas Whetton,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Tim Brand,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Tim Howard,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
William Craig,AUS,Hockey,0,0,0,1,1,1,2020,0.086108042,2712
Aoife Coughlan,AUS,Judo,0,0,1,0,0,1,2020,0,22629
Joshua Katz,AUS,Judo,0,0,1,0,0,1,2020,0,22629
Katharina Haecker,AUS,Judo,0,0,2,0,0,2,2020,0.001165157,11953
Nathan Katz,AUS,Judo,0,0,2,0,0,2,2020,0.001165157,11953
Tsuneari Yahiro,AUS,Karate,0,0,1,0,0,1,2020,0,22629
Kai Edwards,AUS,Marathon Swimming,0,0,1,0,0,1,2020,0,22629
Kareena Lee,AUS,Marathon Swimming,1,0,0,0,1,1,2020,0.079861291,6185
Edward Fernon,AUS,Modern Pentathlon,0,0,2,0,0,2,2020,0.001165157,11953
Marina Carrier,AUS,Modern Pentathlon,0,0,1,0,0,1,2020,0,22629
Alannah Mathews,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629
Alexandra Aristoteli,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629
Emily Abbot,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629
Felicity White,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629
Himeka Onoda,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629
Lidiia Iakovleva,AUS,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629
Alexander Hill,AUS,Rowing,0,1,0,1,2,2,2020,0.125233651,941
Alexander Purnell,AUS,Rowing,0,1,0,0,1,1,2020,0.080611276,4224
Amanda Bateman,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Angus Dawson,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Angus Widdicombe,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Anthony Edwards,AUS,Rowing,1,0,2,2,3,5,2020,0.190298696,261
Anthony Walker,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Bronwyn Cox,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Caitlin Cronin,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185
Caleb Antill,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185
Cameron Girdlestone,AUS,Rowing,1,0,0,1,2,2,2020,0.122817166,1169
Genevieve Horton,AUS,Rowing,0,0,2,0,0,2,2020,0.001165157,11953
Georgina Rowe,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Giorgia Patten,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Harriet Hudson,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185
Jack Cleary,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185
Jack Hargreaves,AUS,Rowing,0,1,0,0,1,1,2020,0.080611276,4224
James Rook,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Jason Day,AUS,Rowing,0,0,3,0,0,3,2020,0.002327667,8721
Jessica Morrison,AUS,Rowing,0,1,2,0,1,3,2020,0.080645817,3389
Joseph O'brien,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Joshua Booth,AUS,Rowing,0,0,2,1,1,3,2020,0.086139666,1640
Joshua Hicks,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Katrina Werry,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Lucy Stephan,AUS,Rowing,0,1,1,0,1,2,2020,0.08062117,3590
Luke Letcher,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185
McINTYRE Annabelle,AUS,Rowing,0,1,1,0,1,2,2020,0.08062117,3590
Molly Goodman,AUS,Rowing,0,0,2,0,0,2,2020,0.001165157,11953
Nicholas Lavery,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Nicholas Purnell,AUS,Rowing,0,0,2,0,0,2,2020,0.001165157,11953
Olympia Aldersey,AUS,Rowing,0,0,2,0,0,2,2020,0.001165157,11953
Ria Thompson,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185
Rosemary Popa,AUS,Rowing,0,1,0,0,1,1,2020,0.080611276,4224
Rowena Meredith,AUS,Rowing,1,0,0,0,1,1,2020,0.079861291,6185
Sam Hardy,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Sarah Hawe,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Simon Keenan,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Spencer Turrin,AUS,Rowing,0,1,1,0,1,2,2020,0.08062117,3590
Stuart Sim,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Tara Rigney,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Timothy Masters,AUS,Rowing,0,0,1,0,0,1,2020,0,22629
Alysia Lefau-fakaosilea,AUS,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Charlotte Caslick,AUS,Rugby Sevens,0,1,1,0,1,2,2020,0.08062117,3590
Demi Hayes,AUS,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Dylan Pietsch,AUS,Rugby Sevens,0,0,1,0,0,1,2020,0,22629
Emma Tonegato,AUS,Rugby Sevens,0,1,1,0,1,2,2020,0.08062117,3590
