Name,NOC,Sport,Participation_Count,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals,TOPSIS Score,TOPSIS Score Sum,
Jye Edwards,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Kathryn Mitchell,AUS,Athletics,3,0,0,0,0,0.002248224,0.280954185,1
Katie Hayward,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Kelsey-lee Barber,AUS,Athletics,1,0,0,1,1,0.079981078,0.280954185,1
Kendra Hubbard,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Kurtis Marschall,AUS,Athletics,2,0,0,0,0,0.001125348,0.280954185,1
Kyle Swan,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Liam Adams,AUS,Athletics,2,0,0,0,0,0.001125348,0.280954185,1
Linden Hall,AUS,Athletics,2,0,0,0,0,0.001125348,0.280954185,1
Lisa Weightman,AUS,Athletics,4,0,0,0,0,0.003368633,0.280954185,1
Liz Clay,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Mackenzie Little,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Matthew Clarke,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Matthew Denny,AUS,Athletics,2,0,0,0,0,0.001125348,0.280954185,1
McDERMOTT Nicola,AUS,Athletics,1,0,1,0,1,0.086140832,0.280954185,1
McDONALD Morgan,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
McNEILL David,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
McSWEYN Stewart,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Morgan Mitchell,AUS,Athletics,3,0,0,0,0,0.002248224,0.280954185,1
Nicholas Hough,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Nina Kennedy,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Oliver Hoare,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Patrick Tiernan,AUS,Athletics,3,0,0,0,0,0.002248224,0.280954185,1
Peter Bol,AUS,Athletics,2,0,0,0,0,0.001125348,0.280954185,1
Rebecca Henderson,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Rhydian Cowley,AUS,Athletics,2,0,0,0,0,0.001125348,0.280954185,1
Riley Day,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Rohan Browning,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Rose Davies,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Sarah Carli,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Sinead Diver,AUS,Athletics,1,0,0,0,0,0,0.280954185,1
Steven Solomon,AUS,Athletics,3,0,0,0,0,0.002248224,0.280954185,1
Gronya Somerville,AUS,Badminton,2,0,0,0,0,0.001125348,0.001125348,1
Hang Leung,AUS,Badminton,1,0,0,0,0,0,0.001125348,1
Setyana Mapasa,AUS,Badminton,1,0,0,0,0,0,0.001125348,1
Wendy Chen,AUS,Badminton,1,0,0,0,0,0,0.001125348,1
Richard Thompson,AUS,Baseball,1,0,1,0,1,0.086140832,0.086140832,1
Belinda White,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Chelsea Forkin,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Clare Warwick,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Ellen Roberts,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Gabrielle Plain,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Jade Wall,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Kaia Parnaby,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Leah Parry,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Leigh Godfrey,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
McMANUS Stacey,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Michelle Cox,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Rachel Lack,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Stacey Porter,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Tarni Stepto,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Taylah Tsitsikronis,AUS,Baseball/Softball,1,0,0,0,0,0,0,1
Alanna Smith,AUS,Basketball,1,0,0,0,0,0,1.044325893,1
Aron Baynes,AUS,Basketball,3,0,0,1,1,0.080011912,1.044325893,1
Bec Allen,AUS,Basketball,1,0,0,0,0,0,1.044325893,1
Cayla George,AUS,Basketball,2,0,0,0,0,0.001125348,1.044325893,1
Chris Goulding,AUS,Basketball,1,0,0,1,1,0.079981078,1.044325893,1
Dante Exum,AUS,Basketball,1,0,0,1,1,0.079981078,1.044325893,1
Ezi Magbegor,AUS,Basketball,1,0,0,0,0,0,1.044325893,1
Jenna O'hea,AUS,Basketball,2,0,0,1,1,0.079989894,1.044325893,1
Jock Landale,AUS,Basketball,1,0,0,1,1,0.079981078,1.044325893,1
Joe Ingles,AUS,Basketball,1,0,0,1,1,0.079981078,1.044325893,1
Josh Green,AUS,Basketball,1,0,0,1,1,0.079981078,1.044325893,1
Katie Ebzery,AUS,Basketball,2,0,0,0,0,0.001125348,1.044325893,1
Kirsti Blicavs,AUS,Basketball,1,0,0,0,0,0,1.044325893,1
Leilani Mitchell,AUS,Basketball,2,0,0,0,0,0.001125348,1.044325893,1
Marianna Tolo,AUS,Basketball,2,0,0,0,0,0.001125348,1.044325893,1
Matisse Thybulle,AUS,Basketball,1,0,0,1,1,0.079981078,1.044325893,1
Matthew Dellavedova,AUS,Basketball,3,0,0,1,1,0.080011912,1.044325893,1
Nathan Sobey,AUS,Basketball,1,0,0,1,1,0.079981078,1.044325893,1
Nic Kay,AUS,Basketball,1,0,0,1,1,0.079981078,1.044325893,1
Patty Mills,AUS,Basketball,1,0,0,1,1,0.079981078,1.044325893,1
Steph Talbot,AUS,Basketball,1,0,0,0,0,0,1.044325893,1
Tess Lavey,AUS,Basketball,1,0,0,0,0,0,1.044325893,1
Tess Madgen,AUS,Basketball,1,0,0,0,0,0,1.044325893,1
Thomas Reath,AUS,Basketball,1,0,0,1,1,0.079981078,1.044325893,1
Damien Schumann,AUS,Beach Volleyball,1,0,0,0,0,0,0.172290252,1
Mariafe Artacho,AUS,Beach Volleyball,1,0,1,0,1,0.086140832,0.172290252,1
McHUGH Christopher,AUS,Beach Volleyball,1,0,0,0,0,0,0.172290252,1
Taliqua Clancy,AUS,Beach Volleyball,2,0,1,0,1,0.08614942,0.172290252,1
Alex Winwood,AUS,Boxing,1,0,0,0,0,0,0.079981078,1
Caitlin Parker,AUS,Boxing,1,0,0,0,0,0,0.079981078,1
Harry Garside,AUS,Boxing,1,0,0,1,1,0.079981078,0.079981078,1
Paulo Aokuso,AUS,Boxing,1,0,0,0,0,0,0.079981078,1
Skye Nicolson,AUS,Boxing,1,0,0,0,0,0,0.079981078,1
Daniel Watkins,AUS,Canoe Slalom,1,0,0,0,0,0,0.12020334,1
Jessica Fox,AUS,Canoe Slalom,2,1,0,1,2,0.12020334,0.12020334,1
Lucien Delfour,AUS,Canoe Slalom,1,0,0,0,0,0,0.12020334,1
Alyce Wood,AUS,Canoe Sprint,2,0,0,0,0,0.001125348,0.170185158,1
Alyssa Bull,AUS,Canoe Sprint,2,0,0,0,0,0.001125348,0.170185158,1
Bernadette Wallace,AUS,Canoe Sprint,2,0,0,0,0,0.001125348,0.170185158,1
Jaime Roberts,AUS,Canoe Sprint,2,0,0,0,0,0.001125348,0.170185158,1
Jo Brigden-jones,AUS,Canoe Sprint,2,0,0,0,0,0.001125348,0.170185158,1
Jordan Wood,AUS,Canoe Sprint,2,0,0,0,0,0.001125348,0.170185158,1
Josephine Bulmer,AUS,Canoe Sprint,2,0,0,0,0,0.001125348,0.170185158,1
Lachlan Tame,AUS,Canoe Sprint,1,0,0,0,0,0,0.170185158,1
McARTHUR Catherine,AUS,Canoe Sprint,1,0,0,0,0,0,0.170185158,1
Murray Stewart,AUS,Canoe Sprint,1,0,0,0,0,0,0.170185158,1
Riley Fitzsimmons,AUS,Canoe Sprint,2,0,0,0,0,0.001125348,0.170185158,1
Shannon Reynolds,AUS,Canoe Sprint,1,0,0,0,0,0,0.170185158,1
Thomas Green,AUS,Canoe Sprint,2,1,0,0,1,0.080591187,0.170185158,1
van Jean,AUS,Canoe Sprint,2,1,0,0,1,0.080591187,0.170185158,1
Andrew Wilson,AUS,Canoeing,2,0,0,0,0,0.001125348,0.002250696,1
William Jones,AUS,Canoeing,2,0,0,0,0,0.001125348,0.002250696,1
Amanda Spratt,AUS,Cycling,2,0,0,0,0,0.001125348,0.257977605,1
Annette Edmondson,AUS,Cycling,4,0,0,1,1,0.080047121,0.257977605,1
Anthony Dean,AUS,Cycling,1,0,0,0,0,0,0.257977605,1
Ashlee Ankudinoff,AUS,Cycling,1,0,0,0,0,0,0.257977605,1
Georgia Baker,AUS,Cycling,1,0,0,0,0,0,0.257977605,1
Lauren Reynolds,AUS,Cycling,2,0,0,0,0,0.001125348,0.257977605,1
Matthew Glaetzer,AUS,Cycling,4,0,0,0,0,0.003368633,0.257977605,1
Nathan Hart,AUS,Cycling,1,0,0,0,0,0,0.257977605,1
Rohan Dennis,AUS,Cycling,3,0,1,0,1,0.086170324,0.257977605,1
Sam Welsford,AUS,Cycling,1,0,1,0,1,0.086140832,0.257977605,1
Logan Martin,AUS,Cycling BMX Freestyle,1,1,0,0,1,0.080581957,0.080581957,1
Natalya Diehm,AUS,Cycling BMX Freestyle,1,0,0,0,0,0,0.080581957,1
Saya Sakakibara,AUS,Cycling BMX Racing,1,0,0,0,0,0,0,1
McCONNELL Daniel,AUS,Cycling Mountain Bike,1,0,0,0,0,0,0,1
McCONNELL Rebecca,AUS,Cycling Mountain Bike,1,0,0,0,0,0,0,1
Grace Brown,AUS,Cycling Road,2,0,0,0,0,0.001125348,0.003376044,1
Lucas Hamilton,AUS,Cycling Road,1,0,0,0,0,0,0.003376044,1
Luke Durbridge,AUS,Cycling Road,1,0,0,0,0,0,0.003376044,1
Richie Porte,AUS,Cycling Road,2,0,0,0,0,0.001125348,0.003376044,1
Sarah Gigante,AUS,Cycling Road,2,0,0,0,0,0.001125348,0.003376044,1
Tiffany Cromwell,AUS,Cycling Road,1,0,0,0,0,0,0.003376044,1
Alexander Porter,AUS,Cycling Track,1,0,0,1,1,0.079981078,0.404443961,1
Alexandra Manly,AUS,Cycling Track,2,0,0,0,0,0.001125348,0.404443961,1
Conor Leahy,AUS,Cycling Track,1,0,0,1,1,0.079981078,0.404443961,1
Kelland O'brien,AUS,Cycling Track,3,0,0,1,1,0.080011912,0.404443961,1
Leigh Hoffman,AUS,Cycling Track,1,0,0,0,0,0,0.404443961,1
Leigh Howard,AUS,Cycling Track,2,0,0,1,1,0.079989894,0.404443961,1
Lucas Plapp,AUS,Cycling Track,1,0,0,1,1,0.079981078,0.404443961,1
Maeve Plouffe,AUS,Cycling Track,1,0,0,0,0,0,0.404443961,1
Matthew Richardson,AUS,Cycling Track,3,0,0,0,0,0.002248224,0.404443961,1
McCULLOCH Kaarle,AUS,Cycling Track,2,0,0,0,0,0.001125348,0.404443961,1
Anabelle Smith,AUS,Diving,3,0,0,1,1,0.080011912,0.20309091,1
Cassiel Rousseau,AUS,Diving,1,0,0,0,0,0,0.20309091,1
Esther Qin,AUS,Diving,1,0,0,0,0,0,0.20309091,1
Melissa Wu,AUS,Diving,5,0,1,1,2,0.123078998,0.20309091,1
Nikita Hains,AUS,Diving,1,0,0,0,0,0,0.20309091,1
Samuel Fricker,AUS,Diving,1,0,0,0,0,0,0.20309091,1
Shixin Li,AUS,Diving,1,0,0,0,0,0,0.20309091,1
Andrew Hoy,AUS,Equestrian,2,0,1,1,2,0.123006887,0.387081888,1
Edwina Tops-alexander,AUS,Equestrian,2,0,0,0,0,0.001125348,0.387081888,1
Katie Laurie,AUS,Equestrian,2,0,0,0,0,0.001125348,0.387081888,1
Kelly Layne,AUS,Equestrian,2,0,0,0,0,0.001125348,0.387081888,1
Mary Hanna,AUS,Equestrian,2,0,0,0,0,0.001125348,0.387081888,1
McNAB Kevin,AUS,Equestrian,2,0,1,0,1,0.08614942,0.387081888,1
Shane Rose,AUS,Equestrian,2,0,1,0,1,0.08614942,0.387081888,1
Simone Pearce,AUS,Equestrian,2,0,0,0,0,0.001125348,0.387081888,1
Stuart Tinney,AUS,Equestrian,2,0,1,0,1,0.08614942,0.387081888,1
Megan Jones,AUS,Equestrianism,2,0,1,0,1,0.08614942,0.243503477,1
Phillip Dutton,AUS,Equestrianism,4,2,0,0,2,0.157354057,0.243503477,1
Aivi Luik,AUS,Football,1,0,0,0,0,0,0.010128132,1
Alanna Kennedy,AUS,Football,2,0,0,0,0,0.001125348,0.010128132,1
Ashley Maynard-brewer,AUS,Football,1,0,0,0,0,0,0.010128132,1
Caitlin Foord,AUS,Football,2,0,0,0,0,0.001125348,0.010128132,1
Caleb Watts,AUS,Football,1,0,0,0,0,0,0.010128132,1
Cameron Devlin,AUS,Football,1,0,0,0,0,0,0.010128132,1
Charlotte Grant,AUS,Football,1,0,0,0,0,0,0.010128132,1
Chloe Logarzo,AUS,Football,2,0,0,0,0,0.001125348,0.010128132,1
Clare Polkinghorne,AUS,Football,2,0,0,0,0,0.001125348,0.010128132,1
Connor Metcalfe,AUS,Football,1,0,0,0,0,0,0.010128132,1
Courtney Nevin,AUS,Football,1,0,0,0,0,0,0.010128132,1
Daniel Arzani,AUS,Football,1,0,0,0,0,0,0.010128132,1
Denis Genreau,AUS,Football,1,0,0,0,0,0,0.010128132,1
Dylan Pierias,AUS,Football,1,0,0,0,0,0,0.010128132,1
Elise Kellond-knight,AUS,Football,2,0,0,0,0,0.001125348,0.010128132,1
Ellie Carpenter,AUS,Football,2,0,0,0,0,0.001125348,0.010128132,1
Emily Gielnik,AUS,Football,1,0,0,0,0,0,0.010128132,1
Harry Souttar,AUS,Football,1,0,0,0,0,0,0.010128132,1
Hayley Raso,AUS,Football,1,0,0,0,0,0,0.010128132,1
Jay Rich-baghuelou,AUS,Football,1,0,0,0,0,0,0.010128132,1
Joel King,AUS,Football,1,0,0,0,0,0,0.010128132,1
Jordan Holmes,AUS,Football,1,0,0,0,0,0,0.010128132,1
Keanu Baccus,AUS,Football,1,0,0,0,0,0,0.010128132,1
Kyah Simon,AUS,Football,2,0,0,0,0,0.001125348,0.010128132,1
Kye Rowles,AUS,Football,1,0,0,0,0,0,0.010128132,1
Kyra Cooney-cross,AUS,Football,1,0,0,0,0,0,0.010128132,1
Lachlan Wales,AUS,Football,1,0,0,0,0,0,0.010128132,1
Laura Brock,AUS,Football,1,0,0,0,0,0,0.010128132,1
Lydia Williams,AUS,Football,2,0,0,0,0,0.001125348,0.010128132,1
Mackenzie Arnold,AUS,Football,2,0,0,0,0,0.001125348,0.010128132,1
Marco Tilio,AUS,Football,1,0,0,0,0,0,0.010128132,1
Mary Fowler,AUS,Football,1,0,0,0,0,0,0.010128132,1
McGREE Riley,AUS,Football,1,0,0,0,0,0,0.010128132,1
Mitch Duke,AUS,Football,1,0,0,0,0,0,0.010128132,1
Nathaniel Atkinson,AUS,Football,1,0,0,0,0,0,0.010128132,1
Nicholas D'agostino,AUS,Football,1,0,0,0,0,0,0.010128132,1
Reno Piscopo,AUS,Football,1,0,0,0,0,0,0.010128132,1
Sam Kerr,AUS,Football,1,0,0,0,0,0,0.010128132,1
Steph Catley,AUS,Football,1,0,0,0,0,0,0.010128132,1
Tameka Yallop,AUS,Football,1,0,0,0,0,0,0.010128132,1
Teagan Micah,AUS,Football,1,0,0,0,0,0,0.010128132,1
Thomas Deng,AUS,Football,1,0,0,0,0,0,0.010128132,1
Thomas Glover,AUS,Football,1,0,0,0,0,0,0.010128132,1
van Emily,AUS,Football,1,0,0,0,0,0,0.010128132,1
Cameron Smith,AUS,Golf,1,0,0,0,0,0,0.001125348,1
Hannah Green,AUS,Golf,1,0,0,0,0,0,0.001125348,1
Marc Leishman,AUS,Golf,1,0,0,0,0,0,0.001125348,1
Minjee Lee,AUS,Golf,2,0,0,0,0,0.001125348,0.001125348,1
Ambrosia Malone,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Andrew Ogilvie,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Anna Kershaw,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Anne Lynch,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Aran Zalewski,AUS,Hockey,2,0,1,0,1,0.08614942,1.555070715,1
Ashleigh Nelson,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Blake Govers,AUS,Hockey,2,0,1,0,1,0.08614942,1.555070715,1
Brooke Peris,AUS,Hockey,2,0,0,0,0,0.001125348,1.555070715,1
Clive Ockenden,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Dylan Martin,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Edwina Bone,AUS,Hockey,2,0,0,0,0,0.001125348,1.555070715,1
Elisabeth Jenner,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Emily Chalker,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Grace Stewart,AUS,Hockey,2,0,0,0,0,0.001125348,1.555070715,1
Grant Mitton,AUS,Hockey,2,0,1,0,1,0.08614942,1.555070715,1
Greta Hayes,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
James Beale,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Jane-anne Claxton,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Joseph Wickham,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Joshua Beltz,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Joshua Simmonds,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Kaitlin Nobbs,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Karri Somerville,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Lewis Charter,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Mae Fitzpatrick,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Mariah Williams,AUS,Hockey,2,0,0,0,0,0.001125348,1.555070715,1
Matthew Dawson,AUS,Hockey,2,0,1,0,1,0.08614942,1.555070715,1
Renee Taylor,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Rose Lawton,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Savannah Fitzpatrick,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Sydney Wilson,AUS,Hockey,1,0,0,0,0,0,1.555070715,1
Thomas Hayward,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Thomas Sharp,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Thomas Whetton,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Tim Brand,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Tim Howard,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
William Craig,AUS,Hockey,1,0,1,0,1,0.086140832,1.555070715,1
Aoife Coughlan,AUS,Judo,1,0,0,0,0,0,0.002250696,1
Katharina Haecker,AUS,Judo,2,0,0,0,0,0.001125348,0.002250696,1
Nathan Katz,AUS,Judo,2,0,0,0,0,0.001125348,0.002250696,1
Tsuneari Yahiro,AUS,Karate,1,0,0,0,0,0,0,1
Kai Edwards,AUS,Marathon Swimming,1,0,0,0,0,0,0.079981078,1
Kareena Lee,AUS,Marathon Swimming,1,0,0,1,1,0.079981078,0.079981078,1
Edward Fernon,AUS,Modern Pentathlon,2,0,0,0,0,0.001125348,0.001125348,1
Marina Carrier,AUS,Modern Pentathlon,1,0,0,0,0,0,0.001125348,1
Alannah Mathews,AUS,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Alexandra Aristoteli,AUS,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Emily Abbot,AUS,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Felicity White,AUS,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Himeka Onoda,AUS,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Lidiia Iakovleva,AUS,Rhythmic Gymnastics,1,0,0,0,0,0,0,1
Alexander Hill,AUS,Rowing,2,1,1,0,2,0.125319183,1.462998951,1
Alexander Purnell,AUS,Rowing,1,1,0,0,1,0.080581957,1.462998951,1
Amanda Bateman,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Angus Dawson,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Angus Widdicombe,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Anthony Walker,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Bronwyn Cox,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Caitlin Cronin,AUS,Rowing,1,0,0,1,1,0.079981078,1.462998951,1
Caleb Antill,AUS,Rowing,1,0,0,1,1,0.079981078,1.462998951,1
Cameron Girdlestone,AUS,Rowing,2,0,1,1,2,0.123006887,1.462998951,1
Genevieve Horton,AUS,Rowing,2,0,0,0,0,0.001125348,1.462998951,1
Georgina Rowe,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Giorgia Patten,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Harriet Hudson,AUS,Rowing,1,0,0,1,1,0.079981078,1.462998951,1
Jack Cleary,AUS,Rowing,1,0,0,1,1,0.079981078,1.462998951,1
Jack Hargreaves,AUS,Rowing,1,1,0,0,1,0.080581957,1.462998951,1
James Rook,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Jessica Morrison,AUS,Rowing,3,1,0,0,1,0.080614185,1.462998951,1
Joseph O'brien,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Joshua Booth,AUS,Rowing,3,0,1,0,1,0.086170324,1.462998951,1
Joshua Hicks,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Katrina Werry,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Lucy Stephan,AUS,Rowing,2,1,0,0,1,0.080591187,1.462998951,1
Luke Letcher,AUS,Rowing,1,0,0,1,1,0.079981078,1.462998951,1
McINTYRE Annabelle,AUS,Rowing,2,1,0,0,1,0.080591187,1.462998951,1
Molly Goodman,AUS,Rowing,2,0,0,0,0,0.001125348,1.462998951,1
Nicholas Lavery,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Nicholas Purnell,AUS,Rowing,2,0,0,0,0,0.001125348,1.462998951,1
Olympia Aldersey,AUS,Rowing,2,0,0,0,0,0.001125348,1.462998951,1
Ria Thompson,AUS,Rowing,1,0,0,1,1,0.079981078,1.462998951,1
Rosemary Popa,AUS,Rowing,1,1,0,0,1,0.080581957,1.462998951,1
Rowena Meredith,AUS,Rowing,1,0,0,1,1,0.079981078,1.462998951,1
Sam Hardy,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Sarah Hawe,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Simon Keenan,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Spencer Turrin,AUS,Rowing,2,1,0,0,1,0.080591187,1.462998951,1
Stuart Sim,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Tara Rigney,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Timothy Masters,AUS,Rowing,1,0,0,0,0,0,1.462998951,1
Alysia Lefau-fakaosilea,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Charlotte Caslick,AUS,Rugby Sevens,2,1,0,0,1,0.080591187,0.40633198,1
Demi Hayes,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Dylan Pietsch,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Emma Tonegato,AUS,Rugby Sevens,2,1,0,0,1,0.080591187,0.40633198,1
Evania Pelite,AUS,Rugby Sevens,2,1,0,0,1,0.080591187,0.40633198,1
Faith Nathan,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Henry Hutchison,AUS,Rugby Sevens,2,0,0,0,0,0.001125348,0.40633198,1
Joe Pincus,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Josh Coward,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Josh Turner,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Lachie Miller,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Lachlan Anderson,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Lewis Holland,AUS,Rugby Sevens,2,0,0,0,0,0.001125348,0.40633198,1
Maddison Levi,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Madison Ashby,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Maurice Longbottom,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Nathan Lawson,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Nick Malouf,AUS,Rugby Sevens,2,0,0,0,0,0.001125348,0.40633198,1
Peter Roache,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Samu Kerevi,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Sariah Paki,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Shannon Parry,AUS,Rugby Sevens,2,1,0,0,1,0.080591187,0.40633198,1
Sharni Williams,AUS,Rugby Sevens,2,1,0,0,1,0.080591187,0.40633198,1
Tia Hinds,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
du Dominique,AUS,Rugby Sevens,1,0,0,0,0,0,0.40633198,1
Jaime Ryan,AUS,Sailing,2,0,0,0,0,0.001125348,0.526074647,1
Jake Lilley,AUS,Sailing,2,0,0,0,0,0.001125348,0.526074647,1
Jason Waterhouse,AUS,Sailing,2,0,1,0,1,0.08614942,0.526074647,1
Lisa Darmanin,AUS,Sailing,2,0,1,0,1,0.08614942,0.526074647,1
Mara Stransky,AUS,Sailing,1,0,0,0,0,0,0.526074647,1
Mathew Belcher,AUS,Sailing,3,2,1,0,3,0.190361198,0.526074647,1
Matt Wearn,AUS,Sailing,1,1,0,0,1,0.080581957,0.526074647,1
Nia Jerwood,AUS,Sailing,1,0,0,0,0,0,0.526074647,1
Sam Phillips,AUS,Sailing,1,0,0,0,0,0,0.526074647,1
Tess Lloyd,AUS,Sailing,1,0,0,0,0,0,0.526074647,1
Will Phillips,AUS,Sailing,1,0,0,0,0,0,0.526074647,1
Will Ryan,AUS,Sailing,1,1,0,0,1,0.080581957,0.526074647,1
de Monique,AUS,Sailing,1,0,0,0,0,0,0.526074647,1
Chresten Hoberg,AUS,Shooting,2,0,0,0,0,0.001125348,0.040325247,1
Dane Sampson,AUS,Shooting,9,0,0,0,0,0.008933796,0.040325247,1
Daniel Repacholi,AUS,Shooting,10,0,0,0,0,0.01003948,0.040325247,1
Derek Grice,AUS,Shooting,2,0,0,0,0,0.001125348,0.040325247,1
Dina Aspandiyarova,AUS,Shooting,5,0,0,0,0,0.004486578,0.040325247,1
Elena Galiabovitch,AUS,Shooting,4,0,0,0,0,0.003368633,0.040325247,1
Elise Collier,AUS,Shooting,2,0,0,0,0,0.001125348,0.040325247,1
Jack Rossiter,AUS,Shooting,2,0,0,0,0,0.001125348,0.040325247,1
James Willett,AUS,Shooting,3,0,0,0,0,0.002248224,0.040325247,1
Laetisha Scanlan,AUS,Shooting,3,0,0,0,0,0.002248224,0.040325247,1
Laura Coles,AUS,Shooting,1,0,0,0,0,0,0.040325247,1
Paul Adams,AUS,Shooting,2,0,0,0,0,0.001125348,0.040325247,1
Penny Smith,AUS,Shooting,2,0,0,0,0,0.001125348,0.040325247,1
Rose Kowplos,AUS,Shooting,3,0,0,0,0,0.002248224,0.040325247,1
Sergei Evglevski,AUS,Shooting,1,0,0,0,0,0,0.040325247,1
Hayley Wilson,AUS,Skateboarding,1,0,0,0,0,0,0.080581957,1
