Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Treated,Intervention_Year
Tian Liang,M,China,CHN,2000,Sydney,Diving,Diving Men's Platform,Gold,0,2004
Tian Liang,M,China,CHN,2000,Sydney,Diving,Diving Men's Synchronized Platform,Silver,0,2004
Tian Liang,M,China,CHN,2004,Athina,Diving,Diving Men's Platform,Bronze,0,2004
Tian Liang,M,China,CHN,2004,Athina,Diving,Diving Men's Synchronized Platform,Gold,0,2004
Wang Feng,M,China,CHN,2008,Beijing,Diving,Diving Men's Synchronized Springboard,Gold,0,2004
Wang (ruoxue-),F,China,CHN,2008,Beijing,Diving,Diving Women's Platform,Bronze,0,2004
Wang (ruoxue-),F,China,CHN,2008,Beijing,Diving,Diving Women's Synchronized Platform,Gold,0,2004
Peter Waterfield,M,Great Britain,GBR,2004,Athina,Diving,Diving Men's Synchronized Platform,Silver,0,2004
Andreas Wels,M,Germany,GER,2004,Athina,Diving,Diving Men's Synchronized Springboard,Silver,0,2004
Laura (-hulseman),F,United States,USA,2000,Sydney,Diving,Diving Women's Platform,Gold,0,2004
Wu Minxia,F,China,CHN,2004,Athina,Diving,Diving Women's Springboard,Silver,0,2004
Wu Minxia,F,China,CHN,2004,Athina,Diving,Diving Women's Synchronized Springboard,Gold,0,2004
Wu Minxia,F,China,CHN,2008,Beijing,Diving,Diving Women's Springboard,Bronze,0,2004
Wu Minxia,F,China,CHN,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Gold,0,2004
Xiao Hailiang,M,China,CHN,2000,Sydney,Diving,Diving Men's Synchronized Springboard,Gold,0,2004
Xiong Ni,M,China,CHN,2000,Sydney,Diving,Diving Men's Springboard,Gold,0,2004
Xiong Ni,M,China,CHN,2000,Sydney,Diving,Diving Men's Synchronized Springboard,Gold,0,2004
Yang Jinghui,M,China,CHN,2004,Athina,Diving,Diving Men's Synchronized Platform,Gold,0,2004
Zhou Luxin,M,China,CHN,2008,Beijing,Diving,Diving Men's Platform,Silver,0,2004
Olena Zhupina,F,Ukraine,UKR,2000,Sydney,Diving,Diving Women's Synchronized Springboard,Bronze,0,2004
Feng Wei,F,Singapore,SGP,2008,Beijing,Table Tennis,Table Tennis Women's Team,Silver,1,2008
Feng Wei,F,Singapore,SGP,2012,London,Table Tennis,Table Tennis Women's Singles,Bronze,1,2008
Feng Wei,F,Singapore,SGP,2012,London,Table Tennis,Table Tennis Women's Team,Bronze,1,2008
Li Wei,F,Singapore,SGP,2008,Beijing,Table Tennis,Table Tennis Women's Team,Silver,1,2008
Li Wei,F,Singapore,SGP,2012,London,Table Tennis,Table Tennis Women's Team,Bronze,1,2008
Wang Gu,F,Singapore,SGP,2008,Beijing,Table Tennis,Table Tennis Women's Team,Silver,1,2008
Wang Gu,F,Singapore,SGP,2012,London,Table Tennis,Table Tennis Women's Team,Bronze,1,2008
Timo Boll,M,Germany,GER,2008,Beijing,Table Tennis,Table Tennis Men's Team,Silver,0,2008
Timo Boll,M,Germany,GER,2012,London,Table Tennis,Table Tennis Men's Team,Bronze,0,2008
Chen Qi,M,China-1,CHN,2004,Athina,Table Tennis,Table Tennis Men's Doubles,Gold,0,2008
Dang Ye-seo,F,South Korea,KOR,2008,Beijing,Table Tennis,Table Tennis Women's Team,Bronze,0,2008
Ding Ning,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Singles,Silver,0,2008
Ding Ning,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Team,Gold,0,2008
Ai Fukuhara,F,Japan,JPN,2012,London,Table Tennis,Table Tennis Women's Team,Silver,0,2008
Guo Yue,F,China-2,CHN,2004,Athina,Table Tennis,Table Tennis Women's Doubles,Bronze,0,2008
Guo Yue,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Singles,Bronze,0,2008
Guo Yue,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Team,Gold,0,2008
Guo Yue,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Team,Gold,0,2008
Sayaka Hirano,F,Japan,JPN,2012,London,Table Tennis,Table Tennis Women's Team,Silver,0,2008
Kasumi Ishikawa,F,Japan,JPN,2012,London,Table Tennis,Table Tennis Women's Team,Silver,0,2008
Ju Se-hyeok,M,South Korea,KOR,2012,London,Table Tennis,Table Tennis Men's Team,Silver,0,2008
Kim Gyeong-a,F,South Korea,KOR,2004,Athina,Table Tennis,Table Tennis Women's Singles,Bronze,0,2008
Kim Gyeong-a,F,South Korea,KOR,2008,Beijing,Table Tennis,Table Tennis Women's Team,Bronze,0,2008
Kim Hyang-mi,F,North Korea,PRK,2004,Athina,Table Tennis,Table Tennis Women's Singles,Silver,0,2008
Ko Chak,M,Hong Kong-2,HKG,2004,Athina,Table Tennis,Table Tennis Men's Doubles,Silver,0,2008
Lee Eun-sil,F,South Korea-1,KOR,2004,Athina,Table Tennis,Table Tennis Women's Doubles,Silver,0,2008
Li Ching,M,Hong Kong-2,HKG,2004,Athina,Table Tennis,Table Tennis Men's Doubles,Silver,0,2008
Li Xiaoxia,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Singles,Gold,0,2008
Li Xiaoxia,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Team,Gold,0,2008
Ma Lin,M,China-1,CHN,2004,Athina,Table Tennis,Table Tennis Men's Doubles,Gold,0,2008
Ma Lin,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Singles,Gold,0,2008
Ma Lin,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Team,Gold,0,2008
Ma Long,M,China,CHN,2012,London,Table Tennis,Table Tennis Men's Team,Gold,0,2008
Michael Maze,M,Denmark,DEN,2004,Athina,Table Tennis,Table Tennis Men's Doubles,Bronze,0,2008
Niu Jianfeng,F,China-2,CHN,2004,Athina,Table Tennis,Table Tennis Women's Doubles,Bronze,0,2008
O Sang-eun,M,South Korea,KOR,2008,Beijing,Table Tennis,Table Tennis Men's Team,Bronze,0,2008
O Sang-eun,M,South Korea,KOR,2012,London,Table Tennis,Table Tennis Men's Team,Silver,0,2008
Dimitrij Ovtcharov,M,Germany,GER,2008,Beijing,Table Tennis,Table Tennis Men's Team,Silver,0,2008
Dimitrij Ovtcharov,M,Germany,GER,2012,London,Table Tennis,Table Tennis Men's Singles,Bronze,0,2008
Dimitrij Ovtcharov,M,Germany,GER,2012,London,Table Tennis,Table Tennis Men's Team,Bronze,0,2008
Park Mi-yeong,F,South Korea,KOR,2008,Beijing,Table Tennis,Table Tennis Women's Team,Bronze,0,2008
Seog Eun-mi,F,South Korea-1,KOR,2004,Athina,Table Tennis,Table Tennis Women's Doubles,Silver,0,2008
Bastian Steger,M,Germany,GER,2012,London,Table Tennis,Table Tennis Men's Team,Bronze,0,2008
Christian S,M,Germany,GER,2008,Beijing,Table Tennis,Table Tennis Men's Team,Silver,0,2008
Finn Tugwell,M,Denmark,DEN,2004,Athina,Table Tennis,Table Tennis Men's Doubles,Bronze,0,2008
Wang Hao,M,China,CHN,2004,Athina,Table Tennis,Table Tennis Men's Singles,Silver,0,2008
Wang Hao,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Singles,Silver,0,2008
Wang Hao,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Team,Gold,0,2008
Wang Hao,M,China,CHN,2012,London,Table Tennis,Table Tennis Men's Singles,Silver,0,2008
Wang Hao,M,China,CHN,2012,London,Table Tennis,Table Tennis Men's Team,Gold,0,2008
Wang Liqin,M,China,CHN,2004,Athina,Table Tennis,Table Tennis Men's Singles,Bronze,0,2008
Wang Liqin,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Singles,Bronze,0,2008
Wang Liqin,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Team,Gold,0,2008
Wang Nan,F,China-1,CHN,2004,Athina,Table Tennis,Table Tennis Women's Doubles,Gold,0,2008
Wang Nan,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Singles,Silver,0,2008
Wang Nan,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Team,Gold,0,2008
Yoon Jae-young,M,South Korea,KOR,2008,Beijing,Table Tennis,Table Tennis Men's Team,Bronze,0,2008
Yu Seung-min,M,South Korea,KOR,2004,Athina,Table Tennis,Table Tennis Men's Singles,Gold,0,2008
Yu Seung-min,M,South Korea,KOR,2008,Beijing,Table Tennis,Table Tennis Men's Team,Bronze,0,2008
Yu Seung-min,M,South Korea,KOR,2012,London,Table Tennis,Table Tennis Men's Team,Silver,0,2008
Zhang Jike,M,China,CHN,2012,London,Table Tennis,Table Tennis Men's Singles,Gold,0,2008
Zhang Jike,M,China,CHN,2012,London,Table Tennis,Table Tennis Men's Team,Gold,0,2008
Zhang Yining,F,China,CHN,2004,Athina,Table Tennis,Table Tennis Women's Singles,Gold,0,2008
Zhang Yining,F,China-1,CHN,2004,Athina,Table Tennis,Table Tennis Women's Doubles,Gold,0,2008
Zhang Yining,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Singles,Gold,0,2008
Zhang Yining,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Team,Gold,0,2008
Cai Zelin,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Silver,1,2012
Chen Ding,M,China,CHN,2012,London,Athletics,Athletics Men's 20 kilometres Walk,Gold,1,2012
Dong Bin,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Bronze,1,2012
Gong Lijiao,F,China,CHN,2012,London,Athletics,Athletics Women's Shot Put,Bronze,1,2012
Li Yanfeng,F,China,CHN,2012,London,Athletics,Athletics Women's Discus Throw,Bronze,1,2012
Liu Hong,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Gold,1,2012
Lu Xiuzhi,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Bronze,1,2012
Qieyang Shenjie,F,China,CHN,2012,London,Athletics,Athletics Women's 20 kilometres Walk,Bronze,1,2012
Si Tianfeng,M,China,CHN,2012,London,Athletics,Athletics Men's 50 kilometres Walk,Bronze,1,2012
Wang Zhen,M,China,CHN,2012,London,Athletics,Athletics Men's 20 kilometres Walk,Bronze,1,2012
Wang Zhen,M,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Gold,1,2012
Zhang Wenxiu,F,China,CHN,2008,Beijing,Athletics,Athletics Women's Hammer Throw,Bronze,1,2012
Zhang Wenxiu,F,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Silver,1,2012
Zhou Chunxiu,F,China,CHN,2008,Beijing,Athletics,Athletics Women's Marathon,Bronze,1,2012
Mariya (-tarabina),F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's Javelin Throw,Silver,0,2012
Elvan Abeylegesse,F,Turkey,TUR,2008,Beijing,Athletics,"Athletics Women's 5,000 metres",Silver,0,2012
Valerie (-price),F,New Zealand,NZL,2008,Beijing,Athletics,Athletics Women's Shot Put,Gold,0,2012
Valerie (-price),F,New Zealand,NZL,2012,London,Athletics,Athletics Women's Shot Put,Gold,0,2012
Valerie (-price),F,New Zealand,NZL,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Silver,0,2012
Mobolade Ajomale,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Morolake Akinosun,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Virgilijus Alekna,M,Lithuania,LTU,2008,Beijing,Athletics,Athletics Men's Discus Throw,Bronze,0,2012
Nia Ali,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Silver,0,2012
Nathon Allen,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Ade Alleyne-forte,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Nijel Amos,M,Botswana,BOT,2012,London,Athletics,Athletics Men's 800 metres,Silver,0,2012
Olena Antonova,F,Ukraine,UKR,2008,Beijing,Athletics,Athletics Women's Discus Throw,Bronze,0,2012
Nataliya Antyukh,F,Russia,RUS,2012,London,Athletics,Athletics Women's 400 metres Hurdles,Gold,0,2012
Nataliya Antyukh,F,Russia,RUS,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Hirooki Arai,M,Japan,JPN,2016,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Bronze,0,2012
Aaron Armstrong,M,Trinidad and Tobago,TTO,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Dylan Armstrong,M,Canada,CAN,2008,Beijing,Athletics,Athletics Men's Shot Put,Bronze,0,2012
Nobuharu Asahara,M,Japan,JPN,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Geraldina Asher-smith,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Nickel Ashmeade,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Sofia Abebe,F,Ethiopia,ETH,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze,0,2012
Almaz Eba,F,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Bronze,0,2012
Almaz Eba,F,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Gold,0,2012
Mehdi Baala,M,France,FRA,2008,Beijing,Athletics,"Athletics Men's 1,500 metres",Bronze,0,2012
Kemar Bailey-cole,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Kemar Bailey-cole,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Andretti Bain,M,Bahamas,BAH,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Keshia (-kirtz),F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Brigetta Barrett,F,United States,USA,2012,London,Athletics,Athletics Women's High Jump,Silver,0,2012
Jennifer Barringer-simpson,F,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Bronze,0,2012
Yarelis Castaeda,F,Cuba,CUB,2008,Beijing,Athletics,Athletics Women's Discus Throw,Silver,0,2012
Erick Garca,M,Guatemala,GUA,2012,London,Athletics,Athletics Men's 20 kilometres Walk,Silver,0,2012
Mutaz Barshim,M,Qatar,QAT,2012,London,Athletics,Athletics Men's High Jump,Bronze,0,2012
Mutaz Barshim,M,Qatar,QAT,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump,Silver,0,2012
Dimitri Bascou,M,France,FRA,2016,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Bronze,0,2012
Ruth Vila,F,Spain,ESP,2016,Rio de Janeiro,Athletics,Athletics Women's High Jump,Gold,0,2012
Kenenisa Beyecha,M,Ethiopia,ETH,2008,Beijing,Athletics,"Athletics Men's 5,000 metres",Gold,0,2012
Kenenisa Beyecha,M,Ethiopia,ETH,2008,Beijing,Athletics,"Athletics Men's 10,000 metres",Gold,0,2012
Tariku Beyecha,M,Ethiopia,ETH,2012,London,Athletics,"Athletics Men's 10,000 metres",Bronze,0,2012
Hasna Benhassi,F,Morocco,MAR,2008,Beijing,Athletics,Athletics Women's 800 metres,Bronze,0,2012
Michael Bingham,M,Great Britain,GBR,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Dane Bird-smith,M,Australia,AUS,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Bronze,0,2012
Yohan Blake,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 100 metres,Silver,0,2012
Yohan Blake,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 200 metres,Silver,0,2012
Yohan Blake,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Yohan Blake,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Keston Bledman,M,Trinidad and Tobago,TTO,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Keston Bledman,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Usain Bolt,M,Jamaica,JAM,2008,Beijing,Athletics,Athletics Men's 100 metres,Gold,0,2012
Usain Bolt,M,Jamaica,JAM,2008,Beijing,Athletics,Athletics Men's 200 metres,Gold,0,2012
Usain Bolt,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 100 metres,Gold,0,2012
Usain Bolt,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 200 metres,Gold,0,2012
Usain Bolt,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Usain Bolt,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Gold,0,2012
Usain Bolt,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 200 metres,Gold,0,2012
Usain Bolt,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Bohdan Bondarenko,M,Ukraine,UKR,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump,Bronze,0,2012
Valeriy Borchin,M,Russia,RUS,2008,Beijing,Athletics,Athletics Men's 20 kilometres Walk,Gold,0,2012
Olivia Borle,F,Belgium,BEL,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Frentorish Bowie,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Silver,0,2012
Frentorish Bowie,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Bronze,0,2012
Frentorish Bowie,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Thiago Silva,M,Brazil,BRA,2016,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Gold,0,2012
Aaron Brown,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Christopher Brown,M,Bahamas,BAH,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Christopher Brown,M,Bahamas,BAH,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Christopher Brown,M,Bahamas,BAH,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Stephanie Brown-trafton,F,United States,USA,2008,Beijing,Athletics,Athletics Women's Discus Throw,Gold,0,2012
Yelyzaveta Bryzhina,F,Ukraine,UKR,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Gamze Bulut,F,Turkey,TUR,2012,London,Athletics,"Athletics Women's 1,500 metres",Silver,0,2012
Wilfred Bungei,M,Kenya,KEN,2008,Beijing,Athletics,Athletics Men's 800 metres,Gold,0,2012
Marc Burns,M,Trinidad and Tobago,TTO,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Marc Burns,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Denia Ponce,F,Cuba,CUB,2016,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Bronze,0,2012
Asl (-alptekin),F,Turkey,TUR,2012,London,Athletics,"Athletics Women's 1,500 metres",Gold,0,2012
Emmanuel Callender,M,Trinidad and Tobago,TTO,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Emmanuel Callender,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Schillonie Calvert,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Asuka Cambridge,M,Japan,JPN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Ibrahim Savas,M,Cuba,CUB,2008,Beijing,Athletics,Athletics Men's Long Jump,Bronze,0,2012
Veronica Campbell-brown,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 200 metres,Gold,0,2012
Veronica Campbell-brown,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 100 metres,Bronze,0,2012
Veronica Campbell-brown,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Veronica Campbell-brown,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Christian Cantwell,M,United States,USA,2008,Beijing,Athletics,Athletics Men's Shot Put,Silver,0,2012
Michelle Carter,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Gold,0,2012
Nesta Carter,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Kristi Castlin,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Bronze,0,2012
Matthew Jr.,M,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Gold,0,2012
Paul Chelimo,M,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Silver,0,2012
Yuliya Chermoshanskaya,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Tatyana Chernova,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's Heptathlon,Bronze,0,2012
Tatyana Chernova,F,Russia,RUS,2012,London,Athletics,Athletics Women's Heptathlon,Bronze,0,2012
Vivian Cheruiyot,F,Kenya,KEN,2012,London,Athletics,"Athletics Women's 5,000 metres",Silver,0,2012
Vivian Cheruiyot,F,Kenya,KEN,2012,London,Athletics,"Athletics Women's 10,000 metres",Bronze,0,2012
Vivian Cheruiyot,F,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Gold,0,2012
Vivian Cheruiyot,F,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Silver,0,2012
Anna Chicherova,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's High Jump,Bronze,0,2012
Anna Chicherova,F,Russia,RUS,2012,London,Athletics,Athletics Women's High Jump,Gold,0,2012
Eilidh Child-doyle,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Bryan Clay,M,United States,USA,2008,Beijing,Athletics,Athletics Men's Decathlon,Gold,0,2012
William Claye,M,United States,USA,2012,London,Athletics,Athletics Men's Long Jump,Bronze,0,2012
William Claye,M,United States,USA,2012,London,Athletics,Athletics Men's Triple Jump,Silver,0,2012
William Claye,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Silver,0,2012
Kerron Clement,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 400 metres Hurdles,Silver,0,2012
Kerron Clement,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Kerron Clement,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Gold,0,2012
Kyle Clemons,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Emma Coburn,F,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Bronze,0,2012
Yasmani Escobar,M,Turkey,TUR,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Bronze,0,2012
Shawn Crawford,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 200 metres,Silver,0,2012
Ryan Crouser,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Gold,0,2012
Javier Prez,M,Puerto Rico,PUR,2012,London,Athletics,Athletics Men's 400 metres Hurdles,Bronze,0,2012
Natasha (-smith-),F,Great Britain,GBR,2008,Beijing,Athletics,Athletics Women's 400 metres Hurdles,Bronze,0,2012
Christine Day,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Christine Day,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Bruno Barros,M,Brazil,BRA,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Andre Grasse,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Bronze,0,2012
Andre Grasse,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's 200 metres,Silver,0,2012
Andre Grasse,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Vicente Lima,M,Brazil,BRA,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Meseret Tola,F,Ethiopia,ETH,2008,Beijing,Athletics,"Athletics Women's 5,000 metres",Bronze,0,2012
Meseret Tola,F,Ethiopia,ETH,2012,London,Athletics,"Athletics Women's 5,000 metres",Gold,0,2012
Cynthia (-soukup),F,United States,USA,2012,London,Athletics,Athletics Women's Long Jump,Bronze,0,2012
Mirela Demireva,F,Bulgaria,BUL,2016,Rio de Janeiro,Athletics,Athletics Women's High Jump,Silver,0,2012
Lashinda Demus,F,United States,USA,2012,London,Athletics,Athletics Women's 400 metres Hurdles,Silver,0,2012
Khrysopigi Devetzi,F,Greece,GRE,2008,Beijing,Athletics,Athletics Women's Triple Jump,Bronze,0,2012
Vadim Devyatovsky,M,Belarus,BLR,2008,Beijing,Athletics,Athletics Men's Hammer Throw,Silver,0,2012
Emily Diamond,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Genzebe Keneni,F,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Silver,0,2012
Mare (-ibrahimova-),F,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,Bronze,0,2012
Tirunesh Keneni,F,Ethiopia,ETH,2008,Beijing,Athletics,"Athletics Women's 5,000 metres",Gold,0,2012
Tirunesh Keneni,F,Ethiopia,ETH,2008,Beijing,Athletics,"Athletics Women's 10,000 metres",Gold,0,2012
Tirunesh Keneni,F,Ethiopia,ETH,2012,London,Athletics,"Athletics Women's 5,000 metres",Bronze,0,2012
Tirunesh Keneni,F,Ethiopia,ETH,2012,London,Athletics,"Athletics Women's 10,000 metres",Gold,0,2012
Tirunesh Keneni,F,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Bronze,0,2012
Constantina Di-tomescu,F,Romania,ROU,2008,Beijing,Athletics,Athletics Women's Marathon,Gold,0,2012
Walter Dix,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 100 metres,Bronze,0,2012
Walter Dix,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 200 metres,Bronze,0,2012
Diamond Dixon,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Nataliya Dobrynska,F,Ukraine,UKR,2008,Beijing,Athletics,Athletics Women's Heptathlon,Gold,0,2012
